name,compiler,type,threads,input,sys_time,time,major_faults,voluntary_context_switches,mpxbtnum,user_time,mpxerrors,involuntary_context_switches,minor_faults,maxsize
h264ref,safecode,enabled,1,None,0.0,143.23,0,1,,143.22,,256,6211,23396
h264ref,safecode,enabled,1,None,0.0,141.94,0,7,,141.92,,258,6214,23648
h264ref,safecode,enabled,1,None,0.0,143.38,0,4,,143.36,,259,6212,23824
h264ref,safecode,enabled,1,None,0.0,142.95,0,5,,142.93,,257,6210,23568
h264ref,safecode,enabled,1,None,0.0,142.5,0,5,,142.48,,256,6217,23908
h264ref,safecode,enabled,1,None,0.0,141.93,0,3,,141.91,,259,6206,23684
h264ref,safecode,enabled,1,None,0.0,143.61,0,3,,143.59,,261,6212,23592
sphinx3,safecode,enabled,1,None,0.01,12.84,1,2,,12.82,,26,14238,65400
sphinx3,safecode,enabled,1,None,0.02,12.81,0,1,,12.78,,27,14239,65380
sphinx3,safecode,enabled,1,None,0.02,12.84,0,1,,12.82,,29,14238,65396
sphinx3,safecode,enabled,1,None,0.02,12.79,0,1,,12.76,,27,13725,65256
sphinx3,safecode,enabled,1,None,0.0,12.78,0,1,,12.77,,24,13727,65368
sphinx3,safecode,enabled,1,None,0.01,12.82,0,1,,12.8,,29,14749,65356
sphinx3,safecode,enabled,1,None,0.02,12.81,0,1,,12.78,,28,14239,65396
sphinx3,safecode,enabled,1,None,0.02,12.86,0,1,,12.83,,28,14241,65232
sphinx3,safecode,enabled,1,None,0.01,12.82,0,1,,12.8,,25,13729,65472
sphinx3,safecode,enabled,1,None,0.02,12.81,0,1,,12.78,,28,15259,65388
xalancbmk,gcc,native,1,None,0.21,71.98,0,1,,71.76,,147,94455,379076
xalancbmk,gcc,native,1,None,0.25,72.35,0,1,,72.09,,149,94456,379116
xalancbmk,gcc,native,1,None,0.21,72.24,0,1,,72.02,,148,94458,379096
xalancbmk,gcc,native,1,None,0.22,71.97,0,18,,71.74,,144,94477,379140
xalancbmk,gcc,native,1,None,0.2,71.11,0,35,,70.89,,142,94492,379460
xalancbmk,gcc,native,1,None,0.23,71.75,0,46,,71.5,,146,94504,379340
xalancbmk,gcc,native,1,None,0.2,71.16,0,41,,70.93,,145,94497,379308
xalancbmk,gcc,native,1,None,0.2,71.0,0,36,,70.77,,141,94495,379092
xalancbmk,gcc,native,1,None,0.17,71.47,0,34,,71.28,,142,94490,379128
xalancbmk,gcc,native,1,None,0.21,71.53999999999999,0,35,,71.31,,154,94492,379360
xalancbmk,icc,native,1,None,0.21,78.61,0,37,,78.38,,159,94588,379940
xalancbmk,icc,native,1,None,0.22,79.23,0,33,,78.99,,159,94587,380096
xalancbmk,icc,native,1,None,0.2,78.98,0,47,,78.76,,159,94598,380096
xalancbmk,icc,native,1,None,0.18,78.99,0,45,,78.79,,159,94596,380120
xalancbmk,icc,native,1,None,0.22,78.88,0,47,,78.64,,158,94598,380088
xalancbmk,icc,native,1,None,0.22,78.37,0,35,,78.14,,161,94589,379904
xalancbmk,icc,native,1,None,0.22,78.26,0,47,,78.02,,165,94600,380072
xalancbmk,icc,native,1,None,0.18,79.08,0,46,,78.87,,161,94599,380076
xalancbmk,icc,native,1,None,0.19,78.66,0,42,,78.44,,157,94590,380052
xalancbmk,icc,native,1,None,0.18,79.45,0,43,,79.24,,167,94594,380100
xalancbmk,clang,native,1,None,0.21,75.62,0,35,,75.38,,154,94426,378672
xalancbmk,clang,native,1,None,0.2,75.26,0,56,,75.03,,156,94443,378640
xalancbmk,clang,native,1,None,0.22,75.51,0,34,,75.26,,156,94415,378532
xalancbmk,clang,native,1,None,0.18,75.25,0,60,,75.04,,160,94446,378712
xalancbmk,clang,native,1,None,0.19,75.32,0,34,,75.1,,153,94420,378544
xalancbmk,clang,native,1,None,0.24,75.63,0,55,,75.37,,153,94436,378600
xalancbmk,clang,native,1,None,0.23,75.24,0,40,,74.99,,154,94428,378572
xalancbmk,clang,native,1,None,0.18,75.25,0,47,,75.04,,159,94430,378508
xalancbmk,clang,native,1,None,0.25,75.57,0,38,,75.3,,154,94421,378540
xalancbmk,clang,native,1,None,0.2,75.12,0,54,,74.89,,151,94433,378584
xalancbmk,clang,asan,1,None,0.5,169.77,0,37,,169.23,,339,478931,1196440
xalancbmk,clang,asan,1,None,0.49,169.34,0,44,,168.82,,336,478941,1198600
xalancbmk,clang,asan,1,None,0.46,169.46,0,49,,168.96,,327,478938,1196432
xalancbmk,clang,asan,1,None,0.48,170.67000000000002,0,49,,170.15,,336,478935,1196488
xalancbmk,clang,asan,1,None,0.54,170.42000000000002,0,44,,169.85,,336,478943,1196520
xalancbmk,clang,asan,1,None,0.46,169.8,0,44,,169.3,,334,478934,1196504
xalancbmk,clang,asan,1,None,0.53,169.5,0,38,,168.94,,332,478930,1196456
xalancbmk,clang,asan,1,None,0.48,169.43,0,34,,168.92,,334,478917,1196376
xalancbmk,clang,asan,1,None,0.48,169.49,0,61,,168.97,,332,478955,1196468
xalancbmk,clang,asan,1,None,0.56,169.64,0,43,,169.04,,330,478943,1196520
xalancbmk,gcc,mpx,1,None,0.49,4199.05,0,161,,1198.38,,2315,281102,1914848
xalancbmk,gcc,mpx,1,None,0.52,7204.63,0,157,,1203.93,,2335,280551,1913556
xalancbmk,gcc,mpx,1,None,0.44,4199.23,0,156,,1198.59,,2326,279558,1916800
xalancbmk,gcc,mpx,1,None,0.49,4198.68,0,165,,1198.01,,2314,279753,1914836
xalancbmk,gcc,mpx,1,None,0.45,7201.28,0,176,,1200.64,,2317,280596,1915328
xalancbmk,gcc,mpx,1,None,0.48,4197.95,0,148,,1197.29,,2318,281201,1911236
xalancbmk,gcc,mpx,1,None,0.46,4198.36,0,172,,1197.72,,2322,280843,1911640
xalancbmk,gcc,mpx,1,None,0.36,4199.1,0,158,,1198.56,,2321,280488,1915528
xalancbmk,gcc,mpx,1,None,0.44,7206.21,0,138,,1205.6,,2331,279784,1914560
xalancbmk,gcc,mpx,1,None,0.44,7207.58,0,182,,1206.96,,2337,280548,1916492
xalancbmk,icc,mpx,1,None,0.43,181.4,0,87,,180.92,,358,226115,1680656
xalancbmk,icc,mpx,1,None,0.44,181.1,0,96,,180.6,,357,216637,1702820
xalancbmk,icc,mpx,1,None,0.4,181.14,0,91,,180.69,,356,225237,1683496
xalancbmk,icc,mpx,1,None,0.42,181.58,0,103,,181.1,,366,228344,1668036
xalancbmk,icc,mpx,1,None,0.47,181.14,0,89,,180.62,,368,222474,1688044
xalancbmk,icc,mpx,1,None,0.45,181.83,0,93,,181.32,,358,223565,1695212
xalancbmk,icc,mpx,1,None,0.37,181.35,0,89,,180.93,,356,219952,1686532
xalancbmk,icc,mpx,1,None,0.51,181.43,0,92,,180.87,,355,227596,1673288
xalancbmk,icc,mpx,1,None,0.43,180.72,0,77,,180.24,,356,218129,1701764
xalancbmk,icc,mpx,1,None,0.42,181.22,0,86,,180.75,,355,224043,1678500
xalancbmk,softbound,native,1,None,0.22,77.17,0,44,,76.93,,160,94430,378512
xalancbmk,softbound,native,1,None,0.21,76.75,0,44,,76.51,,159,94432,378464
xalancbmk,softbound,native,1,None,0.23,77.07,0,35,,76.82,,156,94423,378512
xalancbmk,softbound,native,1,None,0.21,76.78,0,50,,76.54,,162,94434,378488
xalancbmk,softbound,native,1,None,0.16,77.07,0,38,,76.88,,155,94428,378612
xalancbmk,softbound,native,1,None,0.16,77.25,0,40,,77.06,,155,94426,378612
xalancbmk,softbound,native,1,None,0.2,76.65,0,48,,76.42,,170,94427,378516
xalancbmk,softbound,native,1,None,0.23,77.47,0,60,,77.22,,160,94441,378552
xalancbmk,softbound,native,1,None,0.2,77.08,0,59,,76.85,,159,94444,378640
xalancbmk,softbound,native,1,None,0.24,77.35,0,33,,77.08,,161,94417,378488
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,native,1,None,0.22,76.63,0,45,,76.38,,149,94432,378584
xalancbmk,safecode,native,1,None,0.27,76.62,0,45,,76.32,,155,94427,378504
xalancbmk,safecode,native,1,None,0.2,76.97,0,26,,76.75,,156,94411,378552
xalancbmk,safecode,native,1,None,0.18,77.17,0,55,,76.97,,159,94441,378680
xalancbmk,safecode,native,1,None,0.24,76.73,0,54,,76.46,,157,94445,378812
xalancbmk,safecode,native,1,None,0.2,77.25,0,41,,77.02,,163,94430,378556
xalancbmk,safecode,native,1,None,0.16,77.53,0,40,,77.34,,157,94424,378556
xalancbmk,safecode,native,1,None,0.22,76.72,0,51,,76.46,,147,94437,378680
xalancbmk,safecode,native,1,None,0.21,77.12,0,47,,76.89,,153,94433,378552
xalancbmk,safecode,native,1,None,0.21,77.15,0,39,,76.92,,161,94420,378508
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
xalancbmk,safecode,enabled,1,None,,,,,,,,,,
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,23.99,1,6,,23.98,,50,4710,111828
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,24.65,0,1,,24.64,,47,4711,111828
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,23.91,0,1,,23.9,,46,4711,111828
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,23.91,0,1,,23.9,,45,4711,111828
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,23.92,0,1,,23.9,,45,4711,111828
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,23.91,0,1,,23.9,,46,4711,111828
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,23.9,0,1,,23.89,,48,4711,111828
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,23.92,0,1,,23.91,,47,4711,111828
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,23.91,0,1,,23.9,,49,4711,112856
bzip2,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,23.91,0,1,,23.9,,48,4711,112856
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,54.04,0,16,,54.0,,107,14594,146296
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,54.08,0,6,,54.06,,100,14591,146296
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,54.07,0,8,,54.04,,98,14593,146296
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,54.04,0,4,,54.01,,102,14611,152100
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,54.07,0,7,,54.04,,101,14592,146296
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,54.04,0,11,,54.03,,100,14596,146296
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,54.17,0,6,,54.16,,99,14591,146296
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,54.06,0,9,,54.04,,100,14594,146296
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,54.03,0,5,,54.0,,104,14590,146296
gobmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,54.07,0,7,,54.06,,101,14592,146296
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.06,215.79,0,1,,215.7,,407,19949,106464
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,215.9,0,1,,215.85,,429,19949,106464
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,215.93,0,1,,215.88,,426,19949,106464
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.05,215.3,0,1,,215.22,,422,19949,106464
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.04,214.8,0,1,,214.73,,425,19949,106464
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.09,215.57,0,1,,215.45,,425,19949,106464
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.12,214.2,0,1,,214.05,,428,19949,106464
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,214.11,0,1,,214.07,,426,19949,106464
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.05,215.48,0,1,,215.4,,426,19949,106464
libquantum,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,215.21,0,1,,215.17,,425,19949,106464
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.26,11.91,0,8,,11.65,,25,229271,110960
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.18,11.94,0,4,,11.76,,24,228845,110960
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.19,11.94,0,1,,11.74,,25,229271,110960
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.18,11.93,0,2,,11.74,,25,229272,110960
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.27,11.95,0,2,,11.67,,23,229272,110960
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.22,11.94,0,2,,11.72,,27,229272,110960
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.22,12.01,0,1,,11.79,,24,228845,110960
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.22,12.0,0,3,,11.77,,23,229271,110960
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.21,11.98,0,2,,11.77,,23,229272,110960
milc,icc,mpx_no_narrow_bounds_only_write,1,None,0.2,11.96,0,2,,11.76,,25,229272,110960
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.44,117.82,0,35,,117.35,,238,448761,2639148
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.41,117.81,0,22,,117.38,,238,448755,2639144
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.4,117.83,0,33,,117.4,,234,448766,2639148
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.38,117.72,0,34,,117.31,,234,448752,2639132
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.41,117.85,0,28,,117.42,,233,448753,2639148
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.39,117.92,0,30,,117.51,,237,448752,2639140
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.42,117.81,0,28,,117.36,,236,448761,2639132
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.4,117.75999999999999,0,30,,117.33,,237,448754,2639120
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.4,117.75,0,32,,117.32,,234,448759,2639144
perlbench,icc,mpx_no_narrow_bounds_only_write,1,None,0.37,117.87,0,34,,117.47,,235,448761,2639124
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.71,4.05,0,6,,3.33,,12,834659,6170672
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.76,4.03,0,2,,3.26,,10,834660,6170676
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.82,4.03,0,1,,3.21,,14,834659,6170672
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.72,4.03,0,9,,3.3,,13,834659,6170676
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.75,4.03,0,1,,3.28,,10,834659,6170672
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.72,4.03,0,1,,3.3,,10,834659,6170672
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.74,4.03,0,9,,3.28,,13,834660,6170676
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.78,4.04,0,1,,3.26,,12,834659,6170672
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.76,4.05,0,9,,3.28,,13,834665,6170836
gcc,icc,mpx_no_narrow_bounds_only_write,1,None,0.71,4.04,0,1,,3.32,,10,834659,6170672
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
h264ref,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,435.93,0,3,,435.86,,777,1664,423440
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,435.92,0,1,,435.84,,779,1664,423440
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,435.95,0,1,,435.89,,782,1664,423440
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,435.94,0,1,,435.87,,777,1664,423440
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,436.89,0,1,,436.82,,778,1664,423440
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.03,437.69,0,1,,437.6,,780,1664,423440
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,437.73,0,1,,437.65,,784,1664,423440
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,437.71,0,1,,437.64,,779,1664,423440
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,437.69,0,1,,437.62,,783,1664,423440
lbm,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,435.86,0,1,,435.79,,776,1664,423440
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.79,363.28,0,6,,362.44,,646,860025,8576672
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.9,360.95,0,6,,360.0,,647,860028,8578616
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.89,359.90999999999997,0,5,,358.98,,646,860027,8578612
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.91,360.47,0,5,,359.51,,644,860027,8578620
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.93,357.94,0,6,,356.96,,642,860028,8578616
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.85,360.27,0,7,,359.37,,645,860029,8578616
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.92,358.48,0,6,,357.51,,639,860028,8578620
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.91,360.83,0,4,,359.86,,652,860025,8576672
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.85,360.27,0,6,,359.38,,643,860028,8578620
mcf,icc,mpx_no_narrow_bounds_only_write,1,None,0.9,360.37,0,6,,359.42,,643,860028,8578620
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.1,410.75,0,141,,410.54,,735,148796,877808
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.11,410.45,0,127,,410.24,,732,148783,877808
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.14,410.82,0,140,,410.58,,739,148793,877808
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.11,410.44,0,127,,410.23,,733,148782,877808
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.12,410.32,0,134,,410.1,,734,148785,877808
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.13,410.12,0,127,,409.89,,736,148777,877808
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.1,410.12,0,126,,409.92,,728,148777,877808
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.14,410.23,0,110,,410.0,,738,148758,877808
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.1,410.01,0,125,,409.81,,732,148774,877808
omnetpp,icc,mpx_no_narrow_bounds_only_write,1,None,0.1,410.22,0,136,,410.02,,730,148784,877808
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,8.35,0,1,,8.33,,17,12768,82948
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,8.15,0,5,,8.13,,52,12773,84716
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,8.19,0,6,,8.18,,20,12773,84716
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,8.25,0,6,,8.24,,21,12773,84716
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,8.28,0,6,,8.26,,19,12773,84716
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,8.32,0,6,,8.31,,19,12773,84716
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,8.33,0,1,,8.33,,23,12768,82948
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,8.16,0,6,,8.13,,20,12773,84716
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,8.2,0,6,,8.18,,17,12773,84716
sphinx3,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,8.26,0,6,,8.25,,19,12773,84716
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
soplex,icc,mpx_no_narrow_bounds_only_write,1,None,,,,,,,,,,
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,359.59000000000003,0,3,,359.54,,658,3052,187988
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,359.52,0,3,,359.48,,642,3052,187988
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,359.59000000000003,0,3,,359.54,,645,3052,187988
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.02,359.54,0,3,,359.47,,643,3052,187988
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,359.48,0,3,,359.42,,646,3052,187988
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,359.47,0,3,,359.42,,642,3052,187988
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,359.57,0,3,,359.52,,639,3052,187988
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,359.56,0,3,,359.5,,648,3052,187988
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,359.59000000000003,0,3,,359.53,,644,3052,187988
sjeng,icc,mpx_no_narrow_bounds_only_write,1,None,0.01,359.53,0,3,,359.48,,645,3052,187988
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.07,193.23,0,7,,193.13,,361,95403,570516
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.09,193.21,0,4,,193.09,,347,95401,570516
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.1,193.21,0,5,,193.08,,346,95402,570516
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.09,192.91,0,7,,192.79,,348,95404,570516
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.08,192.99,0,4,,192.89,,348,95401,570516
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.1,193.04,0,4,,192.92,,349,95401,570516
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.07,193.03,0,5,,192.93,,345,95402,570516
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.09,193.07,0,6,,192.95,,347,95403,570516
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.08,193.26,0,4,,193.15,,348,95401,570516
astar,icc,mpx_no_narrow_bounds_only_write,1,None,0.1,192.9,0,6,,192.77,,348,95403,570516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.03,140.41,0,25,,140.35,,342,2726,33516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.07,143.52,0,18,,143.42,,317,2726,33516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.04,141.32,0,16,,141.26,,306,2726,33516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.05,140.52,0,25,,140.44,,298,2726,33516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.04,142.42000000000002,0,23,,142.35,,310,2726,33516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.07,142.14,0,28,,142.04,,300,2727,33516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.04,142.22,0,21,,142.16,,305,2726,33516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.04,143.57999999999998,0,16,,143.51,,309,2726,33516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.04,142.66,0,26,,142.6,,308,2726,33516
povray,icc,mpx_no_narrow_bounds_only_write,1,None,0.06,142.03,0,20,,141.94,,311,2727,33516
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.22,0,6,,124.2,,251,3979,15116
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.3,0,2,,124.29,,245,3979,15112
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.24,0,2,,124.22,,237,3979,15112
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.25,0,2,,124.24,,239,3979,15112
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.24,0,2,,124.22,,242,3979,15112
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.22,0,2,,124.2,,247,3979,15116
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.27,0,2,,124.26,,248,3979,15112
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.22,0,2,,124.21,,249,3979,15112
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.28,0,2,,124.26,,246,3979,15112
hmmer,icc,mpx_no_narrow_bounds_only_write,1,None,0.0,124.22,0,2,,124.2,,248,3979,15112
xalancbmk,icc,mpx_no_narrow_bounds_only_write,1,None,0.36,114.09,0,51,,113.7,,249,223385,1678508
