name,compiler,type,threads,input,sys_time,time,major_faults,voluntary_context_switches,mpxbtnum,user_time,mpxerrors,involuntary_context_switches,minor_faults,maxsize
bzip2,gcc,native,1,None,0.0,20.81,0,1,,20.8,,43,5141,105020
bzip2,gcc,native,1,None,0.01,20.81,0,1,,20.79,,40,5207,105296
bzip2,gcc,native,1,None,0.0,20.79,0,1,,20.78,,40,4656,105396
bzip2,gcc,native,1,None,0.01,20.75,0,1,,20.74,,43,4708,104892
bzip2,gcc,native,1,None,0.01,20.83,0,1,,20.81,,40,4684,105404
bzip2,gcc,native,1,None,0.0,20.81,0,1,,20.8,,39,5193,105196
bzip2,gcc,native,1,None,0.0,20.63,0,1,,20.62,,39,4322,105900
bzip2,gcc,native,1,None,0.0,20.78,0,1,,20.77,,40,4682,105548
bzip2,gcc,native,1,None,0.01,20.81,0,1,,20.79,,40,5238,105420
bzip2,gcc,native,1,None,0.01,20.87,0,1,,20.86,,43,5310,105652
gcc,gcc,native,1,None,0.27,2.83,0,1,,2.56,,8,369404,1479604
gcc,gcc,native,1,None,0.31,2.82,0,1,,2.51,,7,369388,1479628
gcc,gcc,native,1,None,0.27,2.82,0,1,,2.55,,9,369415,1479624
gcc,gcc,native,1,None,0.3,2.84,0,1,,2.53,,11,369422,1479776
gcc,gcc,native,1,None,0.28,2.84,0,1,,2.56,,8,369411,1479764
gcc,gcc,native,1,None,0.24,2.82,0,1,,2.57,,9,369431,1479752
gcc,gcc,native,1,None,0.27,2.82,0,1,,2.55,,8,369410,1479392
gcc,gcc,native,1,None,0.33,2.83,0,1,,2.49,,8,369408,1479804
gcc,gcc,native,1,None,0.3,2.82,0,1,,2.52,,7,369392,1479688
gcc,gcc,native,1,None,0.27,2.84,0,1,,2.56,,11,369389,1479484
milc,gcc,native,1,None,0.26,16.69,0,1,,16.42,,33,220500,93236
milc,gcc,native,1,None,0.22,16.74,0,1,,16.51,,32,219527,93384
milc,gcc,native,1,None,0.26,16.74,0,8,,16.48,,33,218968,93732
milc,gcc,native,1,None,0.22,16.73,0,2,,16.5,,32,224074,93236
milc,gcc,native,1,None,0.18,16.7,0,1,,16.51,,33,219474,93320
milc,gcc,native,1,None,0.3,16.69,0,8,,16.38,,36,224075,93312
milc,gcc,native,1,None,0.26,16.71,0,1,,16.44,,35,219481,93340
milc,gcc,native,1,None,0.3,16.8,0,1,,16.49,,31,340072,93316
milc,gcc,native,1,None,0.25,16.75,0,8,,16.49,,31,219662,93296
milc,gcc,native,1,None,0.24,16.72,0,2,,16.46,,33,224076,93280
soplex,gcc,native,1,None,0.26,14.68,0,6,,14.41,,29,205808,138824
soplex,gcc,native,1,None,0.23,14.66,0,1,,14.42,,29,215501,139236
soplex,gcc,native,1,None,0.22,14.65,0,1,,14.42,,31,212472,139200
soplex,gcc,native,1,None,0.25,14.58,0,1,,14.32,,30,217338,137276
soplex,gcc,native,1,None,0.19,14.54,0,1,,14.35,,28,215908,139252
soplex,gcc,native,1,None,0.28,14.64,0,1,,14.35,,29,204551,138476
soplex,gcc,native,1,None,0.2,14.54,0,1,,14.33,,26,193275,138952
soplex,gcc,native,1,None,0.26,14.72,0,1,,14.46,,30,219353,139952
soplex,gcc,native,1,None,0.28,14.66,0,1,,14.37,,31,204958,138636
soplex,gcc,native,1,None,0.26,14.6,0,1,,14.33,,28,203237,139976
perlbench,gcc,native,1,None,0.14,55.51,0,1,,55.36,,110,172928,681220
perlbench,gcc,native,1,None,0.15,55.59,0,1,,55.43,,103,173439,681120
perlbench,gcc,native,1,None,0.16,55.53,0,1,,55.36,,106,173440,681212
perlbench,gcc,native,1,None,0.16,55.5,0,13,,55.33,,102,173451,681324
perlbench,gcc,native,1,None,0.16,55.51,0,17,,55.33,,107,173449,681204
perlbench,gcc,native,1,None,0.16,55.5,0,9,,55.32,,104,172425,681116
perlbench,gcc,native,1,None,0.14,55.5,0,22,,55.35,,109,173451,681328
perlbench,gcc,native,1,None,0.14,55.51,0,16,,55.36,,104,173453,681156
perlbench,gcc,native,1,None,0.15,55.53,0,1,,55.38,,102,172419,681192
perlbench,gcc,native,1,None,0.17,55.46,0,17,,55.27,,109,173453,681116
hmmer,gcc,native,1,None,0.0,178.17000000000002,0,1,,178.15,,324,912,6160
hmmer,gcc,native,1,None,0.0,179.24,0,1,,179.22,,318,916,6188
hmmer,gcc,native,1,None,0.0,179.75,0,1,,179.73,,323,915,6316
hmmer,gcc,native,1,None,0.0,178.66,0,1,,178.64,,322,911,6160
hmmer,gcc,native,1,None,0.0,179.49,0,1,,179.46,,319,918,6292
hmmer,gcc,native,1,None,0.0,179.82,0,1,,179.8,,323,916,6184
hmmer,gcc,native,1,None,0.0,179.32999999999998,0,1,,179.31,,323,915,6152
hmmer,gcc,native,1,None,0.0,178.5,0,1,,178.48,,318,916,6184
hmmer,gcc,native,1,None,0.0,180.05,0,1,,180.03,,321,915,6160
hmmer,gcc,native,1,None,0.0,179.46,0,1,,179.44,,323,911,6160
sjeng,gcc,native,1,None,0.02,338.9,0,4,,338.84,,604,2968,181724
sjeng,gcc,native,1,None,0.01,338.87,0,3,,338.82,,603,2960,181696
sjeng,gcc,native,1,None,0.01,338.90999999999997,0,4,,338.85,,606,3479,181828
sjeng,gcc,native,1,None,0.01,338.99,0,3,,338.94,,605,3468,181568
sjeng,gcc,native,1,None,0.01,339.0,0,4,,338.95,,604,2967,181820
sjeng,gcc,native,1,None,0.02,339.24,0,4,,339.18,,604,2968,181728
sjeng,gcc,native,1,None,0.01,338.84000000000003,0,4,,338.78,,604,2963,181712
sjeng,gcc,native,1,None,0.01,339.0,0,4,,338.95,,604,3475,181664
sjeng,gcc,native,1,None,0.01,338.89,0,4,,338.84,,603,2968,181820
sjeng,gcc,native,1,None,0.01,338.9,0,4,,338.85,,602,2958,181600
dealII,gcc,native,1,None,0.04,8.32,0,3,,8.27,,26,68228,88624
dealII,gcc,native,1,None,0.04,8.31,0,1,,8.27,,30,67722,88852
dealII,gcc,native,1,None,0.05,8.33,0,2,,8.27,,29,68233,88828
dealII,gcc,native,1,None,0.04,8.33,0,1,,8.29,,27,67209,88720
dealII,gcc,native,1,None,0.06,8.32,0,1,,8.25,,34,67720,88712
dealII,gcc,native,1,None,0.06,8.33,0,4,,8.26,,33,67749,88644
dealII,gcc,native,1,None,0.04,8.33,0,2,,8.28,,27,68740,88704
dealII,gcc,native,1,None,0.06,8.32,0,1,,8.25,,27,67210,88724
dealII,gcc,native,1,None,0.04,8.34,0,2,,8.3,,31,66189,88900
dealII,gcc,native,1,None,0.06,8.32,0,1,,8.25,,31,67208,88740
mcf,gcc,native,1,None,0.09,240.21,0,1,,240.09,,432,2556,1718760
mcf,gcc,native,1,None,0.07,241.66,0,1,,241.55,,429,2557,1718760
mcf,gcc,native,1,None,0.09,240.62,0,1,,240.5,,433,2559,1718692
mcf,gcc,native,1,None,0.07,242.23,0,1,,242.13,,435,2555,1718656
mcf,gcc,native,1,None,0.07,230.47,0,1,,230.38,,408,2558,1718712
mcf,gcc,native,1,None,0.07,240.85,0,1,,240.74,,434,2556,1718736
mcf,gcc,native,1,None,0.11,240.05,0,1,,239.91,,429,2556,1718744
mcf,gcc,native,1,None,0.1,230.11,0,1,,229.98,,409,2046,1718644
mcf,gcc,native,1,None,0.08,230.31,0,1,,230.2,,416,2556,1718676
mcf,gcc,native,1,None,0.1,242.31,0,1,,242.18,,433,2557,1718724
lbm,gcc,native,1,None,0.01,409.67,0,1,,409.61,,730,1626,421064
lbm,gcc,native,1,None,0.01,409.62,0,1,,409.56,,727,1120,420996
lbm,gcc,native,1,None,0.02,409.63,0,1,,409.56,,731,1116,420928
lbm,gcc,native,1,None,0.03,411.79,0,1,,411.72,,732,1633,421152
lbm,gcc,native,1,None,0.03,411.77,0,1,,411.69,,738,1120,421164
lbm,gcc,native,1,None,0.01,411.81,0,1,,411.75,,733,1119,421000
lbm,gcc,native,1,None,0.01,411.86,0,1,,411.79,,735,1632,421180
lbm,gcc,native,1,None,0.01,411.8,0,1,,411.74,,736,1629,421144
lbm,gcc,native,1,None,0.02,410.01,0,1,,409.95,,727,1632,421188
lbm,gcc,native,1,None,0.02,411.77,0,1,,411.7,,735,1118,420924
gobmk,gcc,native,1,None,0.0,45.28,0,1,,45.27,,96,2121,31556
gobmk,gcc,native,1,None,0.0,45.4,0,1,,45.39,,84,2633,31624
gobmk,gcc,native,1,None,0.0,45.31,0,3,,45.3,,81,2631,31548
gobmk,gcc,native,1,None,0.0,45.35,0,1,,45.34,,91,2633,31548
gobmk,gcc,native,1,None,0.0,45.34,0,1,,45.33,,82,2631,31512
gobmk,gcc,native,1,None,0.0,45.43,0,1,,45.42,,90,2633,31588
gobmk,gcc,native,1,None,0.0,45.36,0,1,,45.35,,82,2634,31628
gobmk,gcc,native,1,None,0.0,45.45,0,1,,45.44,,89,2633,31600
gobmk,gcc,native,1,None,0.0,45.51,0,3,,45.5,,84,2634,31596
gobmk,gcc,native,1,None,0.0,45.42,0,1,,45.41,,82,2630,31460
namd,gcc,native,1,None,0.01,278.26,0,3,,278.21,,498,11175,49200
namd,gcc,native,1,None,0.01,278.26,0,3,,278.22,,498,11174,49136
namd,gcc,native,1,None,0.01,278.25,0,3,,278.2,,493,11684,48948
namd,gcc,native,1,None,0.01,278.23,0,3,,278.18,,493,11175,49104
namd,gcc,native,1,None,0.0,278.59000000000003,0,5,,278.55,,499,11176,49108
namd,gcc,native,1,None,0.0,278.22,0,5,,278.18,,497,11689,48944
namd,gcc,native,1,None,0.0,278.13,0,4,,278.09,,494,11177,49124
namd,gcc,native,1,None,0.0,278.13,0,3,,278.1,,494,11175,49156
namd,gcc,native,1,None,0.0,278.31,0,4,,278.27,,493,11175,49128
namd,gcc,native,1,None,0.02,278.15999999999997,0,3,,278.11,,497,11174,49120
astar,gcc,native,1,None,0.03,174.82,0,2,,174.76,,314,42151,137784
astar,gcc,native,1,None,0.02,175.13,0,9,,175.09,,313,41984,138708
astar,gcc,native,1,None,0.01,171.53,0,1,,171.49,,306,41689,138780
astar,gcc,native,1,None,0.03,175.63,0,1,,175.57,,313,41686,137348
astar,gcc,native,1,None,0.02,175.38,0,1,,175.34,,311,41560,138952
astar,gcc,native,1,None,0.03,171.27,0,2,,171.21,,305,41923,138160
astar,gcc,native,1,None,0.04,171.97,0,16,,171.9,,308,42252,138364
astar,gcc,native,1,None,0.01,172.93,0,1,,172.9,,312,41807,138064
astar,gcc,native,1,None,0.01,174.52,0,2,,174.48,,312,41689,138820
astar,gcc,native,1,None,0.01,174.9,0,1,,174.86,,311,41339,137256
libquantum,gcc,native,1,None,0.05,207.44,0,4,,207.36,,368,19474,100928
libquantum,gcc,native,1,None,0.05,210.53,0,7,,210.44,,374,18963,100852
libquantum,gcc,native,1,None,0.03,212.28,0,1,,212.22,,378,19469,100972
libquantum,gcc,native,1,None,0.02,207.93,0,8,,207.87,,371,19471,100796
libquantum,gcc,native,1,None,0.03,209.38,0,8,,209.32,,374,19986,100980
libquantum,gcc,native,1,None,0.05,212.16,0,2,,212.08,,384,19978,100980
libquantum,gcc,native,1,None,0.05,207.55,0,7,,207.47,,367,19476,100940
libquantum,gcc,native,1,None,0.03,209.92000000000002,0,4,,209.86,,377,18962,101020
libquantum,gcc,native,1,None,0.05,212.12,0,6,,212.04,,379,19471,100800
libquantum,gcc,native,1,None,0.06,206.66,0,5,,206.58,,374,19982,100884
omnetpp,gcc,native,1,None,0.04,276.14,0,55,,276.04,,493,46854,176992
omnetpp,gcc,native,1,None,0.03,286.98,0,51,,286.89,,508,46853,177092
omnetpp,gcc,native,1,None,0.03,265.6,0,42,,265.52,,478,46842,177016
omnetpp,gcc,native,1,None,0.03,279.02,0,44,,278.93,,498,46839,176912
omnetpp,gcc,native,1,None,0.02,286.15999999999997,0,47,,286.09,,507,46848,177016
omnetpp,gcc,native,1,None,0.04,265.92,0,54,,265.82,,479,46853,177068
omnetpp,gcc,native,1,None,0.03,276.17,0,53,,276.08,,492,46856,177108
omnetpp,gcc,native,1,None,0.04,285.95,0,32,,285.86,,507,46831,176992
omnetpp,gcc,native,1,None,0.02,265.75,0,46,,265.68,,477,46850,177188
omnetpp,gcc,native,1,None,0.02,276.64,0,52,,276.56,,496,46848,176824
povray,gcc,native,1,None,0.04,98.28,0,18,,98.22,,204,876,7360
povray,gcc,native,1,None,0.05,98.32,0,20,,98.25,,213,878,7480
povray,gcc,native,1,None,0.05,95.74000000000001,0,20,,95.67,,216,877,7528
povray,gcc,native,1,None,0.08,97.8,0,19,,97.71,,209,878,7480
povray,gcc,native,1,None,0.02,97.21000000000001,0,18,,97.17,,217,876,7504
povray,gcc,native,1,None,0.02,98.03,0,21,,97.99,,213,873,7452
povray,gcc,native,1,None,0.08,98.28999999999999,0,19,,98.2,,216,875,7408
povray,gcc,native,1,None,0.03,97.3,0,20,,97.25,,211,875,7368
povray,gcc,native,1,None,0.03,97.99000000000001,0,8,,97.95,,217,880,7348
povray,gcc,native,1,None,0.04,97.49000000000001,0,19,,97.44,,214,876,7368
h264ref,gcc,native,1,None,0.0,27.82,0,1,,27.82,,56,5758,21008
h264ref,gcc,native,1,None,0.0,27.78,0,4,,27.76,,52,5757,21524
h264ref,gcc,native,1,None,0.0,27.82,0,1,,27.81,,52,5759,21080
h264ref,gcc,native,1,None,0.0,27.82,0,1,,27.82,,49,5759,21008
h264ref,gcc,native,1,None,0.01,27.81,0,1,,27.79,,55,5762,21084
h264ref,gcc,native,1,None,0.0,27.82,0,1,,27.82,,55,5759,21080
h264ref,gcc,native,1,None,0.02,27.85,0,1,,27.83,,55,5757,20960
h264ref,gcc,native,1,None,0.0,27.79,0,1,,27.79,,50,5756,20960
h264ref,gcc,native,1,None,0.0,27.8,0,1,,27.8,,52,5759,20960
h264ref,gcc,native,1,None,0.0,27.78,0,1,,27.78,,57,5757,21020
sphinx3,gcc,native,1,None,0.01,10.29,0,1,,10.28,,24,6586,34128
sphinx3,gcc,native,1,None,0.0,10.23,0,1,,10.22,,20,6068,36032
sphinx3,gcc,native,1,None,0.03,10.23,0,4,,10.19,,21,6593,36228
sphinx3,gcc,native,1,None,0.0,10.12,0,5,,10.1,,26,6078,34892
sphinx3,gcc,native,1,None,0.0,10.15,0,6,,10.15,,22,6592,35244
sphinx3,gcc,native,1,None,0.0,10.14,0,5,,10.13,,22,6589,35636
sphinx3,gcc,native,1,None,0.01,10.16,0,6,,10.14,,21,6588,36360
sphinx3,gcc,native,1,None,0.0,10.12,0,6,,10.1,,24,6595,36012
sphinx3,gcc,native,1,None,0.0,10.14,0,5,,10.13,,22,6082,35116
sphinx3,gcc,native,1,None,0.0,10.17,0,4,,10.16,,21,6078,34096
bzip2,icc,native,1,None,0.0,21.32,0,2,,21.31,,40,4737,105664
bzip2,icc,native,1,None,0.0,21.38,0,1,,21.37,,43,4883,106156
bzip2,icc,native,1,None,0.0,21.39,0,1,,21.39,,44,4962,106192
bzip2,icc,native,1,None,0.0,21.27,0,1,,21.26,,40,4718,104960
bzip2,icc,native,1,None,0.0,21.39,0,1,,21.38,,39,5016,106340
bzip2,icc,native,1,None,0.0,21.36,0,1,,21.35,,40,5065,105704
bzip2,icc,native,1,None,0.0,21.35,0,2,,21.34,,44,4785,105900
bzip2,icc,native,1,None,0.0,21.33,0,2,,21.32,,42,4704,105552
bzip2,icc,native,1,None,0.0,21.31,0,1,,21.3,,43,5223,105368
bzip2,icc,native,1,None,0.01,21.24,0,2,,21.22,,40,4679,106516
gcc,icc,native,1,None,0.31,2.7,0,1,,2.38,,6,369350,1479824
gcc,icc,native,1,None,0.26,2.69,0,1,,2.42,,9,369382,1479936
gcc,icc,native,1,None,0.27,2.7,0,9,,2.42,,9,369377,1480000
gcc,icc,native,1,None,0.26,2.69,0,1,,2.42,,10,369369,1479796
gcc,icc,native,1,None,0.27,2.69,0,1,,2.41,,7,369406,1480064
gcc,icc,native,1,None,0.23,2.69,0,1,,2.45,,8,369396,1479952
gcc,icc,native,1,None,0.23,2.7,0,4,,2.47,,7,369388,1479760
gcc,icc,native,1,None,0.28,2.69,0,1,,2.41,,11,369377,1479684
gcc,icc,native,1,None,0.27,2.7,0,1,,2.43,,9,369378,1479912
gcc,icc,native,1,None,0.26,2.69,0,1,,2.43,,9,369386,1479924
milc,icc,native,1,None,0.22,14.64,0,1,,14.42,,28,219691,93116
milc,icc,native,1,None,0.22,14.51,0,1,,14.28,,28,220503,93116
milc,icc,native,1,None,0.17,14.49,0,1,,14.31,,29,220503,93140
milc,icc,native,1,None,0.22,14.76,0,1,,14.53,,31,219483,93088
milc,icc,native,1,None,0.19,14.52,0,1,,14.32,,30,102953,93088
milc,icc,native,1,None,0.18,14.49,0,1,,14.31,,29,103412,93104
milc,icc,native,1,None,0.22,14.63,0,1,,14.4,,27,219805,93172
milc,icc,native,1,None,0.22,14.64,0,1,,14.41,,28,224083,93144
milc,icc,native,1,None,0.2,14.65,0,1,,14.45,,29,219482,93088
milc,icc,native,1,None,0.23,14.65,0,1,,14.42,,27,223572,93180
soplex,icc,native,1,None,0.25,14.4,0,1,,14.14,,29,221632,137924
soplex,icc,native,1,None,0.24,14.35,0,1,,14.1,,30,183583,139088
soplex,icc,native,1,None,0.17,14.4,0,1,,14.22,,30,207651,139912
soplex,icc,native,1,None,0.22,14.43,0,1,,14.2,,29,196923,138000
soplex,icc,native,1,None,0.2,14.43,0,1,,14.22,,27,212795,138908
soplex,icc,native,1,None,0.21,14.32,0,1,,14.11,,28,185209,139004
soplex,icc,native,1,None,0.26,14.58,0,1,,14.32,,29,222053,138220
soplex,icc,native,1,None,0.23,14.5,0,1,,14.26,,26,214086,140360
soplex,icc,native,1,None,0.18,14.61,0,1,,14.42,,30,190784,138600
soplex,icc,native,1,None,0.17,14.38,0,3,,14.2,,29,207308,140792
perlbench,icc,native,1,None,0.12,52.96,0,2,,52.83,,107,173400,681192
perlbench,icc,native,1,None,0.13,52.99,0,13,,52.85,,98,173409,681096
perlbench,icc,native,1,None,0.11,52.88,0,3,,52.76,,96,173393,681012
perlbench,icc,native,1,None,0.1,53.12,0,10,,53.0,,101,173400,681092
perlbench,icc,native,1,None,0.11,52.88,0,8,,52.75,,105,173408,681156
perlbench,icc,native,1,None,0.1,52.93,0,7,,52.81,,95,173404,681112
perlbench,icc,native,1,None,0.18,52.95,0,17,,52.76,,99,173406,681088
perlbench,icc,native,1,None,0.12,52.97,0,8,,52.84,,99,173406,680928
perlbench,icc,native,1,None,0.12,52.98,0,23,,52.84,,96,173419,680996
perlbench,icc,native,1,None,0.13,52.87,0,9,,52.73,,106,173401,681008
hmmer,icc,native,1,None,0.0,110.72999999999999,0,1,,110.72,,206,926,6248
hmmer,icc,native,1,None,0.0,110.72,0,1,,110.71,,202,925,6100
hmmer,icc,native,1,None,0.0,110.82,0,1,,110.8,,201,925,6124
hmmer,icc,native,1,None,0.0,110.94,0,1,,110.92,,202,925,6204
hmmer,icc,native,1,None,0.0,110.83,0,1,,110.82,,202,924,6180
hmmer,icc,native,1,None,0.0,110.82,0,1,,110.81,,203,924,6128
hmmer,icc,native,1,None,0.0,110.69,0,1,,110.68,,198,926,6104
hmmer,icc,native,1,None,0.0,111.02000000000001,0,1,,111.01,,201,924,6200
hmmer,icc,native,1,None,0.0,110.8,0,1,,110.79,,203,925,6220
hmmer,icc,native,1,None,0.0,110.78,0,1,,110.77,,211,926,6204
sjeng,icc,native,1,None,0.0,326.68,0,4,,326.64,,580,3481,181820
sjeng,icc,native,1,None,0.02,326.66,0,4,,326.6,,584,2973,181628
sjeng,icc,native,1,None,0.0,326.71,0,4,,326.66,,579,2974,181668
sjeng,icc,native,1,None,0.0,326.94,0,3,,326.9,,589,2974,181804
sjeng,icc,native,1,None,0.01,326.67,0,4,,326.62,,581,2975,181732
sjeng,icc,native,1,None,0.02,326.96,0,4,,326.9,,584,2971,181756
sjeng,icc,native,1,None,0.0,326.7,0,4,,326.65,,585,2976,181740
sjeng,icc,native,1,None,0.01,326.56,0,4,,326.51,,580,2972,181720
sjeng,icc,native,1,None,0.01,326.5,0,4,,326.44,,584,2975,181844
sjeng,icc,native,1,None,0.01,326.73,0,4,,326.68,,580,2972,181644
dealII,icc,native,1,None,0.07,7.71,0,3,,7.64,,28,69306,89872
dealII,icc,native,1,None,0.06,7.73,0,2,,7.66,,32,66746,89804
dealII,icc,native,1,None,0.05,7.71,0,2,,7.66,,25,67776,89808
dealII,icc,native,1,None,0.02,7.71,0,2,,7.68,,30,67784,89756
dealII,icc,native,1,None,0.05,7.73,0,2,,7.67,,30,66750,89988
dealII,icc,native,1,None,0.02,7.71,0,4,,7.68,,28,67772,89808
dealII,icc,native,1,None,0.06,7.73,0,2,,7.66,,28,67258,89704
dealII,icc,native,1,None,0.06,7.71,0,2,,7.64,,27,67259,89704
dealII,icc,native,1,None,0.06,7.72,0,2,,7.66,,30,68795,89860
dealII,icc,native,1,None,0.03,7.71,0,2,,7.68,,29,67261,89788
mcf,icc,native,1,None,0.09,231.66,0,1,,231.54,,426,2561,1718724
mcf,icc,native,1,None,0.07,231.2,0,1,,231.1,,411,2559,1718732
mcf,icc,native,1,None,0.08,241.83,0,1,,241.72,,433,2563,1718688
mcf,icc,native,1,None,0.07,240.0,0,1,,239.9,,431,2561,1718688
mcf,icc,native,1,None,0.08,230.71,0,1,,230.59,,410,2563,1718688
mcf,icc,native,1,None,0.09,231.29,0,1,,231.16,,414,2563,1718732
mcf,icc,native,1,None,0.09,239.92000000000002,0,1,,239.8,,432,2560,1718696
mcf,icc,native,1,None,0.06,241.33,0,1,,241.24,,430,2562,1718720
mcf,icc,native,1,None,0.06,231.07999999999998,0,1,,231.0,,414,2560,1718800
mcf,icc,native,1,None,0.07,231.82,0,1,,231.72,,416,2562,1718804
lbm,icc,native,1,None,0.02,435.97,0,1,,435.9,,777,1633,421108
lbm,icc,native,1,None,0.01,435.99,0,1,,435.92,,774,1635,421136
lbm,icc,native,1,None,0.02,436.01,0,1,,435.94,,773,1635,421232
lbm,icc,native,1,None,0.02,435.95,0,1,,435.88,,776,1124,421164
lbm,icc,native,1,None,0.02,435.87,0,1,,435.79,,774,1123,420972
lbm,icc,native,1,None,0.02,435.94,0,1,,435.87,,775,1123,421024
lbm,icc,native,1,None,0.0,436.01,0,1,,435.95,,773,1636,421220
lbm,icc,native,1,None,0.03,436.04,0,1,,435.96,,772,1636,421188
lbm,icc,native,1,None,0.01,435.9,0,1,,435.84,,776,1123,421160
lbm,icc,native,1,None,0.01,435.97,0,1,,435.9,,776,1636,421108
gobmk,icc,native,1,None,0.0,44.11,0,1,,44.09,,81,2393,32836
gobmk,icc,native,1,None,0.0,44.13,0,1,,44.12,,82,2391,32824
gobmk,icc,native,1,None,0.0,44.04,0,3,,44.03,,82,1883,32880
gobmk,icc,native,1,None,0.0,44.07,0,1,,44.06,,82,2391,32880
gobmk,icc,native,1,None,0.0,44.06,0,1,,44.05,,80,2390,32788
gobmk,icc,native,1,None,0.0,44.11,0,1,,44.1,,80,2390,32820
gobmk,icc,native,1,None,0.0,44.09,0,1,,44.08,,80,2392,32836
gobmk,icc,native,1,None,0.0,44.09,0,1,,44.08,,80,2391,32880
gobmk,icc,native,1,None,0.0,44.07,0,2,,44.06,,84,1881,32836
gobmk,icc,native,1,None,0.0,44.06,0,1,,44.06,,85,2392,32844
namd,icc,native,1,None,0.0,143.03,0,1,,143.0,,255,11174,48876
namd,icc,native,1,None,0.01,142.4,0,3,,142.37,,255,11180,48992
namd,icc,native,1,None,0.01,142.44,0,1,,142.42,,258,11175,48864
namd,icc,native,1,None,0.0,142.41,0,3,,142.38,,256,11688,48704
namd,icc,native,1,None,0.0,142.43,0,1,,142.41,,253,11178,48844
namd,icc,native,1,None,0.0,142.4,0,3,,142.38,,257,11180,48888
namd,icc,native,1,None,0.01,142.43,0,1,,142.4,,255,11179,48876
namd,icc,native,1,None,0.0,142.41,0,2,,142.4,,258,11175,48872
namd,icc,native,1,None,0.0,142.6,0,1,,142.58,,253,11177,48888
namd,icc,native,1,None,0.0,142.88,0,3,,142.86,,256,11690,48756
astar,icc,native,1,None,0.03,165.07999999999998,0,1,,165.02,,299,41791,137144
astar,icc,native,1,None,0.02,165.22,0,1,,165.17,,295,41146,137196
astar,icc,native,1,None,0.02,165.14,0,1,,165.1,,296,40991,139712
astar,icc,native,1,None,0.01,160.3,0,2,,160.27,,285,41277,138380
astar,icc,native,1,None,0.02,163.72,0,9,,163.68,,292,40508,138904
astar,icc,native,1,None,0.03,160.41,0,1,,160.36,,292,40597,139016
astar,icc,native,1,None,0.03,162.51,0,9,,162.45,,289,41118,138636
astar,icc,native,1,None,0.02,160.26,0,1,,160.22,,286,41125,138672
astar,icc,native,1,None,0.02,162.31,0,9,,162.26,,292,41322,138400
astar,icc,native,1,None,0.03,160.29,0,1,,160.23,,290,41633,138504
libquantum,icc,native,1,None,0.05,236.6,0,2,,236.52,,425,19984,101000
libquantum,icc,native,1,None,0.02,238.5,0,1,,238.45,,457,18960,101092
libquantum,icc,native,1,None,0.06,238.26,0,1,,238.16,,466,19983,101000
libquantum,icc,native,1,None,0.03,236.15,0,1,,236.09,,458,19980,100912
libquantum,icc,native,1,None,0.03,235.64,0,6,,235.58,,455,18967,101076
libquantum,icc,native,1,None,0.04,238.62,0,1,,238.54,,465,18962,101084
libquantum,icc,native,1,None,0.02,238.28,0,4,,238.22,,463,19984,100956
libquantum,icc,native,1,None,0.07,234.7,0,9,,234.6,,456,18964,100912
libquantum,icc,native,1,None,0.08,236.71,0,1,,236.6,,465,19471,100964
libquantum,icc,native,1,None,0.04,237.02,0,9,,236.94,,469,19481,101044
omnetpp,icc,native,1,None,0.03,293.37,0,40,,293.28,,524,46851,176928
omnetpp,icc,native,1,None,0.03,273.63,0,48,,273.54,,486,46865,177144
omnetpp,icc,native,1,None,0.02,283.01,0,44,,282.93,,505,46858,176940
omnetpp,icc,native,1,None,0.02,291.64,0,50,,291.57,,523,46866,177104
omnetpp,icc,native,1,None,0.03,296.1,0,7,,296.02,,529,46819,176988
omnetpp,icc,native,1,None,0.04,273.9,0,50,,273.8,,490,46855,176980
omnetpp,icc,native,1,None,0.04,282.77,0,42,,282.68,,502,46857,177032
omnetpp,icc,native,1,None,0.03,290.81,0,45,,290.72,,518,46862,177124
omnetpp,icc,native,1,None,0.04,295.84000000000003,0,15,,295.76,,531,46830,177104
omnetpp,icc,native,1,None,0.06,274.58,0,59,,274.46,,490,46879,177160
povray,icc,native,1,None,0.05,110.41,0,19,,110.34,,223,884,7488
povray,icc,native,1,None,0.04,111.28,0,22,,111.22,,230,885,7480
povray,icc,native,1,None,0.03,110.46000000000001,0,22,,110.4,,238,884,7408
povray,icc,native,1,None,0.04,110.77000000000001,0,21,,110.72,,238,883,7396
povray,icc,native,1,None,0.04,110.84,0,22,,110.78,,234,883,7440
povray,icc,native,1,None,0.03,111.31,0,20,,111.26,,244,885,7440
povray,icc,native,1,None,0.05,111.11,0,20,,111.04,,242,883,7456
povray,icc,native,1,None,0.06,110.37,0,18,,110.29,,243,881,7408
povray,icc,native,1,None,0.07,110.88,0,20,,110.8,,243,883,7468
povray,icc,native,1,None,0.05,110.85,0,22,,110.78,,244,880,7444
h264ref,icc,native,1,None,0.0,27.51,0,1,,27.51,,54,5769,20992
h264ref,icc,native,1,None,0.0,27.56,0,1,,27.55,,55,5768,21016
h264ref,icc,native,1,None,0.0,27.43,0,2,,27.42,,53,5759,21204
h264ref,icc,native,1,None,0.0,27.61,0,1,,27.6,,49,5768,21076
h264ref,icc,native,1,None,0.0,27.68,0,1,,27.67,,53,5772,21092
h264ref,icc,native,1,None,0.0,27.53,0,1,,27.52,,54,5772,21144
h264ref,icc,native,1,None,0.0,27.55,0,1,,27.55,,55,5770,20976
