name,compiler,type,threads,input,instructions,llc_store_misses,mpxerrors,l1_dcache_stores,l1_dcache_load_misses,llc_loads,l1_dcache_loads,l1_dcache_store_misses,llc_load_misses,llc_stores,time,mpxbtnum
milc,softbound,native,1,None,31677774707,83499455,,2919200073,940220721,291335392,9657390134,1,245633977,132816585,16.490028893,
milc,softbound,native,1,None,31545045696,77341846,,2928502159,936116240,291038103,9613226748,1,246134022,130500512,16.464848793,
milc,softbound,native,1,None,31532402691,81387277,,2925174311,937519864,290440226,9627388051,1,245728690,131986331,16.470586012,
milc,softbound,native,1,None,31694225232,80370275,,2920674318,930404383,295942304,9642019904,1,247966569,133259439,16.495759024,
omnetpp,softbound,native,1,None,563032875766,1161311301,,94059285645,22818085901,11566977570,163492658023,1,4767760341,2133449284,274.850631831,
omnetpp,softbound,native,1,None,563208793840,1228703793,,94014813750,23570607711,12280301584,163474267223,1,4748620530,2339679247,299.637046674,
omnetpp,softbound,native,1,None,563272695035,1161331186,,94018534458,22866262327,11569569853,163514252611,1,4763904989,2140617909,275.151808526,
omnetpp,softbound,native,1,None,563440350068,1231685843,,94045442052,23573455044,12280435620,163537997844,1,4770535517,2337827588,300.033155828,
omnetpp,softbound,native,1,None,562901564438,1166115092,,94032114624,22876185458,11561825295,163451085366,1,4757443851,2138477929,274.253423309,
sjeng,softbound,native,1,None,2281778529956,165731834,,198642250618,4131269954,1025547921,530184013673,1,748348616,206113191,335.842632523,
sjeng,softbound,native,1,None,2282317542565,71809498,,198632020773,4123478731,1027468402,530300600703,1,747654920,125538488,335.131224873,
sjeng,softbound,native,1,None,2281813809234,73184645,,198575591968,4146829336,1028941493,530136629969,1,747818085,169954015,335.944780669,
sjeng,softbound,native,1,None,2282217657441,75243830,,198620473816,4137245878,1032374735,530205389149,1,748589401,136896003,335.720974843,
sjeng,softbound,native,1,None,2281771438108,116019574,,198600498377,4119998192,1014191865,530209295134,1,747903877,163699371,335.333333646,
dealII,softbound,native,1,None,67888472195,5130281,,5696862183,476892947,30805800,23520230134,1,3104344,19635242,7.888874935,
dealII,softbound,native,1,None,67874872989,4630080,,5713993603,474882678,28274391,23479265059,1,3087161,19343232,7.887849923,
dealII,softbound,native,1,None,67849155507,5523457,,5696421842,482665163,27316603,23500825431,1,3107224,21167391,7.888154033,
dealII,softbound,native,1,None,67900358684,4404154,,5721409810,475389050,29866806,23438676222,1,3006943,19319765,7.884759639,
dealII,softbound,native,1,None,68089628782,4805480,,5671965891,479747162,27324852,23516788496,1,3361007,20614014,7.897336324,
namd,softbound,native,1,None,1199300377869,7836119,,50874987317,11910896375,96578649,265140510909,1,7460916,22937263,283.338931619,
namd,softbound,native,1,None,1199123702624,8549907,,50860276221,11901541506,112657091,265100164387,1,7530495,28516411,283.418405622,
namd,softbound,native,1,None,1198912441968,7247284,,50862628408,11922263007,84501180,265093860584,1,7313549,20026649,283.275931738,
namd,softbound,native,1,None,1199085984392,6928149,,50862026768,11915354875,129764646,265125754266,1,7494404,23138686,283.458325062,
namd,softbound,native,1,None,1199143045748,6366443,,50912970823,11904271571,155475941,265149789020,1,7562589,19069240,283.663745821,
sphinx3,softbound,native,1,None,98284474630,1126999,,2447888116,1774384542,227206092,24486567601,1,8669878,66015634,10.542314547,
sphinx3,softbound,native,1,None,98416114182,1244611,,2448644800,1777152317,220929246,24500746637,1,8649320,66314285,10.529673612,
sphinx3,softbound,native,1,None,98339326219,1252456,,2448311081,1776185149,222895141,24480243969,1,8564166,65846427,10.538748188,
sphinx3,softbound,native,1,None,98298746223,1456243,,2447847388,1770236448,221963923,24473811972,1,8982632,66965566,10.557408616,
sphinx3,softbound,native,1,None,98406369132,1178956,,2442278767,1775069637,228188693,24476837192,1,8228503,67269325,10.51808789,
soplex,softbound,native,1,None,77497288347,118456279,,6219536889,3664323708,617148750,20848555906,1,82322483,711389052,15.762792913,
soplex,softbound,native,1,None,77502031445,118068884,,6238469485,3662242579,613821232,20866487882,1,80540051,692617792,15.683785438,
soplex,softbound,native,1,None,77565733610,117608097,,6238947291,3666947125,616021287,20889828767,1,82143150,702808554,15.70789134,
soplex,softbound,native,1,None,77628664237,117448590,,6216431765,3658561455,621862918,20850066696,1,83852783,696204876,15.829024551,
soplex,softbound,native,1,None,77322303382,115949425,,6251612800,3663223810,616288314,20822843854,1,81466372,703693537,15.716402863,
astar,softbound,native,1,None,714407940678,50790873,,74140714326,17435522858,3966992362,244378867459,1,48670652,2620231607,185.15780036,
astar,softbound,native,1,None,714522785490,54235794,,74130281932,17542901114,3968974687,244356528895,1,49631162,2700730267,189.775112978,
astar,softbound,native,1,None,714191202133,58466695,,74130217567,17475993911,4076169501,244356273635,1,58236980,2655826626,191.954334256,
astar,softbound,native,1,None,714559023454,59850457,,74167894081,17579587652,4027720907,244402173158,1,51445388,2718899643,189.804791732,
astar,softbound,native,1,None,714497646169,34446612,,74135508735,17422265205,3889955582,244397943111,1,39978725,2665797184,186.95099041,
povray,softbound,native,1,None,930428357008,85050,,135525126506,20481875834,458439135,311964754418,1,15019,70179110,97.63181643,
povray,softbound,native,1,None,930619606184,90606,,135486142470,20453110815,467072051,312002080615,1,19349,62794982,97.902108572,
povray,softbound,native,1,None,930972796603,83113,,135546781349,20475742085,499994442,312107725905,1,12301,72924313,97.980736273,
povray,softbound,native,1,None,930568531506,91366,,135533765648,20450388800,305176475,311963236299,1,11215,98863808,97.353948115,
povray,softbound,native,1,None,930299526259,86703,,135544871764,20465308061,396818060,311936617732,1,18006,131070862,97.300102837,
perlbench,softbound,native,1,None,727491495794,138390117,,71156670378,1389996623,202507639,190320487066,1,20283676,218542552,58.246754662,
perlbench,softbound,native,1,None,728141571544,131116947,,71157456383,1381326934,202829945,190457040896,1,20348979,216359468,58.239577795,
perlbench,softbound,native,1,None,725554581706,131820120,,71169743057,1413144078,201648057,190111911216,1,20201174,232262584,58.256381476,
perlbench,softbound,native,1,None,728664658436,140843713,,71149402597,1397036457,204873895,190363694253,1,20177926,215605317,58.244946906,
perlbench,softbound,native,1,None,727719252729,138324690,,71178360593,1409964369,203513322,190382791032,1,20701028,220222662,58.249737455,
xalancbmk,softbound,native,1,None,642126336996,653784988,,57256514613,18157016206,2064818596,198285971777,1,89905850,1286786475,77.592801517,
xalancbmk,softbound,native,1,None,641314406519,675864369,,57175600681,18104863752,1871266982,198344951268,1,88288067,1292618657,76.887981638,
xalancbmk,softbound,native,1,None,639727128551,669248291,,57092261238,18082381526,1771777949,197893512169,1,89710810,1306576748,76.857566847,
xalancbmk,softbound,native,1,None,641872337406,666099959,,57185142243,18168155033,1857826902,198602478410,1,87686112,1299535587,76.885201812,
xalancbmk,softbound,native,1,None,642460406251,689744912,,57233590057,18093178658,1843966347,198554619482,1,87797249,1286666822,76.78253338,
h264ref,softbound,enabled,1,None,1188541261431,7525125,,115859477049,51036066109,674224492,389133208071,1,789385,750962528,117.221401157,
h264ref,softbound,enabled,1,None,1186535271595,5590904,,115805683964,51070731453,704376538,389019969764,1,749659,922288937,117.434562654,
h264ref,softbound,enabled,1,None,1187647385703,5328890,,115845839130,51102095696,711622472,389188295787,1,787035,878026681,117.466557678,
h264ref,softbound,enabled,1,None,1187396630034,7517109,,115902324142,51089701420,654005695,389172502047,1,792824,736945622,117.240078108,
h264ref,softbound,enabled,1,None,1188323167850,6288872,,115834771038,51091684640,671124521,388575744842,1,776898,833608353,117.293311053,
hmmer,softbound,enabled,1,None,,,,,,,,,,,,
hmmer,softbound,enabled,1,None,,,,,,,,,,,,
hmmer,softbound,enabled,1,None,,,,,,,,,,,,
hmmer,softbound,enabled,1,None,,,,,,,,,,,,
hmmer,softbound,enabled,1,None,,,,,,,,,,,,
mcf,softbound,enabled,1,None,2100063222141,521923268,,201426921407,90374720012,50139268875,663021327002,1,19237137387,1326946070,695.249807743,
mcf,softbound,enabled,1,None,2097534620936,495840224,,200712701258,91129520174,50577261639,661855079967,1,19003324445,1286066088,698.719486705,
mcf,softbound,enabled,1,None,2096742751738,494370407,,200780018129,91050971174,50582732258,662490583785,1,19025794398,1313376375,698.855599771,
mcf,softbound,enabled,1,None,2098523208565,493144000,,200731760070,91090938344,50576743555,662768155085,1,18995955076,1292771231,697.06920796,
mcf,softbound,enabled,1,None,2096950873391,490414045,,200523207888,90300995528,49994677152,662016907060,1,19080401625,1280355250,689.911260632,
lbm,softbound,enabled,1,None,2242455978647,3888113224,,128697280719,64490526009,61546342,281692880863,1,13487741,8556501477,594.711379502,
lbm,softbound,enabled,1,None,2242678314924,3884750977,,128694606303,64487976298,61713723,281731439555,1,13667390,8554661520,594.668060864,
lbm,softbound,enabled,1,None,2242888912335,3877813069,,128695874721,64495464523,61824459,281719588760,1,13136621,8558410070,594.655129442,
lbm,softbound,enabled,1,None,2242683667472,3882064824,,128682754894,64491819981,62256801,281699273617,1,13829264,8560182043,594.836154925,
lbm,softbound,enabled,1,None,2242776553143,3877640505,,128684786298,64489520975,62013252,281738085650,1,13241983,8554401051,594.659033035,
gobmk,softbound,enabled,1,None,,,,,,,,,,,,
gobmk,softbound,enabled,1,None,,,,,,,,,,,,
gobmk,softbound,enabled,1,None,,,,,,,,,,,,
gobmk,softbound,enabled,1,None,,,,,,,,,,,,
gobmk,softbound,enabled,1,None,,,,,,,,,,,,
bzip2,softbound,enabled,1,None,608916322130,19687347,,59406945221,2387188431,657748430,188433468877,1,5182386,1370676364,52.598709344,
bzip2,softbound,enabled,1,None,608145010471,19190235,,59449019640,2379113655,656184545,188044153642,1,5313366,1339228072,52.598450243,
bzip2,softbound,enabled,1,None,608272552075,17995374,,59434931464,2380076591,655236948,188107743533,1,5535479,1355597849,52.600471318,
bzip2,softbound,enabled,1,None,609556013307,14457860,,59393079715,2388995180,655242132,188570761962,1,5128190,1361694038,52.615037327,
bzip2,softbound,enabled,1,None,609880160488,20189465,,59313374298,2349409150,656898038,188818111338,1,5244393,1341451692,52.627177074,
gcc,softbound,enabled,1,None,,,,,,,,,,,,
gcc,softbound,enabled,1,None,,,,,,,,,,,,
gcc,softbound,enabled,1,None,,,,,,,,,,,,
gcc,softbound,enabled,1,None,,,,,,,,,,,,
gcc,softbound,enabled,1,None,,,,,,,,,,,,
libquantum,softbound,enabled,1,None,,,,,,,,,,,,
libquantum,softbound,enabled,1,None,,,,,,,,,,,,
libquantum,softbound,enabled,1,None,,,,,,,,,,,,
libquantum,softbound,enabled,1,None,,,,,,,,,,,,
libquantum,softbound,enabled,1,None,,,,,,,,,,,,
milc,softbound,enabled,1,None,111127170206,99946743,,11145753405,1140754988,314021959,31161108535,1,268189729,173877094,20.853943617,
milc,softbound,enabled,1,None,111121858277,98622368,,11169071529,1142827161,312802328,31139620163,1,267921676,176433531,20.880062954,
milc,softbound,enabled,1,None,111229998491,101635698,,11139788512,1151019818,313022788,31153299432,1,268568120,184769339,20.877603585,
milc,softbound,enabled,1,None,110908041144,101360694,,11153289194,1147161000,312896257,31063839075,1,268592113,175807240,20.880344145,
milc,softbound,enabled,1,None,111333651887,98364982,,11152456252,1147939906,313548108,31165525898,1,268645868,179345592,20.877640029,
omnetpp,softbound,enabled,1,None,,,,,,,,,,,,
omnetpp,softbound,enabled,1,None,,,,,,,,,,,,
omnetpp,softbound,enabled,1,None,,,,,,,,,,,,
omnetpp,softbound,enabled,1,None,,,,,,,,,,,,
omnetpp,softbound,enabled,1,None,,,,,,,,,,,,
sjeng,softbound,enabled,1,None,4867628658991,112065882,,364557863048,7033532378,1308473097,772030805905,1,749431220,386994547,527.661940967,
sjeng,softbound,enabled,1,None,4868349190993,134007717,,364539657054,6984169320,1334847186,772109102232,1,749117964,327183104,527.5841473,
sjeng,softbound,enabled,1,None,4868748916745,110093954,,364626168210,7000455786,1344976343,772154933806,1,749107024,336966151,527.775584695,
sjeng,softbound,enabled,1,None,4869144675847,107978645,,364608758901,7003697442,1394246693,772194477539,1,749340985,369392196,528.234304923,
sjeng,softbound,enabled,1,None,4868167922368,77305012,,364532145114,7018786936,1317072454,771986970383,1,749326503,380696928,527.726986312,
dealII,softbound,enabled,1,None,,,,,,,,,,,,
dealII,softbound,enabled,1,None,,,,,,,,,,,,
dealII,softbound,enabled,1,None,,,,,,,,,,,,
dealII,softbound,enabled,1,None,,,,,,,,,,,,
dealII,softbound,enabled,1,None,,,,,,,,,,,,
namd,softbound,enabled,1,None,,,,,,,,,,,,
namd,softbound,enabled,1,None,,,,,,,,,,,,
namd,softbound,enabled,1,None,,,,,,,,,,,,
namd,softbound,enabled,1,None,,,,,,,,,,,,
namd,softbound,enabled,1,None,,,,,,,,,,,,
sphinx3,softbound,enabled,1,None,,,,,,,,,,,,
sphinx3,softbound,enabled,1,None,,,,,,,,,,,,
sphinx3,softbound,enabled,1,None,,,,,,,,,,,,
sphinx3,softbound,enabled,1,None,,,,,,,,,,,,
sphinx3,softbound,enabled,1,None,,,,,,,,,,,,
soplex,softbound,enabled,1,None,,,,,,,,,,,,
soplex,softbound,enabled,1,None,,,,,,,,,,,,
soplex,softbound,enabled,1,None,,,,,,,,,,,,
soplex,softbound,enabled,1,None,,,,,,,,,,,,
soplex,softbound,enabled,1,None,,,,,,,,,,,,
astar,softbound,enabled,1,None,,,,,,,,,,,,
astar,softbound,enabled,1,None,,,,,,,,,,,,
astar,softbound,enabled,1,None,,,,,,,,,,,,
astar,softbound,enabled,1,None,,,,,,,,,,,,
astar,softbound,enabled,1,None,,,,,,,,,,,,
povray,softbound,enabled,1,None,,,,,,,,,,,,
povray,softbound,enabled,1,None,,,,,,,,,,,,
povray,softbound,enabled,1,None,,,,,,,,,,,,
povray,softbound,enabled,1,None,,,,,,,,,,,,
povray,softbound,enabled,1,None,,,,,,,,,,,,
perlbench,softbound,enabled,1,None,,,,,,,,,,,,
perlbench,softbound,enabled,1,None,,,,,,,,,,,,
perlbench,softbound,enabled,1,None,,,,,,,,,,,,
perlbench,softbound,enabled,1,None,,,,,,,,,,,,
perlbench,softbound,enabled,1,None,,,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,,,
xalancbmk,softbound,enabled,1,None,,,,,,,,,,,,
h264ref,safecode,native,1,None,263021706520,667271,,25715617297,2249650398,80208371,106673477533,1,275248,63899461,29.405114069,
h264ref,safecode,native,1,None,262599234412,911530,,25650194325,2231553787,80847972,106888061866,1,284126,66505947,29.441077117,
h264ref,safecode,native,1,None,262253271695,991299,,25618421489,2257770624,79301066,106953420913,1,337911,62145728,29.446519702,
h264ref,safecode,native,1,None,262558899771,993245,,25613553087,2249827386,82509937,107253433763,1,305616,69641371,29.450214936,
h264ref,safecode,native,1,None,263251122039,690641,,25665473417,2224523342,81919833,106765032591,1,279563,71235247,29.434648526,
hmmer,safecode,native,1,None,1842247398601,17675,,178474513164,8117621282,72596060,766679288710,1,8018,229253335,325.618136767,
hmmer,safecode,native,1,None,1842381862918,25712,,178481256267,8109431968,73618881,766726049055,1,8392,232275336,325.548896325,
hmmer,safecode,native,1,None,1842427037983,26599,,178481637868,8107833324,83041216,766747545258,1,3404,234346893,325.602723203,
hmmer,safecode,native,1,None,1842241861812,22575,,178475944163,8114612351,87801116,766703046549,1,8218,230710031,325.649714934,
hmmer,safecode,native,1,None,1842349207981,22279,,178485251086,8107502245,73070350,766714428074,1,8828,225346943,325.54301057,
mcf,safecode,native,1,None,332877177112,116809982,,30571138604,42135266631,21045276538,109538564118,1,5234858810,525729429,238.201884439,
mcf,safecode,native,1,None,333125418226,118266934,,30573273157,42163557191,20983579179,109634359883,1,5224953631,480344151,236.979513683,
mcf,safecode,native,1,None,332996709091,118287151,,30548624632,42153588510,21021857253,109585252516,1,5229325550,504273669,238.450997096,
mcf,safecode,native,1,None,333050611158,117755500,,30526132735,42140523853,21016326982,109536906857,1,5234944668,477919293,238.858504355,
mcf,safecode,native,1,None,332824646169,120862294,,30562997289,42143263684,21016768167,109501258663,1,5256166539,488575173,239.785196363,
lbm,safecode,native,1,None,1568085318221,3526146141,,285276547619,64605383110,98661686,393819091033,1,20080455,8879296314,470.204712338,
lbm,safecode,native,1,None,1568270656340,3496605222,,285272794477,64576999646,230982352,393809292569,1,14420418,8845274649,472.50773324,
lbm,safecode,native,1,None,1568102959580,3523790569,,285275273240,64605157090,99116499,393820952806,1,19808355,8875569522,470.186073614,
lbm,safecode,native,1,None,1568074333685,3520236242,,285270714059,64602778873,99069784,393805175398,1,19678319,8872370356,470.243368832,
lbm,safecode,native,1,None,1568115825207,3489898744,,285276552984,64568549443,231689423,393797090440,1,14747400,8851799763,472.3779573,
gobmk,safecode,native,1,None,224659020805,45944259,,33106472110,1534045026,190490819,59553101812,1,14967784,233330219,46.91645294,
gobmk,safecode,native,1,None,224803777328,34392812,,33140461402,1531671609,182801498,59558884596,1,14970769,255134907,46.858021807,
gobmk,safecode,native,1,None,224398989098,45958984,,33089011663,1542803391,183729059,59511733026,1,13818358,252912794,46.851540252,
gobmk,safecode,native,1,None,224173498703,51829307,,33088862145,1539343391,181294858,59434068454,1,13250712,242068425,46.849143456,
gobmk,safecode,native,1,None,224269266512,37100326,,33103895475,1541390263,177485958,59403384859,1,13205353,263642132,46.880940416,
bzip2,safecode,native,1,None,188840477361,6715667,,21463993609,2268250263,650926936,42199611039,1,1497748,1335572453,23.449738583,
bzip2,safecode,native,1,None,189036921003,8202607,,21424045742,2265850244,637894522,42254093110,1,1444076,1358648315,23.440846713,
bzip2,safecode,native,1,None,188806984874,7767246,,21424333856,2269651822,647432692,42179284307,1,1545168,1335013103,23.414498388,
bzip2,safecode,native,1,None,188852490874,7863079,,21456589174,2276960521,645719251,42226710766,1,1411208,1334403438,23.423332666,
bzip2,safecode,native,1,None,188286502484,8068488,,21417636305,2265105341,643973641,42103806691,1,1504138,1335604644,23.413584541,
gcc,safecode,native,1,None,4991358776,50023975,,840405189,168609325,38222481,1153754024,1,25110207,76824621,2.771842762,
gcc,safecode,native,1,None,5094360526,53094932,,853025569,168663732,38156710,1183167940,1,25174198,79149400,2.786253886,
gcc,safecode,native,1,None,4799621350,51056211,,840509713,170278498,38797059,1123326649,1,24546200,79103980,2.788423551,
gcc,safecode,native,1,None,4699834203,50994676,,825403257,163847450,39247933,1096517554,1,24444776,78097820,2.79018859,
gcc,safecode,native,1,None,4996555526,50833847,,846160870,169080403,38490056,1161456549,1,24683909,77716220,2.78068187,
libquantum,safecode,native,1,None,1441242331382,18538193,,77779481568,53942117108,6303823035,222432670161,1,3218355987,21815652,223.265142556,
libquantum,safecode,native,1,None,1441755542552,18322876,,77928101473,53972744708,6295788559,222414292713,1,3266069733,24175037,227.537215279,
libquantum,safecode,native,1,None,1442542328188,19083735,,77871321145,53854225567,6273313370,222265573249,1,3212603588,22023435,223.842417261,
libquantum,safecode,native,1,None,1443896874256,18199070,,77819665027,53946688499,6265640155,222252232967,1,3261272712,22664176,228.340465008,
libquantum,safecode,native,1,None,1442598633189,18269975,,77911401729,53876271900,6288226848,222301711829,1,3174949458,23761166,223.028225744,
milc,safecode,native,1,None,33560890864,83442630,,3729232925,946154820,275070624,11162127892,1,234440275,137346332,18.111754839,
milc,safecode,native,1,None,33700807479,84768975,,3718927478,946692626,276539704,11186185815,1,235749192,135389528,18.094669788,
milc,safecode,native,1,None,33581660231,82279325,,3714399298,948722698,276248345,11160157212,1,234324577,128376971,18.126476519,
milc,safecode,native,1,None,33604033321,81562870,,3725250383,944564384,275620822,11165902282,1,235295572,134465041,18.098045192,
milc,safecode,native,1,None,33626510569,86614498,,3712577576,945737749,275774719,11172596821,1,234671077,134037210,18.081320882,
omnetpp,safecode,native,1,None,575173702281,1207127823,,98140182193,23351665140,11941548282,174014754273,1,4737823021,2262982986,288.254109415,
omnetpp,safecode,native,1,None,575273137609,1231970726,,98116920732,23743067324,12241855698,174026518665,1,4735027770,2344675156,299.067008745,
omnetpp,safecode,native,1,None,575109836491,1188867028,,98145893347,23083024683,11678831820,173981269283,1,4735478163,2200491914,279.919663172,
omnetpp,safecode,native,1,None,574868647158,1239085056,,98091446414,23737252190,12245348403,173921893288,1,4728213323,2336948414,299.042039028,
omnetpp,safecode,native,1,None,574952325353,1167089088,,98084247266,22884066680,11456159196,173928265063,1,4736722664,2144045025,273.319488184,
sjeng,safecode,native,1,None,2178064156104,158116169,,211162001285,4381047261,1030090289,555185714289,1,749187785,192706595,331.789343835,
sjeng,safecode,native,1,None,2177669997670,106129665,,211067608882,4400026413,1025381671,555083957851,1,748852952,163776384,332.635656608,
sjeng,safecode,native,1,None,2177641737874,99519282,,211089427409,4388714042,1038899509,555107430140,1,749344204,178081066,331.685652567,
sjeng,safecode,native,1,None,2177946786002,90411747,,211102846788,4384382330,1030339051,555183440776,1,749702198,139883369,331.577548428,
sjeng,safecode,native,1,None,2177084380719,94275496,,211075082053,4386362114,1028805488,554982865611,1,749472995,173906038,331.664919772,
dealII,safecode,native,1,None,68259991632,3947186,,6174671125,487012792,28162573,25977750560,1,2838585,19376805,8.297835075,
dealII,safecode,native,1,None,68415880035,3802162,,6205787410,489311771,30718350,25905173380,1,2993084,19912700,8.293207798,
dealII,safecode,native,1,None,68424390661,4174934,,6195601227,493804163,29110591,25981406755,1,2931655,19463688,8.294725093,
dealII,safecode,native,1,None,68252240569,4116304,,6189554250,489951020,29607698,26005405814,1,2839656,19262757,8.301160803,
dealII,safecode,native,1,None,68492395895,4020428,,6181236159,492404947,30945824,26001385029,1,2916728,19329400,8.293819563,
namd,safecode,native,1,None,1197119798129,8016853,,77814348616,12181721776,162323508,276938831945,1,7173263,22435421,133.377123674,
namd,safecode,native,1,None,1197134243542,6361254,,77817329305,12189774388,92023021,276975459185,1,7009286,23514576,133.146523259,
namd,safecode,native,1,None,1197169064579,6767754,,77810808442,12177288913,99046826,276947790455,1,7156228,22991055,133.194625369,
namd,safecode,native,1,None,1196886711722,5027262,,77844505478,12179347374,91962726,276980638275,1,7204866,20471210,133.171927018,
namd,safecode,native,1,None,1196682371387,6307626,,77881214941,12186228286,86912322,276946831236,1,7176826,16541247,133.13541687,
sphinx3,safecode,native,1,None,103975515645,1189763,,2432984926,1792471886,226076128,24850099699,1,8960402,66454182,11.510091399,
sphinx3,safecode,native,1,None,103984648263,1483349,,2430886122,1794658072,223372524,24880792136,1,9030426,65326222,11.491682581,
sphinx3,safecode,native,1,None,103856527016,1358409,,2431009273,1795767469,220879115,24863846520,1,9006268,65956256,11.497032009,
sphinx3,safecode,native,1,None,103922558589,1354051,,2423499456,1794559709,226284681,24869144293,1,8804230,65849113,11.491780112,
sphinx3,safecode,native,1,None,103740818097,1355478,,2429656228,1794756676,233583468,24830933117,1,8911550,65391403,11.504874955,
soplex,safecode,native,1,None,86950661562,115277610,,6947933720,3655811242,604796692,29848491200,1,76814064,839968318,16.045170007,
soplex,safecode,native,1,None,86800080100,114436333,,6997585392,3657259225,604614900,29909818533,1,77791731,815900791,16.257798132,
soplex,safecode,native,1,None,86775292130,116730551,,6972242419,3655597080,604016343,29912420976,1,77572271,820986105,16.148072166,
soplex,safecode,native,1,None,87443418695,119324543,,6943685385,3661152147,604638577,29866387559,1,77735530,833772255,16.201083316,
soplex,safecode,native,1,None,87275905714,120383800,,6932343650,3654852651,604270693,29852674411,1,76899213,835568927,16.178572453,
astar,safecode,native,1,None,765269631880,43605801,,83898719909,16948562671,4106385273,285450576052,1,47461477,2573716426,190.672629521,
astar,safecode,native,1,None,764683048631,40953928,,83863445806,16809628146,4046614996,285421450683,1,42324904,2596652129,188.2569791,
astar,safecode,native,1,None,764868829290,45148159,,83872334821,16962521212,4095028638,285356609696,1,47862756,2574575322,190.822028642,
astar,safecode,native,1,None,764716308297,43162736,,83851337648,16949851032,4076404522,285409834062,1,46082202,2572367038,190.670655659,
astar,safecode,native,1,None,764857637941,44187520,,83857924344,16956952007,4121867321,285467885250,1,47577179,2562459345,190.799459598,
povray,safecode,native,1,None,942016703665,89373,,139345229584,20312808379,512631897,323005600980,1,18501,36994488,98.736856961,
povray,safecode,native,1,None,942244937715,97729,,139391706254,20283918336,334025372,323052474920,1,11430,73220278,98.174902352,
povray,safecode,native,1,None,942202774819,91185,,139318309127,20303826518,375302922,322923752991,1,9944,63276355,98.34049832,
povray,safecode,native,1,None,941629053370,87120,,139343181207,20326785273,439024653,322906555604,1,11064,110007380,98.626046925,
povray,safecode,native,1,None,941660676615,95612,,139415833813,20329603006,363977702,322892506851,1,18022,124594218,98.379150168,
perlbench,safecode,native,1,None,737450874890,126837718,,93993235385,1442344937,203068528,214759608525,1,19279948,207249746,58.213131431,
perlbench,safecode,native,1,None,735806739113,126926955,,94040921345,1431082567,198658598,214885664052,1,19237625,217670217,58.178709666,
perlbench,safecode,native,1,None,734391303984,134192175,,94006847958,1470635905,197852155,214413172403,1,19252226,231160693,58.207167496,
perlbench,safecode,native,1,None,733954301548,138161813,,94065775287,1489481376,196639590,214251326855,1,18743236,228017068,58.204509798,
perlbench,safecode,native,1,None,736557147113,137501386,,94065207603,1446212453,197923850,214612991192,1,19100666,212473313,58.165954328,
xalancbmk,safecode,native,1,None,640598373822,663580694,,59469033697,18241572004,1893083684,201137092645,1,86489408,1309142174,77.108249716,
xalancbmk,safecode,native,1,None,640538277610,663599266,,59396974545,18303221922,1891338784,201111346791,1,84635137,1311972643,77.153710911,
xalancbmk,safecode,native,1,None,640234927626,672856619,,59449046683,18245166581,1845016260,200840613974,1,86636041,1318319357,77.102509812,
xalancbmk,safecode,native,1,None,640397175786,677294270,,59427780926,18277886914,1802601711,201107778151,1,85720072,1307478466,76.808766649,
xalancbmk,safecode,native,1,None,640695974622,703354373,,59485660835,18269757881,1782855785,201231745307,1,85034836,1328767292,76.889106864,
h264ref,safecode,enabled,1,None,1426199685254,1062322,,288974350047,4355562752,117679618,430605108823,1,552425,90033272,141.740122738,
h264ref,safecode,enabled,1,None,1425424831169,1209841,,289036520670,4273669616,116306349,430514396455,1,510640,88707680,141.923190691,
h264ref,safecode,enabled,1,None,1425721277842,1038196,,288903323641,4282601972,117177851,430504273006,1,593460,97349179,141.935628482,
h264ref,safecode,enabled,1,None,1426195921536,1095186,,289125076623,4353512422,136425679,430673029092,1,504772,116812215,141.778169148,
h264ref,safecode,enabled,1,None,1425743776540,1031383,,288944464121,4268881648,118704302,430574050784,1,579300,91309805,141.996908402,
hmmer,safecode,enabled,1,None,1867977406614,20491,,183924252765,8311371936,149000268,752053256416,1,3054,231619888,328.958275789,
hmmer,safecode,enabled,1,None,1867983631656,74564,,183927594108,8359190438,96310723,752054586705,1,45935,222295630,328.989885291,
hmmer,safecode,enabled,1,None,1868094182094,26754,,183919676034,8365840863,103302294,752066518656,1,6368,217532463,328.982657639,
hmmer,safecode,enabled,1,None,1868028602215,19951,,183925917009,8310947169,98035367,752053187936,1,2814,244615114,328.96050227,
hmmer,safecode,enabled,1,None,1868028836996,20611,,183924235732,8314207615,96890713,752046396931,1,8658,233110678,328.938638875,
mcf,safecode,enabled,1,None,574167214525,129152255,,59788837923,40461410493,20719945944,170503222557,1,5347358279,510900251,311.105307575,
mcf,safecode,enabled,1,None,573947853146,127045535,,59677505123,40474527791,20757625042,170423443329,1,5354857261,520442244,311.130845018,
mcf,safecode,enabled,1,None,574227012460,128099445,,59671366946,40475630086,20714541803,170444690228,1,5343217397,511032333,310.767244555,
mcf,safecode,enabled,1,None,573985830381,126104560,,59694185558,40477529067,20699531612,170376276119,1,5317485522,507190655,310.221047083,
mcf,safecode,enabled,1,None,574200921266,125296164,,59618692437,40444813445,20704003873,170347019647,1,5330807947,505294794,310.522765809,
