name,compiler,type,threads,input,involuntary_context_switches,mpxbtnum,voluntary_context_switches,major_faults,user_time,mpxerrors,time,minor_faults,maxsize,sys_time
hmmer,icc,mpx_no_narrow_bounds_only_write,1,4,25,,5,0,11.44,,11.52,28223,358088,0.07
hmmer,icc,mpx_no_narrow_bounds_only_write,1,0,4,,1,0,0.72,,0.73,10082,33416,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,1,6,,1,0,1.42,,1.43,7971,45960,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,2,7,,2,0,2.61,,2.63,8664,90620,0.02
hmmer,icc,mpx_no_narrow_bounds_only_write,1,3,18,,1,0,6.22,,6.26,17340,201952,0.03
hmmer,icc,mpx_no_narrow_bounds_only_write,1,4,27,,3,0,11.4,,11.51,28221,358088,0.1
hmmer,icc,mpx_no_narrow_bounds_only_write,1,0,5,,1,0,0.72,,0.73,10082,33416,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,1,4,,1,0,1.42,,1.43,7971,45960,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,2,9,,1,0,2.62,,2.63,8663,90620,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,3,15,,1,0,6.25,,6.26,17340,201952,0.01
hmmer,icc,mpx_no_narrow_bounds_only_write,1,4,26,,4,0,11.44,,11.52,28001,358972,0.07
hmmer,icc,mpx_no_narrow_bounds_only_write,1,0,3,,1,0,0.72,,0.73,10082,33416,0.01
hmmer,icc,mpx_no_narrow_bounds_only_write,1,1,4,,1,0,1.42,,1.43,7971,45960,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,2,8,,1,0,2.62,,2.63,8663,90620,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,3,15,,5,0,6.24,,6.26,17344,201952,0.02
hmmer,icc,mpx_no_narrow_bounds_only_write,1,4,23,,5,0,11.4,,11.51,28223,358088,0.1
hmmer,icc,mpx_no_narrow_bounds_only_write,1,0,5,,1,0,0.72,,0.73,10082,33416,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,1,6,,1,0,1.42,,1.43,7971,45960,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,2,8,,1,0,2.62,,2.63,8663,90620,0.0
hmmer,icc,mpx_no_narrow_bounds_only_write,1,3,16,,4,0,6.24,,6.27,17343,201952,0.02
hmmer,icc,mpx_no_narrow_bounds_only_write,1,4,24,,5,0,11.42,,11.51,28223,358088,0.08
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,22,,3,0,9.29,,9.29,4507,111064,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,39,,3,0,18.54,,18.55,4559,203256,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,77,,1,0,37.08,,37.11,4662,387636,0.02
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,148,,1,0,74.19,,74.24,4872,756396,0.04
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,290,,1,0,148.38,,148.47,5292,1493916,0.07
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,19,,1,0,9.28,,9.29,4505,111064,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,39,,1,0,18.53,,18.55,4557,203256,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,77,,1,0,37.1,,37.11,4662,387636,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,148,,2,0,74.2,,74.24,4873,756396,0.03
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,294,,1,0,148.32,,148.41,5292,1493916,0.07
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,21,,1,0,9.29,,9.29,4505,111064,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,40,,1,0,18.54,,18.56,4557,203256,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,74,,1,0,37.08,,37.1,4662,387636,0.02
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,148,,1,0,74.18,,74.23,4872,756396,0.03
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,290,,1,0,148.38,,148.48,5292,1493916,0.07
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,22,,1,0,9.28,,9.29,4505,111064,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,41,,1,0,18.54,,18.55,4557,203256,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,76,,1,0,37.1,,37.12,4662,387636,0.02
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,150,,1,0,74.19,,74.22,4872,756396,0.02
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,291,,1,0,148.36,,148.46,5292,1493916,0.07
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,19,,2,0,9.27,,9.29,4506,111064,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,38,,2,0,18.54,,18.55,4558,203256,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,76,,2,0,37.08,,37.11,4663,387636,0.02
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,149,,2,0,74.15,,74.21000000000001,4873,756396,0.04
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,294,,2,0,148.38,,148.48,5293,1493916,0.08
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,22,,1,0,9.28,,9.29,4505,111064,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,41,,3,0,18.54,,18.55,4559,203256,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,75,,1,0,37.09,,37.11,4662,387636,0.02
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,148,,1,0,74.2,,74.24,4872,756396,0.02
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,291,,2,0,148.39,,148.47,5293,1493916,0.05
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,23,,2,0,9.28,,9.29,4506,111064,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,39,,1,0,18.53,,18.55,4557,203256,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,76,,2,0,37.07,,37.1,4663,387636,0.02
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,151,,2,0,74.18,,74.23,4873,756396,0.04
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,290,,2,0,148.4,,148.47,5293,1493916,0.05
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,18,,2,0,9.28,,9.29,4506,111064,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,41,,1,0,18.53,,18.55,4557,203256,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,76,,1,0,37.09,,37.12,4662,387636,0.02
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,151,,1,0,74.18,,74.23,4872,756396,0.03
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,294,,1,0,148.35,,148.44,5292,1493916,0.07
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,20,,3,0,9.29,,9.29,4507,111064,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,41,,2,0,18.53,,18.55,4558,203256,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,72,,2,0,37.09,,37.11,4663,387636,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,147,,2,0,74.2,,74.26,4873,756396,0.04
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,292,,1,0,148.37,,148.46,5292,1493916,0.07
bzip2,icc,mpx_no_narrow_bounds_only_write,1,0,21,,1,0,9.29,,9.29,4505,111064,0.0
bzip2,icc,mpx_no_narrow_bounds_only_write,1,1,39,,3,0,18.54,,18.56,4559,203256,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,2,81,,2,0,37.12,,37.15,4663,387636,0.01
bzip2,icc,mpx_no_narrow_bounds_only_write,1,3,148,,1,0,74.2,,74.25,4872,756396,0.04
bzip2,icc,mpx_no_narrow_bounds_only_write,1,4,291,,2,0,148.34,,148.44,5293,1493916,0.07
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,2,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,3,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds_only_write,1,4,,,,,,,,,,
libquantum,icc,mpx_no_narrow_bounds,1,0,5,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,19,,1,0,8.1,,8.1,3763,19316,0.0
libquantum,icc,mpx_no_narrow_bounds,1,2,156,,1,0,75.1,,75.12,6735,56680,0.0
libquantum,icc,mpx_no_narrow_bounds,1,3,709,,1,0,394.2,,394.34000000000003,22296,205824,0.09
libquantum,icc,mpx_no_narrow_bounds,1,4,3810,,2,0,2066.24,,11066.91,29801,801776,0.42
libquantum,icc,mpx_no_narrow_bounds,1,0,5,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,20,,1,0,8.07,,8.08,3763,19316,0.01
libquantum,icc,mpx_no_narrow_bounds,1,2,147,,1,0,76.21,,76.22,6735,56680,0.0
libquantum,icc,mpx_no_narrow_bounds,1,3,721,,1,0,392.92,,393.09000000000003,22296,205824,0.12
libquantum,icc,mpx_no_narrow_bounds,1,4,3911,,1,0,2065.24,,11065.88,29800,801780,0.4
libquantum,icc,mpx_no_narrow_bounds,1,0,6,,1,0,1.46,,1.46,1949,10032,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,20,,1,0,8.06,,8.07,3763,18804,0.0
libquantum,icc,mpx_no_narrow_bounds,1,2,146,,1,0,74.2,,74.22,6735,56680,0.0
libquantum,icc,mpx_no_narrow_bounds,1,3,740,,1,0,393.39,,393.55,22296,205824,0.11
libquantum,icc,mpx_no_narrow_bounds,1,4,3909,,1,0,2069.07,,11069.81,29800,801780,0.48
libquantum,icc,mpx_no_narrow_bounds,1,0,4,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,19,,1,0,8.08,,8.08,3763,19316,0.0
libquantum,icc,mpx_no_narrow_bounds,1,2,143,,1,0,75.46,,75.47,6735,56680,0.0
libquantum,icc,mpx_no_narrow_bounds,1,3,737,,1,0,392.82,,392.97,22296,205824,0.09
libquantum,icc,mpx_no_narrow_bounds,1,4,3901,,1,0,2065.23,,11065.87,29800,801780,0.39
libquantum,icc,mpx_no_narrow_bounds,1,0,5,,1,0,1.46,,1.46,1949,10032,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,22,,1,0,8.08,,8.09,3763,18804,0.0
libquantum,icc,mpx_no_narrow_bounds,1,2,151,,1,0,74.97,,74.98,6735,56680,0.0
libquantum,icc,mpx_no_narrow_bounds,1,3,736,,1,0,393.78,,393.94,22296,205824,0.11
libquantum,icc,mpx_no_narrow_bounds,1,4,3916,,1,0,2068.11,,11068.76,29800,801780,0.4
libquantum,icc,mpx_no_narrow_bounds,1,0,3,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,20,,1,0,8.08,,8.09,3763,19316,0.0
libquantum,icc,mpx_no_narrow_bounds,1,2,153,,1,0,75.41,,75.42,6735,56680,0.0
libquantum,icc,mpx_no_narrow_bounds,1,3,758,,1,0,391.67,,391.81,22296,205824,0.08
libquantum,icc,mpx_no_narrow_bounds,1,4,3924,,1,0,2069.06,,11069.71,29800,801780,0.4
libquantum,icc,mpx_no_narrow_bounds,1,0,7,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,22,,1,0,8.09,,8.09,3763,19316,0.0
libquantum,icc,mpx_no_narrow_bounds,1,2,152,,1,0,76.08,,76.09,6735,56680,0.0
libquantum,icc,mpx_no_narrow_bounds,1,3,748,,1,0,393.46,,393.62,22296,205824,0.11
libquantum,icc,mpx_no_narrow_bounds,1,4,3904,,1,0,2066.91,,11067.5,29800,801780,0.34
libquantum,icc,mpx_no_narrow_bounds,1,0,4,,1,0,1.46,,1.47,1949,9520,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,19,,1,0,8.07,,8.07,3763,18804,0.0
libquantum,icc,mpx_no_narrow_bounds,1,2,147,,1,0,75.39,,75.41,6735,56680,0.0
libquantum,icc,mpx_no_narrow_bounds,1,3,742,,1,0,393.78,,393.90999999999997,22296,205824,0.08
libquantum,icc,mpx_no_narrow_bounds,1,4,3922,,1,0,2068.08,,11068.77,29800,801268,0.44
libquantum,icc,mpx_no_narrow_bounds,1,0,4,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,17,,1,0,8.07,,8.07,3763,19316,0.0
libquantum,icc,mpx_no_narrow_bounds,1,2,149,,1,0,75.57,,75.59,6735,56680,0.01
libquantum,icc,mpx_no_narrow_bounds,1,3,755,,1,0,393.76,,393.92,22296,205824,0.1
libquantum,icc,mpx_no_narrow_bounds,1,4,3919,,2,0,2069.18,,11069.82,29801,801776,0.4
libquantum,icc,mpx_no_narrow_bounds,1,0,4,,1,0,1.45,,1.46,1949,9520,0.0
libquantum,icc,mpx_no_narrow_bounds,1,1,19,,1,0,8.07,,8.08,3763,19316,0.0
libquantum,icc,mpx_no_narrow_bounds,1,2,146,,1,0,74.81,,74.83,6735,56680,0.01
libquantum,icc,mpx_no_narrow_bounds,1,3,756,,1,0,393.43,,393.57,22296,205824,0.09
libquantum,icc,mpx_no_narrow_bounds,1,4,3902,,1,0,2066.53,,11067.17,29800,801780,0.39
hmmer,icc,mpx_no_narrow_bounds,1,0,6,,1,0,1.79,,1.8,10068,32464,0.01
hmmer,icc,mpx_no_narrow_bounds,1,1,8,,1,0,3.56,,3.56,8083,47568,0.0
hmmer,icc,mpx_no_narrow_bounds,1,2,13,,1,0,6.54,,6.56,8544,91480,0.01
hmmer,icc,mpx_no_narrow_bounds,1,3,32,,3,0,15.55,,15.59,16703,201524,0.04
hmmer,icc,mpx_no_narrow_bounds,1,4,63,,4,0,28.38,,28.46,27467,357660,0.07
hmmer,icc,mpx_no_narrow_bounds,1,0,7,,1,0,1.79,,1.8,10068,32464,0.01
hmmer,icc,mpx_no_narrow_bounds,1,1,9,,1,0,3.56,,3.56,8083,47568,0.0
hmmer,icc,mpx_no_narrow_bounds,1,2,15,,2,0,6.54,,6.56,8545,91480,0.01
hmmer,icc,mpx_no_narrow_bounds,1,3,33,,3,0,15.56,,15.59,16703,201524,0.02
hmmer,icc,mpx_no_narrow_bounds,1,4,57,,3,0,28.4,,28.46,26965,361600,0.05
hmmer,icc,mpx_no_narrow_bounds,1,0,6,,1,0,1.8,,1.8,10068,32464,0.0
hmmer,icc,mpx_no_narrow_bounds,1,1,12,,1,0,3.55,,3.56,8083,47568,0.01
hmmer,icc,mpx_no_narrow_bounds,1,2,16,,1,0,6.54,,6.56,8544,91480,0.01
hmmer,icc,mpx_no_narrow_bounds,1,3,35,,3,0,15.52,,15.58,16116,201524,0.05
hmmer,icc,mpx_no_narrow_bounds,1,4,61,,5,0,28.45,,28.55,27468,357660,0.09
hmmer,icc,mpx_no_narrow_bounds,1,0,6,,1,0,1.79,,1.8,10068,32464,0.0
hmmer,icc,mpx_no_narrow_bounds,1,1,8,,1,0,3.55,,3.56,8083,47568,0.0
hmmer,icc,mpx_no_narrow_bounds,1,2,15,,2,0,6.55,,6.56,8545,91480,0.0
hmmer,icc,mpx_no_narrow_bounds,1,3,31,,4,0,15.55,,15.59,16704,201524,0.02
hmmer,icc,mpx_no_narrow_bounds,1,4,63,,3,0,28.39,,28.48,27466,357660,0.08
hmmer,icc,mpx_no_narrow_bounds,1,0,7,,1,0,1.8,,1.8,10068,32464,0.0
hmmer,icc,mpx_no_narrow_bounds,1,1,11,,1,0,3.56,,3.56,8083,47568,0.0
hmmer,icc,mpx_no_narrow_bounds,1,2,18,,2,0,6.55,,6.56,8545,91480,0.0
hmmer,icc,mpx_no_narrow_bounds,1,3,32,,5,0,15.56,,15.59,16705,201524,0.02
hmmer,icc,mpx_no_narrow_bounds,1,4,61,,4,0,28.37,,28.46,27467,357660,0.08
hmmer,icc,mpx_no_narrow_bounds,1,0,5,,1,0,1.79,,1.8,10068,32464,0.0
hmmer,icc,mpx_no_narrow_bounds,1,1,10,,1,0,3.55,,3.56,8083,47568,0.01
hmmer,icc,mpx_no_narrow_bounds,1,2,15,,1,0,6.54,,6.56,8544,91480,0.01
hmmer,icc,mpx_no_narrow_bounds,1,3,30,,3,0,15.55,,15.59,16703,201524,0.03
hmmer,icc,mpx_no_narrow_bounds,1,4,64,,4,0,28.37,,28.46,27467,357660,0.08
hmmer,icc,mpx_no_narrow_bounds,1,0,5,,1,0,1.8,,1.8,10068,32464,0.0
hmmer,icc,mpx_no_narrow_bounds,1,1,12,,1,0,3.56,,3.56,8083,47568,0.0
hmmer,icc,mpx_no_narrow_bounds,1,2,18,,2,0,6.54,,6.56,8545,91480,0.01
hmmer,icc,mpx_no_narrow_bounds,1,3,31,,5,0,15.55,,15.58,16705,201524,0.02
hmmer,icc,mpx_no_narrow_bounds,1,4,60,,1,0,28.34,,28.46,27464,357660,0.11
hmmer,icc,mpx_no_narrow_bounds,1,0,5,,1,0,1.79,,1.8,10068,32464,0.0
hmmer,icc,mpx_no_narrow_bounds,1,1,9,,1,0,3.56,,3.56,8082,50392,0.0
hmmer,icc,mpx_no_narrow_bounds,1,2,16,,2,0,6.55,,6.56,8545,91480,0.0
hmmer,icc,mpx_no_narrow_bounds,1,3,34,,5,0,15.53,,15.59,16705,201524,0.05
hmmer,icc,mpx_no_narrow_bounds,1,4,63,,4,0,28.37,,28.46,27467,357660,0.08
hmmer,icc,mpx_no_narrow_bounds,1,0,5,,1,0,1.79,,1.8,10068,32464,0.0
hmmer,icc,mpx_no_narrow_bounds,1,1,12,,1,0,3.55,,3.56,8083,47568,0.01
hmmer,icc,mpx_no_narrow_bounds,1,2,17,,2,0,6.54,,6.56,8545,91480,0.02
hmmer,icc,mpx_no_narrow_bounds,1,3,32,,4,0,15.56,,15.58,16704,201524,0.02
hmmer,icc,mpx_no_narrow_bounds,1,4,60,,3,0,28.38,,28.46,27466,357660,0.07
hmmer,icc,mpx_no_narrow_bounds,1,0,7,,1,0,1.79,,1.8,10068,32464,0.01
hmmer,icc,mpx_no_narrow_bounds,1,1,9,,1,0,3.55,,3.56,8083,47568,0.0
hmmer,icc,mpx_no_narrow_bounds,1,2,16,,2,0,6.55,,6.56,8545,91480,0.0
hmmer,icc,mpx_no_narrow_bounds,1,3,33,,5,0,15.54,,15.59,16705,201524,0.04
hmmer,icc,mpx_no_narrow_bounds,1,4,62,,4,0,28.36,,28.46,27467,357660,0.09
bzip2,icc,mpx_no_narrow_bounds,1,0,30,,3,0,14.14,,14.15,4508,111072,0.0
bzip2,icc,mpx_no_narrow_bounds,1,1,61,,1,0,28.24,,28.26,4558,203264,0.01
bzip2,icc,mpx_no_narrow_bounds,1,2,117,,1,0,56.65,,56.68,4663,387644,0.02
bzip2,icc,mpx_no_narrow_bounds,1,3,228,,2,0,113.14,,113.19,4874,756404,0.03
bzip2,icc,mpx_no_narrow_bounds,1,4,443,,1,0,226.72,,226.82999999999998,5293,1493924,0.07
bzip2,icc,mpx_no_narrow_bounds,1,0,31,,3,0,14.15,,14.16,4508,111072,0.0
bzip2,icc,mpx_no_narrow_bounds,1,1,62,,1,0,28.24,,28.26,4558,203264,0.01
bzip2,icc,mpx_no_narrow_bounds,1,2,118,,1,0,56.66,,56.69,4663,387644,0.02
bzip2,icc,mpx_no_narrow_bounds,1,3,227,,1,0,113.37,,113.43,4873,756404,0.04
bzip2,icc,mpx_no_narrow_bounds,1,4,441,,2,0,226.68,,226.78,5294,1493924,0.07
bzip2,icc,mpx_no_narrow_bounds,1,0,28,,1,0,14.18,,14.19,4506,111072,0.0
bzip2,icc,mpx_no_narrow_bounds,1,1,62,,1,0,28.31,,28.33,4558,203264,0.01
bzip2,icc,mpx_no_narrow_bounds,1,2,118,,2,0,56.53,,56.55,4664,387644,0.01
bzip2,icc,mpx_no_narrow_bounds,1,3,226,,2,0,113.36,,113.42,4874,756404,0.04
bzip2,icc,mpx_no_narrow_bounds,1,4,442,,2,0,226.14,,226.24,5294,1493924,0.06
bzip2,icc,mpx_no_narrow_bounds,1,0,29,,1,0,14.17,,14.19,4506,111072,0.01
bzip2,icc,mpx_no_narrow_bounds,1,1,61,,2,0,28.26,,28.27,4559,203264,0.01
bzip2,icc,mpx_no_narrow_bounds,1,2,117,,1,0,56.65,,56.67,4663,387644,0.01
bzip2,icc,mpx_no_narrow_bounds,1,3,227,,2,0,113.13,,113.17,4874,756404,0.02
bzip2,icc,mpx_no_narrow_bounds,1,4,445,,1,0,226.79,,226.9,5293,1493924,0.08
bzip2,icc,mpx_no_narrow_bounds,1,0,34,,1,0,14.17,,14.18,4506,111072,0.0
bzip2,icc,mpx_no_narrow_bounds,1,1,61,,3,0,28.31,,28.33,4560,203264,0.01
bzip2,icc,mpx_no_narrow_bounds,1,2,114,,1,0,56.65,,56.68,4663,387644,0.02
bzip2,icc,mpx_no_narrow_bounds,1,3,221,,1,0,113.09,,113.14,4873,756404,0.03
bzip2,icc,mpx_no_narrow_bounds,1,4,448,,1,0,226.7,,226.8,5293,1493924,0.07
bzip2,icc,mpx_no_narrow_bounds,1,0,33,,1,0,14.14,,14.15,4506,111072,0.0
bzip2,icc,mpx_no_narrow_bounds,1,1,63,,2,0,28.26,,28.27,4559,203264,0.0
bzip2,icc,mpx_no_narrow_bounds,1,2,114,,2,0,56.54,,56.56,4664,387644,0.02
bzip2,icc,mpx_no_narrow_bounds,1,3,223,,2,0,113.15,,113.2,4874,756404,0.03
bzip2,icc,mpx_no_narrow_bounds,1,4,446,,1,0,226.72,,226.82999999999998,5293,1493924,0.07
bzip2,icc,mpx_no_narrow_bounds,1,0,33,,2,0,14.14,,14.15,4507,111072,0.0
bzip2,icc,mpx_no_narrow_bounds,1,1,61,,2,0,28.26,,28.27,4559,203264,0.0
bzip2,icc,mpx_no_narrow_bounds,1,2,114,,1,0,56.66,,56.68,4663,387644,0.01
bzip2,icc,mpx_no_narrow_bounds,1,3,223,,1,0,113.37,,113.42,4873,756404,0.03
bzip2,icc,mpx_no_narrow_bounds,1,4,442,,1,0,226.75,,226.84,5293,1493924,0.06
bzip2,icc,mpx_no_narrow_bounds,1,0,34,,1,0,14.17,,14.19,4506,111072,0.01
bzip2,icc,mpx_no_narrow_bounds,1,1,60,,1,0,28.32,,28.33,4558,203264,0.0
bzip2,icc,mpx_no_narrow_bounds,1,2,109,,2,0,56.55,,56.58,4664,387644,0.02
bzip2,icc,mpx_no_narrow_bounds,1,3,225,,2,0,113.12,,113.18,4874,756404,0.04
bzip2,icc,mpx_no_narrow_bounds,1,4,447,,1,0,226.26,,226.37,5293,1493924,0.08
bzip2,icc,mpx_no_narrow_bounds,1,0,32,,1,0,14.18,,14.18,4506,111072,0.0
bzip2,icc,mpx_no_narrow_bounds,1,1,61,,3,0,28.24,,28.26,4560,203264,0.01
bzip2,icc,mpx_no_narrow_bounds,1,2,113,,1,0,56.66,,56.68,4663,387644,0.01
bzip2,icc,mpx_no_narrow_bounds,1,3,225,,1,0,113.39,,113.45,4873,756404,0.04
bzip2,icc,mpx_no_narrow_bounds,1,4,443,,2,0,226.2,,226.3,5294,1493924,0.06
bzip2,icc,mpx_no_narrow_bounds,1,0,31,,3,0,14.16,,14.16,4508,111072,0.0
bzip2,icc,mpx_no_narrow_bounds,1,1,55,,2,0,28.26,,28.27,4559,203264,0.0
bzip2,icc,mpx_no_narrow_bounds,1,2,115,,1,0,56.52,,56.55,4663,387644,0.01
bzip2,icc,mpx_no_narrow_bounds,1,3,226,,1,0,113.38,,113.43,4873,756404,0.03
bzip2,icc,mpx_no_narrow_bounds,1,4,446,,2,0,226.2,,226.29,5294,1493924,0.06
dealII,icc,mpx_no_narrow_bounds,1,0,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds,1,1,,,,,,,,,,
dealII,icc,mpx_no_narrow_bounds,1,2,,,,,,,,,,
