name,compiler,type,threads,input,involuntary_context_switches,mpxbtnum,voluntary_context_switches,major_faults,user_time,mpxerrors,time,minor_faults,maxsize,sys_time
dealII,clang,asan,1,1,10,,1,0,2.87,,2.93,86452,267380,0.05
dealII,clang,asan,1,2,30,,3,0,8.38,,8.55,185913,487632,0.16
dealII,clang,asan,1,3,123,,4,0,48.6,,48.85,376580,846576,0.23
dealII,clang,asan,1,4,1156,,112,0,561.02,,562.31,1347459,2259144,1.18
dealII,clang,asan,1,0,9,,1,0,1.0,,1.03,33636,123980,0.02
dealII,clang,asan,1,1,9,,1,0,2.86,,2.93,86452,267380,0.07
dealII,clang,asan,1,2,30,,1,0,8.4,,8.54,185913,487632,0.14
dealII,clang,asan,1,3,124,,11,0,48.54,,48.8,376580,846576,0.24
dealII,clang,asan,1,4,1155,,111,0,560.89,,562.17,1347496,2259144,1.18
dealII,clang,asan,1,0,10,,1,0,0.98,,1.03,33636,123980,0.05
dealII,clang,asan,1,1,9,,4,0,2.86,,2.94,86452,267380,0.07
dealII,clang,asan,1,2,33,,0,0,8.37,,8.55,185913,487632,0.17
dealII,clang,asan,1,3,119,,26,0,48.57,,48.87,376575,846588,0.27
dealII,clang,asan,1,4,1161,,124,0,560.91,,562.13,1347490,2259144,1.11
dealII,clang,asan,1,0,11,,1,0,0.98,,1.03,33636,123980,0.04
dealII,clang,asan,1,1,9,,1,0,2.87,,2.93,86452,267380,0.06
dealII,clang,asan,1,2,28,,3,0,8.4,,8.55,185913,487632,0.15
dealII,clang,asan,1,3,124,,3,0,48.61,,48.88,376579,846576,0.26
dealII,clang,asan,1,4,1153,,96,0,560.76,,562.01,1347486,2259144,1.14
dealII,clang,asan,1,0,9,,1,0,1.01,,1.04,33636,123980,0.02
dealII,clang,asan,1,1,11,,1,0,2.87,,2.93,86452,267380,0.06
dealII,clang,asan,1,2,30,,1,0,8.42,,8.55,185913,487632,0.12
dealII,clang,asan,1,3,121,,12,0,48.6,,48.84,376579,846576,0.23
dealII,clang,asan,1,4,1160,,136,0,560.6,,561.86,1347519,2259144,1.15
dealII,clang,asan,1,0,8,,1,0,1.01,,1.03,33636,123980,0.02
dealII,clang,asan,1,1,10,,2,0,2.88,,2.94,86453,267380,0.05
dealII,clang,asan,1,2,32,,1,0,8.4,,8.55,185913,487632,0.14
dealII,clang,asan,1,3,120,,15,0,48.66,,48.95,376574,846588,0.28
dealII,clang,asan,1,4,1155,,131,0,561.22,,562.48,1347492,2259144,1.14
hmmer,gcc,mpx,1,0,11,,2,0,4.63,,4.64,4666,31712,0.0
hmmer,gcc,mpx,1,1,23,,3,0,9.2,,9.2,6104,43248,0.0
hmmer,gcc,mpx,1,2,38,,2,0,16.94,,16.95,8179,93228,0.0
hmmer,gcc,mpx,1,3,79,,2,0,40.16,,40.19,15142,169164,0.02
hmmer,gcc,mpx,1,4,132,,3,0,73.11,,73.13,22254,332196,0.01
hmmer,gcc,mpx,1,0,12,,1,0,4.63,,4.63,4666,31712,0.0
hmmer,gcc,mpx,1,1,24,,5,0,9.2,,9.21,6106,43248,0.0
hmmer,gcc,mpx,1,2,38,,2,0,16.95,,16.96,8179,93228,0.0
hmmer,gcc,mpx,1,3,85,,3,0,40.18,,40.19,15143,169164,0.0
hmmer,gcc,mpx,1,4,147,,3,0,73.08,,73.13,22254,334392,0.04
hmmer,gcc,mpx,1,0,11,,1,0,4.63,,4.63,4666,31712,0.0
hmmer,gcc,mpx,1,1,20,,3,0,9.2,,9.21,6104,43248,0.0
hmmer,gcc,mpx,1,2,35,,3,0,16.93,,16.94,8180,93228,0.0
hmmer,gcc,mpx,1,3,84,,2,0,40.17,,40.18,15142,169164,0.0
hmmer,gcc,mpx,1,4,149,,5,0,73.09,,73.13,22253,332196,0.03
hmmer,gcc,mpx,1,0,10,,1,0,4.62,,4.63,4666,31712,0.01
hmmer,gcc,mpx,1,1,24,,2,0,9.2,,9.21,6102,43248,0.0
hmmer,gcc,mpx,1,2,36,,2,0,16.94,,16.95,8179,93228,0.0
hmmer,gcc,mpx,1,3,82,,4,0,40.17,,40.19,15144,169164,0.01
hmmer,gcc,mpx,1,4,147,,2,0,73.07,,73.12,22253,332196,0.03
hmmer,gcc,mpx,1,0,10,,1,0,4.62,,4.63,4666,31712,0.0
hmmer,gcc,mpx,1,1,24,,4,0,9.2,,9.21,6105,43248,0.0
hmmer,gcc,mpx,1,2,37,,1,0,16.93,,16.93,8178,93228,0.0
hmmer,gcc,mpx,1,3,86,,3,0,40.18,,40.2,15143,169164,0.01
hmmer,gcc,mpx,1,4,145,,6,0,73.09,,73.13,22252,332196,0.03
hmmer,gcc,mpx,1,0,11,,1,0,4.63,,4.63,4666,31712,0.0
hmmer,gcc,mpx,1,1,22,,4,0,9.21,,9.21,6105,43248,0.0
hmmer,gcc,mpx,1,2,37,,3,0,16.94,,16.95,8180,93228,0.0
hmmer,gcc,mpx,1,3,84,,4,0,40.19,,40.21,15144,169164,0.02
hmmer,gcc,mpx,1,4,151,,2,0,73.08,,73.12,22253,332196,0.03
hmmer,gcc,mpx,1,0,11,,3,0,4.63,,4.63,4668,31704,0.0
hmmer,gcc,mpx,1,1,23,,3,0,9.21,,9.21,6104,43248,0.0
hmmer,gcc,mpx,1,2,34,,2,0,16.94,,16.95,8179,93228,0.0
hmmer,gcc,mpx,1,3,82,,10,0,40.16,,40.19,15142,170292,0.02
hmmer,gcc,mpx,1,4,150,,2,0,73.1,,73.15,22253,334392,0.03
hmmer,gcc,mpx,1,0,13,,1,0,4.62,,4.63,4666,31712,0.0
hmmer,gcc,mpx,1,1,21,,4,0,9.2,,9.21,6105,43248,0.0
hmmer,gcc,mpx,1,2,38,,2,0,16.94,,16.94,8179,93228,0.0
hmmer,gcc,mpx,1,3,81,,2,0,40.16,,40.17,15142,169164,0.0
hmmer,gcc,mpx,1,4,145,,2,0,73.06,,73.12,22253,332196,0.04
hmmer,gcc,mpx,1,0,13,,3,0,4.63,,4.63,4668,31704,0.0
hmmer,gcc,mpx,1,1,23,,1,0,9.2,,9.21,6102,43248,0.0
hmmer,gcc,mpx,1,2,39,,4,0,16.93,,16.95,8181,93228,0.01
hmmer,gcc,mpx,1,3,82,,4,0,40.18,,40.19,15144,169164,0.0
hmmer,gcc,mpx,1,4,149,,4,0,73.14,,73.18,22255,334392,0.02
hmmer,gcc,mpx,1,0,12,,1,0,4.63,,4.63,4666,31712,0.0
hmmer,gcc,mpx,1,1,20,,2,0,9.2,,9.21,6103,43248,0.0
hmmer,gcc,mpx,1,2,35,,2,0,16.95,,16.95,8179,93228,0.0
hmmer,gcc,mpx,1,3,84,,4,0,40.16,,40.19,15144,169164,0.02
hmmer,gcc,mpx,1,4,146,,1,0,73.08,,73.13,22252,332196,0.03
libquantum,gcc,mpx,1,0,16,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,68,,2,0,32.44,,32.44,3318,16864,0.0
libquantum,gcc,mpx,1,2,416,,1,0,210.48,,210.51,6528,53728,0.0
libquantum,gcc,mpx,1,3,1842,,1,0,938.53,,3938.75,23454,201324,0.11
libquantum,gcc,mpx,1,4,9422,,1,0,4798.14,,0.0,28705,791028,0.37
libquantum,gcc,mpx,1,0,16,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,71,,2,0,32.45,,32.45,3318,16864,0.0
libquantum,gcc,mpx,1,2,417,,1,0,210.56,,210.59,6528,53728,0.0
libquantum,gcc,mpx,1,3,1848,,1,0,938.2,,3938.44,23454,201324,0.12
libquantum,gcc,mpx,1,4,9420,,1,0,4797.92,,0.0,28705,791028,0.36
libquantum,gcc,mpx,1,0,11,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,66,,2,0,32.43,,32.44,3318,16864,0.0
libquantum,gcc,mpx,1,2,424,,1,0,210.55,,210.59,6528,53728,0.01
libquantum,gcc,mpx,1,3,1841,,1,0,938.55,,3938.77,23454,201324,0.1
libquantum,gcc,mpx,1,4,9414,,1,0,4798.23,,0.0,28705,791028,0.37
libquantum,gcc,mpx,1,0,16,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,71,,2,0,32.43,,32.44,3318,16864,0.0
libquantum,gcc,mpx,1,2,415,,5,0,210.48,,210.52,6532,53728,0.01
libquantum,gcc,mpx,1,3,1847,,1,0,938.65,,3938.87,23454,201324,0.1
libquantum,gcc,mpx,1,4,9410,,1,0,4798.0,,0.0,28705,791028,0.36
libquantum,gcc,mpx,1,0,16,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,67,,2,0,32.43,,32.44,3318,16864,0.0
libquantum,gcc,mpx,1,2,418,,2,0,210.48,,210.52,6529,53728,0.0
libquantum,gcc,mpx,1,3,1843,,1,0,938.21,,3938.42,23454,201324,0.09
libquantum,gcc,mpx,1,4,9412,,1,0,4798.0,,0.0,28705,791028,0.4
libquantum,gcc,mpx,1,0,16,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,69,,2,0,32.43,,32.44,3318,16864,0.0
libquantum,gcc,mpx,1,2,417,,1,0,210.52,,210.56,6528,53728,0.0
libquantum,gcc,mpx,1,3,1847,,1,0,938.61,,3938.81,23454,201324,0.09
libquantum,gcc,mpx,1,4,9407,,2,0,4798.14,,0.0,28706,791028,0.4
libquantum,gcc,mpx,1,0,16,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,65,,2,0,32.44,,32.44,3318,16864,0.0
libquantum,gcc,mpx,1,2,415,,1,0,210.47,,210.5,6528,53728,0.0
libquantum,gcc,mpx,1,3,1846,,8,0,938.55,,3938.75,23461,201324,0.09
libquantum,gcc,mpx,1,4,9415,,1,0,4797.78,,0.0,28705,791028,0.37
libquantum,gcc,mpx,1,0,15,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,65,,2,0,32.44,,32.44,3318,16864,0.0
libquantum,gcc,mpx,1,2,418,,1,0,210.47,,210.5,6528,53728,0.0
libquantum,gcc,mpx,1,3,1853,,3,0,938.5,,3938.72,23456,201324,0.1
libquantum,gcc,mpx,1,4,9411,,1,0,4798.0,,0.0,28705,791028,0.35
libquantum,gcc,mpx,1,0,17,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,67,,2,0,32.43,,32.44,3318,16864,0.0
libquantum,gcc,mpx,1,2,419,,1,0,210.49,,210.52,6528,53728,0.0
libquantum,gcc,mpx,1,3,1845,,1,0,938.6,,3938.85,23454,201324,0.14
libquantum,gcc,mpx,1,4,9412,,17,0,4797.74,,0.0,28713,791028,0.41
libquantum,gcc,mpx,1,0,14,,1,0,5.82,,5.82,1712,7628,0.0
libquantum,gcc,mpx,1,1,65,,2,0,32.43,,32.44,3318,16864,0.0
libquantum,gcc,mpx,1,2,416,,1,0,210.46,,210.5,6528,53728,0.02
libquantum,gcc,mpx,1,3,1843,,1,0,938.45,,3938.68,23454,201324,0.11
libquantum,gcc,mpx,1,4,9410,,1,0,4797.9,,0.0,28705,791028,0.38
bzip2,gcc,mpx,1,0,43,,2,0,18.45,,18.47,20672,242760,0.02
bzip2,gcc,mpx,1,1,77,,2,0,36.84,,36.88,37024,467140,0.03
bzip2,gcc,mpx,1,2,148,,1,0,73.68,,73.8,70472,915712,0.11
bzip2,gcc,mpx,1,3,291,,2,0,147.43,,147.6,136862,1814904,0.15
bzip2,gcc,mpx,1,4,577,,2,0,294.7,,295.13,269636,3609192,0.39
bzip2,gcc,mpx,1,0,39,,1,0,18.45,,18.47,20671,243220,0.01
bzip2,gcc,mpx,1,1,73,,1,0,36.84,,36.88,37138,466020,0.03
bzip2,gcc,mpx,1,2,150,,3,0,73.68,,73.78,70589,914592,0.08
bzip2,gcc,mpx,1,3,293,,2,0,147.5,,147.65,136862,1814904,0.12
bzip2,gcc,mpx,1,4,580,,3,0,294.83,,295.17,269637,3609192,0.29
bzip2,gcc,mpx,1,0,40,,1,0,18.45,,18.47,20671,243220,0.02
bzip2,gcc,mpx,1,1,74,,1,0,36.84,,36.89,37138,467600,0.04
bzip2,gcc,mpx,1,2,148,,1,0,73.67,,73.77,70472,915712,0.08
bzip2,gcc,mpx,1,3,290,,3,0,147.46,,147.67000000000002,136863,1814904,0.2
bzip2,gcc,mpx,1,4,578,,2,0,294.79,,295.18,269751,3608076,0.35
bzip2,gcc,mpx,1,0,41,,5,0,18.45,,18.47,20556,245468,0.02
bzip2,gcc,mpx,1,1,75,,2,0,36.82,,36.88,37024,467140,0.05
bzip2,gcc,mpx,1,2,151,,2,0,73.69,,73.77,70473,915712,0.07
bzip2,gcc,mpx,1,3,288,,1,0,147.4,,147.59,136976,1814904,0.17
bzip2,gcc,mpx,1,4,578,,1,0,294.77,,295.12,269635,3609192,0.31
bzip2,gcc,mpx,1,0,38,,3,0,18.42,,18.47,20558,243876,0.04
bzip2,gcc,mpx,1,1,74,,3,0,36.84,,36.88,37025,467140,0.04
bzip2,gcc,mpx,1,2,149,,2,0,73.69,,73.77,70473,915712,0.06
bzip2,gcc,mpx,1,3,293,,1,0,147.39,,147.57,136861,1814904,0.16
bzip2,gcc,mpx,1,4,578,,2,0,294.74,,295.13,269636,3609192,0.35
bzip2,gcc,mpx,1,0,39,,2,0,18.43,,18.47,20672,242760,0.03
bzip2,gcc,mpx,1,1,73,,2,0,36.84,,36.89,37024,467140,0.04
bzip2,gcc,mpx,1,2,148,,2,0,73.69,,73.78,70588,915712,0.08
bzip2,gcc,mpx,1,3,291,,3,0,147.4,,147.6,136863,1814904,0.18
bzip2,gcc,mpx,1,4,579,,3,0,294.76,,295.14,269637,3609192,0.33
bzip2,gcc,mpx,1,0,40,,1,0,18.45,,18.47,20671,243220,0.01
bzip2,gcc,mpx,1,1,77,,1,0,36.9,,36.95,37138,466020,0.04
bzip2,gcc,mpx,1,2,148,,2,0,73.67,,73.77,70473,915712,0.08
bzip2,gcc,mpx,1,3,291,,1,0,147.38,,147.6,136976,1813788,0.19
bzip2,gcc,mpx,1,4,574,,3,0,294.78,,295.12,269637,3609192,0.3
bzip2,gcc,mpx,1,0,37,,1,0,18.45,,18.47,20671,243220,0.02
bzip2,gcc,mpx,1,1,76,,1,0,36.82,,36.88,37138,467600,0.05
bzip2,gcc,mpx,1,2,152,,2,0,73.67,,73.78,70473,915712,0.09
bzip2,gcc,mpx,1,3,292,,3,0,147.38,,147.59,136863,1814904,0.19
bzip2,gcc,mpx,1,4,576,,3,0,294.72,,295.19,269752,3608076,0.43
bzip2,gcc,mpx,1,0,36,,2,0,18.44,,18.47,20671,242760,0.02
bzip2,gcc,mpx,1,1,77,,2,0,36.84,,36.88,37024,467140,0.02
bzip2,gcc,mpx,1,2,149,,2,0,73.68,,73.78,70588,915620,0.09
bzip2,gcc,mpx,1,3,293,,2,0,147.43,,147.62,136862,1814904,0.16
bzip2,gcc,mpx,1,4,579,,1,0,294.73,,295.13,269635,3609192,0.36
bzip2,gcc,mpx,1,0,35,,2,0,18.43,,18.47,20672,242760,0.03
bzip2,gcc,mpx,1,1,74,,3,0,36.83,,36.89,37025,467140,0.05
bzip2,gcc,mpx,1,2,149,,2,0,73.68,,73.78999999999999,70473,915712,0.09
bzip2,gcc,mpx,1,3,290,,3,0,147.39,,147.57999999999998,136863,1814904,0.16
bzip2,gcc,mpx,1,4,581,,2,0,294.83,,295.2,269636,3609192,0.32
dealII,gcc,mpx,1,0,11,,3,0,2.83,,2.84,10707,27912,0.0
dealII,gcc,mpx,1,1,18,,1,0,7.77,,7.79,30392,37172,0.01
dealII,gcc,mpx,1,2,58,,2,0,21.9,,21.97,89767,78152,0.06
dealII,gcc,mpx,1,3,253,,7,0,115.1,,115.37,522884,268088,0.24
dealII,gcc,mpx,1,4,2234,,3,0,1122.49,,4125.03,5207636,1088964,2.4
dealII,gcc,mpx,1,0,6,,1,0,2.82,,2.83,10706,27912,0.0
dealII,gcc,mpx,1,1,25,,7,0,7.78,,7.79,30393,37168,0.01
dealII,gcc,mpx,1,2,53,,2,0,21.91,,21.96,89813,78152,0.04
dealII,gcc,mpx,1,3,251,,4,0,115.07,,115.37,522923,268088,0.28
dealII,gcc,mpx,1,4,2225,,2,0,1122.84,,4125.28,5207881,1088964,2.3
dealII,gcc,mpx,1,0,10,,1,0,2.83,,2.84,10706,27912,0.0
dealII,gcc,mpx,1,1,24,,3,0,7.77,,7.79,30170,39140,0.01
dealII,gcc,mpx,1,2,54,,5,0,21.91,,21.97,90017,78152,0.05
dealII,gcc,mpx,1,3,248,,3,0,115.14,,115.39,523331,268088,0.23
dealII,gcc,mpx,1,4,2226,,7,0,1122.54,,4125.07,5208417,1088964,2.39
dealII,gcc,mpx,1,0,11,,2,0,2.83,,2.83,10686,29856,0.0
dealII,gcc,mpx,1,1,24,,1,0,7.78,,7.79,30392,37172,0.0
dealII,gcc,mpx,1,2,58,,8,0,21.94,,21.96,90234,77564,0.02
dealII,gcc,mpx,1,3,250,,3,0,115.18,,115.46000000000001,522981,268088,0.26
dealII,gcc,mpx,1,4,2232,,4,0,1122.6,,4124.97,5208378,1088964,2.24
dealII,gcc,mpx,1,0,8,,1,0,2.83,,2.84,10706,27912,0.0
dealII,gcc,mpx,1,1,25,,2,0,7.76,,7.79,30393,37172,0.02
dealII,gcc,mpx,1,2,57,,12,0,21.93,,21.97,90187,75596,0.03
dealII,gcc,mpx,1,3,247,,4,0,115.06,,115.38,523512,268088,0.3
dealII,gcc,mpx,1,4,2221,,2,0,1122.44,,4124.93,5207481,1088964,2.35
dealII,gcc,mpx,1,0,10,,1,0,2.83,,2.83,10706,27912,0.0
dealII,gcc,mpx,1,1,23,,4,0,7.77,,7.78,30394,37172,0.01
dealII,gcc,mpx,1,2,57,,5,0,21.92,,21.96,89628,76972,0.03
dealII,gcc,mpx,1,3,252,,4,0,115.11,,115.41,522750,268088,0.28
dealII,gcc,mpx,1,4,2220,,4,0,1122.5,,4124.99,5207994,1088964,2.36
dealII,gcc,mpx,1,0,14,,1,0,2.82,,2.84,10706,27912,0.01
dealII,gcc,mpx,1,1,23,,2,0,7.76,,7.79,30389,39728,0.02
dealII,gcc,mpx,1,2,57,,3,0,21.92,,21.98,90038,78152,0.05
dealII,gcc,mpx,1,3,251,,2,0,115.06,,115.34,522994,268088,0.26
dealII,gcc,mpx,1,4,2228,,4,0,1122.85,,4125.32,5207936,1088964,2.34
dealII,gcc,mpx,1,0,8,,1,0,2.82,,2.84,10706,27912,0.01
dealII,gcc,mpx,1,1,22,,4,0,7.78,,7.79,30395,37172,0.0
dealII,gcc,mpx,1,2,55,,6,0,21.91,,21.97,90203,75596,0.05
dealII,gcc,mpx,1,3,251,,5,0,115.1,,115.36,523529,268088,0.24
dealII,gcc,mpx,1,4,2219,,5,0,1122.41,,4124.91,5208415,1088964,2.36
dealII,gcc,mpx,1,0,7,,1,0,2.83,,2.84,10706,27912,0.0
dealII,gcc,mpx,1,1,26,,4,0,7.78,,7.79,30358,39728,0.0
dealII,gcc,mpx,1,2,53,,3,0,21.9,,21.97,90217,78152,0.05
dealII,gcc,mpx,1,3,251,,3,0,115.15,,115.4,523527,268088,0.23
dealII,gcc,mpx,1,4,2229,,7,0,1122.54,,4124.9,5207771,1088964,2.22
dealII,gcc,mpx,1,0,11,,1,0,2.83,,2.84,10706,27912,0.0
dealII,gcc,mpx,1,1,22,,3,0,7.76,,7.79,29462,39728,0.02
dealII,gcc,mpx,1,2,58,,11,0,21.94,,21.97,89458,79320,0.02
dealII,gcc,mpx,1,3,251,,5,0,115.12,,115.37,523204,267500,0.23
dealII,gcc,mpx,1,4,2225,,4,0,1122.4,,4125.01,5207810,1088964,2.46
hmmer,icc,mpx,1,0,7,,1,0,1.79,,1.8,10091,33208,0.01
hmmer,icc,mpx,1,1,11,,1,0,3.54,,3.56,8106,47504,0.02
hmmer,icc,mpx,1,2,15,,2,0,6.53,,6.55,8520,91416,0.01
hmmer,icc,mpx,1,3,35,,5,0,15.5,,15.56,16728,201556,0.06
hmmer,icc,mpx,1,4,56,,4,0,28.31,,28.42,27977,357692,0.1
hmmer,icc,mpx,1,0,8,,1,0,1.78,,1.8,10091,32400,0.02
hmmer,icc,mpx,1,1,9,,1,0,3.54,,3.56,8106,47504,0.01
hmmer,icc,mpx,1,2,17,,1,0,6.52,,6.54,8519,91416,0.01
hmmer,icc,mpx,1,3,35,,3,0,15.52,,15.55,16726,201556,0.02
hmmer,icc,mpx,1,4,59,,4,0,28.32,,28.42,27977,357692,0.09
hmmer,icc,mpx,1,0,6,,1,0,1.8,,1.8,10091,32400,0.0
hmmer,icc,mpx,1,1,11,,1,0,3.56,,3.56,8106,47504,0.0
hmmer,icc,mpx,1,2,14,,2,0,6.53,,6.55,8520,91416,0.01
hmmer,icc,mpx,1,3,35,,5,0,15.52,,15.57,16728,201556,0.04
hmmer,icc,mpx,1,4,56,,4,0,28.3,,28.41,27977,357692,0.1
hmmer,icc,mpx,1,0,7,,1,0,1.79,,1.8,10091,32400,0.0
hmmer,icc,mpx,1,1,9,,1,0,3.54,,3.56,8106,47504,0.01
hmmer,icc,mpx,1,2,16,,1,0,6.54,,6.55,8519,91416,0.0
hmmer,icc,mpx,1,3,36,,3,0,15.5,,15.55,16726,201556,0.04
hmmer,icc,mpx,1,4,59,,5,0,28.33,,28.42,27978,357692,0.08
hmmer,icc,mpx,1,0,6,,1,0,1.78,,1.8,10091,32400,0.01
hmmer,icc,mpx,1,1,10,,1,0,3.54,,3.56,8106,47504,0.01
hmmer,icc,mpx,1,2,15,,2,0,6.54,,6.55,8520,91416,0.0
hmmer,icc,mpx,1,3,32,,3,0,15.53,,15.55,16726,201556,0.01
hmmer,icc,mpx,1,4,57,,5,0,28.32,,28.42,27978,357692,0.08
hmmer,icc,mpx,1,0,6,,1,0,1.79,,1.8,10091,33208,0.0
hmmer,icc,mpx,1,1,10,,1,0,3.54,,3.56,8106,47504,0.01
hmmer,icc,mpx,1,2,17,,2,0,6.53,,6.55,8520,91416,0.01
hmmer,icc,mpx,1,3,34,,3,0,15.5,,15.55,16726,201556,0.04
hmmer,icc,mpx,1,4,61,,5,0,28.35,,28.42,27978,357692,0.06
hmmer,icc,mpx,1,0,7,,1,0,1.79,,1.8,10091,32400,0.0
hmmer,icc,mpx,1,1,10,,1,0,3.56,,3.56,8106,47504,0.0
hmmer,icc,mpx,1,2,15,,2,0,6.54,,6.55,8520,91412,0.0
hmmer,icc,mpx,1,3,33,,4,0,15.52,,15.55,16727,201556,0.02
hmmer,icc,mpx,1,4,60,,4,0,28.35,,28.42,27977,357692,0.07
hmmer,icc,mpx,1,0,6,,1,0,1.78,,1.8,10091,32400,0.02
hmmer,icc,mpx,1,1,10,,1,0,3.54,,3.56,8106,47504,0.01
hmmer,icc,mpx,1,2,17,,2,0,6.54,,6.54,8520,91416,0.0
hmmer,icc,mpx,1,3,34,,5,0,15.51,,15.54,16728,201556,0.02
hmmer,icc,mpx,1,4,60,,5,0,28.32,,28.42,27978,357692,0.09
hmmer,icc,mpx,1,0,5,,1,0,1.79,,1.8,10091,32400,0.0
hmmer,icc,mpx,1,1,12,,1,0,3.54,,3.56,8106,47504,0.01
hmmer,icc,mpx,1,2,15,,1,0,6.53,,6.55,8519,91416,0.01
hmmer,icc,mpx,1,3,32,,3,0,15.5,,15.55,16726,201556,0.04
hmmer,icc,mpx,1,4,60,,1,0,28.32,,28.42,27974,357692,0.09
hmmer,icc,mpx,1,0,4,,1,0,1.79,,1.8,10091,32400,0.01
hmmer,icc,mpx,1,1,10,,1,0,3.54,,3.56,8106,47504,0.01
hmmer,icc,mpx,1,2,17,,2,0,6.53,,6.55,8520,91416,0.01
hmmer,icc,mpx,1,3,34,,5,0,15.5,,15.55,16728,201556,0.04
hmmer,icc,mpx,1,4,60,,4,0,28.33,,28.42,27955,357692,0.08
libquantum,icc,mpx,1,0,5,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx,1,1,20,,1,0,8.08,,8.09,3763,19316,0.0
libquantum,icc,mpx,1,2,151,,1,0,75.69,,75.71000000000001,6735,56680,0.0
libquantum,icc,mpx,1,3,770,,1,0,394.01,,394.13,22296,205824,0.07
libquantum,icc,mpx,1,4,3937,,1,0,2071.43,,11072.04,29800,801780,0.36
libquantum,icc,mpx,1,0,3,,1,0,1.46,,1.46,1949,10032,0.0
libquantum,icc,mpx,1,1,20,,1,0,8.08,,8.08,3763,18804,0.0
libquantum,icc,mpx,1,2,149,,1,0,75.0,,75.02,6735,56680,0.01
libquantum,icc,mpx,1,3,776,,1,0,392.91,,393.04,22296,205824,0.08
libquantum,icc,mpx,1,4,3931,,1,0,2073.01,,11073.65,29800,801780,0.4
libquantum,icc,mpx,1,0,6,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx,1,1,20,,1,0,8.08,,8.09,3763,19316,0.0
libquantum,icc,mpx,1,2,153,,1,0,74.96,,74.98,6735,56680,0.0
libquantum,icc,mpx,1,3,772,,1,0,392.12,,392.28,22296,205824,0.1
libquantum,icc,mpx,1,4,3933,,2,0,2073.56,,11074.24,29801,801780,0.43
libquantum,icc,mpx,1,0,7,,1,0,1.45,,1.46,1949,9520,0.0
libquantum,icc,mpx,1,1,20,,1,0,8.08,,8.09,3763,19316,0.0
libquantum,icc,mpx,1,2,151,,1,0,75.04,,75.07,6735,56680,0.01
libquantum,icc,mpx,1,3,774,,1,0,394.84,,394.97,22296,205824,0.08
libquantum,icc,mpx,1,4,3939,,1,0,2071.9,,11072.6,29800,801780,0.45
libquantum,icc,mpx,1,0,5,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx,1,1,18,,1,0,8.08,,8.09,3763,19316,0.0
libquantum,icc,mpx,1,2,150,,1,0,75.52,,75.53999999999999,6735,56680,0.0
libquantum,icc,mpx,1,3,771,,1,0,392.82,,392.97,22296,205824,0.1
libquantum,icc,mpx,1,4,3928,,1,0,2069.8,,11070.48,29800,801780,0.43
libquantum,icc,mpx,1,0,5,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx,1,1,18,,1,0,8.07,,8.08,3763,19316,0.0
libquantum,icc,mpx,1,2,152,,1,0,74.83,,74.84,6735,56680,0.0
libquantum,icc,mpx,1,3,774,,1,0,393.62,,393.77,22296,205824,0.1
libquantum,icc,mpx,1,4,3933,,1,0,2073.31,,11073.99,29800,801780,0.43
libquantum,icc,mpx,1,0,6,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx,1,1,18,,1,0,8.09,,8.09,3763,19316,0.0
libquantum,icc,mpx,1,2,154,,1,0,75.2,,75.21000000000001,6735,56680,0.0
libquantum,icc,mpx,1,3,775,,1,0,392.83,,392.98,22296,205824,0.1
libquantum,icc,mpx,1,4,3924,,1,0,2069.74,,11070.37,29800,801780,0.39
libquantum,icc,mpx,1,0,5,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx,1,1,20,,1,0,8.07,,8.08,3763,19316,0.0
libquantum,icc,mpx,1,2,154,,1,0,74.44,,74.48,6735,56680,0.02
libquantum,icc,mpx,1,3,769,,1,0,393.0,,393.17,22296,205824,0.12
libquantum,icc,mpx,1,4,3932,,1,0,2071.93,,11072.6,29800,801780,0.42
libquantum,icc,mpx,1,0,5,,1,0,1.46,,1.46,1949,9520,0.0
libquantum,icc,mpx,1,1,21,,1,0,8.08,,8.09,3763,19316,0.0
libquantum,icc,mpx,1,2,149,,1,0,75.29,,75.31,6735,56680,0.0
libquantum,icc,mpx,1,3,773,,1,0,394.21,,394.36,22296,205824,0.1
libquantum,icc,mpx,1,4,3940,,1,0,2074.49,,11075.16,29800,801780,0.42
libquantum,icc,mpx,1,0,4,,1,0,1.46,,1.46,1949,9520,0.0
