name,compiler,type,threads,input,dtlb_stores,minor_faults,dtlb_store_misses,branch_misses,mpxerrors,branch_instructions,mpxbtnum,major_faults,cycles,dtlb_load_misses,time,dtlb_loads,instructions
word_count,clang,asan,1,native,64740604649,32890,118961,186727614,,72099639393,,0,94764066984,87205191,24.972158041,71681959989,358179598984
matrix_multiply,gcc,native,1,native,7224197101,2617,1370,34319284,,10554825911,,0,32549483007,327848,8.575563665,19708433649,80367992972
kmeans,gcc,native,1,native,540739746,1219,288,256595669,,44474906747,,0,50298846225,3756,13.257471635,48930462788,187869676797
pca,gcc,native,1,native,127786880,17757,4485529,4963968,,3570328621,,0,41308086756,205256,10.884624338,7024246024,58307772729
word_count,gcc,native,1,native,2483696878,28410,577763,236881545,,3856618714,,0,23449750667,84721342,6.18374223,4409705873,20496292862
matrix_multiply,icc,native,1,native,7228966445,2621,27509,34342932,,10591954631,,0,28549519377,348237,7.523997395,16345566942,53531735674
kmeans,icc,native,1,native,289555865,1224,140,82113377,,48550808653,,0,70522966312,2895,18.577065364,24890472393,278954042595
pca,icc,native,1,native,99419312,17765,4490007,4947623,,3575258617,,0,40453648474,199848,10.658342776,6985657775,54838906220
word_count,icc,native,1,native,4190088039,28412,107505,192890790,,3015687376,,0,28529857498,36887984,7.531122463,8107550414,23449715821
matrix_multiply,clang,native,1,native,7223911637,2617,8967,34261090,,10558361537,,0,26979089609,336174,7.112320751,16231945852,53430553082
kmeans,clang,native,1,native,326223070,1220,46,82501902,,40599224276,,0,69873816201,3162,18.406412236,36677211058,268072459938
pca,clang,native,1,native,97475314,17760,4484661,4944134,,1883938429,,0,31818232081,226329,8.383453907,6971506069,48099186545
word_count,clang,native,1,native,2477592375,28410,443545,133065337,,3477920981,,0,28613143951,36811986,7.538094935,4600972948,20972405662
matrix_multiply,gcc,mpx,1,native,10649948024,2634,27121,34408710,,10610958983,,0,127455134040,342842,33.572794108,63758789220,218917171455
kmeans,gcc,mpx,1,native,259256137,1752,4064,254838752,,40402441840,,0,227874231908,5246426,60.021032098,93201045320,501658134680
pca,gcc,mpx,1,native,151925945,16664,2670241,4977447,,13681532075,,0,203484975230,175425,53.597173941,121854837487,379115413265
word_count,gcc,mpx,1,native,10247375583,29666,1831386,238924978,,5729411473,,0,52532317284,98075369,14.390066623,13449937422,47224576546
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,10634377918,2635,248,34391396,,10610463161,,0,127371022534,343255,33.562381888,63724428990,218947764223
kmeans,gcc,mpx_no_narrow_bounds,1,native,257657649,1754,352,254696120,,40416285091,,0,227159782894,358544,59.834681267,93199629118,501680845895
pca,gcc,mpx_no_narrow_bounds,1,native,150340613,16870,2546413,4981798,,13682468519,,0,203377544698,163945,53.582170652,121870366987,379071674219
word_count,gcc,mpx_no_narrow_bounds,1,native,10288184967,30605,3254602,240722250,,5750559033,,0,53265865518,115109858,14.859208562,13476593233,47199726427
matrix_multiply,icc,mpx,1,native,7230092436,2644,447,34481318,,10585795378,,0,36244521527,333006,9.550778281,16345502354,73709532833
kmeans,icc,mpx,1,native,288081585,1742,1936,80861941,,48588011821,,0,107523598316,1065580,28.329887271,29189296353,336250999751
pca,icc,mpx,1,native,118575495,17813,4500307,4944710,,3559072595,,0,38609722995,255738,10.208229044,7014594937,68448904776
word_count,icc,mpx,1,native,19203579389,30117,319490,186909294,,10060225879,,0,84078320586,45429764,22.166521309,30755332928,93589683468
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,7235576575,2644,476,34495970,,10589486709,,0,36199188190,342189,9.545184055,16343799880,73753184462
kmeans,icc,mpx_no_narrow_bounds,1,native,288060260,1522,24,80914931,,48590873024,,0,107397926138,6366,28.295609046,29191515582,336259801625
pca,icc,mpx_no_narrow_bounds,1,native,108734388,17812,4496200,4977111,,3569535512,,0,38618199961,254877,10.17608797,7017287839,68461688235
word_count,icc,mpx_no_narrow_bounds,1,native,19142146787,30177,321070,185701778,,10040484354,,0,84268709822,47387999,22.212590156,30724886828,93692435448
matrix_multiply,softbound,enabled,1,native,7334066386,2637,28820,34335027,,37577637797,,0,43615266239,367167,11.491931634,60419736977,148712001290
kmeans,softbound,enabled,1,native,20258726954,1250,48,81061176,,182345370505,,0,158531249448,2557,41.758117164,259332091897,725455047761
pca,softbound,enabled,1,native,151117471,17785,3591136,4944780,,94868666321,,0,75677434935,176856,19.939678372,108502071114,366037136376
matrix_multiply,clang,asan,1,native,7264004427,3811,27286,34627461,,20800278867,,0,32435813390,414373,8.557477302,26556561586,104510846180
kmeans,clang,asan,1,native,433109451,3645,4827,80799192,,89672672695,,0,120246590067,914176,31.673787023,81908231959,518223507027
pca,clang,asan,1,native,130511189,25590,4544371,4924412,,15441632551,,0,31778847323,6790108,8.374942226,20568139234,129414132541
word_count,clang,asan,1,native,64729649358,32892,121459,186726002,,72103065184,,0,94843899860,87124399,24.982522209,71667451914,358245280367
matrix_multiply,gcc,native,1,native,7225905266,2614,28128,34311125,,10559849818,,0,32504687333,342968,8.563223694,19716518621,80389880479
kmeans,gcc,native,1,native,540891277,1219,100,256540668,,44480842107,,0,50309863484,2306,13.256204342,48956032292,187896176485
pca,gcc,native,1,native,126811435,17759,4480719,4940371,,3571312570,,0,41422784896,197779,10.913950879,7025506220,58306229963
word_count,gcc,native,1,native,2496223518,28409,550132,236195553,,3864411917,,0,23329559973,84229191,6.152811227,4401702944,20493637274
matrix_multiply,icc,native,1,native,7227705246,2618,27320,34392490,,10591081217,,0,28547598041,339579,7.526853187,16346061641,53527220335
kmeans,icc,native,1,native,285898534,1224,32,82106944,,48570855895,,0,70481900983,2613,18.563872252,24893529532,279030735897
pca,icc,native,1,native,101820617,17765,4486001,4934591,,3573903413,,0,40449365721,204175,10.658179805,6985174938,54827618038
word_count,icc,native,1,native,4128872189,28416,92057,191767115,,2988046960,,0,28624912250,36811660,7.542095734,8120536755,23506182763
matrix_multiply,clang,native,1,native,7228663109,2618,1148,34361173,,10553696352,,0,26936291531,336371,7.097132426,16234224109,53400588403
kmeans,clang,native,1,native,326245700,1223,46,82416383,,40598319658,,0,69993295935,3301,18.442740333,36677078816,268064358450
pca,clang,native,1,native,98555082,17761,4486640,4939896,,1883269101,,0,31833581526,227844,8.388822009,6975234283,48095508814
word_count,clang,native,1,native,2540937739,28412,389858,133916637,,3484875189,,0,28590358192,36447533,7.552360535,4584290208,21016423241
matrix_multiply,gcc,mpx,1,native,10640605409,2632,27112,34382857,,10615476244,,0,127443290313,340022,33.567880298,63760291384,218921246676
kmeans,gcc,mpx,1,native,258677124,1664,1452,254755160,,40414746011,,0,227441499960,197296,59.91553384,93198114651,501668533918
pca,gcc,mpx,1,native,156942838,17431,3090280,4957713,,13678300321,,0,203439000794,168393,53.649264237,121854589494,379151254351
word_count,gcc,mpx,1,native,10229269893,30436,2769008,238705214,,5749710615,,0,52754183390,109942049,14.598883143,13449073891,47346788619
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,10641560380,2633,240,34396443,,10613811686,,0,127404643431,345303,33.569711574,63736841441,218928168193
kmeans,gcc,mpx_no_narrow_bounds,1,native,254985224,1644,462,254844155,,40424583609,,0,227074343030,104710,59.810829026,93194420811,501730930056
pca,gcc,mpx_no_narrow_bounds,1,native,146959200,17009,2720376,4987437,,13683658304,,0,203454294457,147341,53.591378845,121845647331,379154707726
word_count,gcc,mpx_no_narrow_bounds,1,native,10252127015,29970,1997806,239661755,,5739687844,,0,52763947426,105987248,14.672310266,13458338694,47183286601
matrix_multiply,icc,mpx,1,native,7225706480,2644,27068,34482534,,10593256598,,0,36317779975,334011,9.568179663,16355433341,73785809505
kmeans,icc,mpx,1,native,292985264,1764,934,80958836,,48568482211,,0,107394406847,637153,28.305435978,29197966659,336116397962
pca,icc,mpx,1,native,115481002,17791,4500930,4950300,,3562627060,,0,38625722847,199536,10.178371914,7016033274,68451510476
word_count,icc,mpx,1,native,19239316384,30985,518479,187242462,,10092955223,,0,85301275773,60992060,22.498783929,30756099923,93644758281
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,7235244269,2648,416,34494058,,10589078069,,0,36201366198,330249,9.545839202,16344998257,73737695872
kmeans,icc,mpx_no_narrow_bounds,1,native,292415711,1658,434,80929558,,48576924223,,0,107823730951,220113,28.401615466,29191781154,336317486703
pca,icc,mpx_no_narrow_bounds,1,native,115270510,17814,4502085,4953250,,3562460433,,0,38624085089,267836,10.183440537,7015101663,68446363173
word_count,icc,mpx_no_narrow_bounds,1,native,19140712899,31252,510344,185531503,,10040826306,,0,85084079264,63026910,22.436285903,30741282223,93634969987
matrix_multiply,softbound,enabled,1,native,7327625075,2637,29137,34330842,,37572572825,,0,43555404983,346330,11.488830803,60405255216,148732832427
kmeans,softbound,enabled,1,native,20264471592,1250,82,81126407,,182341811472,,0,159016047225,2159,41.884066266,259331750471,725419863009
pca,softbound,enabled,1,native,145079462,17789,4031396,4961257,,94831558729,,0,75761096265,498433,19.958737962,108474663190,366003162570
matrix_multiply,clang,asan,1,native,7260027135,3810,27463,34559079,,20802778556,,0,32444133711,417015,8.553981135,26544584320,104606218225
kmeans,clang,asan,1,native,435714436,3651,4929,80848138,,89670202610,,0,120364061552,1395081,31.703574306,81932926801,518181888563
pca,clang,asan,1,native,129989043,25590,4540307,4938807,,15442414405,,0,31784495474,6778126,8.374788597,20558198996,129453867842
word_count,clang,asan,1,native,64767374851,32894,123450,186782225,,72072057201,,0,94789426349,86857536,24.979806041,71658940106,358444142599
matrix_multiply,gcc,native,1,native,7224902022,2615,27874,34306790,,10552856672,,0,32489422852,336980,8.562401017,19709644359,80315595462
kmeans,gcc,native,1,native,540671629,1218,196,256516316,,44473147336,,0,50413258790,4767,13.285053838,48964408735,187918502242
pca,gcc,native,1,native,135052699,17759,4491320,4933988,,3563065035,,0,41375825693,207975,10.900692984,7021118107,58302040235
word_count,gcc,native,1,native,2490849684,28411,517287,236301749,,3841517403,,0,23368248465,83534039,6.160852679,4404798705,20385467310
matrix_multiply,icc,native,1,native,7229970439,2621,931,34280704,,10585782339,,0,28614447793,328535,7.538523647,16338032472,53525218205
kmeans,icc,native,1,native,289496719,1223,44,82142083,,48568146801,,0,70456337162,4400,18.570766282,24891264536,278996754025
pca,icc,native,1,native,101000526,17762,4487556,4936135,,3574635779,,0,40441529232,203374,10.654220464,6984979636,54833914479
word_count,icc,native,1,native,4104798037,28414,109068,191776658,,2982721581,,0,28633845577,36865686,7.544750106,8094007859,23561556258
matrix_multiply,clang,native,1,native,7229523651,2616,18635,34304398,,10555208455,,0,26931780641,328320,7.0955356,16231362396,53397329416
kmeans,clang,native,1,native,329840089,1222,128,82510376,,40590911782,,0,69930917061,2575,18.423888723,36667795395,268070070938
pca,clang,native,1,native,102948037,17760,4483147,4927774,,1879284998,,0,31819312799,221851,8.383847684,6974608024,48095769869
word_count,clang,native,1,native,2485358077,28414,456230,133613631,,3481362235,,0,28594065618,36691900,7.534536313,4589213822,20978636262
matrix_multiply,gcc,mpx,1,native,10647555601,2634,4574,34390561,,10607700870,,0,127377191038,341109,33.550653885,63738943714,218864353689
kmeans,gcc,mpx,1,native,255599279,1391,24,254740380,,40442000149,,0,227037951933,5120,59.840728894,93191366790,501716178168
pca,gcc,mpx,1,native,147071526,16633,2561595,4969105,,13683121472,,0,203433248821,123852,53.584334279,121850926570,379094657022
word_count,gcc,mpx,1,native,10271377633,31167,2263953,241551305,,5747619898,,0,53087112289,101078316,14.858993237,13440276286,47335357939
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,10631845588,2633,346,34395340,,10611077241,,0,127439115955,369230,33.565950466,63736218666,218943055614
kmeans,gcc,mpx_no_narrow_bounds,1,native,255624565,1403,230,254720216,,40423464623,,0,227535164584,34179,59.93123058,93189415412,501743245153
pca,gcc,mpx_no_narrow_bounds,1,native,150523648,17381,2984307,4969386,,13683528970,,0,203382613494,155149,53.581503876,121869816320,379079374028
word_count,gcc,mpx_no_narrow_bounds,1,native,10265674862,31274,2870396,240720697,,5727414016,,0,53178831262,108857895,14.778191433,13432638255,47245374083
matrix_multiply,icc,mpx,1,native,7234276250,2642,27136,34499332,,10589526848,,0,36206948153,329122,9.54157959,16351975771,73786442298
kmeans,icc,mpx,1,native,293343389,1552,472,80890797,,48581470363,,0,108447660617,27153,28.56518546,29183101185,336313124957
pca,icc,mpx,1,native,110494853,17814,4490502,4970903,,3567432432,,0,38635253297,233269,10.180203479,7016626936,68466254807
word_count,icc,mpx,1,native,19184777154,30679,297222,185923495,,10067377030,,0,83902908690,44257561,22.116864441,30734427098,93664815769
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,7226644295,2646,27392,34477404,,10594508111,,0,36303878567,332898,9.562848521,16350832984,73802398044
kmeans,icc,mpx_no_narrow_bounds,1,native,292089943,1522,384,80880102,,48579122069,,0,108081551892,22619,28.468301281,29185887949,336280550127
pca,icc,mpx_no_narrow_bounds,1,native,114986476,17814,4502611,4981298,,3562810982,,0,38630344859,241090,10.178862906,7015958926,68453137947
word_count,icc,mpx_no_narrow_bounds,1,native,19219642514,31626,487387,186853007,,10078601863,,0,85056738197,58541003,22.427490392,30754766261,93715041341
matrix_multiply,softbound,enabled,1,native,7337622275,2637,13530,34351498,,37555253356,,0,43738085576,337941,11.533250821,60451094484,148588449105
kmeans,softbound,enabled,1,native,20272259913,1245,60,81176516,,182336684154,,0,158720781491,2704,41.808721859,259348094890,725201307793
pca,softbound,enabled,1,native,145635719,17791,4427441,4969359,,94851917358,,0,75666298015,346791,19.9340425,108489421703,365982732449
matrix_multiply,clang,asan,1,native,7265598560,3807,27888,34623519,,20787277067,,0,32481604665,412722,8.55879825,26564661508,104461524375
kmeans,clang,asan,1,native,434504122,3650,4210,80778360,,89674383210,,0,120130192627,372998,31.642186144,81915494610,518208758018
pca,clang,asan,1,native,130376447,25594,4542461,4937415,,15443328506,,0,31775535793,6787380,8.371774188,20567164111,129449950211
word_count,clang,asan,1,native,64751794061,32896,145259,186567916,,72085558934,,0,94765942549,87620714,24.970060149,71688893359,358140711419
matrix_multiply,gcc,native,1,native,7227643968,2616,14914,34330189,,10557163496,,0,32662426380,322902,8.604909629,19709562317,80378270812
kmeans,gcc,native,1,native,544250587,1219,482,256580086,,44455590320,,0,50347123497,3696,13.264991478,48901091995,187890638859
pca,gcc,native,1,native,129753973,17760,4483580,4939647,,3567619130,,0,41414912266,200894,10.910793908,7024538789,58304135886
word_count,gcc,native,1,native,2468995206,28407,525852,235676468,,3826475767,,0,23420826464,85203758,6.171041071,4398978592,20417156522
matrix_multiply,icc,native,1,native,7222578096,2626,27329,34303663,,10594326218,,0,28662698670,335685,7.550958159,16342508259,53538705579
kmeans,icc,native,1,native,289580877,1222,136,82078103,,48549772331,,0,70515025722,4950,18.57708436,24891968293,278949680185
pca,icc,native,1,native,105108737,17765,4489481,4947379,,3571794525,,0,40386891192,212101,10.667654311,6985529647,54797612882
word_count,icc,native,1,native,4123166065,28414,115473,191371315,,2987441041,,0,28629441068,36923643,7.542908825,8108303353,23557878891
matrix_multiply,clang,native,1,native,7230492175,2619,12471,34296339,,10554003868,,0,26930057229,323701,7.095742006,16227996834,53394879860
kmeans,clang,native,1,native,329766044,1219,18,82514611,,40590746698,,0,69866328392,2963,18.414232599,36673547608,268039313752
pca,clang,native,1,native,101065800,17761,4484125,4939915,,1881274901,,0,31824301387,218665,8.389433412,6975750312,48090046941
word_count,clang,native,1,native,2485071014,28410,457926,133896458,,3475899998,,0,28592166032,36575948,7.535868919,4592072861,20955602355
matrix_multiply,gcc,mpx,1,native,10648655202,2634,14603,34374483,,10606452942,,0,127380968361,353672,33.552771697,63741896040,218853767973
kmeans,gcc,mpx,1,native,254958826,1589,46,254764120,,40424759506,,0,226948302650,8014,59.775052594,93197749271,501690465639
pca,gcc,mpx,1,native,147817099,17348,2940826,4978712,,13685136395,,0,203434114038,167619,53.583619358,121855986882,379093201678
word_count,gcc,mpx,1,native,10270604418,30692,2645351,239526277,,5725217024,,0,52725931591,103919163,14.555103967,13487585270,47191618704
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,10632156411,2638,320,34374203,,10612210179,,0,127423186973,340434,33.563292736,63731845028,218931115569
kmeans,gcc,mpx_no_narrow_bounds,1,native,258798664,1587,60,254649468,,40408198762,,0,226829281819,18450,59.756933942,93202939868,501626573616
pca,gcc,mpx_no_narrow_bounds,1,native,149844935,16614,2387212,4987550,,13684059714,,0,203460334297,128886,53.591713527,121851281257,379123885667
word_count,gcc,mpx_no_narrow_bounds,1,native,10235441300,30061,2998051,241616619,,5723894037,,0,53231683323,115240728,14.845018179,13444201291,47283207528
matrix_multiply,icc,mpx,1,native,7233989390,2643,27139,34503119,,10589570224,,0,36327684269,324418,9.573665813,16351479980,73790411393
kmeans,icc,mpx,1,native,292207380,1699,204,80940275,,48577347701,,0,107687378825,9116,28.367757667,29192939417,336170436661
pca,icc,mpx,1,native,112456034,17790,4505577,4961793,,3566008200,,0,38607269215,203385,10.17223538,7014391581,68457690304
word_count,icc,mpx,1,native,19152944084,32482,412955,186184830,,10039986462,,0,84667320816,52015336,22.327523293,30800791765,93577957853
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,7233340764,2646,436,34487402,,10588207314,,0,36207678200,329194,9.548739102,16345418644,73730658412
kmeans,icc,mpx_no_narrow_bounds,1,native,290322796,1716,86,80843084,,48582966167,,0,107397419669,39022,28.293345033,29189646313,336253887464
pca,icc,mpx_no_narrow_bounds,1,native,116622674,17793,4505814,4960686,,3560691989,,0,38793734343,700102,10.222851931,7016067806,68398562991
word_count,icc,mpx_no_narrow_bounds,1,native,19221968936,30991,448557,187397509,,10063224335,,0,84566315899,54833037,22.295392886,30758972407,93580151850
matrix_multiply,softbound,enabled,1,native,7333625535,2636,3072,34317578,,37554653955,,0,43580666791,339439,11.480245483,60407741101,148638769086
kmeans,softbound,enabled,1,native,20274455796,1250,70,81238454,,182342776081,,0,158565974226,4166,41.774496656,259367977480,725205603917
pca,softbound,enabled,1,native,150014260,17787,4014904,4950259,,94860983597,,0,75671963880,191191,19.933695099,108510470766,365969283661
matrix_multiply,clang,asan,1,native,7257749582,3814,1228,34545261,,20786391483,,0,32558209637,447572,8.579564142,26545341340,104603441560
kmeans,clang,asan,1,native,427022544,3646,6073,80740581,,89669818120,,0,120224346712,973179,31.677438462,81935279597,518244310984
pca,clang,asan,1,native,130271389,25592,4545466,4932511,,15445768798,,0,31779504919,6786027,8.373445186,20563403335,129448589570
word_count,clang,asan,1,native,64673129310,32898,114243,186639165,,72068604556,,0,94806635670,86769857,24.975620109,71685775275,358066091271
matrix_multiply,gcc,native,1,native,7229597993,2616,28037,34328961,,10555567717,,0,32653209059,320739,8.603288552,19699171975,80385820472
kmeans,gcc,native,1,native,544232071,1219,386,256522623,,44465879380,,0,50368196579,4867,13.267245596,48889753674,188089703009
pca,gcc,native,1,native,126025197,17755,4487462,4944188,,3572091527,,0,41413205399,205431,10.910872468,7021337190,58307071907
word_count,gcc,native,1,native,2481382049,28409,515797,235660696,,3847770912,,0,23323427748,84050107,6.145870511,4404663087,20482819301
matrix_multiply,icc,native,1,native,7223945667,2624,7261,34265163,,10594122115,,0,28761047770,338823,7.577398781,16336221998,53554502210
kmeans,icc,native,1,native,289714230,1224,34,82162181,,48562914610,,0,70474534516,3142,18.574798399,24892620415,278997543526
pca,icc,native,1,native,101795353,17765,4487262,4933675,,3573739622,,0,40446705001,206059,10.664322566,6985463913,54812511455
word_count,icc,native,1,native,4116705557,28415,99340,191509696,,3008831729,,0,28544391413,36785014,7.529326524,8145016432,23508441593
matrix_multiply,clang,native,1,native,7228149304,2618,28042,34335626,,10557413201,,0,26963885071,341956,7.11658094,16242308458,53353055346
kmeans,clang,native,1,native,330083802,1223,124,82444046,,40595254016,,0,69948271180,2672,18.423376869,36665523783,268104818107
pca,clang,native,1,native,103411076,17761,4482281,4933248,,1878659190,,0,31823081982,226394,8.390218877,6974899011,48089810898
word_count,clang,native,1,native,2482201113,28411,448385,133782399,,3476465890,,0,28592001610,36614135,7.536043049,4595217471,20957923762
matrix_multiply,gcc,mpx,1,native,10651161869,2632,27189,34387398,,10602503466,,0,127367267200,344161,33.552446662,63755336411,218844723988
kmeans,gcc,mpx,1,native,259782383,1540,272,254717597,,40394530040,,0,227612022997,48586,59.954562408,93204445376,501600590614
pca,gcc,mpx,1,native,150926459,17388,3129597,4999773,,13684061870,,0,203450966516,192406,53.591146132,121850196772,379132815946
word_count,gcc,mpx,1,native,10320408212,31679,3194610,240359353,,5734701380,,0,53289275881,113009807,15.001557583,13450409964,47176978892
matrix_multiply,gcc,mpx_no_narrow_bounds,1,native,10630387128,2635,298,34407564,,10611960765,,0,127441171717,333322,33.567807822,63741997062,218946219390
kmeans,gcc,mpx_no_narrow_bounds,1,native,260098332,1754,1300,254786611,,40411720081,,0,227625089026,610690,59.957131662,93198737607,501691249368
pca,gcc,mpx_no_narrow_bounds,1,native,152473610,17101,2770108,4978940,,13680121171,,0,203420007610,145961,53.585135131,121867749090,379040226372
word_count,gcc,mpx_no_narrow_bounds,1,native,10228615738,30137,1508274,240268439,,5741356630,,0,52448354564,92414137,14.43517101,13436497249,47326567439
matrix_multiply,icc,mpx,1,native,7227285778,2643,27096,34501725,,10590228926,,0,36316168697,326548,9.567399661,16352792769,73797579962
kmeans,icc,mpx,1,native,287351223,1523,70,80876246,,48606276081,,0,107282672114,8589,28.258981995,29187273052,336353658255
pca,icc,mpx,1,native,113928789,17814,4497421,4962692,,3563944320,,0,38624486005,236718,10.179514694,7016519256,68451565387
word_count,icc,mpx,1,native,19228518282,32151,493557,187200948,,10098720674,,0,85178406843,61892523,22.470217769,30764258634,93699931356
matrix_multiply,icc,mpx_no_narrow_bounds,1,native,7231336027,2644,446,34483981,,10586914277,,0,36206521268,333586,9.549561926,16344843649,73720505441
kmeans,icc,mpx_no_narrow_bounds,1,native,292175146,1525,426,80879217,,48586956213,,0,108081964066,21473,28.468294001,29189938060,336265738989
pca,icc,mpx_no_narrow_bounds,1,native,115712762,17793,4499227,4962321,,3562248577,,0,38615691844,199495,10.173693079,7015574733,68449468935
word_count,icc,mpx_no_narrow_bounds,1,native,19169969697,30893,442179,186231467,,10064932479,,0,85161782125,56811573,22.477030207,30788545200,93624159987
matrix_multiply,softbound,enabled,1,native,7333472567,2637,28959,34346364,,37572623134,,0,43622153112,336753,11.495257239,60428126235,148696628232
kmeans,softbound,enabled,1,native,20256242326,1251,20,81053936,,182339120411,,0,158663482605,3096,41.793978365,259335457066,725423984304
pca,softbound,enabled,1,native,147621787,17788,3999250,4962541,,94856888005,,0,75677007921,232487,19.945704615,108497616774,365947997829
kmeans,softbound,native,1,native,210522219,1221,186,82710321,,40602808353,,0,76213869863,2963,20.118471086,48829306017,295192672714
kmeans,softbound,native,1,native,208736666,1222,172,82773214,,40581185253,,0,76189415983,2532,20.115458486,48833670764,295156539157
kmeans,softbound,native,1,native,209090139,1220,176,82707352,,40606735232,,0,76201908910,4692,20.115089938,48842395632,295291828378
kmeans,softbound,native,1,native,210875972,1222,168,82640322,,40593675196,,0,76208341825,3454,20.116941111,48808008787,295255428175
kmeans,softbound,native,1,native,210200580,1220,138,82592202,,40595686761,,0,76172972895,6009,20.114878213,48810453343,295332152883
kmeans,softbound,native,1,native,206308839,1220,28,82780973,,40602256644,,0,76143715276,4030,20.09934949,48826264839,295257169431
kmeans,softbound,native,1,native,209848870,1222,172,82726503,,40585306977,,0,76185289773,4003,20.113362868,48826717786,295081187777
kmeans,softbound,native,1,native,208820502,1223,114,82770231,,40597547549,,0,76193718780,3164,20.113219022,48833601678,295138424397
kmeans,softbound,native,1,native,209501526,1221,210,82689719,,40591852551,,0,76362790840,21516,20.149886766,48820318467,295278658049
kmeans,softbound,native,1,native,211232558,1219,170,82590707,,40604962731,,0,76224772342,2036,20.116993154,48814193036,295292768936
word_count,softbound,native,1,native,2583139160,28403,423588,138079788,,3446433825,,0,28712063616,36366508,7.590967216,4465875419,20827297239
word_count,softbound,native,1,native,2584559218,28402,442999,137521134,,3426115886,,0,28751889202,36349293,7.600522955,4462243695,20721236029
word_count,softbound,native,1,native,2552327642,28399,425614,137256353,,3419086002,,0,28705440614,36196972,7.577955032,4488860648,20770613667
word_count,softbound,native,1,native,2586097934,28408,385720,137355457,,3448958592,,0,28710623100,36168500,7.594450313,4497728710,20771204440
word_count,softbound,native,1,native,2587419205,28399,399527,138205992,,3444778977,,0,28722387648,36160821,7.588654644,4468758199,20835675029
word_count,softbound,native,1,native,2531473293,28404,418115,138346282,,3419208538,,0,28790407680,36473802,7.615209752,4445390924,20871963860
word_count,softbound,native,1,native,2521179250,28399,374752,138430076,,3408689462,,0,28793433562,36599075,7.609440405,4468683915,20791740959
word_count,softbound,native,1,native,2538131839,28402,382389,137634867,,3414425315,,0,28812921308,36650763,7.603519152,4463142442,20762734407
word_count,softbound,native,1,native,2542810790,28403,400900,137422362,,3414024608,,0,28790011586,36533874,7.604810778,4457253907,20769960470
word_count,softbound,native,1,native,2518183219,28401,431153,137849251,,3417161897,,0,28802877888,36565490,7.601473723,4472796225,20776928130
matrix_multiply,softbound,native,1,native,7227856567,2616,982,34353128,,10564325258,,0,27483874205,323811,7.272969314,16314414625,56806441055
matrix_multiply,softbound,native,1,native,7221906705,2616,21559,34271116,,10565947522,,0,27552358401,334452,7.285532049,16298955800,56860940065
matrix_multiply,softbound,native,1,native,7231536800,2619,5297,34349342,,10564766704,,0,27495498496,337625,7.268673495,16312985780,56829495864
matrix_multiply,softbound,native,1,native,7231838245,2619,1080,34344205,,10560837657,,0,27603793196,326609,7.308523636,16316281510,56762897848
matrix_multiply,softbound,native,1,native,7229894634,2618,1085,34325545,,10561977885,,0,27505465102,330421,7.276573593,16306985051,56783554916
matrix_multiply,softbound,native,1,native,7228492959,2617,1240,34316258,,10552019745,,0,27549611841,336916,7.280593669,16305685395,56728501054
matrix_multiply,softbound,native,1,native,7228675152,2617,1210,34336290,,10556350867,,0,27554027840,336850,7.279525352,16306167385,56737945430
matrix_multiply,softbound,native,1,native,7230579781,2617,1040,34302563,,10553134269,,0,27426810949,337921,7.246258004,16302443171,56778984944
matrix_multiply,softbound,native,1,native,7226685833,2618,911,34310490,,10556137722,,0,27540486938,335144,7.279574426,16309385458,56768473417
matrix_multiply,softbound,native,1,native,7224535609,2618,28698,34278428,,10566807125,,0,27585817002,322335,7.287555139,16293835935,56857775166
pca,softbound,native,1,native,103426766,17757,4485824,4925803,,1864689396,,0,24923170454,215809,6.581099004,6967476906,46335237390
pca,softbound,native,1,native,103761373,17762,4474666,4948161,,1864051994,,0,24960216980,208333,6.591909252,6970357996,46350166761
pca,softbound,native,1,native,101292642,17761,4474075,4963821,,1866712526,,0,24971677457,211547,6.594264833,6968021462,46367567023
pca,softbound,native,1,native,99960565,17760,4480859,4947043,,1870299107,,0,24951219324,212623,6.588114447,6969245267,46369247073
pca,softbound,native,1,native,102008174,17759,4484892,4938905,,1867087766,,0,24924708509,208560,6.581369904,6965723257,46350270013
pca,softbound,native,1,native,103126355,17761,4471058,4955437,,1865047665,,0,24949892226,214266,6.588046585,6967064021,46359554074
pca,softbound,native,1,native,105558289,17758,4487876,4962552,,1861320014,,0,24963559610,209992,6.595200083,6968040814,46355719993
pca,softbound,native,1,native,104137797,17761,4483568,4957970,,1863630326,,0,24960215536,208757,6.589322694,6966864716,46372014221
pca,softbound,native,1,native,102755267,17761,4488413,4954420,,1864012069,,0,24851598203,211131,6.573700641,6971493890,46318399625
pca,softbound,native,1,native,103136279,17762,4478430,4953938,,1864547005,,0,24845782151,214423,6.563108354,6966860976,46367042379
kmeans,safecode,native,1,native,205147879,1221,52,82410436,,36384708862,,0,59530931686,2502,15.712479923,48784494423,230595151057
