name,compiler,type,threads,input,instructions,mpxerrors,branch_misses,major_faults,cycles,dtlb_loads,dtlb_load_misses,dtlb_store_misses,branch_instructions,time,dtlb_stores,minor_faults,mpxbtnum
word_count,gcc,mpx_only_write,1,0,5343351337,,18681798,0,4955970585,1577331785,322778,10384,609658766,1.306767232,1384855051,3759,
word_count,gcc,mpx_only_write,1,1,19555250365,,108743666,0,19812876814,5424295220,24678711,433703,2531326951,5.241514416,4232435376,17153,
word_count,gcc,mpx_only_write,1,2,45347837724,,235273895,0,51595603777,12869157417,112432948,2729635,5762495997,14.43266503,10337142484,30412,
word_count,gcc,mpx_only_write,1,3,62230236704,,482029962,0,75089322492,16224799126,272958962,2869863,9200343934,20.628690074,10941188471,57953,
word_count,gcc,mpx_only_write,1,0,5343713005,,19347567,0,4963658488,1589116799,244225,9357,613569742,1.30892441,1385018776,4592,
word_count,gcc,mpx_only_write,1,1,19418696772,,110220744,0,19825046842,5446146206,26759817,555605,2545702498,5.294899899,4291949703,16119,
word_count,gcc,mpx_only_write,1,2,45348006123,,235029596,0,51676246893,12911272718,115949474,2561788,5767760256,14.469713843,10268475932,30725,
word_count,gcc,mpx_only_write,1,3,62239281508,,479010160,0,75184534658,16239703884,274463098,3232441,9201982134,20.752947249,10862332342,58001,
matrix_multiply,gcc,mpx_only_write,1,0,1111105586,,75992,0,687354250,282951221,2523,789,178958813,0.18272489,156109712,304,
matrix_multiply,gcc,mpx_only_write,1,1,7134598664,,665926,0,4497906247,2263524154,5724,2043,1035828494,1.190047844,958816827,805,
matrix_multiply,gcc,mpx_only_write,1,2,37965712683,,2516865,0,36723816298,12055496010,1248883465,323949,4590504832,10.563541249,3887908462,1125,
matrix_multiply,gcc,mpx_only_write,1,3,226704759929,,9870059,0,474052048563,71868879778,27049925949,137581,21823935720,124.944116936,15482355320,1387,
matrix_multiply,gcc,mpx_only_write,1,0,1111469461,,195766,0,687878226,321064424,1491,643,172606220,0.183537565,172835000,302,
matrix_multiply,gcc,mpx_only_write,1,1,7192092665,,642758,0,4475067146,2257340579,6037,2228,1057155827,1.185337178,934559174,805,
matrix_multiply,gcc,mpx_only_write,1,2,38033654323,,2503335,0,32880310525,12038766580,789077051,311492,4605504025,10.244712742,3855043140,1124,
matrix_multiply,gcc,mpx_only_write,1,3,226655822511,,9852951,0,475321989220,71914373406,27058467248,826091,21822392136,125.275421881,15476853141,1901,
matrix_multiply,gcc,mpx_only_write,1,0,1111318759,,158548,0,694964357,322967980,979,748,172527326,0.185207802,166355174,304,
matrix_multiply,gcc,mpx_only_write,1,1,7140361514,,663726,0,4501274792,2260123415,7489,2175,1038191020,1.190599266,957676825,807,
matrix_multiply,gcc,mpx_only_write,1,2,38007408152,,2506848,0,32885434185,12054497192,824036961,425142,4613497144,9.754369586,3842248575,1125,
matrix_multiply,gcc,mpx_only_write,1,3,226665524411,,9809995,0,474343772742,71900605058,27034984378,178225,21811554625,125.02367868,15491991220,1388,
matrix_multiply,gcc,mpx_only_write,1,0,1110043123,,153487,0,684828406,327213081,1699,740,172068574,0.182520481,164974030,303,
matrix_multiply,gcc,mpx_only_write,1,1,7197474452,,678500,0,4509457017,2261154402,3725,2028,1035258496,1.19335871,971543541,804,
matrix_multiply,gcc,mpx_only_write,1,2,37918571547,,2503580,0,36273192608,12066220491,1203782607,431516,4581411419,10.403951258,3879733618,1128,
matrix_multiply,gcc,mpx_only_write,1,3,226643278971,,9814072,0,474565500316,71889322356,27053937811,204818,21816804408,125.079330207,15492162876,1389,
matrix_multiply,gcc,mpx_only_write,1,0,1110395660,,78626,0,683537071,285972697,2717,758,192469449,0.182187718,155221237,301,
matrix_multiply,gcc,mpx_only_write,1,1,7127303564,,702608,0,4490081112,2269487879,2834,1991,1030244724,1.193864208,986051309,806,
matrix_multiply,gcc,mpx_only_write,1,2,37998602289,,2498969,0,32203663960,12074534177,723843199,73694,4586902969,9.775283895,3867998645,615,
matrix_multiply,gcc,mpx_only_write,1,3,226734717675,,9811939,0,474192993994,71895551995,27057779210,216807,21834098213,124.983920546,15465034792,1389,
matrix_multiply,gcc,mpx_only_write,1,0,1111216987,,180272,0,689035204,314462511,2576,738,172095302,0.182782264,170310182,305,
matrix_multiply,gcc,mpx_only_write,1,1,7200148753,,672017,0,4516854232,2260983295,5441,1991,1035536364,1.193564478,969886182,807,
matrix_multiply,gcc,mpx_only_write,1,2,38000201704,,5712922,0,36407738208,12064842420,1202418403,390558,4586676451,10.399144893,3864202378,1125,
matrix_multiply,gcc,mpx_only_write,1,3,226711829388,,9870259,0,474263023239,71892562181,27038248815,668478,21824978735,125.001292154,15483138376,1899,
matrix_multiply,gcc,mpx_only_write,1,0,1111476684,,189299,0,693657910,322659248,857,695,172456780,0.184130239,172313944,301,
matrix_multiply,gcc,mpx_only_write,1,1,7144491271,,670414,0,4423738511,2264797921,5614,1848,1051838457,1.182154019,945146710,809,
matrix_multiply,gcc,mpx_only_write,1,2,37972612741,,2497407,0,36739815056,12069663404,1274398539,139128,4591132752,10.605294336,3869792018,616,
matrix_multiply,gcc,mpx_only_write,1,3,226692029374,,9810984,0,473341076158,71878523307,27062058457,192857,21821480785,124.772593462,15485040804,1389,
matrix_multiply,gcc,mpx_only_write,1,0,1111722716,,176014,0,692515790,315955826,1226,748,172626165,0.184268071,169177377,304,
matrix_multiply,gcc,mpx_only_write,1,1,7137471983,,637534,0,4475569021,2256425879,7518,2131,1050067989,1.187363911,938135688,805,
matrix_multiply,gcc,mpx_only_write,1,2,37987332706,,2506593,0,33335155313,12068132851,889287654,118984,4582586596,9.842690234,3876307878,615,
matrix_multiply,gcc,mpx_only_write,1,3,226702551808,,9834314,0,474529803164,71902924745,27060436620,768327,21833404036,125.078941657,15463541483,1900,
matrix_multiply,gcc,mpx_only_write,1,0,1110070093,,77716,0,682785180,284048638,1808,768,183619557,0.182250314,155963582,305,
matrix_multiply,gcc,mpx_only_write,1,1,7137983173,,663952,0,4503141429,2260271093,8108,2063,1035109164,1.191118042,958083855,803,
matrix_multiply,gcc,mpx_only_write,1,2,37952837599,,2497669,0,34222840558,12075648371,962526780,377658,4593766651,9.990120864,3860393207,1128,
matrix_multiply,gcc,mpx_only_write,1,3,226694720445,,9865222,0,473834139262,71879190443,27050021292,707377,21830222663,124.891628321,15467984786,1898,
matrix_multiply,gcc,mpx_only_write,1,0,1110204388,,76765,0,682671280,284355705,2454,759,184736372,0.181900835,155808593,303,
matrix_multiply,gcc,mpx_only_write,1,1,7175483331,,658684,0,4473000700,2261649160,6716,2106,1037388253,1.188087499,954332765,806,
matrix_multiply,gcc,mpx_only_write,1,2,38045764006,,2529184,0,34965927491,12040219380,1015827177,148195,4597228261,10.245651106,3889641038,613,
matrix_multiply,gcc,mpx_only_write,1,3,226665611651,,9882316,0,475080902173,71899546464,27060541980,656888,21825527652,125.230009832,15482409326,1900,
pca,gcc,mpx_only_write,1,0,724592904,,158496,0,211070513,88430271,3408,128,54008211,0.068887092,6168348,1248,
pca,gcc,mpx_only_write,1,1,3429129923,,444404,0,1259214624,486309293,14013,142869,253604473,0.333476945,31478869,2948,
pca,gcc,mpx_only_write,1,2,15216483491,,1428579,0,5089828537,1850249692,48843,1027897,954498785,1.345529033,57304689,6801,
pca,gcc,mpx_only_write,1,3,59116499025,,4828584,0,20300348319,7156508891,205689,4467424,3561341638,5.36142109,148732043,17853,
pca,gcc,mpx_only_write,1,0,585364319,,154334,0,196382376,101336739,2167,18,56085399,0.067634249,3157602,1254,
pca,gcc,mpx_only_write,1,1,3437227735,,433704,0,1244314889,492958120,8218,129453,249164977,0.333212048,34435752,2949,
pca,gcc,mpx_only_write,1,2,15112111628,,1384892,0,5079796957,1675491026,52504,1066806,956117523,1.344615561,58236272,6802,
pca,gcc,mpx_only_write,1,3,58007782566,,4826874,0,20324246470,7122760688,254207,4575103,3521981235,5.374454735,155849290,17837,
pca,gcc,mpx_only_write,1,0,587107414,,142957,0,193717985,101699797,2573,14,55390982,0.066689896,3762430,1250,
pca,gcc,mpx_only_write,1,1,3435630623,,434584,0,1243962764,500419918,7954,129950,249187396,0.333893232,33434470,2949,
pca,gcc,mpx_only_write,1,2,15067678613,,1437167,0,5063023510,1832933744,53506,1021385,955195861,1.346512264,58095061,6801,
pca,gcc,mpx_only_write,1,3,57423137203,,5276784,0,20338907181,7393802051,224849,4128999,3647906264,5.366132837,150235421,17829,
pca,gcc,mpx_only_write,1,0,421782906,,151795,0,191612574,106402113,2303,14,51511339,0.067904348,491990,1249,
pca,gcc,mpx_only_write,1,1,3431183055,,431841,0,1246179163,484885846,9307,134398,246680792,0.333746107,32894109,2956,
pca,gcc,mpx_only_write,1,2,14143289362,,1388105,0,5036319118,1864559314,47322,840485,939093203,1.344697721,56161668,6840,
pca,gcc,mpx_only_write,1,3,56379037670,,4939295,0,20223251642,7174202827,227737,4344956,3399022328,5.366546445,156945090,17828,
pca,gcc,mpx_only_write,1,0,609476986,,188308,0,213028459,92618246,2225,40,64981989,0.067543411,2706303,1250,
pca,gcc,mpx_only_write,1,1,3378629649,,428859,0,1227484176,535482800,8317,114003,252206171,0.332447361,36102888,2951,
pca,gcc,mpx_only_write,1,2,15150009950,,1434338,0,5052997374,1870766387,54760,925791,957903584,1.344673107,58253071,6816,
pca,gcc,mpx_only_write,1,3,58866939581,,4844311,0,20303066769,7029309321,219866,4508335,3570463951,5.36898743,148595482,17852,
pca,gcc,mpx_only_write,1,0,602020760,,146020,0,201623304,101274636,2243,7,58437425,0.067220611,2055241,1246,
pca,gcc,mpx_only_write,1,1,3435634104,,437225,0,1245821025,488327095,8509,128632,248945282,0.333698552,33543974,2950,
pca,gcc,mpx_only_write,1,2,13911202406,,1427060,0,5078508421,1863386645,55654,1028480,959600788,1.345253231,57903335,6814,
pca,gcc,mpx_only_write,1,3,56934724021,,4873765,0,20310311150,7097973492,264795,4462202,3535761401,5.36833691,150107784,17840,
pca,gcc,mpx_only_write,1,0,579430944,,138101,0,216318759,106141588,2369,94,59704715,0.068326519,1051208,1259,
pca,gcc,mpx_only_write,1,1,3376435151,,435404,0,1228092741,536180590,9498,112408,252158447,0.332969935,35400292,2949,
pca,gcc,mpx_only_write,1,2,14683765013,,1419660,0,5084286978,1867161415,52457,1049584,966726606,1.345295121,56424895,6813,
pca,gcc,mpx_only_write,1,3,57334291468,,5040207,0,20362236766,7113477861,209729,4408624,3628090710,5.368530768,148247227,17831,
pca,gcc,mpx_only_write,1,0,667939693,,175181,0,188305528,99445911,1283,28,65955748,0.067735363,1317123,1251,
pca,gcc,mpx_only_write,1,1,3443325362,,438897,0,1244794241,492244653,8156,129038,252564534,0.335628389,32870901,2952,
pca,gcc,mpx_only_write,1,2,15462487303,,1291808,0,5051446856,1636813291,55713,1204878,883089017,1.346655031,54154218,6824,
pca,gcc,mpx_only_write,1,3,61209894555,,4932961,0,20354243531,6804750298,190589,4578424,3783010297,5.366834777,155853708,17864,
pca,gcc,mpx_only_write,1,0,768581869,,142904,0,214573432,96266247,2456,17,65572879,0.068929854,4653813,1249,
pca,gcc,mpx_only_write,1,1,3429713157,,437243,0,1260667205,486657251,12332,138160,251757156,0.334227851,30562436,2950,
pca,gcc,mpx_only_write,1,2,14637473728,,1421269,0,5051791553,1678764986,51299,1037009,955882425,1.346643586,56394500,6801,
pca,gcc,mpx_only_write,1,3,57286358096,,4950114,0,20337446429,7149019252,262376,4479884,3549585782,5.371124464,151944629,17838,
pca,gcc,mpx_only_write,1,0,417621308,,151512,0,173567829,106333192,2284,8,51349854,0.068301722,577846,1250,
pca,gcc,mpx_only_write,1,1,3399524691,,436199,0,1237314978,495895334,8598,129180,242566037,0.334484801,33506152,2950,
pca,gcc,mpx_only_write,1,2,15154978107,,1478329,0,5062105845,1790716925,62862,973686,957840839,1.346336342,59099496,6824,
pca,gcc,mpx_only_write,1,3,55624280472,,5088677,0,20324917861,7082112770,219983,4441651,3516964079,5.368295804,151029317,17809,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3948161252,,16627328,0,2231782469,820561340,149690,6139,339027512,0.591968203,123644417,5004,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2686954218,,2548641,0,1260672378,613325068,32741,49265,289822155,0.33439942,133163757,10454,
kmeans,gcc,mpx_no_narrow_bounds,1,2,4994311409,,4849107,0,2295004969,1088335009,57140,64045,532932933,0.605778113,265544774,19046,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7780379539,,14654523,0,3820625744,1698718759,103940,133382,929138725,1.008859828,466152514,38877,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3968315088,,16703678,0,2239167040,821418900,183956,9914,339779938,0.591954466,122535936,5815,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2784560183,,2269067,0,1221959333,614251404,22982,39780,312093695,0.332434428,114487859,9807,
kmeans,gcc,mpx_no_narrow_bounds,1,2,4983461054,,4835137,0,2291445010,1096280157,57840,63851,531038726,0.604470473,270595029,19820,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7796153867,,14917309,0,3812069790,1700996568,106532,138589,939525814,1.007295757,463301024,38719,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3965327891,,16662916,0,2235722018,819365531,122470,5817,339455356,0.590070961,121567064,3961,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2773827867,,2322888,0,1223621710,615056311,24506,33814,306539113,0.333434694,119124747,10412,
kmeans,gcc,mpx_no_narrow_bounds,1,2,4976354675,,4821276,0,2290510462,1090866490,60676,64871,527973464,0.604467433,272616493,19588,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7786954533,,14920161,0,3808187868,1702237340,103366,141223,937690564,1.007115751,464162518,38593,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3957675225,,16613840,0,2234983611,820277255,152835,6080,339384196,0.591233178,122577197,5114,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2731032802,,2429637,0,1217516767,614813414,30102,39573,301261540,0.333291879,125196527,10409,
kmeans,gcc,mpx_no_narrow_bounds,1,2,4975553222,,4823014,0,2289957849,1087429393,61176,63947,528537244,0.603965269,274136903,19898,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7795836235,,14959089,0,3808432696,1702853973,109573,141870,939766565,1.006911445,462430116,38886,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3942678509,,16503092,0,2231356571,820739651,152221,5995,338942338,0.592104212,123456579,5134,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2817746567,,2565900,0,1321232294,573849631,127308,40635,298665277,0.349066689,156898105,10410,
kmeans,gcc,mpx_no_narrow_bounds,1,2,5007685078,,4780529,0,2286983453,1101801888,52729,64579,526514615,0.603634434,265426515,19721,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7805599895,,14574345,0,3768302605,1699757550,96558,130206,926045977,1.005752102,468421072,37832,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3949375438,,16506125,0,2233252688,821089355,153638,6071,339367162,0.591566563,123584378,5161,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2732968625,,2435406,0,1214946239,614746094,30049,37379,302323321,0.33247678,124798005,10411,
kmeans,gcc,mpx_no_narrow_bounds,1,2,4989815309,,4824998,0,2293378038,1083981606,57797,58829,528422232,0.604695828,273836427,19636,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7821310640,,14731368,0,3772135495,1697596803,100895,134006,928314659,1.00553482,467842465,38508,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3941888639,,16504972,0,2234401735,821483900,153305,6008,338793509,0.593283033,123481639,5132,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2753286934,,2353764,0,1226304208,616170209,29565,40866,305313377,0.334897057,118541085,10920,
kmeans,gcc,mpx_no_narrow_bounds,1,2,4973442298,,4818374,0,2290906522,1089386288,59796,65215,527762450,0.604489996,272897648,19614,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7796831767,,14463988,0,3770709700,1702105205,99615,130237,922489596,1.006041568,470487879,38175,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3946952026,,16521146,0,2231126231,821301308,165073,6169,338894168,0.592342217,123532819,5543,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2719867450,,2482908,0,1214791968,614096467,30402,41408,299159070,0.332890054,126421561,10170,
kmeans,gcc,mpx_no_narrow_bounds,1,2,5004253518,,4818697,0,2288651125,1098440974,55503,62849,531280508,0.605616247,265451947,20088,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7803874692,,14895554,0,3813912694,1701959107,104860,138616,934387162,1.006099546,463334561,38575,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3966569951,,16666981,0,2239473420,822835877,129526,10952,339341885,0.592550016,121645847,5167,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2744790899,,2391732,0,1220913346,614402537,29326,37894,302127444,0.333638878,124181842,10187,
kmeans,gcc,mpx_no_narrow_bounds,1,2,4983996810,,4813910,0,2290014180,1083320130,59272,58809,526545998,0.604083846,273681247,19635,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7794912780,,14841298,0,3820147535,1698502405,97572,129389,936662665,1.009377457,461153213,37997,
kmeans,gcc,mpx_no_narrow_bounds,1,0,3955411851,,16614629,0,2236640519,820381559,152416,6059,339204809,0.592173261,122770235,5131,
kmeans,gcc,mpx_no_narrow_bounds,1,1,2727653233,,2409794,0,1218023086,615850522,28717,43722,301126962,0.333406281,124794252,9847,
kmeans,gcc,mpx_no_narrow_bounds,1,2,4972519926,,4852990,0,2288040602,1088547354,61428,64520,524904803,0.603756517,272965371,19709,
kmeans,gcc,mpx_no_narrow_bounds,1,3,7768621202,,14868461,0,3808734708,1704861563,104964,141966,937076596,1.006857628,463805247,38493,
word_count,gcc,mpx_no_narrow_bounds,1,0,5424045181,,19530470,0,5028414791,1637303745,377179,8504,596253974,1.326264279,1378964509,3877,
word_count,gcc,mpx_no_narrow_bounds,1,1,20329069372,,111296523,0,20286530307,5719869225,22499599,444685,2542829868,5.357999914,4265860316,16702,
word_count,gcc,mpx_no_narrow_bounds,1,2,47268727326,,239515360,0,52900851577,13487231585,108488338,2674332,5749565424,14.822426475,10257488957,31467,
word_count,gcc,mpx_no_narrow_bounds,1,3,66186723711,,492255178,0,77517911201,17433811307,265039690,3284040,9185713626,21.298690705,10810230384,58779,
word_count,gcc,mpx_no_narrow_bounds,1,0,5513975665,,19280987,0,5050313966,1624173716,590016,20282,604082883,1.337653674,1379481328,4602,
word_count,gcc,mpx_no_narrow_bounds,1,1,20398678633,,111384465,0,20278773362,5717118062,21847425,504273,2550117426,5.347871877,4281392599,15549,
word_count,gcc,mpx_no_narrow_bounds,1,2,47309620486,,240480238,0,52885569139,13428559944,113177738,2821536,5731807098,14.716106118,10257363635,30036,
word_count,gcc,mpx_no_narrow_bounds,1,3,66188382001,,491554149,0,77238893925,17388256769,234860347,2678500,9182574727,21.179341774,10927510453,57278,
word_count,gcc,mpx_no_narrow_bounds,1,0,5423446646,,19498422,0,5026295739,1637641428,231368,7934,596780980,1.326860131,1379366491,3665,
word_count,gcc,mpx_no_narrow_bounds,1,1,20395859048,,109999076,0,20453339918,5729617290,25328452,722693,2547744238,5.413563386,4242555017,16093,
word_count,gcc,mpx_no_narrow_bounds,1,2,47271865745,,239798179,0,52610425990,13456655833,103432737,2609336,5739237413,14.591274348,10273760694,29673,
word_count,gcc,mpx_no_narrow_bounds,1,3,66167684608,,489274213,0,77029963384,17436647560,231307659,2306145,9181799183,21.073677702,10849284283,57985,
word_count,gcc,mpx_no_narrow_bounds,1,0,5507010036,,19368855,0,5071369768,1624947410,947149,37407,605665420,1.337014461,1381720122,4237,
word_count,gcc,mpx_no_narrow_bounds,1,1,20389314414,,109252130,0,20371870660,5726985852,25301430,642833,2537317780,5.369789528,4245342082,16528,
word_count,gcc,mpx_no_narrow_bounds,1,2,47179082069,,239398969,0,52738016939,13460217681,107263878,2268092,5724562213,14.646303123,10249053300,30197,
word_count,gcc,mpx_no_narrow_bounds,1,3,66251707756,,491397504,0,77367076831,17400335369,272078043,3947160,9192784940,21.187298067,10928720400,58153,
word_count,gcc,mpx_no_narrow_bounds,1,0,5494996232,,19108311,0,5053962549,1629214188,730837,25216,598671685,1.331852237,1374259432,4454,
word_count,gcc,mpx_no_narrow_bounds,1,1,20280429933,,111793856,0,20325814449,5716609513,21876734,530665,2540055452,5.35757556,4278514881,15713,
word_count,gcc,mpx_no_narrow_bounds,1,2,47319672756,,238350915,0,52549503269,13481359759,107841560,1996872,5755028751,14.662789829,10208413589,30291,
word_count,gcc,mpx_no_narrow_bounds,1,3,66269905058,,489196002,0,77525487047,17407507266,266857072,3525784,9208981607,21.292906345,10880671542,58937,
word_count,gcc,mpx_no_narrow_bounds,1,0,5426141077,,19608689,0,5030241389,1637993392,210440,6210,597398908,1.326366525,1378678360,3731,
word_count,gcc,mpx_no_narrow_bounds,1,1,20377635356,,109864208,0,20410609726,5747549089,25640930,531520,2544683285,5.384646225,4246764924,16894,
word_count,gcc,mpx_no_narrow_bounds,1,2,47275186934,,238319024,0,53123420362,13441642372,112163609,3085321,5711133277,14.940288442,10204253771,31270,
word_count,gcc,mpx_no_narrow_bounds,1,3,66216805393,,492102148,0,76998540699,17393036090,240442548,3113449,9193951322,21.076537937,10905048489,57874,
word_count,gcc,mpx_no_narrow_bounds,1,0,5480396437,,19047922,0,5050591898,1633513397,635102,18880,601002242,1.33119059,1381130164,4238,
word_count,gcc,mpx_no_narrow_bounds,1,1,20347751973,,109830306,0,20364131585,5728952734,23977598,612560,2526450300,5.366462714,4244760501,15857,
word_count,gcc,mpx_no_narrow_bounds,1,2,47298185463,,239417821,0,53188812392,13463409047,118755611,3460230,5757893969,14.923539617,10248758544,30770,
word_count,gcc,mpx_no_narrow_bounds,1,3,66225306566,,488939018,0,76679945804,17410536570,230687073,2411487,9192080334,20.884102807,10887992014,57365,
word_count,gcc,mpx_no_narrow_bounds,1,0,5430603020,,19440029,0,4989318783,1634515781,324083,8613,600477593,1.327185357,1379549179,3604,
word_count,gcc,mpx_no_narrow_bounds,1,1,20418115985,,110534233,0,20287482815,5712035758,22722238,595871,2546904577,5.349141024,4246083861,15963,
word_count,gcc,mpx_no_narrow_bounds,1,2,47282399897,,241445950,0,52936041780,13465038678,112955607,3165528,5760469824,14.761886353,10278775227,31334,
word_count,gcc,mpx_no_narrow_bounds,1,3,66205394500,,489055804,0,77475968611,17420615546,259122993,3138255,9183785439,21.368835514,10893415519,57805,
word_count,gcc,mpx_no_narrow_bounds,1,0,5434775227,,19497041,0,4987575644,1632563619,201741,5085,604210819,1.32554879,1385522470,3313,
word_count,gcc,mpx_no_narrow_bounds,1,1,20402387400,,111126979,0,20269725067,5718454360,21713224,514020,2550261723,5.341810257,4280926007,15666,
word_count,gcc,mpx_no_narrow_bounds,1,2,47240179349,,241176750,0,52264679898,13461601580,93146739,1157337,5760414244,14.476130086,10323080829,29863,
word_count,gcc,mpx_no_narrow_bounds,1,3,66322341703,,488015411,0,77008310714,17412647133,249335283,2782444,9196587615,21.028689799,10852769372,57480,
word_count,gcc,mpx_no_narrow_bounds,1,0,5425190471,,19573716,0,5029110968,1636190788,206213,5009,598059551,1.325786766,1380821562,3310,
word_count,gcc,mpx_no_narrow_bounds,1,1,20388586968,,110196869,0,20264787244,5730200719,21898282,527476,2537573258,5.340527711,4241678527,15615,
word_count,gcc,mpx_no_narrow_bounds,1,2,47286306554,,239703400,0,53048668684,13464964854,114515441,3079700,5743714679,14.849252284,10273083559,30279,
word_count,gcc,mpx_no_narrow_bounds,1,3,66127338597,,488760581,0,77040146669,17449193991,234671305,2671648,9191218466,21.103236902,10856141782,58163,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,2950066618,,387985,0,1706467473,876932236,1250,1292,243956558,0.451193822,247003277,280,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,29814588638,,4097419,1,17216779835,8739598757,8062,7027,1795831166,4.538296777,1813435899,781,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,218901459134,,34409593,1,127489249900,63772246560,335681,27881,10613503151,33.584216838,10646244477,2632,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,3,1674021631457,,273939099,1,972276495562,485542220537,3060784,71332,69908255872,256.109216305,69744588937,10048,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,2956599398,,401437,0,1707375930,880050159,1418,1324,243913855,0.454854904,254298843,276,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,29820917178,,4101000,1,17203562424,8729741713,7045,7022,1798560678,4.534426495,1810375354,778,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,218985019321,,34404183,1,127447078453,63756591815,319374,230,10621056281,33.567623948,10631851846,2635,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,3,1674095720150,,273873623,1,972432904359,485520148806,3100827,94774,69892685596,256.114530745,69739145194,10050,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,2957010609,,397155,0,1706640204,879970192,1693,1339,243940367,0.453736531,253666115,280,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,29813933909,,4091465,1,17219154348,8727898642,5501,7019,1796761512,4.537922426,1812016198,780,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,218986315890,,34392757,1,127699636464,63744463769,360722,274,10624378275,33.633409159,10638277801,2631,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,3,1674145963514,,274107275,1,972264247511,485545274166,3055932,108363,69929442183,256.070114054,69736152789,10050,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,2951709188,,410560,0,1695413820,880056769,2479,1247,242955547,0.453189242,260844907,281,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,29819915079,,4103521,1,17202325402,8731607046,6329,7013,1799108892,4.533265108,1806745892,779,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,218973071510,,34390938,1,127520460336,63754390448,341802,27915,10614656765,33.586465248,10653002625,2632,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,3,1674096705731,,273899011,1,971924974868,485528025920,3065874,99436,69913843921,256.013635422,69741829028,10049,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,2946405306,,413875,0,1699981590,879959756,2386,1245,243601389,0.454546001,261121190,276,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,29817768973,,4097938,1,17202377356,8729154943,8585,7221,1797617909,4.533941013,1807919032,781,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,219006591416,,34398557,1,127458659395,63748931369,362604,230,10621572007,33.572834945,10633207808,2634,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,3,1674189110681,,274060756,1,972916940452,485520297470,3093474,97685,69899677032,256.243993834,69733898939,10050,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,2952882704,,410401,0,1702274746,879882262,3130,1192,243860676,0.455471989,258705174,276,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,29815128773,,4103888,1,17202122969,8731107810,11378,36,1799976059,4.533377319,1805895175,777,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,218993016613,,34396147,1,127446250661,63750441568,373055,244,10618943515,33.570405155,10638386367,2634,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,3,1674128314540,,273898175,1,971909062323,485535271360,3064973,67539,69925647067,255.973860754,69740162433,10050,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,2943331856,,417069,0,1695784780,880077809,3372,1166,243701253,0.454487424,261270999,283,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,29813937127,,4099195,1,17223444872,8741819703,7133,7049,1796858587,4.53830828,1813576233,778,
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,218961687545,,34397649,1,127454524709,63764187916,358576,27839,10616862522,33.580364573,10639139584,2637,
