name,compiler,type,threads,input,time,sgxmem,instructions,l1_dcache_loads,llc_load_misses,sgxtime,mpxbtnum,l1_dcache_store_misses,mpxerrors,l1_dcache_load_misses,l1_dcache_stores,llc_store_misses,llc_loads,llc_stores
pca,icc,native,1,native,10.565197271,,54819123754,6980759790,686435,,,1,,864808767,115843198,5342920,3587345,10189587
kmeans,icc,native,1,native,18.609487345,,278868603977,24860703089,250145,,,1,,389003504,300899697,4519,98596079,238305
word_count,icc,native,1,native,7.531844917,,23412702590,8007593402,5815468,,,1,,1348322558,4104229003,1766917,149705270,2307907
matrix_multiply,clang,native,1,native,7.131768258,,53424131597,16229254959,550627,,,1,,292526593,7225088634,10999,2926115,96032
pca,clang,native,1,native,8.384294835,,48097120071,6966089170,486185,,,1,,864665889,116617478,5343080,4305447,10156996
kmeans,clang,native,1,native,18.412627721,,267957602172,36659297479,15121,,,1,,390806005,343983214,80,99352812,150943
word_count,clang,native,1,native,7.530409138,,20992394164,4615631868,4710837,,,1,,1343150307,2566158374,1754405,565455018,2542748
matrix_multiply,gcc,asan,1,native,14.456679159,,199229890847,30128085812,590937,,,1,,280168472,7258742674,569607,2955672,661699
pca,gcc,asan,1,native,23.80532293,,406170008305,54321771865,6968024,,,1,,1111092665,117271800,6504517,25271500,11795467
kmeans,gcc,asan,1,native,40.043158391,,681088821330,97564273821,3817810,,,1,,556543147,286710024,46333,126536735,458016
word_count,gcc,asan,1,native,24.732039515,,364331878143,72838101311,6770232,,,1,,1581581873,64807449257,1855197,338119513,2607547
matrix_multiply,clang,asan,1,native,8.585954159,,104593156401,26567702486,693623,,,1,,268940143,7266806015,122680,2863769,98946
pca,clang,asan,1,native,8.422142067,,129468401290,20558423388,8687016,,,1,,1126817412,117489608,7553131,25544089,11809078
kmeans,clang,asan,1,native,31.655403668,,518204953670,81930648822,1467669,,,1,,533139906,443763365,144751,121188343,435566
word_count,clang,asan,1,native,24.947615172,,358251796080,71623847763,5616101,,,1,,1506593919,64637598403,1799632,298469303,2644036
matrix_multiply,gcc,mpx_only_write,1,native,11.222567544,,107083682786,33064837427,535768,,,1,,286710656,7219602198,286154,2858531,682553
pca,gcc,mpx_only_write,1,native,10.927463819,,58304081083,10392573474,507687,,,1,,877872154,154030417,6289216,3649403,10312857
kmeans,gcc,mpx_only_write,1,native,13.744510673,,193019637256,52935390984,24629,,,1,,410550665,678036277,96,94321417,297609
word_count,gcc,mpx_only_write,1,native,14.439465226,,45413468754,12913990750,193791368,,,1,,6411276335,10266351612,1894213,3042732017,4538986
matrix_multiply,gcc,mpx,1,native,33.567468474,,218894667158,63725594040,586634,,,1,,307023863,10641279914,567633,3584888,580629
pca,gcc,mpx,1,native,53.580465943,,379029178767,121833439076,606564,,,1,,945640380,160976423,3133012,6308069,8168742
kmeans,gcc,mpx,1,native,59.847629902,,501596528356,93185956034,7053194,,,1,,515950697,276030385,13001,131297684,415402
word_count,gcc,mpx,1,native,14.506688664,,47214355693,13471693487,170573476,,,1,,6290899960,10224517400,2319157,2947136828,5363479
matrix_multiply,icc,mpx_only_write,1,native,8.189712422,,63654408120,16349005790,630377,,,1,,290453646,7262776934,11146,3046837,97601
pca,icc,mpx_only_write,1,native,10.596776184,,54843922867,6986640658,1558196,,,1,,868914470,119346245,5157168,5901935,10105158
kmeans,icc,mpx_only_write,1,native,18.604526092,,279008006453,24871498711,283578,,,1,,380978302,305820978,100,97712764,231094
word_count,icc,mpx_only_write,1,native,20.689491945,,72996572732,26960394741,61250410,,,1,,5579712214,16277646705,1981123,1781043458,2626659
matrix_multiply,icc,mpx,1,native,9.561676543,,73752456484,16351461675,669777,,,1,,294092984,7265933385,13685,2982937,112185
pca,icc,mpx,1,native,10.418490939,,68368618276,6996695631,742826,,,1,,874695643,121942633,4826497,4053110,9971948
kmeans,icc,mpx,1,native,29.053488345,,336187888280,29185984095,9051728,,,1,,487540897,308129117,12101,136660873,374372
word_count,icc,mpx,1,native,22.531646083,,94714823336,30750557702,69693818,,,1,,5623675043,19204767172,2470987,1796641946,3030711
matrix_multiply,gcc,native,1,native,8.579294189,,80397887838,19705646390,520602,,,1,,292537003,7225941381,12440,2926137,103906
pca,gcc,native,1,native,10.927193413,,58229552137,7008741912,672418,,,1,,863717900,144980505,4981494,3594295,10136264
kmeans,gcc,native,1,native,13.249260386,,187909276285,48987627335,13079,,,1,,383814566,558190953,164,96668408,225598
word_count,gcc,native,1,native,6.161234923,,20305798198,4399596438,10118321,,,1,,1799248493,2474901496,1721035,846140316,2693260
matrix_multiply,icc,native,1,native,7.440354343,,53408100975,16320225076,668992,,,1,,285707257,7259752925,10541,2997647,94207
pca,icc,native,1,native,10.564656651,,54809487343,6979474461,676758,,,1,,864912502,115335518,5166620,3578587,10163449
kmeans,icc,native,1,native,18.623166032,,279002770891,24884264541,451506,,,1,,389951908,303735240,24,98270019,238542
word_count,icc,native,1,native,7.524299884,,23538216778,8073013121,5769468,,,1,,1363179035,4170652655,1808317,150808914,2227572
matrix_multiply,clang,native,1,native,7.127419722,,53369909629,16230908960,556307,,,1,,293423093,7223127599,11581,2847996,357218
pca,clang,native,1,native,8.37936197,,48098403617,6966622829,487475,,,1,,864568117,116697086,5043067,4222597,10197060
kmeans,clang,native,1,native,18.483831375,,267891936888,36648956176,6152,,,1,,389825071,341027937,3839,99545839,159953
word_count,clang,native,1,native,7.532831272,,20958582615,4606077568,4706835,,,1,,1346853908,2578596003,1758545,565628387,2520570
matrix_multiply,gcc,asan,1,native,14.428860926,,199130721427,30128842583,589379,,,1,,260356564,7261494305,11331,3102236,92011
pca,gcc,asan,1,native,23.784687905,,406237660188,54321448230,7020864,,,1,,1113429781,118691619,6476233,25420952,11811573
kmeans,gcc,asan,1,native,39.9446848,,680974168864,97571381431,2255551,,,1,,555232350,291060461,3272,125819895,203968
word_count,gcc,asan,1,native,24.787761743,,362721790625,72486376775,6703532,,,1,,1580179407,64603865836,1766317,336879460,2706272
matrix_multiply,clang,asan,1,native,8.584587293,,104621329923,26574114349,699266,,,1,,270680309,7265431582,401877,2822112,100894
pca,clang,asan,1,native,8.384211536,,129522641363,20557844510,8296625,,,1,,1136686224,118578088,8042748,24253137,11041223
kmeans,clang,asan,1,native,31.757851928,,518071763968,81919273777,1653701,,,1,,530029648,446738784,137754,121982102,306462
word_count,clang,asan,1,native,24.974871317,,357823999329,71477130558,5695204,,,1,,1521789465,64446695254,1774215,300954187,2681604
matrix_multiply,gcc,mpx_only_write,1,native,11.222458511,,107251988376,33107518465,521374,,,1,,297297033,7222739610,12215,2875736,683117
pca,gcc,mpx_only_write,1,native,10.896989407,,58286914761,10389088535,523536,,,1,,877468662,152451605,6233996,3687060,10467482
kmeans,gcc,mpx_only_write,1,native,13.739751578,,193010249276,52930511727,13935,,,1,,412319002,680643841,16,94002887,306816
word_count,gcc,mpx_only_write,1,native,14.404631451,,45464045022,12936780985,187907819,,,1,,6426480481,10298824232,2372419,3041556078,5332654
matrix_multiply,gcc,mpx,1,native,33.579337414,,218835130792,63715397593,548783,,,1,,306052632,10637781460,616734,3580340,874134
pca,gcc,mpx,1,native,53.578373436,,379095005009,121831007999,550032,,,1,,949049460,153978783,4022439,6455024,8539956
kmeans,gcc,mpx,1,native,59.959548003,,501627735496,93183993191,8981140,,,1,,502816075,272767478,16075,131760322,381688
word_count,gcc,mpx,1,native,14.668251358,,47169777636,13458917514,179281036,,,1,,6276588293,10263219684,2184638,2960831540,4864379
matrix_multiply,icc,mpx_only_write,1,native,8.237829712,,63577051684,16336692988,605055,,,1,,287554815,7262733904,704999,2888326,303407
pca,icc,mpx_only_write,1,native,10.578440614,,54782966394,6969874517,708923,,,1,,868957084,113597049,5229959,3622453,10113836
kmeans,icc,mpx_only_write,1,native,18.564057799,,279152507983,24887542466,33721,,,1,,382317184,305690423,160,98326636,233349
word_count,icc,mpx_only_write,1,native,20.884189387,,73136267428,27031313947,69777072,,,1,,5595085761,16369849962,2033575,1795487143,2824671
matrix_multiply,icc,mpx,1,native,9.551816155,,73644562097,16328574716,590324,,,1,,296828069,7259309841,11489,3025344,71152
pca,icc,mpx,1,native,10.416460731,,68375517847,6992063885,754578,,,1,,874850173,119465510,5338103,4003374,9970369
kmeans,icc,mpx,1,native,29.140667914,,336288251149,29177243366,10614397,,,1,,481421778,305543557,26943,138253579,321216
word_count,icc,mpx,1,native,22.446597609,,94482692429,30664179169,66828616,,,1,,5612143421,19184390061,2035463,1792967287,3078620
matrix_multiply,gcc,native,1,native,8.604209874,,80375599514,19707741558,520069,,,1,,289057901,7224062139,11022,2901278,120432
pca,gcc,native,1,native,10.918115789,,58274519122,7016761174,648060,,,1,,864169035,145430057,5235097,3545592,10169660
kmeans,gcc,native,1,native,13.248849275,,187942903771,48989726075,12328,,,1,,384582488,558176112,112,96083156,208905
word_count,gcc,native,1,native,6.143422429,,20520916004,4412951942,10242012,,,1,,1786322268,2479192773,1795499,852836619,2812181
matrix_multiply,icc,native,1,native,7.464419994,,53442410979,16334014671,567185,,,1,,289193676,7258779785,9261,2934444,291066
pca,icc,native,1,native,10.563033868,,54833746657,6982478770,660430,,,1,,865618569,115859545,5139490,3672025,10154714
kmeans,icc,native,1,native,18.610926421,,278882047570,24859534540,26682,,,1,,388567002,300818463,3427,98549069,233054
word_count,icc,native,1,native,7.511816617,,23653148217,8170034485,5771433,,,1,,1377229418,4176008456,1819611,150168642,2306800
matrix_multiply,clang,native,1,native,7.127153069,,53380525071,16229882683,551825,,,1,,290161781,7221415784,11845,2952707,65091
pca,clang,native,1,native,8.381905293,,48084099676,6973218668,469434,,,1,,864596151,116625510,5115562,4240566,10190260
kmeans,clang,native,1,native,18.414670598,,267919802932,36656726041,99801,,,1,,389978980,341660589,188,99277918,232630
word_count,clang,native,1,native,7.538539699,,20908521138,4590457037,4791493,,,1,,1349247979,2577673011,1762591,572415087,2517966
matrix_multiply,gcc,asan,1,native,14.436491723,,199217953654,30137669912,682446,,,1,,266147088,7264530697,10758,3109057,119877
pca,gcc,asan,1,native,23.789693991,,406065917075,54305996038,7416509,,,1,,1107705779,117021824,6386363,25514956,11710930
kmeans,gcc,asan,1,native,40.052037824,,680949412221,97548852448,4149577,,,1,,554835432,281858181,25641,126040438,368223
word_count,gcc,asan,1,native,24.779140342,,362810655952,72551998359,6621956,,,1,,1578467936,64783641196,1769669,332243622,2711370
matrix_multiply,clang,asan,1,native,8.581153726,,104635372115,26576669327,691836,,,1,,276598825,7266544575,11625,2890466,99334
pca,clang,asan,1,native,8.384941787,,129517680520,20558844091,7976924,,,1,,1131283808,118881227,8165243,24204495,10858884
kmeans,clang,asan,1,native,31.905712144,,518174751680,81929422019,4692113,,,1,,524696606,449078670,2947,122515237,420957
word_count,clang,asan,1,native,24.957727242,,357834788581,71618945140,5735587,,,1,,1516733933,64629262537,1910064,297147180,2748037
matrix_multiply,gcc,mpx_only_write,1,native,11.231501837,,107265520125,33097136579,523405,,,1,,313506158,7228557115,11322,3030346,109565
pca,gcc,mpx_only_write,1,native,10.909470607,,58373155824,10399879981,820067,,,1,,877278604,153945383,6151346,4211357,10709398
kmeans,gcc,mpx_only_write,1,native,13.741081391,,192993751750,52917117716,200547,,,1,,424426062,679976101,456,94037617,338158
word_count,gcc,mpx_only_write,1,native,14.504031112,,45404004322,12886144707,189436618,,,1,,6406381188,10295659836,2261185,3051732150,5589577
matrix_multiply,gcc,mpx,1,native,33.558012899,,218932856362,63758390241,619530,,,1,,289593665,10647787496,13033,3653683,168809
pca,gcc,mpx,1,native,53.575256079,,379118043075,121839957154,489875,,,1,,944146240,155659543,3427416,6086699,8456389
kmeans,gcc,mpx,1,native,59.972453259,,501656581760,93188379866,9053437,,,1,,506768139,276423849,16133,132159611,405178
word_count,gcc,mpx,1,native,14.740885352,,47096620717,13458817465,183308391,,,1,,6287089974,10244816939,2392072,2949106406,5293656
matrix_multiply,icc,mpx_only_write,1,native,8.267805132,,63531766758,16331352659,556295,,,1,,302684265,7257880202,10902,2925548,622188
pca,icc,mpx_only_write,1,native,10.590285626,,54862334460,6987840087,1043982,,,1,,868930617,119626121,5124357,4680309,10176592
kmeans,icc,mpx_only_write,1,native,18.573226315,,279145982710,24867514772,81717,,,1,,379817605,303840684,72,98071862,242325
word_count,icc,mpx_only_write,1,native,20.868350015,,73258238231,26958394924,74187163,,,1,,5569741817,16273807837,1910864,1795049875,3109316
matrix_multiply,icc,mpx,1,native,9.564939998,,73794635531,16345927730,668199,,,1,,291769275,7266680436,298249,2915498,104203
pca,icc,mpx,1,native,10.417811086,,68370855085,6992144114,743648,,,1,,877092695,120273688,5214174,4177986,9939383
kmeans,icc,mpx,1,native,28.918187482,,335982134674,29170355257,6590195,,,1,,490412662,305430103,14765,136964524,312490
word_count,icc,mpx,1,native,22.490152308,,94501558197,30783541225,74322673,,,1,,5629044067,19135340398,2091000,1789659636,3131649
matrix_multiply,gcc,native,1,native,8.582805316,,80403792364,19721991017,620064,,,1,,288952461,7228825429,11563,2934762,101961
pca,gcc,native,1,native,10.921949072,,58257536098,7002288813,650716,,,1,,863908689,145175001,5219529,3585453,10147558
kmeans,gcc,native,1,native,13.247877108,,187966412102,48986342483,10813,,,1,,385621940,558178804,44,96805293,257501
word_count,gcc,native,1,native,6.143500517,,20523673087,4412519403,10374929,,,1,,1781613327,2494472515,1813226,849597263,2870381
matrix_multiply,icc,native,1,native,7.43190894,,53434139537,16332606942,574390,,,1,,287107564,7259190293,9522,3005477,62378
pca,icc,native,1,native,10.553785331,,54842816320,6978360717,684577,,,1,,864692566,113936839,5109383,3589702,10229797
kmeans,icc,native,1,native,18.598968281,,279003300532,24878225245,19117,,,1,,390104247,303788405,24,98702893,223739
word_count,icc,native,1,native,7.520993335,,23702197861,8150024496,5775997,,,1,,1369844923,4184228803,1834820,149414054,2453706
matrix_multiply,clang,native,1,native,7.129666803,,53379322860,16231014743,548398,,,1,,293540778,7221365375,12258,2921253,63265
pca,clang,native,1,native,8.380291937,,48075765456,6970843971,485829,,,1,,864455779,115698201,5367367,4174979,10185882
kmeans,clang,native,1,native,18.412633457,,268005185522,36659184137,30513,,,1,,390411638,343878883,76,99204889,180575
word_count,clang,native,1,native,7.527848674,,21103984508,4614576383,4693268,,,1,,1332444471,2528766306,1757951,564535118,2328241
matrix_multiply,gcc,asan,1,native,14.453557999,,199050121142,30102671866,697708,,,1,,261317334,7262335596,592538,2947816,72537
pca,gcc,asan,1,native,23.77778829,,406198899159,54322894882,7032313,,,1,,1111732106,117679900,6528290,25344036,11470626
kmeans,gcc,asan,1,native,39.98995884,,680906246281,97550324053,2922761,,,1,,556081699,278897996,57703,126277323,399918
word_count,gcc,asan,1,native,24.739361831,,364038864884,72766581197,6716772,,,1,,1586618609,64806805233,1812782,337985860,2505322
matrix_multiply,clang,asan,1,native,8.600290818,,104482449090,26538109694,595927,,,1,,277977503,7260901390,13115,2897256,103391
pca,clang,asan,1,native,8.444796172,,129491796520,20558247011,8049384,,,1,,1131540699,120232492,8723564,24158770,10677040
kmeans,clang,asan,1,native,31.656642653,,518126803816,81921128984,1378852,,,1,,533284084,446573763,141048,121320922,329597
word_count,clang,asan,1,native,24.96941056,,357993900425,71535648638,5711701,,,1,,1524431878,64577014687,1809824,299566181,2754246
matrix_multiply,gcc,mpx_only_write,1,native,11.232531213,,107272545426,33098806859,517559,,,1,,307060766,7228490659,11139,3052402,105776
pca,gcc,mpx_only_write,1,native,10.905132768,,58382560104,10398774246,506586,,,1,,878831869,150234765,6300287,3599084,11080883
kmeans,gcc,mpx_only_write,1,native,13.745545819,,192952193424,52931191345,63008,,,1,,412111602,678107995,40,94246475,316324
word_count,gcc,mpx_only_write,1,native,14.531132786,,45413556034,12906076419,195795794,,,1,,6385696143,10249128498,2483002,3065668677,6265477
matrix_multiply,gcc,mpx,1,native,33.593863649,,218932316625,63752960621,635988,,,1,,301963747,10643945857,13443,3588802,136562
pca,gcc,mpx,1,native,53.58477352,,379060582455,121818005246,591066,,,1,,947466390,152673003,4563511,6666235,8682366
kmeans,gcc,mpx,1,native,59.742133227,,501668163385,93195234901,5122006,,,1,,521634266,275802385,7391,131095195,484281
word_count,gcc,mpx,1,native,14.751201238,,47307207764,13486247868,188283061,,,1,,6282504906,10266432665,2280677,2960912078,5151628
matrix_multiply,icc,mpx_only_write,1,native,8.203476771,,63589188046,16336720852,610846,,,1,,307834168,7263235673,568661,2894465,212860
pca,icc,mpx_only_write,1,native,10.566124382,,54840453004,6989154934,690690,,,1,,869484315,120028238,5031377,4115501,10106255
kmeans,icc,mpx_only_write,1,native,18.576995147,,279062278305,24868262109,165467,,,1,,380919239,302797404,136,97892832,231305
word_count,icc,mpx_only_write,1,native,20.819826838,,73254028469,27059988373,67203292,,,1,,5597032808,16307802562,2314844,1806274383,2638658
matrix_multiply,icc,mpx,1,native,9.581716852,,73631833872,16330419509,588658,,,1,,289691996,7259517406,10684,3003264,101694
pca,icc,mpx,1,native,10.421624455,,68492135455,6996269773,935038,,,1,,875371008,115924398,5354401,3960282,10064608
kmeans,icc,mpx,1,native,28.935318015,,336156185808,29176146735,6547352,,,1,,488120865,308165285,9125,137012204,325837
word_count,icc,mpx,1,native,22.599025784,,94572439829,30751808772,78501897,,,1,,5615422189,19161942480,1917492,1805974755,3165784
matrix_multiply,softbound,native,1,native,7.249981314,,56687900472,16280069523,822585,,,1,,297799671,7222946797,13465,2593358,101067
matrix_multiply,softbound,native,1,native,7.27125221,,56762637363,16306334167,726162,,,1,,322770202,7224567581,11849,2629058,101684
matrix_multiply,softbound,native,1,native,7.267353533,,56809110350,16302418432,711628,,,1,,313285918,7223177777,11028,2492429,678846
matrix_multiply,softbound,native,1,native,7.25945308,,56846436123,16310913809,814666,,,1,,301421033,7226660499,131342,2585914,90444
matrix_multiply,softbound,native,1,native,7.263350487,,56837000044,16306886340,715257,,,1,,317960049,7224211374,249984,2508544,693905
matrix_multiply,softbound,native,1,native,7.290164945,,56879723819,16315764402,802239,,,1,,313222588,7229328468,590035,2468358,98191
matrix_multiply,softbound,native,1,native,7.260586527,,56885448428,16314985173,841886,,,1,,300295863,7228775561,546651,2466860,96657
matrix_multiply,softbound,native,1,native,7.259243717,,56892474355,16319960715,815133,,,1,,304343493,7229894605,569686,2470573,85252
matrix_multiply,softbound,native,1,native,7.266615937,,56827601622,16307122037,733898,,,1,,303989921,7224001521,37000,2493908,694622
matrix_multiply,softbound,native,1,native,7.277422157,,56760143147,16293783703,832504,,,1,,315880211,7224731722,11186,2633314,93342
pca,softbound,native,1,native,6.593527807,,46360570918,6962673790,1129739,,,1,,864379528,117536788,5395123,5929511,10124733
pca,softbound,native,1,native,6.619393788,,46346743983,6958797665,2519036,,,1,,866633955,116315643,5364772,9343784,10203215
pca,softbound,native,1,native,6.588605229,,46356277758,6958711179,1185621,,,1,,867339063,121109236,5308315,6054176,10157545
pca,softbound,native,1,native,6.591049373,,46349697727,6961137355,1216094,,,1,,867578774,117642817,5387486,6161124,10115537
pca,softbound,native,1,native,6.591137634,,46323896876,6962524870,1176786,,,1,,866789629,117351726,5342048,6064197,10177064
pca,softbound,native,1,native,6.61608478,,46330687509,6961189371,2244150,,,1,,863995664,114998411,5321778,8375441,10118366
pca,softbound,native,1,native,6.584048509,,46304814657,6960789842,1165753,,,1,,864686412,114528842,5184097,5922608,10148132
pca,softbound,native,1,native,6.601452552,,46315531509,6964435447,1158613,,,1,,863807261,116910751,5157615,5842646,10118954
pca,softbound,native,1,native,6.595041243,,46341037259,6957750952,1135881,,,1,,864581457,117000822,5281337,6045622,10117494
pca,softbound,native,1,native,6.590175564,,46372200715,6964068047,1102597,,,1,,864303198,117477606,5315970,5938511,10173822
kmeans,softbound,native,1,native,20.131575131,,295153598704,48823033310,969704,,,1,,406689362,224459139,1691,96380569,246832
kmeans,softbound,native,1,native,20.135329145,,295151076873,48818080959,1152816,,,1,,406082608,223395113,1164,96448014,197333
kmeans,softbound,native,1,native,20.103217575,,295207251048,48826764451,496597,,,1,,407038018,223899723,1432,96296032,286499
kmeans,softbound,native,1,native,20.114943159,,295008529170,48801249844,752116,,,1,,405476350,221238925,1833,97006732,223682
kmeans,softbound,native,1,native,20.104107716,,295123782098,48809282120,387351,,,1,,406880069,223494449,1328,96639628,238689
kmeans,softbound,native,1,native,20.114966995,,295078411897,48799435453,630669,,,1,,405070909,221182322,2710,96240270,232918
kmeans,softbound,native,1,native,20.129431268,,295159859324,48807848614,914007,,,1,,407756067,223882263,1539,96083283,202225
kmeans,softbound,native,1,native,20.135757587,,295257603286,48815050936,1036610,,,1,,405600293,223194062,1689,96504669,259265
kmeans,softbound,native,1,native,20.114083167,,295043257332,48803421155,506616,,,1,,419758400,221080418,1237,96080458,180611
kmeans,softbound,native,1,native,20.129640663,,295107732217,48814886370,961998,,,1,,408781623,223750926,992,95919567,207782
matrix_multiply,safecode,native,1,native,7.355451448,,56860640791,16272959011,738270,,,1,,300163640,7223879617,12328,2611964,184501
matrix_multiply,safecode,native,1,native,7.337076983,,56880409775,16281970612,860778,,,1,,306364570,7225893304,12449,2634349,100971
matrix_multiply,safecode,native,1,native,7.309362415,,56838246020,16269697188,844565,,,1,,311826644,7227770383,570841,2450764,81937
matrix_multiply,safecode,native,1,native,7.308537618,,56860929203,16278525042,836952,,,1,,313133409,7228698165,209228,2557133,104515
matrix_multiply,safecode,native,1,native,7.299730704,,56879939123,16274631536,809268,,,1,,305651948,7225091484,12171,2626249,103872
matrix_multiply,safecode,native,1,native,7.338043733,,56862517703,16279755789,841607,,,1,,299349285,7226480193,12562,2598422,105616
matrix_multiply,safecode,native,1,native,7.341256969,,56805239075,16264310577,845149,,,1,,297762840,7227138320,571798,2484888,91215
matrix_multiply,safecode,native,1,native,7.288185027,,56809678350,16268787563,743700,,,1,,301078308,7224288692,13130,2456831,631544
matrix_multiply,safecode,native,1,native,7.318236963,,56644690015,16230187811,738195,,,1,,298131037,7218947145,414173,3965780,1497572
matrix_multiply,safecode,native,1,native,7.334833654,,56879821098,16277437101,831929,,,1,,302475751,7225340377,11494,2634176,153183
pca,safecode,native,1,native,8.761787366,,135759828798,27217857197,1513231,,,1,,864020359,115302116,5183033,6633916,10200120
pca,safecode,native,1,native,8.696657231,,135734978454,27202876411,659775,,,1,,863595390,115253372,5347521,4280778,10231990
pca,safecode,native,1,native,8.70351825,,135702327012,27210920625,665942,,,1,,864180647,117972718,5335972,4365616,10139894
pca,safecode,native,1,native,8.714976889,,135771109468,27219499534,846519,,,1,,863179207,117195897,4940854,4558894,10151977
pca,safecode,native,1,native,8.701107652,,135786815796,27216885279,671654,,,1,,863298752,116992477,4869063,4262378,10215656
pca,safecode,native,1,native,8.705899064,,135746223298,27207778021,659689,,,1,,863674219,120041484,4954480,4312214,10100043
pca,safecode,native,1,native,8.707083753,,135878539755,27226715547,655694,,,1,,864330969,117164866,5051075,4383005,10142294
pca,safecode,native,1,native,8.70846721,,135738879885,27212088822,674937,,,1,,864164252,117373243,5397193,4421031,10122043
pca,safecode,native,1,native,8.706189143,,135802597058,27209107663,733854,,,1,,863889615,117361755,5182947,4577453,10127514
pca,safecode,native,1,native,8.70507292,,135770103530,27214537550,650654,,,1,,863859141,117273269,5188392,4398367,10137659
histogram,gcc,native,1,native,0.712368896,,5276741757,2833101932,139628,,,1,,26825065,1426112573,56798,1244806,79256
histogram,gcc,native,1,native,0.711426291,,5317747871,2843372652,70499,,,1,,26816488,1429142425,53212,1059110,84722
histogram,gcc,native,1,native,0.710576458,,5314400361,2837664833,67628,,,1,,26760038,1430219446,55494,1184254,88123
histogram,gcc,native,1,native,0.712859136,,5302188325,2841164716,123446,,,1,,26869653,1422563305,56694,1199911,82819
histogram,gcc,native,1,native,0.71286831,,5292080458,2834187750,137590,,,1,,26862260,1422471192,56730,1362848,83252
histogram,gcc,native,1,native,0.709408324,,5316970240,2837113963,60531,,,1,,26833050,1431164290,55996,1008445,95267
histogram,gcc,native,1,native,0.711591065,,5300041259,2841608350,91483,,,1,,26973022,1428766303,56996,1117822,91908
histogram,gcc,native,1,native,0.713607484,,5300372378,2844738499,128722,,,1,,26842306,1428271692,54114,1278691,85520
histogram,gcc,native,1,native,0.712997621,,5302343478,2846623479,134675,,,1,,26873846,1426390247,56211,1324444,82793
histogram,gcc,native,1,native,0.709987099,,5314684010,2837226896,68817,,,1,,26896643,1430789674,54797,1159459,93544
string_match,gcc,native,1,native,3.953349645,,25286112569,2517012272,209421,,,1,,9764414,1043740229,26949,629985,72393
string_match,gcc,native,1,native,3.953459805,,25343031267,2520259632,207942,,,1,,9682979,1046403586,27625,633202,69934
string_match,gcc,native,1,native,3.954876548,,25347665196,2518989201,213860,,,1,,9769343,1043360838,30085,614711,64043
string_match,gcc,native,1,native,3.953505879,,25330219334,2518512105,214850,,,1,,9797426,1045735606,28984,620202,68052
string_match,gcc,native,1,native,3.955176839,,25297094796,2515278704,208250,,,1,,9736320,1042268437,29359,594087,69703
string_match,gcc,native,1,native,3.95303878,,25301280734,2516047540,215916,,,1,,9775544,1045199541,29895,628686,69390
string_match,gcc,native,1,native,3.954071296,,25282129305,2513250590,210585,,,1,,9833893,1042980368,26389,610927,64758
string_match,gcc,native,1,native,3.954481643,,25254577251,2512590730,213967,,,1,,9775120,1044108175,28480,632087,66404
string_match,gcc,native,1,native,3.951604192,,25266221512,2514236484,210483,,,1,,9742864,1045156208,28533,614719,73574
string_match,gcc,native,1,native,3.952593683,,25307760529,2516537622,209566,,,1,,9750245,1044553674,26876,627363,72791
linear_regression,gcc,native,1,native,0.557098192,,3917939989,101135884,154584,,,1,,10126272,31414081,31245,480631,47856
linear_regression,gcc,native,1,native,0.555040055,,3939220936,103854577,131802,,,1,,10293548,31415792,32665,479064,47785
linear_regression,gcc,native,1,native,0.556695061,,3936418183,103739654,133715,,,1,,10232588,31401190,33159,492845,46721
linear_regression,gcc,native,1,native,0.557614436,,3913136640,99896559,174199,,,1,,10013847,31444650,32701,479136,47287
linear_regression,gcc,native,1,native,0.556648737,,3924110721,99937262,189027,,,1,,9932794,31416689,31462,551495,46278
linear_regression,gcc,native,1,native,0.557141426,,3909321065,99452881,175577,,,1,,9791404,31346484,29858,479674,44868
linear_regression,gcc,native,1,native,0.554986251,,3953002540,108837160,97612,,,1,,10380038,31422458,32418,491223,50896
linear_regression,gcc,native,1,native,0.556787633,,3930172184,99996181,171470,,,1,,9882902,31375456,31003,493496,49441
linear_regression,gcc,native,1,native,0.554559402,,3954627495,110002685,84962,,,1,,10294673,31409351,32391,478458,48029
linear_regression,gcc,native,1,native,0.55715046,,3925606212,100054127,170280,,,1,,9925595,31463458,31472,491742,48408
histogram,icc,native,1,native,0.710840798,,4853835257,2838581108,65925,,,1,,26876419,1428472073,54200,967625,87036
histogram,icc,native,1,native,0.714825558,,4796328946,2833282914,173845,,,1,,26414713,1426207301,55594,1222508,84740
histogram,icc,native,1,native,0.715926069,,4818177259,2845104047,181932,,,1,,26529477,1427567232,56034,1292481,96038
histogram,icc,native,1,native,0.713360513,,4831632995,2843174283,147800,,,1,,26837688,1423853753,57280,1088750,88323
histogram,icc,native,1,native,0.753419153,,4779119224,2842620044,495127,,,1,,25571668,1423484104,65034,1656581,91246
histogram,icc,native,1,native,0.713544248,,4839345622,2845289339,122814,,,1,,26884811,1426606828,55556,1080454,82672
histogram,icc,native,1,native,0.714342475,,4826008428,2846283636,162203,,,1,,26614608,1424886789,55727,1217901,80576
histogram,icc,native,1,native,0.737191691,,4865307486,2846114234,246228,,,1,,26387838,1435830385,58136,1111826,105530
histogram,icc,native,1,native,0.712355462,,4841619753,2836839504,96440,,,1,,26828140,1425195696,55645,1014115,85956
histogram,icc,native,1,native,0.715338688,,4801389423,2832060741,157282,,,1,,26792861,1425657799,56040,1212490,90137
