name,compiler,type,threads,input,time,sgxmem,instructions,l1_dcache_loads,llc_load_misses,sgxtime,mpxbtnum,l1_dcache_store_misses,mpxerrors,l1_dcache_load_misses,l1_dcache_stores,llc_store_misses,llc_loads,llc_stores
string_match,icc,native,1,native,3.045485707,,23577407410,1977061003,63282,,,1,,10498497,7604916545,26494,705038,68608
string_match,icc,native,1,native,3.045246705,,23582622110,1977143550,67575,,,1,,10457947,7605133321,27593,711370,69579
string_match,icc,native,1,native,3.044236626,,23573777581,1975563899,63973,,,1,,10461143,7606791034,28752,707659,69595
string_match,icc,native,1,native,3.045279742,,23594898071,1978009541,71330,,,1,,10401000,7603125598,24749,733895,73982
string_match,icc,native,1,native,3.045143177,,23570288669,1975848933,63645,,,1,,10474470,7605705529,27805,718357,68130
string_match,icc,native,1,native,3.044912567,,23593906408,1977671594,64222,,,1,,10485506,7604921640,28628,720738,67169
string_match,icc,native,1,native,3.044475385,,23588990307,1977130700,63467,,,1,,10389801,7605520064,24641,670454,73468
string_match,icc,native,1,native,3.045273831,,23578244479,1977183862,63380,,,1,,10435354,7606737319,26737,715332,66674
string_match,icc,native,1,native,3.044298952,,23582707342,1976911584,63737,,,1,,10440599,7604106722,26440,710124,67904
string_match,icc,native,1,native,3.044767319,,23569023159,1976140865,64134,,,1,,10479156,7605691007,26610,720293,69371
linear_regression,icc,native,1,native,0.386703396,,5400765148,565531515,33062,,,1,,10305218,14550269,34249,421545,44918
linear_regression,icc,native,1,native,0.388738182,,5408499570,566176723,39636,,,1,,10295931,14546227,34305,455263,41811
linear_regression,icc,native,1,native,0.386270075,,5395933022,565669452,34167,,,1,,10271812,14551687,33563,393652,42178
linear_regression,icc,native,1,native,0.38635566,,5397734114,565880394,34217,,,1,,10263057,14549883,32547,326317,45039
linear_regression,icc,native,1,native,0.389264484,,5463586962,567825159,38156,,,1,,10309704,14498675,36528,468264,43767
linear_regression,icc,native,1,native,0.38660932,,5392279878,565518407,34229,,,1,,10284472,14543363,32343,330316,47462
linear_regression,icc,native,1,native,0.38881219,,5421691375,564002381,36152,,,1,,10247671,14514022,34704,471089,43097
linear_regression,icc,native,1,native,0.386418037,,5433652853,565862489,34432,,,1,,10303307,14551363,34803,462518,43537
linear_regression,icc,native,1,native,0.386396997,,5399603590,565919866,34368,,,1,,10294610,14551271,33002,393356,44151
linear_regression,icc,native,1,native,0.391188402,,5433522606,566761170,52256,,,1,,10281253,14521583,36430,505565,44511
histogram,clang,native,1,native,0.685302687,,4325630628,2828975395,175950,,,1,,26366843,1421716013,52504,1155990,80353
histogram,clang,native,1,native,0.698459861,,4403372194,2868637433,308952,,,1,,26074117,1449001150,57065,1089495,95742
histogram,clang,native,1,native,0.68579765,,4320710126,2826493078,192727,,,1,,26277727,1420767074,54620,1183902,78979
histogram,clang,native,1,native,0.682176641,,4349954138,2836433724,148491,,,1,,26529975,1424152689,55265,1169132,81443
histogram,clang,native,1,native,0.693126822,,4304052939,2840916326,352087,,,1,,25358272,1422018875,60375,1196362,83514
histogram,clang,native,1,native,0.687004821,,4306794511,2831968318,230364,,,1,,26116588,1422911796,55771,1235864,83481
histogram,clang,native,1,native,0.695354652,,4411972472,2892849579,374243,,,1,,25702070,1439136539,57412,1165921,88113
histogram,clang,native,1,native,0.685031798,,4339302760,2838004259,165440,,,1,,26542715,1427787344,52881,1112832,79725
histogram,clang,native,1,native,0.684250109,,4351529802,2845083767,169660,,,1,,26453909,1424626841,53217,1131167,85968
histogram,clang,native,1,native,0.695182627,,4416347204,2890217152,362728,,,1,,25731200,1439286255,59962,1128663,90549
string_match,clang,native,1,native,0.740293073,,5355750428,519967758,134587,,,1,,10294283,14552567,24379,562686,42159
string_match,clang,native,1,native,0.741356339,,5354588551,520360633,138134,,,1,,10310036,14556047,26169,616937,43828
string_match,clang,native,1,native,0.738375627,,5354810680,519935264,129783,,,1,,10330311,14575786,26324,554160,40916
string_match,clang,native,1,native,0.740990518,,5338082239,518959703,131093,,,1,,10319289,14556006,24814,561836,42116
string_match,clang,native,1,native,0.742057264,,5338314258,518867303,140820,,,1,,10225538,14557851,28349,638587,43718
string_match,clang,native,1,native,0.741105992,,5330159621,518925955,130661,,,1,,10328211,14556447,25765,560646,42396
string_match,clang,native,1,native,0.738076341,,5355196280,519701477,129901,,,1,,10328999,14573314,26206,541683,41644
string_match,clang,native,1,native,0.74066643,,5342259068,519168231,133118,,,1,,10297919,14572151,26394,558517,43102
string_match,clang,native,1,native,0.74099897,,5330893662,518929281,133174,,,1,,10318503,14563245,27343,560788,42218
string_match,clang,native,1,native,0.741552113,,5324230288,518351338,139948,,,1,,10261479,14561864,26088,587526,40091
linear_regression,clang,native,1,native,0.320787008,,4572694216,563102130,34104,,,1,,10245838,14275676,31807,303524,48757
linear_regression,clang,native,1,native,0.350121182,,4602977260,565305549,172747,,,1,,10133634,12095417,38044,584609,56202
linear_regression,clang,native,1,native,0.320420969,,4570249018,562949469,34758,,,1,,10256436,12910524,33740,259404,51174
linear_regression,clang,native,1,native,0.320598722,,4576343110,563462288,34886,,,1,,10235073,13494721,33990,278328,49523
linear_regression,clang,native,1,native,0.322373609,,4600259982,564639770,38150,,,1,,10255258,14399894,33951,374408,44156
linear_regression,clang,native,1,native,0.320428525,,4573436687,563199400,34130,,,1,,10283064,12396346,33419,232561,50930
linear_regression,clang,native,1,native,0.320413731,,4574300608,563282324,34110,,,1,,10266700,12935014,33465,250675,50153
linear_regression,clang,native,1,native,0.323307752,,4511171841,558350456,34750,,,1,,10245575,13502475,34391,341688,49927
linear_regression,clang,native,1,native,0.352861031,,4577305128,563306543,191932,,,1,,10036707,13043712,39157,696742,54078
linear_regression,clang,native,1,native,0.320848029,,4574558211,563015011,34983,,,1,,10284810,14418784,34283,307238,48274
histogram,gcc,asan,1,native,2.136896331,,34547227018,5698885119,266549,,,1,,30085833,1440709582,64171,1661851,111397
histogram,gcc,asan,1,native,2.139177785,,34438544314,5689838313,214074,,,1,,30174308,1441054727,55399,1551354,114750
histogram,gcc,asan,1,native,2.136948409,,34475953886,5689280754,258879,,,1,,30012133,1439634714,68422,1660887,117055
histogram,gcc,asan,1,native,2.137089865,,34481539158,5690652830,239399,,,1,,30179985,1439638125,65318,1594395,116204
histogram,gcc,asan,1,native,2.136385417,,34559000074,5696678689,230299,,,1,,30196474,1438422684,67182,1563006,117619
histogram,gcc,asan,1,native,2.137336304,,34480630112,5686016424,207228,,,1,,30408298,1439861814,59037,1554704,121777
histogram,gcc,asan,1,native,2.136660328,,34489669194,5694350123,261988,,,1,,30057138,1441215244,63988,1630781,110817
histogram,gcc,asan,1,native,2.135679559,,34553905997,5696449560,267294,,,1,,29751784,1440528516,64031,1660749,110585
histogram,gcc,asan,1,native,2.138797001,,34448236714,5688479409,221864,,,1,,30323483,1440907372,59996,1610446,118448
histogram,gcc,asan,1,native,2.138050069,,34431715829,5686708151,252133,,,1,,29901296,1439511849,64347,1645441,122142
string_match,gcc,asan,1,native,5.920313432,,65953462771,11306658947,107495,,,1,,12414196,4972963358,35630,541082,115923
string_match,gcc,asan,1,native,5.918392009,,65967116524,11309484026,107595,,,1,,12320235,4975445055,33668,534662,122253
string_match,gcc,asan,1,native,5.919680419,,65989267462,11309509124,107414,,,1,,12341304,4974251209,30843,619711,109216
string_match,gcc,asan,1,native,5.919551711,,65949307737,11306769163,109622,,,1,,12304017,4975898414,31558,609103,105936
string_match,gcc,asan,1,native,5.919838041,,65974745082,11313751940,109881,,,1,,12345115,4976123553,29482,608772,111919
string_match,gcc,asan,1,native,5.920773785,,65972692784,11307991320,109143,,,1,,12380782,4973861393,29621,654020,106568
string_match,gcc,asan,1,native,5.920696206,,65958628475,11307165455,109192,,,1,,12436003,4975539233,28057,660978,106171
string_match,gcc,asan,1,native,5.919959069,,65949280727,11310098926,107385,,,1,,12396335,4974324960,31096,525458,120808
string_match,gcc,asan,1,native,5.9206271,,65942353538,11307861674,107525,,,1,,12368873,4975367641,32125,540845,109079
string_match,gcc,asan,1,native,5.928220623,,65978582731,11306359453,121395,,,1,,12442392,4973475835,30281,741979,104684
linear_regression,gcc,asan,1,native,0.604505294,,10017511764,1108670593,41015,,,1,,12155694,17164218,33356,312441,64573
linear_regression,gcc,asan,1,native,0.604818332,,9986180595,1103922899,39001,,,1,,12220405,18249256,39946,317722,57864
linear_regression,gcc,asan,1,native,0.602625008,,10050048733,1107281649,37349,,,1,,12247277,16549327,37875,378877,66189
linear_regression,gcc,asan,1,native,0.606779278,,10035704951,1105253115,40319,,,1,,12192593,20115865,33609,422554,58439
linear_regression,gcc,asan,1,native,0.602548349,,10052933181,1108467568,91211,,,1,,11969229,14026777,41445,311892,64587
linear_regression,gcc,asan,1,native,0.606436613,,10015129612,1110455404,39724,,,1,,12139944,16756575,31742,327982,62150
linear_regression,gcc,asan,1,native,0.606712734,,10066543222,1112769172,43298,,,1,,12219855,20199132,35904,423007,55881
linear_regression,gcc,asan,1,native,0.602165605,,10065966122,1109022519,101154,,,1,,11914067,13960359,36444,315114,57347
linear_regression,gcc,asan,1,native,0.605973314,,9974906737,1102428680,40389,,,1,,12137803,20411294,39884,384215,58563
linear_regression,gcc,asan,1,native,0.602038041,,10066242747,1108855696,92968,,,1,,11869727,13814849,41812,326074,57128
histogram,gcc,asan_only_write,1,native,1.427744183,,22944516202,4232069911,295357,,,1,,25938139,1432145237,61088,1231855,89300
histogram,gcc,asan_only_write,1,native,1.431607949,,23340491872,4295344052,256464,,,1,,26338728,1439022568,58997,1075333,97924
histogram,gcc,asan_only_write,1,native,1.428029835,,22975029426,4232985030,296996,,,1,,25909359,1429631114,60746,1262928,90086
histogram,gcc,asan_only_write,1,native,1.433039148,,23151994591,4271949227,234580,,,1,,26565588,1442796007,59549,1107179,103648
histogram,gcc,asan_only_write,1,native,1.431099563,,22958119473,4235779014,331620,,,1,,25802892,1429546322,63429,1397900,88121
histogram,gcc,asan_only_write,1,native,1.431019442,,23199733410,4274354546,262847,,,1,,26186622,1438341722,59802,1068646,88919
histogram,gcc,asan_only_write,1,native,1.428501705,,23062712563,4252971110,299875,,,1,,26049148,1431579310,59402,1256333,78510
histogram,gcc,asan_only_write,1,native,1.426986005,,22948437731,4233569030,296728,,,1,,26035161,1431388148,57762,1189595,84538
histogram,gcc,asan_only_write,1,native,1.432585472,,23242468994,4287364918,254220,,,1,,26253648,1440270884,59148,1128918,91219
histogram,gcc,asan_only_write,1,native,1.426042476,,23060997087,4248685628,290247,,,1,,26205165,1432570957,56838,1340657,77830
string_match,gcc,asan_only_write,1,native,5.41379535,,57200375677,10377505156,122950,,,1,,10951917,4971709282,25686,689401,85252
string_match,gcc,asan_only_write,1,native,5.414687316,,57189487907,10381460415,109512,,,1,,11003870,4972475278,25949,707915,93041
string_match,gcc,asan_only_write,1,native,5.444225229,,57153493210,10379251280,108257,,,1,,10990780,4973270657,27480,656360,91876
string_match,gcc,asan_only_write,1,native,5.412826709,,57129957016,10373017064,107472,,,1,,11027074,4971518935,29781,698256,98932
string_match,gcc,asan_only_write,1,native,5.415083354,,57174763294,10375961647,116126,,,1,,11007687,4970738374,26517,706416,92324
string_match,gcc,asan_only_write,1,native,5.414320336,,57167220961,10379349184,109605,,,1,,10997086,4973772387,26131,707381,89512
string_match,gcc,asan_only_write,1,native,5.661434078,,57192092360,10378344070,108423,,,1,,10998076,4973228890,34606,549965,102813
string_match,gcc,asan_only_write,1,native,5.41496673,,57181642334,10380691010,119074,,,1,,10938623,4972805066,26949,754756,87942
string_match,gcc,asan_only_write,1,native,5.415880213,,57134768629,10376171077,113330,,,1,,11013436,4972891084,26703,705070,90665
string_match,gcc,asan_only_write,1,native,5.41317374,,57127134070,10371721213,108263,,,1,,10975065,4971226552,29086,717133,94973
linear_regression,gcc,asan_only_write,1,native,0.557327312,,3950872108,105059970,145491,,,1,,10478968,36157787,31264,498539,44808
linear_regression,gcc,asan_only_write,1,native,0.559797869,,3924224450,102071185,177216,,,1,,10102810,34862224,30570,505748,44441
linear_regression,gcc,asan_only_write,1,native,0.557193882,,3936361314,102446944,171015,,,1,,10330827,36123293,31632,501883,45640
linear_regression,gcc,asan_only_write,1,native,0.559259343,,3930077574,101984293,175851,,,1,,10032727,33897219,32199,503712,46840
linear_regression,gcc,asan_only_write,1,native,0.556919771,,3938685673,102547271,170173,,,1,,10334675,36185574,31628,505183,44864
linear_regression,gcc,asan_only_write,1,native,0.559482618,,3928804971,102408059,177722,,,1,,9924400,33325350,31070,506409,45004
linear_regression,gcc,asan_only_write,1,native,0.559062253,,3916158194,101679226,177120,,,1,,10003528,34050151,33214,502506,46969
linear_regression,gcc,asan_only_write,1,native,0.557022046,,3933047635,102331126,169204,,,1,,10256399,36070148,31436,501199,43981
linear_regression,gcc,asan_only_write,1,native,0.559940111,,3927256073,102002852,177835,,,1,,9991202,32641748,32898,499654,45361
linear_regression,gcc,asan_only_write,1,native,0.557510603,,3930625861,102359936,167550,,,1,,10127876,35498388,32317,508404,46503
histogram,clang,asan,1,native,1.446810613,,21222444285,5659807688,89233,,,1,,31287944,1442310735,68420,1321012,99336
histogram,clang,asan,1,native,1.447743473,,21168527298,5658720754,92685,,,1,,31191500,1442762587,68635,1224726,106791
histogram,clang,asan,1,native,1.446786526,,21151930371,5654938180,63943,,,1,,31229092,1443404618,69532,1276062,110205
histogram,clang,asan,1,native,1.445081584,,21135254016,5657376202,60946,,,1,,30996457,1443108084,68140,1152261,114835
histogram,clang,asan,1,native,1.447436386,,21149806322,5654588060,78795,,,1,,31167813,1442459248,68575,1292218,111152
histogram,clang,asan,1,native,1.446478552,,21101020091,5647290310,58809,,,1,,31140219,1442390423,68945,1162644,111414
histogram,clang,asan,1,native,1.453045949,,21112852475,5648546015,141006,,,1,,31200476,1444419244,68150,1374546,107925
histogram,clang,asan,1,native,1.447800929,,21139360833,5654603198,76337,,,1,,31227464,1444580541,68756,1222558,117030
histogram,clang,asan,1,native,1.453813652,,21135621090,5648330969,174480,,,1,,30730233,1444133307,66376,1376019,104549
histogram,clang,asan,1,native,1.448343806,,21202311126,5659293692,111239,,,1,,31290856,1444833561,69379,1351673,106607
string_match,clang,asan,1,native,0.921877559,,8274578284,1006457636,140824,,,1,,12088733,13970258,34253,494225,60099
string_match,clang,asan,1,native,0.921793543,,8340488792,1005591408,177525,,,1,,11735222,13964911,33760,491407,54133
string_match,clang,asan,1,native,0.92253092,,8318622799,1011363354,138494,,,1,,12065676,14039791,34073,500241,58155
string_match,clang,asan,1,native,0.921967751,,8289640348,1004595501,165943,,,1,,11829213,13979641,33889,477742,58108
string_match,clang,asan,1,native,0.9219066,,8336171416,1011310337,141953,,,1,,12106746,13959197,33297,489488,59761
string_match,clang,asan,1,native,0.922156284,,8337037802,1009422614,167114,,,1,,11992260,13998168,32570,480712,59314
string_match,clang,asan,1,native,0.922604559,,8282885914,1008548571,117829,,,1,,12199150,15259688,29762,495257,61924
string_match,clang,asan,1,native,0.921673229,,8347953715,1010603752,159345,,,1,,11972751,13964413,32829,500329,57379
string_match,clang,asan,1,native,0.918314622,,8347522393,1006085263,174813,,,1,,11795539,13999467,30155,481937,54487
string_match,clang,asan,1,native,0.922058831,,8288741567,1007221431,144074,,,1,,11999114,13969451,32728,467460,58313
linear_regression,clang,asan,1,native,0.496582186,,7783167940,1090838566,167488,,,1,,11533868,19188453,35758,543246,47145
linear_regression,clang,asan,1,native,0.505711722,,7886075456,1103988226,199879,,,1,,11619572,13847829,40786,524954,60333
linear_regression,clang,asan,1,native,0.496564784,,7804491090,1085302213,168001,,,1,,11458825,16339248,34882,554751,46978
linear_regression,clang,asan,1,native,0.505181148,,7941538548,1111073347,239052,,,1,,11655596,13920581,41124,547500,58905
linear_regression,clang,asan,1,native,0.507356002,,7864621552,1105024891,232822,,,1,,11674503,15057708,38395,674423,62516
linear_regression,clang,asan,1,native,0.49953493,,7732986258,1082337002,170317,,,1,,11359854,15715366,40438,532991,49908
linear_regression,clang,asan,1,native,0.496476738,,7783229054,1091802533,169001,,,1,,11641461,19756326,36282,561444,47991
linear_regression,clang,asan,1,native,0.498878378,,7700516874,1081236289,170473,,,1,,11360187,16217993,36682,546682,49550
linear_regression,clang,asan,1,native,0.498799237,,7750434608,1088387236,204905,,,1,,11253995,17725414,36270,639850,48706
linear_regression,clang,asan,1,native,0.498905005,,7716035680,1078582247,172029,,,1,,11345020,14447992,37095,481362,49670
histogram,gcc,mpx,1,native,2.404499975,,21686539382,3343908699,69222,,,1,,27285658,1435863767,57075,792910,124306
histogram,gcc,mpx,1,native,2.401732265,,21737180044,3346306542,111274,,,1,,27027076,1434901814,57750,717273,117174
histogram,gcc,mpx,1,native,2.404800357,,21680934879,3344133396,60895,,,1,,27275750,1436545664,59827,972952,105543
histogram,gcc,mpx,1,native,2.404017295,,21721434208,3347359688,82424,,,1,,27121387,1437321609,53351,1017613,107162
histogram,gcc,mpx,1,native,2.40207998,,21688615271,3342409533,61177,,,1,,27166975,1436441596,58112,909431,119022
histogram,gcc,mpx,1,native,2.404730251,,21700773802,3346081470,60708,,,1,,27260834,1436772118,55930,932141,105169
histogram,gcc,mpx,1,native,2.402435383,,21668041783,3342219325,59338,,,1,,27298551,1436004368,56968,823938,112952
histogram,gcc,mpx,1,native,2.40391854,,21701357713,3345356894,67875,,,1,,27193919,1435512444,54398,784061,118166
histogram,gcc,mpx,1,native,2.402830495,,21674502040,3342368753,80938,,,1,,27167306,1435999908,63910,794968,107645
histogram,gcc,mpx,1,native,2.402128786,,21711445904,3342127665,114914,,,1,,26822496,1433480979,57316,713621,117984
string_match,gcc,mpx,1,native,5.400039298,,45309188767,7674218262,101683,,,1,,10293069,7342486552,35450,615028,96138
string_match,gcc,mpx,1,native,5.06557847,,45242426079,7661500235,146155,,,1,,10428892,7341535689,28598,758945,85267
string_match,gcc,mpx,1,native,5.072242085,,45169167312,7653393450,151154,,,1,,9730026,7341480097,31357,768747,76999
string_match,gcc,mpx,1,native,5.060285506,,45269578044,7676141546,62608,,,1,,10544181,7342983355,30605,783827,75818
string_match,gcc,mpx,1,native,5.112693317,,45266262998,7669052740,111933,,,1,,10158140,7342565915,32542,602729,86342
string_match,gcc,mpx,1,native,5.07292964,,45229531945,7659709888,154673,,,1,,9866496,7341464106,28195,773253,88932
string_match,gcc,mpx,1,native,5.106447421,,45205461745,7653811611,155264,,,1,,9855173,7339805807,29254,748663,74656
string_match,gcc,mpx,1,native,5.072771038,,45184618918,7652796982,159189,,,1,,9745645,7338238780,28484,784814,86831
string_match,gcc,mpx,1,native,5.06144258,,45260712233,7671709268,62569,,,1,,10591255,7341461104,31460,784619,86998
string_match,gcc,mpx,1,native,5.217936002,,45286294395,7674159447,60400,,,1,,10565429,7340760624,28533,730307,91648
linear_regression,gcc,mpx,1,native,1.381424218,,9552314841,1653407169,53423,,,1,,10511919,15212658,31381,538411,45361
linear_regression,gcc,mpx,1,native,1.384328684,,9548343339,1653296928,65051,,,1,,10476318,15214193,32798,541722,46542
linear_regression,gcc,mpx,1,native,1.382393957,,9540810968,1653847917,39798,,,1,,10531571,15209593,31801,541483,51552
linear_regression,gcc,mpx,1,native,1.384156296,,9521718229,1645070787,119969,,,1,,10492714,15206723,33517,522125,49218
linear_regression,gcc,mpx,1,native,1.382073942,,9541998038,1653256202,38829,,,1,,10475570,15217287,32184,533382,49661
linear_regression,gcc,mpx,1,native,1.381955513,,9528665644,1652038036,39134,,,1,,10479541,15213257,30975,522457,48547
linear_regression,gcc,mpx,1,native,1.384495571,,9520472874,1650473301,53284,,,1,,10538013,15209234,32243,531386,44837
linear_regression,gcc,mpx,1,native,1.381913866,,9533095273,1652176126,38930,,,1,,10482928,15212829,31627,542903,42663
linear_regression,gcc,mpx,1,native,1.384598903,,9513541018,1644021248,105702,,,1,,10456454,15187731,34114,545745,41547
linear_regression,gcc,mpx,1,native,1.382544969,,9545595795,1649751409,70609,,,1,,10517335,15194706,33092,523472,45952
histogram,gcc,mpx_only_write,1,native,1.081619258,,12407442443,3342794490,206305,,,1,,26037336,1438284839,59679,1182716,98261
histogram,gcc,mpx_only_write,1,native,1.082053549,,12408383613,3349820381,249388,,,1,,26004083,1436135320,63891,1276097,99677
histogram,gcc,mpx_only_write,1,native,1.081591066,,12359147063,3336075889,210988,,,1,,26144493,1438552109,59497,1201274,98606
histogram,gcc,mpx_only_write,1,native,1.082101077,,12411388385,3347416777,238802,,,1,,25996707,1433556519,64089,1254799,98093
histogram,gcc,mpx_only_write,1,native,1.081175408,,12393814196,3344173390,232190,,,1,,26097851,1441763733,60264,999813,89283
histogram,gcc,mpx_only_write,1,native,1.079875064,,12403718706,3348238853,281449,,,1,,25706530,1436571931,60232,1124329,82731
histogram,gcc,mpx_only_write,1,native,1.081933743,,12430886713,3352291902,254789,,,1,,25836962,1435909033,62880,1041602,97865
histogram,gcc,mpx_only_write,1,native,1.080574905,,12387178730,3340762447,230563,,,1,,25871071,1433308013,65184,1020398,99184
histogram,gcc,mpx_only_write,1,native,1.082139695,,12398410749,3343873269,208444,,,1,,26315375,1439176890,61184,1188475,104016
histogram,gcc,mpx_only_write,1,native,1.093085694,,12248968429,3317595938,171298,,,1,,26874140,1434301714,62131,1426630,102643
string_match,gcc,mpx_only_write,1,native,4.200209655,,39691950095,6251430834,101530,,,1,,10459459,7338121539,28874,776828,61836
string_match,gcc,mpx_only_write,1,native,4.302553977,,39650249923,6245019275,167602,,,1,,9934612,7331986463,27509,775622,73958
string_match,gcc,mpx_only_write,1,native,4.157322075,,39654483459,6239821137,76803,,,1,,10551996,7224540972,33185,599487,89554
string_match,gcc,mpx_only_write,1,native,4.142924897,,39647844308,6266772208,174131,,,1,,9854482,7304899336,19054,778977,53736
string_match,gcc,mpx_only_write,1,native,4.265940617,,39658797499,6243210827,117361,,,1,,10535087,7341071441,29227,773549,74566
string_match,gcc,mpx_only_write,1,native,4.222501197,,39745152631,6266181036,74048,,,1,,10470608,7361992865,29192,568800,94660
string_match,gcc,mpx_only_write,1,native,4.145707968,,39571235418,6247943040,173992,,,1,,9719791,7290797704,19530,783195,94909
string_match,gcc,mpx_only_write,1,native,4.184195938,,39744759037,6213501789,167975,,,1,,9688188,7459171881,34268,623044,76399
string_match,gcc,mpx_only_write,1,native,4.155554084,,39671751554,6274792774,113643,,,1,,10268936,7196053328,24295,597290,75751
string_match,gcc,mpx_only_write,1,native,4.238058587,,39606703752,6228112146,167324,,,1,,10165898,7348390463,25686,793281,73274
linear_regression,gcc,mpx_only_write,1,native,0.554200691,,3952806027,109781324,93296,,,1,,10440911,31716509,32474,496581,49023
linear_regression,gcc,mpx_only_write,1,native,0.556659868,,3916538959,100155311,172687,,,1,,9962888,31657367,29284,482759,43416
linear_regression,gcc,mpx_only_write,1,native,0.554003677,,3958521068,113062510,73532,,,1,,10437383,31727727,31821,487981,47462
linear_regression,gcc,mpx_only_write,1,native,0.556524788,,3939894634,100818352,174187,,,1,,10126462,31657694,30487,483051,45942
linear_regression,gcc,mpx_only_write,1,native,0.554106112,,3944723628,105252193,126916,,,1,,10382604,31730654,32119,500955,52741
linear_regression,gcc,mpx_only_write,1,native,0.556675867,,3943511782,103350815,151226,,,1,,10285780,31755996,31552,487188,47014
linear_regression,gcc,mpx_only_write,1,native,0.556872152,,3942965093,100941928,176709,,,1,,10127631,31666214,34050,530853,54904
linear_regression,gcc,mpx_only_write,1,native,0.554373007,,3942796920,104461947,137118,,,1,,10327207,31712667,31869,493936,49641
linear_regression,gcc,mpx_only_write,1,native,0.556292446,,3945825991,103416694,155589,,,1,,10252656,31752325,32266,495488,45666
linear_regression,gcc,mpx_only_write,1,native,0.55416902,,3947388335,107933925,109449,,,1,,10436584,31723384,32370,501742,52632
histogram,gcc,mpx_no_narrow_bounds,1,native,2.402156716,,21702494050,3345253074,89747,,,1,,27167587,1436382291,57383,818270,117790
histogram,gcc,mpx_no_narrow_bounds,1,native,2.407090263,,21659503833,3341306935,115780,,,1,,27204171,1435865676,58995,1071411,110012
histogram,gcc,mpx_no_narrow_bounds,1,native,2.403938887,,21695996717,3345616136,62990,,,1,,27270246,1437167998,60102,941708,124242
histogram,gcc,mpx_no_narrow_bounds,1,native,2.402758138,,21678469655,3341958934,60914,,,1,,27285834,1435692105,58920,905428,116960
histogram,gcc,mpx_no_narrow_bounds,1,native,2.403694823,,21699116041,3346244057,65587,,,1,,27126177,1436630637,58575,857354,116544
histogram,gcc,mpx_no_narrow_bounds,1,native,2.403275878,,21663994610,3341641311,79217,,,1,,27153586,1435683173,53699,871982,117930
histogram,gcc,mpx_no_narrow_bounds,1,native,2.402195971,,21715343054,3343113665,94639,,,1,,27051097,1433984854,58020,725018,117127
histogram,gcc,mpx_no_narrow_bounds,1,native,2.405156681,,21703995014,3344406458,73157,,,1,,27201819,1437768406,55228,972000,110715
histogram,gcc,mpx_no_narrow_bounds,1,native,2.401984628,,21707780477,3343077475,102848,,,1,,26937470,1434124659,56779,782777,124460
histogram,gcc,mpx_no_narrow_bounds,1,native,2.404979401,,21685823983,3343805202,62075,,,1,,27332656,1437417977,55793,908294,109461
string_match,gcc,mpx_no_narrow_bounds,1,native,5.070253923,,45215422534,7657179901,154175,,,1,,9805816,7342993399,27112,769658,90298
string_match,gcc,mpx_no_narrow_bounds,1,native,5.072133574,,45202634201,7658027025,150649,,,1,,9770614,7344902299,28834,799247,86830
string_match,gcc,mpx_no_narrow_bounds,1,native,5.071649255,,45229674068,7660866038,153182,,,1,,9770108,7340223837,29616,749918,81739
string_match,gcc,mpx_no_narrow_bounds,1,native,5.079651426,,45325408872,7673302831,125727,,,1,,10120138,7343233632,30886,559326,94161
string_match,gcc,mpx_no_narrow_bounds,1,native,5.068191198,,45203543023,7659156613,151705,,,1,,10260794,7342480188,29294,806034,84740
string_match,gcc,mpx_no_narrow_bounds,1,native,5.079901998,,45287573888,7671912278,117560,,,1,,10161590,7344982984,33539,619137,83676
string_match,gcc,mpx_no_narrow_bounds,1,native,5.090978589,,45316871120,7679827152,57346,,,1,,10560129,7341231933,26724,757272,80447
string_match,gcc,mpx_no_narrow_bounds,1,native,5.055680557,,45297504625,7677665368,58138,,,1,,10516066,7344692200,31370,614431,72683
string_match,gcc,mpx_no_narrow_bounds,1,native,5.151839907,,45260822426,7673049306,56105,,,1,,10559766,7340850719,30458,630756,90230
string_match,gcc,mpx_no_narrow_bounds,1,native,5.10702005,,45206829112,7657553979,152464,,,1,,9824370,7341217154,28792,810452,86145
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.381694268,,9543766036,1653576649,39089,,,1,,10499998,15207306,34887,563931,46878
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.384180744,,9515888313,1645501137,104678,,,1,,10489379,15189794,32154,529415,45534
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.382631,,9533561151,1648764836,81265,,,1,,10485514,15196203,33597,576303,46564
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.384476534,,9524679738,1646782351,99038,,,1,,10453443,15187126,32591,565276,44820
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.38202662,,9537633991,1651070448,45274,,,1,,10530540,15201407,29778,567721,49154
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.38201189,,9528764709,1651482916,37706,,,1,,10535456,15194319,33691,531857,49733
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.384594899,,9522759209,1646486538,110942,,,1,,10444171,15200548,28046,532085,48022
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.381891571,,9552284500,1650837403,62995,,,1,,10524643,15191700,33912,529767,45857
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.382512803,,9544851682,1652612021,41755,,,1,,10484073,15199124,34830,514360,49248
