name,compiler,type,threads,input,major_faults,sys_time,voluntary_context_switches,maxsize,user_time,mpxerrors,involuntary_context_switches,mpxbtnum,sgxtime,sgxmem,minor_faults,time
matrix_multiply,softbound,enabled,1,0,0,0.14,1,9704,0.09,,4,,,,304,0.24
matrix_multiply,softbound,enabled,1,1,1,0.75,1,13272,1.06,,5,,,,805,1.82
matrix_multiply,softbound,enabled,1,2,1,3.04,1,35084,8.53,,28,,,,2659,11.58
matrix_multiply,softbound,enabled,1,3,1,12.19,1,112652,67.31,,147,,,,10075,79.52
matrix_multiply,softbound,enabled,1,4,1,47.89,1,427200,537.04,,1067,,,,39738,585.0
matrix_multiply,softbound,enabled,1,0,0,0.14,1,9704,0.09,,4,,,,304,0.24
matrix_multiply,softbound,enabled,1,1,1,0.74,1,13272,1.08,,6,,,,805,1.82
matrix_multiply,softbound,enabled,1,2,1,3.04,1,35084,8.5,,27,,,,2659,11.54
matrix_multiply,softbound,enabled,1,3,1,12.08,1,112652,67.21,,152,,,,10075,79.3
matrix_multiply,softbound,enabled,1,4,1,48.25,2,427200,536.77,,1068,,,,39738,585.1
word_count,softbound,enabled,1,0,0,0.0,1,30000,9.12,,22,,,,3118,9.12
word_count,softbound,enabled,1,1,0,0.03,1,73584,36.46,,70,,,,14127,36.5
word_count,softbound,enabled,1,2,0,0.06,1,127860,176.73,,318,,,,28007,176.81
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
word_count,softbound,enabled,1,0,0,0.01,1,30000,9.1,,20,,,,3118,9.12
word_count,softbound,enabled,1,1,0,0.03,1,73584,36.44,,68,,,,14127,36.48
word_count,softbound,enabled,1,2,0,0.05,1,127860,176.76,,316,,,,28007,176.82999999999998
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
word_count,softbound,enabled,1,0,0,0.0,1,30000,9.12,,22,,,,3118,9.12
word_count,softbound,enabled,1,1,0,0.02,1,73584,36.46,,71,,,,14127,36.48
word_count,softbound,enabled,1,2,0,0.06,1,127860,176.76,,317,,,,28007,176.84
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
word_count,softbound,enabled,1,0,0,0.0,1,30000,9.11,,18,,,,3118,9.12
word_count,softbound,enabled,1,1,0,0.03,1,73584,36.45,,70,,,,14127,36.49
word_count,softbound,enabled,1,2,0,0.05,1,127860,176.77,,321,,,,28007,176.85
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
word_count,softbound,enabled,1,0,0,0.0,1,30000,9.12,,19,,,,3118,9.12
word_count,softbound,enabled,1,1,0,0.02,1,73584,36.46,,70,,,,14127,36.48
word_count,softbound,enabled,1,2,0,0.06,1,127860,176.76,,317,,,,28007,176.84
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
word_count,softbound,enabled,1,0,0,0.0,1,30000,9.11,,22,,,,3118,9.11
word_count,softbound,enabled,1,1,0,0.03,1,73584,36.45,,70,,,,14127,36.48
word_count,softbound,enabled,1,2,0,0.05,1,127860,176.76,,316,,,,28007,176.82999999999998
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
word_count,softbound,enabled,1,0,0,0.01,1,30000,9.11,,19,,,,3118,9.12
word_count,softbound,enabled,1,1,0,0.02,1,73584,36.46,,71,,,,14127,36.5
word_count,softbound,enabled,1,2,0,0.05,1,127860,176.73,,321,,,,28007,176.8
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
word_count,softbound,enabled,1,0,0,0.0,1,30000,9.11,,19,,,,3118,9.12
word_count,softbound,enabled,1,1,0,0.02,1,73584,36.46,,67,,,,14127,36.48
word_count,softbound,enabled,1,2,0,0.06,1,127860,176.79,,317,,,,28007,176.88
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
word_count,softbound,enabled,1,0,0,0.0,1,30000,9.11,,25,,,,3118,9.12
word_count,softbound,enabled,1,1,0,0.01,1,73584,36.48,,70,,,,14127,36.49
word_count,softbound,enabled,1,2,0,0.05,1,127860,176.83,,320,,,,28007,176.91
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
word_count,softbound,enabled,1,0,0,0.0,1,30000,9.1,,18,,,,3118,9.11
word_count,softbound,enabled,1,1,0,0.03,1,73584,36.45,,69,,,,14127,36.49
word_count,softbound,enabled,1,2,0,0.06,1,127860,176.71,,322,,,,28007,176.79
word_count,softbound,enabled,1,3,,,,,,,,,,,,
word_count,softbound,enabled,1,4,,,,,,,,,,,,
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.46,,3,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.03,1,85172,0.26,,3,,,,12103,0.3
kmeans,softbound,enabled,1,2,0,0.08,1,156968,0.52,,4,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.19,1,300824,0.89,,3,,,,66019,1.08
kmeans,softbound,enabled,1,4,0,0.41,1,588268,1.98,,7,,,,137907,2.39
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.45,,5,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.03,1,85172,0.27,,2,,,,12103,0.31
kmeans,softbound,enabled,1,2,0,0.06,1,156968,0.53,,2,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.22,1,300824,0.86,,7,,,,66019,1.08
kmeans,softbound,enabled,1,4,0,0.43,1,588268,1.92,,6,,,,137907,2.36
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.46,,3,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.02,1,85172,0.28,,3,,,,12103,0.31
kmeans,softbound,enabled,1,2,0,0.06,1,156968,0.54,,3,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.16,1,300824,0.9,,4,,,,66019,1.06
kmeans,softbound,enabled,1,4,0,0.45,1,588268,1.94,,7,,,,137907,2.4
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.46,,3,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.03,1,85172,0.27,,4,,,,12103,0.31
kmeans,softbound,enabled,1,2,0,0.08,1,156968,0.51,,2,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.19,1,300824,0.89,,3,,,,66019,1.08
kmeans,softbound,enabled,1,4,0,0.41,1,588268,1.98,,8,,,,137907,2.39
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.45,,2,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.02,1,85172,0.28,,3,,,,12103,0.31
kmeans,softbound,enabled,1,2,0,0.06,1,156968,0.53,,3,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.24,1,300824,0.84,,5,,,,66019,1.08
kmeans,softbound,enabled,1,4,0,0.39,1,588268,1.99,,7,,,,137907,2.39
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.46,,2,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.03,1,85172,0.27,,3,,,,12103,0.31
kmeans,softbound,enabled,1,2,0,0.08,1,156968,0.51,,4,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.18,1,300824,0.9,,5,,,,66019,1.08
kmeans,softbound,enabled,1,4,0,0.43,1,588268,1.96,,6,,,,137907,2.39
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.46,,4,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.02,1,85172,0.28,,3,,,,12103,0.31
kmeans,softbound,enabled,1,2,0,0.07,1,156968,0.53,,5,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.18,1,300824,0.9,,4,,,,66019,1.08
kmeans,softbound,enabled,1,4,0,0.41,1,588268,1.98,,5,,,,137907,2.4
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.45,,3,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.04,1,85172,0.26,,3,,,,12103,0.3
kmeans,softbound,enabled,1,2,0,0.09,1,156968,0.5,,6,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.2,1,300824,0.88,,4,,,,66019,1.08
kmeans,softbound,enabled,1,4,0,0.39,1,588268,2.0,,6,,,,137907,2.4
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.46,,5,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.02,1,85172,0.28,,2,,,,12103,0.31
kmeans,softbound,enabled,1,2,0,0.06,1,156968,0.54,,3,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.18,1,300824,0.9,,8,,,,66019,1.09
kmeans,softbound,enabled,1,4,0,0.4,1,588268,1.99,,6,,,,137907,2.4
kmeans,softbound,enabled,1,0,0,0.0,1,54552,0.46,,3,,,,4501,0.46
kmeans,softbound,enabled,1,1,0,0.01,1,85172,0.3,,3,,,,12103,0.31
kmeans,softbound,enabled,1,2,0,0.11,1,156968,0.49,,2,,,,30076,0.6
kmeans,softbound,enabled,1,3,0,0.17,1,300824,0.9,,7,,,,66019,1.08
kmeans,softbound,enabled,1,4,0,0.5,1,588268,1.89,,8,,,,137907,2.39
pca,softbound,enabled,1,0,0,0.0,1,21488,0.24,,2,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.25,,5,,,,2947,1.26
pca,softbound,enabled,1,2,0,0.0,1,43696,4.99,,16,,,,6803,5.0
pca,softbound,enabled,1,3,0,0.0,5,87716,19.96,,39,,,,17811,19.96
pca,softbound,enabled,1,4,0,0.06,2,228496,79.61,,150,,,,53003,79.68
pca,softbound,enabled,1,0,0,0.0,1,21488,0.24,,5,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.25,,4,,,,2947,1.26
pca,softbound,enabled,1,2,0,0.0,1,43696,5.0,,13,,,,6803,5.0
pca,softbound,enabled,1,3,0,0.01,1,87716,19.92,,44,,,,17808,19.94
pca,softbound,enabled,1,4,0,0.05,2,228496,79.61,,155,,,,53004,79.68
pca,softbound,enabled,1,0,0,0.0,1,21488,0.24,,2,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.26,,4,,,,2947,1.26
pca,softbound,enabled,1,2,0,0.0,1,43696,5.0,,14,,,,6803,5.0
pca,softbound,enabled,1,3,0,0.02,2,87716,19.93,,38,,,,17809,19.96
pca,softbound,enabled,1,4,0,0.06,3,228496,79.67,,146,,,,53003,79.74
pca,softbound,enabled,1,0,0,0.0,1,21488,0.24,,2,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.25,,4,,,,2947,1.26
pca,softbound,enabled,1,2,0,0.0,3,43696,5.0,,13,,,,6805,5.01
pca,softbound,enabled,1,3,0,0.01,3,87716,19.95,,38,,,,17810,19.96
pca,softbound,enabled,1,4,0,0.04,1,228496,79.62,,153,,,,53003,79.67
pca,softbound,enabled,1,0,0,0.0,1,21488,0.24,,2,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.26,,4,,,,2947,1.26
pca,softbound,enabled,1,2,0,0.01,1,43696,4.98,,14,,,,6803,5.0
pca,softbound,enabled,1,3,0,0.01,1,87716,19.92,,42,,,,17808,19.94
pca,softbound,enabled,1,4,0,0.05,3,228496,79.62,,148,,,,53004,79.68
pca,softbound,enabled,1,0,0,0.0,1,21488,0.24,,2,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.26,,5,,,,2947,1.26
pca,softbound,enabled,1,2,0,0.0,1,43696,4.99,,10,,,,6803,5.0
pca,softbound,enabled,1,3,0,0.01,4,87716,19.92,,38,,,,17809,19.94
pca,softbound,enabled,1,4,0,0.06,2,228496,79.65,,143,,,,53004,79.72
pca,softbound,enabled,1,0,0,0.0,1,21488,0.24,,3,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.26,,5,,,,2947,1.26
pca,softbound,enabled,1,2,0,0.0,4,43696,5.0,,12,,,,6806,5.0
pca,softbound,enabled,1,3,0,0.01,6,87716,19.92,,41,,,,17812,19.94
pca,softbound,enabled,1,4,0,0.06,3,228496,79.59,,146,,,,53003,79.67
pca,softbound,enabled,1,0,0,0.0,1,21488,0.24,,3,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.26,,4,,,,2947,1.26
pca,softbound,enabled,1,2,0,0.0,1,43696,5.01,,15,,,,6803,5.01
pca,softbound,enabled,1,3,0,0.01,1,87716,19.93,,40,,,,17808,19.95
pca,softbound,enabled,1,4,0,0.06,4,228496,79.6,,142,,,,53005,79.67
pca,softbound,enabled,1,0,0,0.0,1,21488,0.24,,3,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.26,,5,,,,2947,1.27
pca,softbound,enabled,1,2,0,0.0,1,43696,5.0,,11,,,,6803,5.0
pca,softbound,enabled,1,3,0,0.02,1,87716,19.92,,37,,,,17808,19.94
pca,softbound,enabled,1,4,0,0.09,5,228496,79.6,,152,,,,53006,79.7
pca,softbound,enabled,1,0,0,0.0,1,21488,0.23,,2,,,,1251,0.24
pca,softbound,enabled,1,1,0,0.0,1,28272,1.26,,4,,,,2947,1.26
pca,softbound,enabled,1,2,0,0.0,4,43696,4.99,,15,,,,6806,5.0
pca,softbound,enabled,1,3,0,0.02,3,87716,19.92,,39,,,,17809,19.94
pca,softbound,enabled,1,4,0,0.04,3,228496,79.63,,149,,,,53003,79.68
kmeans,safecode,native,1,0,0,0.0,55,19868,0.12,,56,,,,4187,0.23
kmeans,safecode,native,1,1,0,0.0,17,37164,0.09,,18,,,,7311,0.15
kmeans,safecode,native,1,2,0,0.0,15,71528,0.21,,17,,,,13851,0.28
kmeans,safecode,native,1,3,0,0.02,13,140240,0.44,,34,,,,26426,0.52
kmeans,safecode,native,1,4,0,0.04,22,277724,1.0,,92,,,,51611,1.12
kmeans,safecode,native,1,0,0,0.0,55,20088,0.12,,56,,,,4189,0.23
kmeans,safecode,native,1,1,0,0.0,17,37064,0.09,,18,,,,7311,0.15
kmeans,safecode,native,1,2,0,0.01,15,71572,0.2,,18,,,,13857,0.28
kmeans,safecode,native,1,3,0,0.02,12,140516,0.43,,27,,,,25916,0.52
kmeans,safecode,native,1,4,0,0.03,21,277844,1.02,,97,,,,51609,1.12
kmeans,safecode,native,1,0,0,0.0,55,20096,0.11,,57,,,,4701,0.23
kmeans,safecode,native,1,1,0,0.0,17,37200,0.1,,19,,,,7823,0.15
kmeans,safecode,native,1,2,0,0.02,15,75324,0.19,,17,,,,13848,0.29
kmeans,safecode,native,1,3,0,0.01,14,140376,0.44,,35,,,,26428,0.52
kmeans,safecode,native,1,4,0,0.03,21,277736,1.02,,94,,,,51612,1.12
kmeans,safecode,native,1,0,0,0.0,55,19916,0.11,,58,,,,4187,0.23
kmeans,safecode,native,1,1,0,0.0,17,41340,0.09,,18,,,,7818,0.15
kmeans,safecode,native,1,2,0,0.01,15,71592,0.19,,17,,,,13851,0.28
kmeans,safecode,native,1,3,0,0.02,12,140232,0.43,,29,,,,25915,0.52
kmeans,safecode,native,1,4,0,0.03,22,277736,1.01,,96,,,,51612,1.12
kmeans,safecode,native,1,0,0,0.0,55,19932,0.14,,56,,,,4700,0.24
kmeans,safecode,native,1,1,0,0.0,17,37056,0.09,,18,,,,7312,0.15
kmeans,safecode,native,1,2,0,0.0,15,71640,0.2,,19,,,,13343,0.28
kmeans,safecode,native,1,3,0,0.01,12,140388,0.43,,24,,,,25917,0.52
kmeans,safecode,native,1,4,0,0.03,21,277736,1.01,,97,,,,51612,1.12
kmeans,safecode,native,1,0,0,0.0,55,20068,0.11,,58,,,,4188,0.24
kmeans,safecode,native,1,1,0,0.0,17,37248,0.09,,19,,,,7821,0.15
kmeans,safecode,native,1,2,0,0.0,15,71484,0.19,,17,,,,13852,0.28
kmeans,safecode,native,1,3,0,0.02,12,140372,0.43,,27,,,,26424,0.52
kmeans,safecode,native,1,4,0,0.04,19,277780,0.99,,93,,,,51102,1.12
kmeans,safecode,native,1,0,0,0.0,55,20204,0.12,,56,,,,4193,0.24
kmeans,safecode,native,1,1,0,0.0,17,37248,0.09,,19,,,,7824,0.15
kmeans,safecode,native,1,2,0,0.0,15,71640,0.19,,17,,,,13853,0.28
kmeans,safecode,native,1,3,0,0.01,12,140324,0.44,,29,,,,26428,0.52
kmeans,safecode,native,1,4,0,0.04,21,277792,1.01,,94,,,,51099,1.13
kmeans,safecode,native,1,0,0,0.0,55,19872,0.12,,56,,,,4698,0.23
kmeans,safecode,native,1,1,0,0.0,17,37156,0.09,,19,,,,7312,0.14
kmeans,safecode,native,1,2,0,0.0,15,71424,0.2,,18,,,,13852,0.28
kmeans,safecode,native,1,3,0,0.02,12,140280,0.43,,27,,,,26428,0.52
kmeans,safecode,native,1,4,0,0.04,22,277844,1.0,,95,,,,51100,1.12
kmeans,safecode,native,1,0,0,0.0,55,20084,0.12,,57,,,,4189,0.23
kmeans,safecode,native,1,1,0,0.0,17,37156,0.09,,18,,,,7821,0.15
kmeans,safecode,native,1,2,0,0.0,15,71672,0.2,,18,,,,13853,0.28
kmeans,safecode,native,1,3,0,0.0,14,140292,0.46,,41,,,,25917,0.52
kmeans,safecode,native,1,4,0,0.04,22,281808,1.0,,92,,,,51606,1.13
kmeans,safecode,native,1,0,0,0.0,55,20116,0.12,,56,,,,4194,0.23
kmeans,safecode,native,1,1,0,0.0,17,39284,0.08,,18,,,,7826,0.15
kmeans,safecode,native,1,2,0,0.0,15,71636,0.2,,17,,,,13854,0.28
kmeans,safecode,native,1,3,0,0.02,14,140288,0.45,,43,,,,26425,0.52
kmeans,safecode,native,1,4,0,0.02,20,277740,1.01,,89,,,,51099,1.12
pca,safecode,native,1,0,0,0.0,6,7108,0.1,,32,,,,1258,0.11
pca,safecode,native,1,1,0,0.0,6,14064,0.54,,139,,,,2958,0.54
pca,safecode,native,1,2,0,0.0,4,29368,2.17,,540,,,,6813,2.18
pca,safecode,native,1,3,0,0.02,5,73492,8.65,,2158,,,,17818,8.69
pca,safecode,native,1,4,0,0.08,34,214192,34.54,,8619,,,,53040,34.64
pca,safecode,native,1,0,0,0.0,5,7176,0.1,,30,,,,1259,0.1
pca,safecode,native,1,1,0,0.0,3,13960,0.54,,137,,,,2955,0.55
pca,safecode,native,1,2,0,0.0,4,29484,2.17,,540,,,,6814,2.18
pca,safecode,native,1,3,0,0.02,40,73380,8.66,,2152,,,,17845,8.69
pca,safecode,native,1,4,0,0.07,168,214116,34.6,,8613,,,,53123,34.69
pca,safecode,native,1,0,0,0.0,4,7108,0.1,,28,,,,1259,0.1
pca,safecode,native,1,1,0,0.0,6,14064,0.54,,138,,,,2960,0.54
pca,safecode,native,1,2,0,0.0,67,29396,2.19,,540,,,,6865,2.2
pca,safecode,native,1,3,0,0.04,5,73384,8.63,,2159,,,,17822,8.68
pca,safecode,native,1,4,0,0.1,119,214144,34.55,,8616,,,,53088,34.67
pca,safecode,native,1,0,0,0.0,5,7280,0.1,,30,,,,1262,0.1
pca,safecode,native,1,1,0,0.0,5,13944,0.54,,138,,,,2957,0.55
pca,safecode,native,1,2,0,0.0,4,29396,2.18,,540,,,,6813,2.18
pca,safecode,native,1,3,0,0.02,54,73420,8.66,,2148,,,,17852,8.69
pca,safecode,native,1,4,0,0.06,137,214196,34.58,,8610,,,,53097,34.66
pca,safecode,native,1,0,0,0.0,4,7196,0.1,,28,,,,1265,0.1
pca,safecode,native,1,1,0,0.0,3,13972,0.58,,144,,,,2956,0.58
pca,safecode,native,1,2,0,0.0,4,29384,2.17,,541,,,,6811,2.18
pca,safecode,native,1,3,0,0.01,40,73340,8.66,,2155,,,,17837,8.69
pca,safecode,native,1,4,0,0.08,166,214148,34.58,,8611,,,,53109,34.68
pca,safecode,native,1,0,0,0.0,5,7004,0.1,,30,,,,1259,0.1
pca,safecode,native,1,1,0,0.0,3,14064,0.54,,137,,,,2960,0.55
pca,safecode,native,1,2,0,0.0,24,29368,2.2,,548,,,,6833,2.21
pca,safecode,native,1,3,0,0.02,5,73232,8.68,,2163,,,,17816,8.7
pca,safecode,native,1,4,0,0.07,98,214112,34.63,,8628,,,,53054,34.72
pca,safecode,native,1,0,0,0.0,5,7172,0.1,,30,,,,1261,0.1
pca,safecode,native,1,1,0,0.0,6,14052,0.54,,138,,,,2960,0.54
pca,safecode,native,1,2,0,0.0,4,29384,2.17,,540,,,,6813,2.18
pca,safecode,native,1,3,0,0.02,49,73392,8.66,,2156,,,,17847,8.7
pca,safecode,native,1,4,0,0.15,140,214176,34.52,,8618,,,,53097,34.69
pca,safecode,native,1,0,0,0.0,13,7192,0.1,,29,,,,1269,0.11
pca,safecode,native,1,1,0,0.0,5,13892,0.54,,137,,,,2956,0.54
pca,safecode,native,1,2,0,0.0,5,29396,2.18,,546,,,,6811,2.18
pca,safecode,native,1,3,0,0.02,25,73228,8.65,,2157,,,,17830,8.69
pca,safecode,native,1,4,0,0.1,117,214196,34.6,,8629,,,,53091,34.73
pca,safecode,native,1,0,0,0.0,5,7156,0.1,,30,,,,1260,0.1
pca,safecode,native,1,1,0,0.0,3,14048,0.54,,136,,,,2958,0.55
pca,safecode,native,1,2,0,0.0,4,29160,2.17,,540,,,,6813,2.18
pca,safecode,native,1,3,0,0.01,66,73340,8.67,,2152,,,,17860,8.69
pca,safecode,native,1,4,0,0.08,130,214196,34.62,,8626,,,,53091,34.71
pca,safecode,native,1,0,0,0.0,5,7068,0.1,,29,,,,1261,0.1
pca,safecode,native,1,1,0,0.0,3,13980,0.54,,138,,,,2958,0.55
pca,safecode,native,1,2,0,0.0,4,29400,2.17,,541,,,,6814,2.18
pca,safecode,native,1,3,0,0.02,37,73300,8.66,,2155,,,,17837,8.69
pca,safecode,native,1,4,0,0.12,169,214196,34.55,,8616,,,,53125,34.69
matrix_multiply,safecode,native,1,0,0,0.13,2,4104,0.02,,4,,,,315,0.17
matrix_multiply,safecode,native,1,1,0,0.74,2,9356,0.38,,83,,,,809,1.14
matrix_multiply,safecode,native,1,2,0,3.01,2,29308,5.69,,1389,,,,1137,8.72
matrix_multiply,safecode,native,1,3,0,12.18,3,108328,110.71,,27576,,,,1397,122.93
matrix_multiply,safecode,native,1,4,0,48.44,4,424696,1110.35,,277171,,,,4999,4158.94
matrix_multiply,safecode,native,1,0,0,0.13,2,3952,0.03,,3,,,,310,0.17
matrix_multiply,safecode,native,1,1,0,0.75,3,9368,0.37,,86,,,,811,1.14
matrix_multiply,safecode,native,1,2,0,3.1,2,29088,5.28,,1302,,,,1135,8.39
matrix_multiply,safecode,native,1,3,0,12.1,3,108336,110.52,,27519,,,,1906,122.66
matrix_multiply,safecode,native,1,4,0,48.81,5,424704,1110.32,,277179,,,,4998,4159.29
matrix_multiply,safecode,native,1,0,0,0.12,2,4100,0.04,,5,,,,312,0.17
matrix_multiply,safecode,native,1,1,0,0.76,2,9440,0.35,,82,,,,812,1.14
matrix_multiply,safecode,native,1,2,0,3.01,2,29196,5.28,,1287,,,,1134,8.31
matrix_multiply,safecode,native,1,3,0,12.21,3,108136,110.74,,27599,,,,1904,122.98
matrix_multiply,safecode,native,1,4,0,48.3,3,424672,1110.37,,277087,,,,5512,4158.82
matrix_multiply,safecode,native,1,0,0,0.13,2,4172,0.02,,3,,,,314,0.17
matrix_multiply,safecode,native,1,1,0,0.72,3,9304,0.4,,86,,,,815,1.14
matrix_multiply,safecode,native,1,2,0,2.99,2,29048,5.24,,1280,,,,1136,8.26
matrix_multiply,safecode,native,1,3,0,12.18,3,108344,110.82,,27603,,,,1908,123.03
matrix_multiply,safecode,native,1,4,0,48.9,6,424552,1110.69,,277285,,,,4997,4159.72
matrix_multiply,safecode,native,1,0,0,0.12,2,3968,0.03,,3,,,,310,0.17
matrix_multiply,safecode,native,1,1,0,0.78,2,9440,0.35,,86,,,,810,1.16
matrix_multiply,safecode,native,1,2,0,3.04,3,29136,5.66,,1393,,,,1136,8.72
matrix_multiply,safecode,native,1,3,0,12.1,3,108140,110.68,,27564,,,,1904,122.81
matrix_multiply,safecode,native,1,4,0,48.44,3,425568,1110.96,,277312,,,,4994,4159.55
matrix_multiply,safecode,native,1,0,0,0.12,2,4176,0.03,,3,,,,313,0.17
matrix_multiply,safecode,native,1,1,0,0.76,3,9360,0.37,,87,,,,813,1.14
matrix_multiply,safecode,native,1,2,0,3.06,2,29052,6.17,,1519,,,,1134,9.25
matrix_multiply,safecode,native,1,3,0,12.09,3,108244,111.47,,27636,,,,1907,123.6
matrix_multiply,safecode,native,1,4,0,48.67,4,424636,1111.12,,277389,,,,5508,4159.95
matrix_multiply,safecode,native,1,0,0,0.13,2,4008,0.02,,3,,,,312,0.17
matrix_multiply,safecode,native,1,1,0,0.75,2,9364,0.37,,84,,,,811,1.14
matrix_multiply,safecode,native,1,2,0,3.02,2,29044,5.26,,1288,,,,1132,8.31
matrix_multiply,safecode,native,1,3,0,12.2,2,108332,110.8,,27600,,,,1910,123.04
matrix_multiply,safecode,native,1,4,0,48.52,3,424632,1110.32,,277176,,,,4998,4158.99
matrix_multiply,safecode,native,1,0,0,0.13,2,4020,0.02,,3,,,,309,0.17
matrix_multiply,safecode,native,1,1,0,0.75,2,9472,0.37,,83,,,,812,1.14
matrix_multiply,safecode,native,1,2,0,3.05,2,29048,5.36,,1319,,,,622,8.42
matrix_multiply,safecode,native,1,3,0,12.14,2,108204,110.84,,27613,,,,1908,123.01
matrix_multiply,safecode,native,1,4,0,48.54,5,425364,1110.69,,277260,,,,4998,4159.37
matrix_multiply,safecode,native,1,0,0,0.12,2,4012,0.03,,3,,,,310,0.17
matrix_multiply,safecode,native,1,1,0,0.75,2,9308,0.37,,84,,,,815,1.15
matrix_multiply,safecode,native,1,2,0,3.02,3,29136,6.49,,1591,,,,1134,9.53
matrix_multiply,safecode,native,1,3,0,12.48,2,108252,110.88,,27615,,,,1903,123.39
matrix_multiply,safecode,native,1,4,0,48.4,6,424608,1112.2,,277612,,,,5509,4160.74
matrix_multiply,safecode,native,1,0,0,0.12,2,4128,0.04,,4,,,,312,0.17
matrix_multiply,safecode,native,1,1,0,0.76,2,9316,0.37,,86,,,,811,1.15
matrix_multiply,safecode,native,1,2,0,3.06,3,29088,5.08,,1250,,,,1132,8.15
matrix_multiply,safecode,native,1,3,0,12.15,3,108256,110.42,,27510,,,,1908,122.6
matrix_multiply,safecode,native,1,4,0,49.31,4,425044,1110.62,,277198,,,,4996,4160.08
word_count,safecode,native,1,0,0,0.0,10,15848,0.41,,110,,,,4551,0.45
word_count,safecode,native,1,1,0,0.03,12,58164,2.68,,645,,,,16591,2.75
word_count,safecode,native,1,2,0,0.04,22,111812,6.84,,1636,,,,31739,6.92
word_count,safecode,native,1,3,0,0.09,9,217064,15.85,,3779,,,,59847,15.98
word_count,safecode,native,1,4,0,0.2,12,426492,36.37,,8820,,,,115554,36.61
word_count,safecode,native,1,0,0,0.0,21,15872,0.42,,109,,,,4565,0.45
word_count,safecode,native,1,1,0,0.02,12,58348,2.7,,643,,,,16509,2.75
word_count,safecode,native,1,2,0,0.04,10,111908,6.82,,1639,,,,31614,6.91
word_count,safecode,native,1,3,0,0.09,9,216912,15.69,,3742,,,,59985,15.83
word_count,safecode,native,1,4,0,0.16,11,426496,36.11,,8740,,,,115469,36.32
word_count,safecode,native,1,0,0,0.0,15,15940,0.42,,106,,,,4504,0.45
word_count,safecode,native,1,1,0,0.01,13,58160,2.7,,644,,,,16579,2.74
word_count,safecode,native,1,2,0,0.04,24,111852,6.83,,1637,,,,31725,6.92
word_count,safecode,native,1,3,0,0.05,9,216924,15.85,,3776,,,,59988,15.95
