name,compiler,type,threads,input,major_faults,sys_time,voluntary_context_switches,maxsize,user_time,mpxerrors,involuntary_context_switches,mpxbtnum,sgxtime,sgxmem,minor_faults,time
matrix_multiply,gcc,mpx,1,0,0,0,1,4692,0,,2,,,,188,0
matrix_multiply,gcc,mpx,1,1,0,0,1,6848,0,,2,,,,187,0
matrix_multiply,gcc,mpx,1,2,0,0,1,4648,0,,2,,,,185,0
matrix_multiply,gcc,mpx,1,3,0,0,1,6688,0,,2,,,,182,0
matrix_multiply,gcc,mpx,1,4,1,47.87,4,425304,1950.04,,3545,,,,39736,10998.14
pca,icc,mpx_only_write,1,0,0,0,3,7212,0,,4,,,,227,0
pca,icc,mpx_only_write,1,1,0,0,3,5340,0,,4,,,,244,0
pca,icc,mpx_only_write,1,2,0,0,3,7176,0,,4,,,,223,0
pca,icc,mpx_only_write,1,3,0,0,3,5136,0,,3,,,,230,0
pca,icc,mpx_only_write,1,4,0,0.1,110,216768,20.1,,5006,,,,53181,20.22
word_count,icc,mpx_only_write,1,0,0,0,10,55324,1.92,,454,,,,6683,1.95
word_count,icc,mpx_only_write,1,1,0,0.05,67,100716,7.53,,1618,,,,26311,7.61
word_count,icc,mpx_only_write,1,2,0,0.05,11,186024,18.17,,4276,,,,43372,18.26
word_count,icc,mpx_only_write,1,3,0,0.07,10,311348,37.92,,8511,,,,71546,38.04
word_count,icc,mpx_only_write,1,4,0,0.29,102,550880,84.7,,20365,,,,135459,85.04
matrix_multiply,icc,mpx_only_write,1,0,0,0,2,6992,0,,3,,,,218,0
matrix_multiply,icc,mpx_only_write,1,1,0,0,2,5016,0,,3,,,,221,0
matrix_multiply,icc,mpx_only_write,1,2,0,0,2,7076,0,,3,,,,219,0
matrix_multiply,icc,mpx_only_write,1,3,0,0,2,7056,0,,3,,,,215,0
matrix_multiply,icc,mpx_only_write,1,4,0,48.04,6,426824,1103.74,,275411,,,,5019,4151.94
pca,icc,mpx,1,0,0,0,1,5088,0,,2,,,,203,0
pca,icc,mpx,1,1,0,0,1,3164,0,,2,,,,215,0
pca,icc,mpx,1,2,0,0,1,3064,0,,2,,,,197,0
pca,icc,mpx,1,3,0,0,1,5080,0,,2,,,,202,0
pca,icc,mpx,1,4,0,0.04,8,216780,41.59,,79,,,,53095,41.64
word_count,icc,mpx,1,0,0,0,1,28156,2.3,,7,,,,5554,2.31
word_count,icc,mpx,1,1,0,0.02,2,76772,8.72,,20,,,,16392,8.75
word_count,icc,mpx,1,2,0,0.02,2,129260,22.5,,44,,,,30670,22.53
word_count,icc,mpx,1,3,0,0.11,2,231200,30.82,,56,,,,58381,30.94
word_count,icc,mpx,1,4,0,0.18,2,436452,47.28,,90,,,,112850,47.47
matrix_multiply,icc,mpx,1,0,0,0,1,4880,0,,2,,,,197,0
matrix_multiply,icc,mpx,1,1,0,0,1,4880,0,,2,,,,191,0
matrix_multiply,icc,mpx,1,2,0,0,1,6884,0,,2,,,,196,0
matrix_multiply,icc,mpx,1,3,0,0,1,4912,0,,2,,,,197,0
matrix_multiply,icc,mpx,1,4,1,48,5,425376,414.49,,835,,,,39749,462.55
pca,gcc,asan_only_write,1,0,0,0.11,1,15064,0.01,,19,,,,1004,0.13
pca,gcc,asan_only_write,1,1,0,0.11,1,16568,0.02,,19,,,,1381,0.13
pca,gcc,asan_only_write,1,2,0,0.12,1,15912,0,,19,,,,1257,0.13
pca,gcc,asan_only_write,1,3,0,0.1,1,14752,0.02,,19,,,,965,0.13
pca,gcc,asan_only_write,1,4,0,0.14,73,259256,21.31,,5297,,,,66884,21.48
word_count,gcc,asan_only_write,1,0,0,0.18,3,37952,2.51,,609,,,,7891,2.73
word_count,gcc,asan_only_write,1,1,0,0.2,6,88808,9.2,,1981,,,,22551,9.44
word_count,gcc,asan_only_write,1,2,0,0.22,15,149312,21.58,,5079,,,,40773,21.85
word_count,gcc,asan_only_write,1,3,0,0.26,7,258400,44.12,,9854,,,,72470,44.43
word_count,gcc,asan_only_write,1,4,0,0.37,38,486636,91.34,,22105,,,,139092,91.76
matrix_multiply,gcc,asan_only_write,1,0,0,0.06,1,16864,0,,12,,,,677,0.06
matrix_multiply,gcc,asan_only_write,1,1,0,0.06,1,15960,0,,12,,,,972,0.06
matrix_multiply,gcc,asan_only_write,1,2,0,0.06,1,17552,0,,11,,,,839,0.06
matrix_multiply,gcc,asan_only_write,1,3,0,0.06,1,15552,0,,11,,,,859,0.06
matrix_multiply,gcc,asan_only_write,1,4,0,48.05,11,456196,1099.28,,274405,,,,18716,4147.47
pca,gcc,native,1,0,0,0,3,2976,0,,4,,,,208,0
pca,gcc,native,1,1,0,0,3,3020,0,,4,,,,220,0
pca,gcc,native,1,2,0,0,3,2940,0,,4,,,,204,0
pca,gcc,native,1,3,0,0,3,2780,0,,4,,,,208,0
pca,gcc,native,1,4,0,0.06,62,214168,21.22,,5284,,,,53038,21.3
word_count,gcc,native,1,0,0,0,15,15992,0.38,,95,,,,4561,0.39
word_count,gcc,native,1,1,0,0,12,58132,2.18,,518,,,,16588,2.21
word_count,gcc,native,1,2,0,0.05,18,111728,5.18,,1247,,,,31343,5.28
word_count,gcc,native,1,3,0,0.09,29,216888,11.25,,2685,,,,59309,11.38
word_count,gcc,native,1,4,0,0.13,13,428784,24.38,,5919,,,,114922,24.55
matrix_multiply,gcc,native,1,0,0,0,2,2892,0,,3,,,,192,0
matrix_multiply,gcc,native,1,1,0,0,2,2948,0,,3,,,,194,0
matrix_multiply,gcc,native,1,2,0,0,2,2684,0,,3,,,,190,0
matrix_multiply,gcc,native,1,3,0,0,2,2784,0,,3,,,,191,0
matrix_multiply,gcc,native,1,4,0,48.11,5,424628,1071.78,,267529,,,,4995,4120.04
pca,icc,native,1,0,0,0,3,2924,0,,4,,,,213,0
pca,icc,native,1,1,0,0,3,3124,0,,4,,,,225,0
pca,icc,native,1,2,0,0,3,2788,0,,4,,,,206,0
pca,icc,native,1,3,0,0,3,2888,0,,4,,,,213,0
pca,icc,native,1,4,0,0.06,69,214176,20.03,,4984,,,,53050,20.1
word_count,icc,native,1,0,0,0,10,16084,0.42,,110,,,,4625,0.45
word_count,icc,native,1,1,0,0.02,13,58260,2.5,,587,,,,16582,2.54
word_count,icc,native,1,2,0,0.05,13,111908,6.36,,1519,,,,31182,6.45
word_count,icc,native,1,3,0,0.08,9,217000,14.73,,3468,,,,59663,14.85
word_count,icc,native,1,4,0,0.17,9,426572,34.33,,8286,,,,115426,34.55
matrix_multiply,icc,native,1,0,0,0,2,2792,0,,3,,,,197,0
matrix_multiply,icc,native,1,1,0,0,2,2812,0,,3,,,,194,0
matrix_multiply,icc,native,1,2,0,0,2,2928,0,,3,,,,199,0
matrix_multiply,icc,native,1,3,0,0,2,2716,0,,3,,,,196,0
matrix_multiply,icc,native,1,4,0,47.86,4,424724,1106.58,,276194,,,,4999,4154.6
pca,clang,native,1,0,0,0,1,2596,0,,2,,,,174,0
pca,clang,native,1,1,0,0,1,2800,0,,1,,,,189,0
pca,clang,native,1,2,0,0,1,2568,0,,2,,,,170,0
pca,clang,native,1,3,0,0,1,2812,0,,2,,,,175,0
pca,clang,native,1,4,0,0.03,1,213980,33.4,,65,,,,52978,33.43
word_count,clang,native,1,0,0,0,1,13952,0.57,,4,,,,3303,0.58
word_count,clang,native,1,1,0,0.02,1,55984,3.08,,7,,,,14409,3.11
word_count,clang,native,1,2,0,0.04,1,108736,7.47,,16,,,,28430,7.52
word_count,clang,native,1,3,0,0.04,1,211596,13.78,,28,,,,55749,13.82
word_count,clang,native,1,4,0,0.13,1,417500,26.36,,52,,,,110389,26.5
matrix_multiply,clang,native,1,0,0,0,1,2676,0,,2,,,,167,0
matrix_multiply,clang,native,1,1,0,0,1,2724,0,,2,,,,170,0
matrix_multiply,clang,native,1,2,0,0,1,2576,0,,3,,,,165,0
matrix_multiply,clang,native,1,3,0,0,1,2676,0,,2,,,,166,0
matrix_multiply,clang,native,1,4,1,47.99,4,421536,258.62,,557,,,,39721,306.65
pca,gcc,asan,1,0,0,0,1,15368,0,,2,,,,598,0
pca,gcc,asan,1,1,0,0,1,16092,0,,2,,,,764,0
pca,gcc,asan,1,2,0,0,1,14900,0,,2,,,,471,0
pca,gcc,asan,1,3,0,0,1,16188,0,,2,,,,803,0
pca,gcc,asan,1,4,0,0.04,1,259368,95.22,,172,,,,65897,95.27
word_count,gcc,asan,1,0,0,0,1,27324,2.88,,9,,,,4189,2.88
word_count,gcc,asan,1,1,0,0.03,1,70876,10.08,,20,,,,17154,10.11
word_count,gcc,asan,1,2,0,0.05,2,123464,24.39,,47,,,,32663,24.45
word_count,gcc,asan,1,3,0,0.09,1,226152,31.43,,58,,,,63299,31.53
word_count,gcc,asan,1,4,0,0.19,1,431972,45.41,,87,,,,124406,45.61
matrix_multiply,gcc,asan,1,0,0,0,1,12384,0,,2,,,,373,0
matrix_multiply,gcc,asan,1,1,0,0,1,13800,0,,2,,,,731,0
matrix_multiply,gcc,asan,1,2,0,0,1,9416,0,,2,,,,633,0
matrix_multiply,gcc,asan,1,3,0,0,1,13300,0,,2,,,,565,0
matrix_multiply,gcc,asan,1,4,1,48.2,5,432820,734.54,,1401,,,,53336,3782.84
pca,clang,asan,1,0,0,0,1,17292,0,,2,,,,577,0
pca,clang,asan,1,1,0,0,1,17332,0,,2,,,,590,0
pca,clang,asan,1,2,0,0,1,17236,0,,2,,,,563,0
pca,clang,asan,1,3,0,0,1,17240,0,,2,,,,576,0
pca,clang,asan,1,4,0,0.04,1,260264,33.63,,64,,,,66126,33.67
word_count,clang,asan,1,0,0,0.01,1,29872,2.86,,9,,,,4372,2.88
word_count,clang,asan,1,1,0,0.03,1,73132,10.2,,24,,,,17215,10.23
word_count,clang,asan,1,2,0,0.04,1,125980,24.88,,48,,,,32914,24.93
word_count,clang,asan,1,3,0,0.07,1,226736,32.59,,63,,,,63446,32.67
word_count,clang,asan,1,4,0,0.12,1,434504,48.02,,87,,,,124512,48.14
matrix_multiply,clang,asan,1,0,0,0,1,15068,0,,2,,,,537,0
matrix_multiply,clang,asan,1,1,0,0,1,13072,0,,2,,,,537,0
matrix_multiply,clang,asan,1,2,0,0,1,17164,0,,2,,,,539,0
matrix_multiply,clang,asan,1,3,0,0,1,15008,0,,2,,,,537,0
matrix_multiply,clang,asan,1,4,1,48.26,7,436492,361.8,,812,,,,53271,410.11
pca,gcc,mpx_only_write,1,0,0,0,3,3020,0,,4,,,,222,0
pca,gcc,mpx_only_write,1,1,0,0,3,3028,0,,4,,,,232,0
pca,gcc,mpx_only_write,1,2,0,0,3,2876,0,,4,,,,214,0
pca,gcc,mpx_only_write,1,3,0,0,3,2956,0,,4,,,,220,0
pca,gcc,mpx_only_write,1,4,0,0.08,4,216524,21.29,,5309,,,,53080,21.39
word_count,gcc,mpx_only_write,1,0,0,0,10,43292,1.13,,271,,,,8796,1.15
word_count,gcc,mpx_only_write,1,1,0,0.02,12,92012,4.75,,1035,,,,23964,4.8
word_count,gcc,mpx_only_write,1,2,0,0.06,15,157912,11.28,,2651,,,,46193,11.38
word_count,gcc,mpx_only_write,1,3,0,0.11,27,282236,23.77,,5413,,,,72236,23.92
word_count,gcc,mpx_only_write,1,4,0,0.28,41,542256,56.38,,13600,,,,138460,56.7
matrix_multiply,gcc,mpx_only_write,1,0,0,0,2,6916,0,,3,,,,207,0
matrix_multiply,gcc,mpx_only_write,1,1,0,0,2,8960,0,,3,,,,212,0
matrix_multiply,gcc,mpx_only_write,1,2,0,0,2,6976,0,,3,,,,213,0
matrix_multiply,gcc,mpx_only_write,1,3,0,0,2,7052,0,,3,,,,209,0
matrix_multiply,gcc,mpx_only_write,1,4,0,47.65,8,428816,1073.18,,267840,,,,5013,4120.98
pca,gcc,mpx,1,0,0,0,1,4924,0,,2,,,,195,0
pca,gcc,mpx,1,1,0,0,1,4984,0,,2,,,,205,0
pca,gcc,mpx,1,2,0,0,1,2860,0,,2,,,,187,0
pca,gcc,mpx,1,3,0,0,1,4956,0,,2,,,,194,0
pca,gcc,mpx,1,4,0,0.01,14,218180,213.96,,384,,,,37009,214
word_count,gcc,mpx,1,0,0,0,3,29848,1.32,,5,,,,4782,1.32
word_count,gcc,mpx,1,1,0,0.02,1,70044,5.34,,12,,,,17216,5.36
word_count,gcc,mpx,1,2,0,0.07,5,128052,14.44,,27,,,,30870,14.52
word_count,gcc,mpx,1,3,0,0.12,4,233752,20.98,,41,,,,58510,21.1
word_count,gcc,mpx,1,4,0,0.17,5,438312,33.4,,63,,,,112169,33.58
matrix_multiply,gcc,mpx,1,0,0,0,1,4716,0,,2,,,,184,0
matrix_multiply,gcc,mpx,1,1,0,0,1,6740,0,,2,,,,185,0
matrix_multiply,gcc,mpx,1,2,0,0,1,6752,0,,2,,,,183,0
matrix_multiply,gcc,mpx,1,3,0,0,1,6852,0,,2,,,,192,0
matrix_multiply,gcc,mpx,1,4,1,48.25,4,425280,1949.75,,3549,,,,39737,10998.22
pca,icc,mpx_only_write,1,0,0,0,3,3116,0,,4,,,,231,0
pca,icc,mpx_only_write,1,1,0,0,3,5336,0,,4,,,,243,0
pca,icc,mpx_only_write,1,2,0,0,3,3076,0,,4,,,,224,0
pca,icc,mpx_only_write,1,3,0,0,3,3096,0,,4,,,,229,0
pca,icc,mpx_only_write,1,4,0,0.04,92,216524,20.11,,5000,,,,53123,20.17
word_count,icc,mpx_only_write,1,0,0,0.01,41,68688,1.91,,450,,,,7207,1.95
word_count,icc,mpx_only_write,1,1,0,0.01,21,121892,7.58,,1626,,,,24629,7.63
word_count,icc,mpx_only_write,1,2,0,0.05,34,178656,18.22,,4266,,,,44979,18.31
word_count,icc,mpx_only_write,1,3,0,0.12,47,317760,37.98,,8535,,,,74129,38.14
word_count,icc,mpx_only_write,1,4,0,0.23,81,549392,85.21,,20493,,,,142363,85.49
matrix_multiply,icc,mpx_only_write,1,0,0,0,2,4948,0,,3,,,,218,0
matrix_multiply,icc,mpx_only_write,1,1,0,0,2,9088,0,,3,,,,216,0
matrix_multiply,icc,mpx_only_write,1,2,0,0,2,5156,0,,3,,,,222,0
matrix_multiply,icc,mpx_only_write,1,3,0,0,2,7140,0,,3,,,,221,0
matrix_multiply,icc,mpx_only_write,1,4,0,48.22,8,428956,1104.53,,275792,,,,5530,4152.9
pca,icc,mpx,1,0,0,0,1,2996,0,,2,,,,200,0
pca,icc,mpx,1,1,0,0,1,5104,0,,2,,,,214,0
pca,icc,mpx,1,2,0,0,1,3064,0,,2,,,,196,0
pca,icc,mpx,1,3,0,0,1,5092,0,,2,,,,198,0
pca,icc,mpx,1,4,0,0.05,4,218472,41.49,,78,,,,53008,41.55
word_count,icc,mpx,1,0,0,0,1,25772,2.29,,8,,,,4240,2.3
word_count,icc,mpx,1,1,0,0.03,2,73488,8.79,,18,,,,17724,8.83
word_count,icc,mpx,1,2,0,0.06,4,131352,22.57,,43,,,,31324,22.65
word_count,icc,mpx,1,3,0,0.09,3,236264,30.62,,55,,,,58407,30.72
word_count,icc,mpx,1,4,0,0.16,2,438012,47.55,,91,,,,113645,47.72
matrix_multiply,icc,mpx,1,0,0,0,1,4940,0,,2,,,,195,0
matrix_multiply,icc,mpx,1,1,0,0,1,6888,0,,2,,,,194,0
matrix_multiply,icc,mpx,1,2,0,0,1,6884,0,,2,,,,195,0
matrix_multiply,icc,mpx,1,3,0,0,1,4868,0,,2,,,,194,0
matrix_multiply,icc,mpx,1,4,1,48.07,6,425388,414.47,,834,,,,39745,462.6
pca,gcc,asan_only_write,1,0,0,0.1,1,16520,0.02,,18,,,,1400,0.13
pca,gcc,asan_only_write,1,1,0,0.12,1,16764,0,,19,,,,1417,0.13
pca,gcc,asan_only_write,1,2,0,0.12,1,16060,0.01,,21,,,,1267,0.13
pca,gcc,asan_only_write,1,3,0,0.12,1,16816,0.01,,19,,,,939,0.13
pca,gcc,asan_only_write,1,4,0,0.14,67,258820,21.24,,5283,,,,66799,21.39
word_count,gcc,asan_only_write,1,0,0,0.16,3,37868,2.53,,608,,,,7847,2.73
word_count,gcc,asan_only_write,1,1,0,0.2,5,87916,9.22,,1983,,,,22713,9.46
word_count,gcc,asan_only_write,1,2,0,0.21,5,150132,21.66,,5097,,,,40705,21.92
word_count,gcc,asan_only_write,1,3,0,0.29,38,258176,44.18,,9878,,,,72826,44.51
word_count,gcc,asan_only_write,1,4,0,0.32,10,484992,91.32,,22093,,,,138439,91.69
matrix_multiply,gcc,asan_only_write,1,0,0,0.05,1,17312,0.01,,10,,,,799,0.06
matrix_multiply,gcc,asan_only_write,1,1,0,0.06,1,18036,0,,12,,,,945,0.06
matrix_multiply,gcc,asan_only_write,1,2,0,0.06,1,17736,0,,11,,,,892,0.06
matrix_multiply,gcc,asan_only_write,1,3,0,0.06,1,16496,0,,11,,,,1082,0.06
matrix_multiply,gcc,asan_only_write,1,4,0,47.88,9,457784,1115.56,,278319,,,,19065,4163.59
pca,gcc,native,1,0,0,0,3,2940,0,,4,,,,209,0
pca,gcc,native,1,1,0,0,3,3100,0,,4,,,,222,0
pca,gcc,native,1,2,0,0,3,2952,0,,3,,,,204,0
pca,gcc,native,1,3,0,0,3,2964,0,,4,,,,210,0
pca,gcc,native,1,4,0,0.08,40,213988,21.25,,5297,,,,53032,21.35
word_count,gcc,native,1,0,0,0,9,15996,0.37,,95,,,,4559,0.39
word_count,gcc,native,1,1,0,0.03,12,58132,2.15,,516,,,,16574,2.21
word_count,gcc,native,1,2,0,0.04,11,111788,5.19,,1245,,,,31271,5.26
word_count,gcc,native,1,3,0,0.1,18,216932,11.24,,2687,,,,59208,11.39
word_count,gcc,native,1,4,0,0.16,9,426688,24.4,,5925,,,,115186,24.6
matrix_multiply,gcc,native,1,0,0,0,2,2820,0,,3,,,,192,0
matrix_multiply,gcc,native,1,1,0,0,2,2868,0,,3,,,,192,0
matrix_multiply,gcc,native,1,2,0,0,2,2800,0,,3,,,,193,0
matrix_multiply,gcc,native,1,3,0,0,2,2872,0,,2,,,,194,0
matrix_multiply,gcc,native,1,4,0,47.78,3,424588,1072.58,,267749,,,,5507,4120.51
pca,icc,native,1,0,0,0,3,2968,0,,4,,,,212,0
pca,icc,native,1,1,0,0,3,3124,0,,3,,,,227,0
pca,icc,native,1,2,0,0,3,2740,0,,3,,,,207,0
pca,icc,native,1,3,0,0,3,2964,0,,4,,,,211,0
pca,icc,native,1,4,0,0.07,28,214172,20.02,,4989,,,,53026,20.1
word_count,icc,native,1,0,0,0,16,16068,0.43,,103,,,,4613,0.45
word_count,icc,native,1,1,0,0.02,12,58368,2.49,,585,,,,16505,2.54
word_count,icc,native,1,2,0,0.01,27,111784,6.4,,1526,,,,31760,6.45
word_count,icc,native,1,3,0,0.08,12,217144,14.68,,3456,,,,59242,14.8
word_count,icc,native,1,4,0,0.22,13,430716,34.18,,8271,,,,115206,34.44
matrix_multiply,icc,native,1,0,0,0,2,2780,0,,3,,,,197,0
matrix_multiply,icc,native,1,1,0,0,2,2824,0,,3,,,,195,0
matrix_multiply,icc,native,1,2,0,0,2,2788,0,,3,,,,196,0
matrix_multiply,icc,native,1,3,0,0,2,2888,0,,3,,,,194,0
matrix_multiply,icc,native,1,4,0,47.55,3,424700,1107.44,,276404,,,,5510,4155.14
pca,clang,native,1,0,0,0,1,2772,0,,2,,,,174,0
pca,clang,native,1,1,0,0,1,2644,0,,2,,,,186,0
pca,clang,native,1,2,0,0,1,2676,0,,2,,,,169,0
pca,clang,native,1,3,0,0,1,2764,0,,2,,,,178,0
pca,clang,native,1,4,0,0.03,1,213928,33.4,,66,,,,52981,33.44
word_count,clang,native,1,0,0,0,1,13948,0.58,,2,,,,3306,0.58
word_count,clang,native,1,1,0,0.01,1,56084,3.12,,8,,,,14406,3.13
word_count,clang,native,1,2,0,0.02,1,108724,7.48,,17,,,,28429,7.52
word_count,clang,native,1,3,0,0.06,1,211596,13.79,,28,,,,55750,13.86
word_count,clang,native,1,4,0,0.17,1,417420,26.35,,49,,,,110386,26.53
matrix_multiply,clang,native,1,0,0,0,1,2728,0,,2,,,,168,0
matrix_multiply,clang,native,1,1,0,0,1,2680,0,,2,,,,169,0
matrix_multiply,clang,native,1,2,0,0,1,2576,0,,2,,,,166,0
matrix_multiply,clang,native,1,3,0,0,1,2672,0,,2,,,,169,0
matrix_multiply,clang,native,1,4,1,47.96,5,421576,258.56,,554,,,,39716,306.56
pca,gcc,asan,1,0,0,0,1,15904,0,,2,,,,760,0
pca,gcc,asan,1,1,0,0,1,12100,0,,2,,,,791,0
pca,gcc,asan,1,2,0,0,1,12436,0,,2,,,,371,0
pca,gcc,asan,1,3,0,0,1,13324,0,,2,,,,595,0
pca,gcc,asan,1,4,0,0.07,1,253556,95.13,,175,,,,65994,95.22
word_count,gcc,asan,1,0,0,0,1,28824,2.88,,7,,,,4594,2.89
word_count,gcc,asan,1,1,0,0.01,1,71304,10.12,,21,,,,17241,10.13
word_count,gcc,asan,1,2,0,0.02,1,123832,24.53,,48,,,,32888,24.56
word_count,gcc,asan,1,3,0,0.07,1,226192,31.4,,63,,,,63306,31.48
word_count,gcc,asan,1,4,0,0.21,1,434004,45.32,,85,,,,124390,45.54
matrix_multiply,gcc,asan,1,0,0,0,1,13884,0,,2,,,,742,0
matrix_multiply,gcc,asan,1,1,0,0,1,10368,0,,3,,,,361,0
matrix_multiply,gcc,asan,1,2,0,0,1,14300,0,,2,,,,316,0
matrix_multiply,gcc,asan,1,3,0,0,1,12736,0,,3,,,,441,0
matrix_multiply,gcc,asan,1,4,1,48.54,6,434104,734.98,,1403,,,,53190,3783.61
pca,clang,asan,1,0,0,0,1,17248,0,,2,,,,577,0
pca,clang,asan,1,1,0,0,1,17240,0,,2,,,,590,0
pca,clang,asan,1,2,0,0,1,17148,0,,2,,,,564,0
pca,clang,asan,1,3,0,0,1,17268,0,,2,,,,577,0
pca,clang,asan,1,4,0,0.04,1,260224,33.62,,69,,,,66126,33.66
word_count,clang,asan,1,0,0,0,1,29924,2.88,,8,,,,4371,2.88
word_count,clang,asan,1,1,0,0,1,72992,10.23,,20,,,,17216,10.24
word_count,clang,asan,1,2,0,0.04,1,125828,24.88,,49,,,,32915,24.93
word_count,clang,asan,1,3,0,0.07,1,228708,32.57,,66,,,,63444,32.65
word_count,clang,asan,1,4,0,0.17,1,434480,47.96,,89,,,,124514,48.14
matrix_multiply,clang,asan,1,0,0,0,1,13100,0,,1,,,,534,0
matrix_multiply,clang,asan,1,1,0,0,1,15088,0,,2,,,,536,0
matrix_multiply,clang,asan,1,2,0,0,1,15020,0,,2,,,,536,0
matrix_multiply,clang,asan,1,3,0,0,1,15036,0,,1,,,,536,0
matrix_multiply,clang,asan,1,4,1,48.41,7,436544,361.69,,810,,,,53271,410.15
pca,gcc,mpx_only_write,1,0,0,0,3,5040,0,,3,,,,222,0
pca,gcc,mpx_only_write,1,1,0,0,3,2940,0,,4,,,,235,0
pca,gcc,mpx_only_write,1,2,0,0,3,5000,0,,4,,,,215,0
pca,gcc,mpx_only_write,1,3,0,0,3,2956,0,,4,,,,221,0
pca,gcc,mpx_only_write,1,4,0,0.08,7,218252,21.28,,5310,,,,53026,21.38
word_count,gcc,mpx_only_write,1,0,0,0,10,38100,1.13,,271,,,,7808,1.15
word_count,gcc,mpx_only_write,1,1,0,0.03,40,92896,4.74,,1034,,,,24457,4.8
word_count,gcc,mpx_only_write,1,2,0,0.07,11,158504,11.24,,2640,,,,43279,11.35
word_count,gcc,mpx_only_write,1,3,0,0.14,11,290064,24.04,,5496,,,,74615,24.23
word_count,gcc,mpx_only_write,1,4,0,0.28,10,534704,56.68,,13691,,,,140253,57
matrix_multiply,gcc,mpx_only_write,1,0,0,0,2,6960,0,,3,,,,211,0
matrix_multiply,gcc,mpx_only_write,1,1,0,0,2,8980,0,,3,,,,206,0
matrix_multiply,gcc,mpx_only_write,1,2,0,0,2,6920,0,,2,,,,209,0
matrix_multiply,gcc,mpx_only_write,1,3,0,0,2,9868,0,,3,,,,209,0
matrix_multiply,gcc,mpx_only_write,1,4,0,48.06,5,428808,1073.26,,267860,,,,5015,4121.47
pca,gcc,mpx,1,0,0,0,1,4972,0,,1,,,,190,0
pca,gcc,mpx,1,1,0,0,1,5020,0,,1,,,,205,0
pca,gcc,mpx,1,2,0,0,1,4900,0,,2,,,,184,0
pca,gcc,mpx,1,3,0,0,1,4968,0,,2,,,,191,0
pca,gcc,mpx,1,4,0,0.05,12,218192,214.01,,385,,,,38751,214.09
word_count,gcc,mpx,1,0,0,0,1,25008,1.32,,4,,,,3773,1.32
word_count,gcc,mpx,1,1,0,0.03,1,67380,5.31,,11,,,,16683,5.35
word_count,gcc,mpx,1,2,0,0.08,3,127012,14.6,,28,,,,31805,14.68
word_count,gcc,mpx,1,3,0,0.11,3,233644,21.02,,39,,,,57579,21.13
word_count,gcc,mpx,1,4,0,0.2,4,442120,33.36,,66,,,,112529,33.57
matrix_multiply,gcc,mpx,1,0,0,0,1,4676,0,,2,,,,184,0
matrix_multiply,gcc,mpx,1,1,0,0,1,4736,0,,2,,,,183,0
matrix_multiply,gcc,mpx,1,2,0,0,1,4696,0,,2,,,,185,0
matrix_multiply,gcc,mpx,1,3,0,0,1,6764,0,,2,,,,186,0
matrix_multiply,gcc,mpx,1,4,1,48.05,4,425376,1949.9,,3547,,,,39735,10998.18
pca,icc,mpx_only_write,1,0,0,0,3,5184,0,,4,,,,228,0
pca,icc,mpx_only_write,1,1,0,0,3,3168,0,,4,,,,242,0
pca,icc,mpx_only_write,1,2,0,0,3,5128,0,,4,,,,223,0
pca,icc,mpx_only_write,1,3,0,0,3,3120,0,,4,,,,231,0
pca,icc,mpx_only_write,1,4,0,0.08,74,216688,20.1,,5006,,,,53111,20.2
word_count,icc,mpx_only_write,1,0,0,0,10,69176,1.92,,454,,,,6873,1.95
word_count,icc,mpx_only_write,1,1,0,0.02,34,119704,7.52,,1620,,,,22649,7.58
word_count,icc,mpx_only_write,1,2,0,0.07,12,188348,18.16,,4272,,,,43366,18.27
word_count,icc,mpx_only_write,1,3,0,0.11,62,308456,37.92,,8523,,,,76146,38.07
word_count,icc,mpx_only_write,1,4,0,0.2,18,561076,85.4,,20577,,,,140103,85.66
matrix_multiply,icc,mpx_only_write,1,0,0,0,2,9108,0,,3,,,,214,0
matrix_multiply,icc,mpx_only_write,1,1,0,0,2,5156,0,,3,,,,221,0
matrix_multiply,icc,mpx_only_write,1,2,0,0,2,7148,0,,3,,,,223,0
matrix_multiply,icc,mpx_only_write,1,3,0,0,2,7188,0,,3,,,,221,0
matrix_multiply,icc,mpx_only_write,1,4,0,47.86,4,429000,1104.67,,275756,,,,5023,4152.68
pca,icc,mpx,1,0,0,0,1,5040,0,,2,,,,197,0
pca,icc,mpx,1,1,0,0,1,5096,0,,2,,,,215,0
pca,icc,mpx,1,2,0,0,1,3096,0,,2,,,,198,0
pca,icc,mpx,1,3,0,0,1,5128,0,,2,,,,204,0
pca,icc,mpx,1,4,0,0.04,11,218384,41.55,,81,,,,53006,41.6
word_count,icc,mpx,1,0,0,0,1,24584,2.29,,6,,,,4173,2.29
word_count,icc,mpx,1,1,0,0.02,3,77720,8.78,,18,,,,16910,8.81
word_count,icc,mpx,1,2,0,0.06,3,133260,22.38,,43,,,,30932,22.44
word_count,icc,mpx,1,3,0,0.12,5,230312,30.58,,60,,,,58303,30.71
word_count,icc,mpx,1,4,0,0.15,3,438100,46.53,,88,,,,111860,46.69
matrix_multiply,icc,mpx,1,0,0,0,1,6956,0,,2,,,,193,0
matrix_multiply,icc,mpx,1,1,0,0,1,4864,0,,2,,,,194,0
matrix_multiply,icc,mpx,1,2,0,0,1,6884,0,,2,,,,193,0
matrix_multiply,icc,mpx,1,3,0,0,1,6892,0,,2,,,,197,0
