name,compiler,type,threads,input,dtlb_loads,major_faults,mpxerrors,minor_faults,dtlb_store_misses,branch_misses,branch_instructions,dtlb_load_misses,mpxbtnum,time,cycles,dtlb_stores,sgxmem,instructions,sgxtime
pca,gcc,asan_only_write,4,native,7166739840,0,,26794,4606234,4989526,3672320349,6069803,,1.682750951,23099506497,230965694,,58713394363,
pca,gcc,asan_only_write,8,native,7117048410,0,,28581,4553357,5055443,3631423461,8542862,,1.334538906,35584462042,177954330,,58631244856,
linear_regression,gcc,asan_only_write,2,native,734283562,0,,9246,1123,133483,411654910,52831,,0.295664266,1980857640,1499658988,,6735217789,
linear_regression,gcc,asan_only_write,4,native,745647954,0,,9386,1707,140727,386073673,97499,,0.170225975,1944818107,1457905189,,6483788500,
linear_regression,gcc,asan_only_write,8,native,611317005,0,,9398,1681,144930,317282447,62171,,0.144461698,3232931762,1426918160,,6318666622,
histogram,gcc,asan_only_write,2,native,4310231006,0,,22233,2064,148305,3309243164,85984,,0.767790564,5542914277,1452632144,,22863046392,
histogram,gcc,asan_only_write,4,native,4343842876,0,,22396,1716,175336,3336726411,128328,,0.47262313,5533353384,1474080167,,22868190609,
histogram,gcc,asan_only_write,8,native,4314862193,0,,22194,1998,167615,3353720700,116824,,0.415338788,10341014965,1444261683,,23299694685,
matrix_multiply,gcc,asan_only_write,2,native,12266969220,0,,2590,364597,2525970,4797865898,897799130,,5.494746363,29379809260,4003628307,,38911666148,
matrix_multiply,gcc,asan_only_write,4,native,12325139270,0,,3093,439615,2547216,4830073779,785430945,,4.346767129,28238250915,4070810633,,39171199816,
matrix_multiply,gcc,asan_only_write,8,native,12219587953,0,,2802,684029,2611367,4733510351,3283530911,,6.593204401,106659916685,3951611628,,38651576775,
word_count,gcc,asan_only_write,2,native,63651651059,0,,41017,103103,235960817,63809253800,14051369,,11.017870993,82233332004,57278191148,,317997915756,
word_count,gcc,asan_only_write,4,native,63810764455,0,,41193,95001,228684377,63683687543,11581607,,6.278981155,81669926936,57314500815,,316122348315,
word_count,gcc,asan_only_write,8,native,63812538609,0,,41054,148063,255084792,63872649281,31001010,,6.346651511,153142425043,56858300405,,316964025253,
string_match,gcc,native,2,native,4022935373,0,,8462,837,67810501,5262163037,112679,,2.182816525,16189196919,1252411679,,30953784071,
string_match,gcc,native,4,native,4020534091,0,,8461,653,66621098,5264914228,104957,,1.189936352,16249590315,1249071812,,31044421841,
string_match,gcc,native,8,native,4040652856,0,,8460,483,66014429,5277199539,116266,,0.890085006,24191595868,1247733687,,31043958022,
kmeans,gcc,native,2,native,8099207109,0,,2816,1756,49404474,3713208324,485723,,1.683577263,2320341507,125210475,,6992070750,
kmeans,gcc,native,4,native,8115972358,0,,2818,0,62536477,10404548783,735512,,0.983700023,9697116,65979629,,22764573890,
kmeans,gcc,native,8,native,6563458709,0,,2818,13404,49856483,9138214847,5094377,,0.836459061,6673767916,112014641,,23275468759,
pca,gcc,native,2,native,7075264278,0,,17856,4246270,5124645,3719570828,632849,,2.611163463,19224885826,128053349,,59329398022,
pca,gcc,native,4,native,7069823186,0,,19555,4442180,4940202,3523808101,1028350,,1.55622049,21447429997,129740670,,57421518060,
pca,gcc,native,8,native,7025597910,0,,24133,4523968,4989455,3566082215,4139398,,1.261375377,33460559251,133539514,,58288395852,
linear_regression,gcc,native,2,native,112660584,0,,8445,248,136524,32526575,56776,,0.293440722,2104279512,26804095,,3822981390,
linear_regression,gcc,native,4,native,111766653,0,,8444,251,143443,38834598,44964,,0.176553219,2026898489,23723084,,3919577673,
linear_regression,gcc,native,8,native,113020968,0,,8445,393,135396,38561104,47340,,0.134913668,2824757993,23429931,,3979849149,
histogram,gcc,native,2,native,2845148159,0,,21633,787,100275,498521179,247822,,0.400824623,2737401916,1418392826,,5137834240,
histogram,gcc,native,4,native,2821790072,0,,21632,712,97164,507653421,151949,,0.241429499,2700313219,1409313576,,5287552675,
histogram,gcc,native,8,native,2805312194,0,,21633,1037,107833,510785981,108033,,0.222963375,4685279870,1424233422,,5339943421,
matrix_multiply,gcc,native,2,native,11994198960,0,,1139,391614,2496007,4590604426,942661921,,6.732609423,35163860285,3879679088,,38008224591,
matrix_multiply,gcc,native,4,native,12038947166,0,,1388,428924,2518571,4579061418,945036542,,4.873386461,36054727040,3882878313,,37899355670,
matrix_multiply,gcc,native,8,native,12048604237,0,,1227,165058,2516235,4593231236,3369611599,,6.35682997,103958848487,3880544885,,38008142220,
word_count,gcc,native,2,native,4381124589,0,,32223,77342,213873657,3207732611,10511119,,2.679300097,19566346958,2270382692,,18550877359,
word_count,gcc,native,4,native,4364290159,0,,32222,75322,216645228,3209096216,9749497,,1.561886373,20105427363,2293825385,,18536708161,
word_count,gcc,native,8,native,4390187835,0,,32204,148895,221907291,3199464580,32701850,,1.303927137,30789813912,2346779872,,18281190545,
string_match,icc,native,2,native,2646814746,0,,8466,1072,63389292,5129244193,59915,,1.629239222,12097810259,7589445227,,25634196240,
string_match,icc,native,4,native,2640526164,0,,8468,654,63543003,5149532647,56392,,0.87874141,12104111059,7590777853,,25737824233,
string_match,icc,native,8,native,2661478872,0,,8466,487,60444527,5142781809,81131,,0.705234098,19161845522,7613130681,,25669836223,
kmeans,icc,native,2,native,6718225552,0,,2825,9804,7969744,1943668874,478197,,1.681476327,4722815893,122260061,,14412237243,
kmeans,icc,native,4,native,5404014449,0,,2822,9407,15708308,8293529808,413410,,0.981782143,6939206774,60471462,,34973121944,
kmeans,icc,native,8,native,4080338780,0,,2824,21222,12713693,7281666118,4646720,,0.857947323,16722015691,110815780,,35162493406,
pca,icc,native,2,native,7362912710,0,,17871,4140786,5185001,3587203188,2486763,,2.535754342,18624667059,105687526,,52774325573,
pca,icc,native,4,native,7048478660,0,,19667,4419525,5006580,3577853387,2265830,,1.480767518,20340024485,108543286,,54391908848,
pca,icc,native,8,native,6976961346,0,,24186,4532379,5027343,3567735051,4079052,,1.16813096,30825209806,104018184,,54593380159,
linear_regression,icc,native,2,native,562042708,0,,8452,343,77217,265851989,77302,,0.19368651,1282674321,8086350,,4503827269,
linear_regression,icc,native,4,native,556686776,0,,8450,295,69547,273058493,45120,,0.110688775,1114206627,6897931,,4525425150,
linear_regression,icc,native,8,native,537396606,0,,8449,248,80782,294785641,51189,,0.106795253,2392439579,6725588,,5270865028,
histogram,icc,native,2,native,2836346638,0,,21637,690,93919,500135496,84387,,0.38245486,2536782028,1428458609,,4232040345,
histogram,icc,native,4,native,2798868277,0,,21639,692,97679,507674452,81967,,0.227783417,2615660807,1409923075,,4398964043,
histogram,icc,native,8,native,2822530895,0,,21636,993,105222,503725849,106088,,0.21943368,4439032294,1423675404,,4397977370,
matrix_multiply,icc,native,2,native,12854233715,0,,1143,401549,2488028,5439654317,903418382,,5.785118362,31553629624,3852701520,,41268794829,
matrix_multiply,icc,native,4,native,12850120919,0,,849,116202,2480928,5411842840,770519759,,4.435559871,29647631815,3858650365,,41198307542,
matrix_multiply,icc,native,8,native,12875481959,0,,1134,138727,2502816,5440731278,3246698490,,6.38556902,102207624946,3848923756,,41321545310,
word_count,icc,native,2,native,7393139407,0,,31993,52392,171208630,2500995325,5773148,,3.128224863,22826829785,3702176875,,20192476263,
word_count,icc,native,4,native,7440499972,0,,32186,50430,170515500,2500255123,5037136,,1.811719227,23973437681,3653529746,,20374092498,
word_count,icc,native,8,native,7422018329,0,,32330,69387,182997263,2507969331,18633119,,1.714231283,37884916546,3684060098,,20576641099,
string_match,gcc,mpx_only_write,2,native,8461083190,0,,8476,766,68432565,9710011567,74923,,2.571648807,19079568934,7701182531,,46043183505,
string_match,gcc,mpx_only_write,4,native,8481617794,0,,8476,501,68345146,9709338151,82077,,1.455284654,19164212191,7700043949,,45971416553,
string_match,gcc,mpx_only_write,8,native,8481534732,0,,8476,708,68447365,9700439433,80877,,1.254756207,34714809827,7724533476,,46104358185,
kmeans,gcc,mpx_only_write,2,native,9127908677,0,,3306,538,61968848,7593769905,431839,,1.796438464,622326961,102572415,,5125347472,
kmeans,gcc,mpx_only_write,4,native,4945564417,0,,3239,16510,44768292,9429141472,272913,,0.999796535,11054894673,70658486,,36973728142,
kmeans,gcc,mpx_only_write,8,native,6813905878,0,,3144,18674,32961255,6465330434,5293245,,0.881357128,13332209017,143098904,,26496599632,
pca,gcc,mpx_only_write,2,native,7281720166,0,,17925,4247199,5141276,3599400106,1177909,,2.658984674,19612786333,150043297,,56571875130,
pca,gcc,mpx_only_write,4,native,7127376204,0,,18720,4409284,4982431,3550097245,2192346,,1.63684612,22344207454,157662067,,57785425100,
pca,gcc,mpx_only_write,8,native,7016882372,0,,23765,4534099,5024284,3554920162,4063317,,1.277057385,33909254224,151547637,,58346810743,
linear_regression,gcc,mpx_only_write,2,native,4695459296,0,,8456,263,96946,276242843,48593,,0.584332972,4080701281,1378966982,,10211622643,
linear_regression,gcc,mpx_only_write,4,native,4228666346,0,,8456,260,145392,319175869,65340,,0.884884735,11456764936,1227267245,,12325930268,
linear_regression,gcc,mpx_only_write,8,native,4659872202,0,,8458,445,193073,292355888,95959,,1.87160039,43809541731,1381344273,,10789175560,
histogram,gcc,mpx_only_write,2,native,5140941956,0,,21653,585,122186,511347964,83938,,0.67475493,4718897997,1410322332,,13784379069,
histogram,gcc,mpx_only_write,4,native,5252208712,0,,21651,546,130361,506493436,81140,,0.415071391,5342770371,1414627918,,13401146692,
histogram,gcc,mpx_only_write,8,native,5179266807,0,,21649,879,155799,510266663,103210,,0.534272226,10087087265,1417173561,,13799318011,
matrix_multiply,gcc,mpx_only_write,2,native,12001325910,0,,1164,353982,2499176,4602208562,994824702,,6.688821577,36545835746,3848306927,,38101810336,
matrix_multiply,gcc,mpx_only_write,4,native,12037275485,0,,1385,376172,2521085,4576635702,977187529,,4.85082344,35833376534,3893933520,,37987768877,
matrix_multiply,gcc,mpx_only_write,8,native,12062086996,0,,1639,686385,2539713,4585360638,3366159587,,6.350240943,103994371420,3878634574,,37985470037,
word_count,gcc,mpx_only_write,2,native,11729887545,0,,41874,486297,214647030,4838986717,18448602,,6.024003968,43302734751,9129747085,,40225608101,
word_count,gcc,mpx_only_write,4,native,11749689139,0,,44242,374856,220319442,4868043620,20428038,,5.893028638,55005024105,9188246789,,39886425911,
word_count,gcc,mpx_only_write,8,native,11836948027,0,,44335,881442,224688182,4939405971,54873033,,10.418951062,127285761805,9160859377,,40314271811,
string_match,icc,mpx_only_write,2,native,11615285997,0,,8494,824,67791865,12159978715,77097,,2.43365836,18063402206,6665339704,,52816897670,
string_match,icc,mpx_only_write,4,native,11645938607,0,,8491,1026,68232256,12141464557,79517,,1.367401484,17967764957,6619625336,,52582976913,
string_match,icc,mpx_only_write,8,native,11654109320,0,,8494,609,68733180,12150741790,85574,,1.098761052,29990528540,6676684215,,52462272556,
kmeans,icc,mpx_only_write,2,native,5773668390,0,,4028,13543,14128556,6186143600,498912,,1.746335382,5262927913,103544566,,20187902972,
kmeans,icc,mpx_only_write,4,native,5346077008,0,,4140,16901,14606049,6614090325,567815,,1.054029507,7179180023,97354762,,29214950308,
kmeans,icc,mpx_only_write,8,native,6268821625,0,,3898,28382,17829169,9589227717,2554731,,0.981157914,16325122514,77340578,,39569148138,
pca,icc,mpx_only_write,2,native,7070808499,0,,17866,4431153,5033619,3560243392,725538,,2.486277105,18318920106,107429895,,54291969374,
pca,icc,mpx_only_write,4,native,6966699968,0,,19206,4489412,4911663,3527701633,986193,,1.560264283,21338668075,105624032,,54473344688,
pca,icc,mpx_only_write,8,native,6981199450,0,,23701,4530551,5008989,3565012619,3845951,,1.182448625,31102304849,109213630,,54837687676,
linear_regression,icc,mpx_only_write,2,native,543971496,0,,8469,304,79627,282939348,60677,,0.197379892,1313570388,6708499,,4928237293,
linear_regression,icc,mpx_only_write,4,native,549753370,0,,8468,370,78005,270094769,56656,,0.125464367,1327572638,11142795,,4781441292,
linear_regression,icc,mpx_only_write,8,native,568254653,0,,8468,340,87851,288369483,53029,,0.104687937,2371392922,6603703,,4993590472,
histogram,icc,mpx_only_write,2,native,2807645362,0,,21656,706,106795,500617499,131202,,0.517843026,3545938523,1428348387,,9763341316,
histogram,icc,mpx_only_write,4,native,2811005246,0,,21656,666,112888,508685037,143573,,0.312910022,3592020105,1424012734,,9986791769,
histogram,icc,mpx_only_write,8,native,2881345877,0,,21660,1064,121860,513623289,107222,,0.294229617,6312902621,1406182715,,10050526161,
matrix_multiply,icc,mpx_only_write,2,native,12850539668,0,,1171,512022,2496682,5436931382,806507376,,5.847424528,31347011014,3823142401,,41276317893,
matrix_multiply,icc,mpx_only_write,4,native,12836266315,0,,1419,365437,2522653,5432806804,1184469401,,4.822575999,34519828387,3856348500,,41237479216,
matrix_multiply,icc,mpx_only_write,8,native,12895959748,0,,1252,162363,2552065,5447206081,3369545468,,6.436285212,105374294557,3840231485,,41273266777,
word_count,icc,mpx_only_write,2,native,23764028818,0,,40666,170710,153882456,5848891111,10756916,,9.263647907,68176867751,14291489973,,63971088385,
word_count,icc,mpx_only_write,4,native,23857549011,0,,45805,118668,157373075,5952243051,11708147,,7.01589903,80184105277,14280145308,,64112265385,
word_count,icc,mpx_only_write,8,native,23933429663,0,,47356,199346,160465357,5988019997,36514512,,10.736973713,189389453934,14360703923,,64179083948,
string_match,gcc,asan_only_write,2,native,16334766718,0,,9288,1151,84691499,18227773601,100963,,3.704299103,27549627638,7147998576,,84448280141,
string_match,gcc,asan_only_write,4,native,16401196757,0,,9114,1907,84548820,18279369552,105701,,1.968082722,27838152686,7193758988,,84986553677,
string_match,gcc,asan_only_write,8,native,16340358011,0,,9009,1361,84918010,18230759074,102083,,1.755564949,49202990791,7134233259,,84639520528,
kmeans,gcc,asan_only_write,2,native,12259787568,0,,55153,153598,53526748,12383771508,441587,,3.156968522,17042362487,3171407877,,47380613969,
kmeans,gcc,asan_only_write,4,native,8158935462,0,,55561,154278,54343540,10073886984,941928,,1.382037818,10656874679,1008292040,,34131117713,
kmeans,gcc,asan_only_write,8,native,7563056603,0,,55487,165242,53213765,9651456922,4190774,,1.170313123,15140609342,684897637,,31550972112,
pca,gcc,asan_only_write,2,native,7169002427,0,,26217,4448129,5028107,3856193206,7246522,,2.962477477,21492037283,271584568,,60207976698,
pca,gcc,asan_only_write,4,native,7380430540,0,,26748,4399231,5060317,3715377402,5651489,,1.737315563,23937367440,274912286,,58298991239,
pca,gcc,asan_only_write,8,native,7109548303,0,,30470,4568925,5042443,3640089293,8653637,,1.337479525,35615211884,190560134,,58680726247,
linear_regression,gcc,asan_only_write,2,native,605717648,0,,8990,1470,113559,330781727,44577,,0.258565494,1800399577,1396032103,,6124329701,
linear_regression,gcc,asan_only_write,4,native,773436074,0,,9371,1015,150277,412128542,121893,,0.18928817,2044919692,1431575168,,6802105142,
linear_regression,gcc,asan_only_write,8,native,633513847,0,,9043,813,132344,322178536,62382,,0.159187452,3068518003,1417101026,,6374316591,
histogram,gcc,asan_only_write,2,native,4414655902,0,,22150,2272,157582,3395622949,221472,,0.810215973,5641839011,1524103970,,23249075068,
histogram,gcc,asan_only_write,4,native,4366769722,0,,22536,1518,174818,3367421326,128522,,0.445112656,5539599463,1504910633,,23109494117,
histogram,gcc,asan_only_write,8,native,4318214992,0,,22471,1941,168700,3340878705,113570,,0.427304283,10240215142,1464564621,,23075529422,
matrix_multiply,gcc,asan_only_write,2,native,12475058696,0,,2238,84837,2541872,4873527294,747675501,,5.369548271,28398787932,4108305858,,39275617806,
matrix_multiply,gcc,asan_only_write,4,native,12292832268,0,,2633,366514,2557565,4810587677,923239087,,4.418282147,29775469809,3995212093,,38949654985,
matrix_multiply,gcc,asan_only_write,8,native,12200168588,0,,2674,649360,2613099,4728908000,3145707181,,6.541618907,102440322199,3943392421,,38615269238,
word_count,gcc,asan_only_write,2,native,63945480821,0,,41081,102483,232949220,63376126728,12878044,,11.28222672,81966504950,57515250411,,316148630455,
word_count,gcc,asan_only_write,4,native,63789847807,0,,40917,106369,226094523,63906412960,12523421,,6.185723557,81851525229,56994225121,,317425171809,
word_count,gcc,asan_only_write,8,native,63611422157,0,,40945,157990,248680388,63897855360,31124966,,6.200261142,152470928514,56797196717,,317344856690,
string_match,gcc,native,2,native,4031801084,0,,8462,653,69358837,5266239377,106111,,2.188343239,16232477666,1249196922,,30937762327,
string_match,gcc,native,4,native,4043841298,0,,8459,588,67596979,5272098728,107977,,1.21127899,16271528639,1248612355,,30953262521,
string_match,gcc,native,8,native,4033245593,0,,8461,498,66048178,5266032247,117686,,0.900200137,24143018419,1251582799,,31034379190,
kmeans,gcc,native,2,native,8114909620,0,,2818,0,62283887,10801665951,495568,,1.652551195,11395572,48927391,,25332392605,
kmeans,gcc,native,4,native,5450372073,0,,2817,13549,46759076,7832673265,489210,,0.946189404,7604265324,81739240,,25333074826,
kmeans,gcc,native,8,native,5422057269,0,,2821,19413,52120098,9574919911,3530708,,0.830749454,14661967792,101499684,,31454648933,
pca,gcc,native,2,native,7015025179,0,,17950,4450629,4949351,3555305794,605894,,2.577044938,18993906526,123111847,,57901905694,
pca,gcc,native,4,native,6962791650,0,,19280,4507057,4913420,3541752267,295280,,1.555873159,21320164891,125234963,,58056034336,
pca,gcc,native,8,native,7026670334,0,,23476,4527203,4995783,3564031157,3981771,,1.26789056,33469350237,127819367,,58127274336,
linear_regression,gcc,native,2,native,112703841,0,,8445,212,149247,37563209,36957,,0.296653585,1985071544,23700954,,3877716234,
linear_regression,gcc,native,4,native,106875561,0,,8446,289,136630,39047589,42770,,0.175030662,2045407478,23940882,,3912049913,
linear_regression,gcc,native,8,native,114271257,0,,8445,369,133983,38047521,49507,,0.128618581,2851807516,23753016,,3858974691,
histogram,gcc,native,2,native,2867367845,0,,21633,656,97945,505857970,97490,,0.405860405,2615764889,1395662953,,5161939708,
histogram,gcc,native,4,native,2810145187,0,,21633,674,98666,505905990,86442,,0.246935772,2684945261,1414600231,,5290962536,
histogram,gcc,native,8,native,2802615559,0,,21633,994,104868,506118097,100537,,0.224649095,4528056660,1431346413,,5293096964,
matrix_multiply,gcc,native,2,native,12021016659,0,,1138,325405,2510402,4581849197,777934281,,6.635572468,35664165115,3893444767,,37997581675,
matrix_multiply,gcc,native,4,native,12069876589,0,,1370,412145,2489664,4574777259,1042786641,,5.03488602,36974780089,3872265606,,37880394624,
matrix_multiply,gcc,native,8,native,12054234883,0,,1747,693840,2509799,4592121800,3368939927,,6.370041643,104195105199,3871916874,,37992066723,
word_count,gcc,native,2,native,4342625839,0,,31412,79132,217548914,3209317169,10296047,,2.672540166,19510379865,2318118781,,18503046926,
word_count,gcc,native,4,native,4384723509,0,,31816,76702,216067343,3214684191,10138996,,1.512137854,20134407643,2300882034,,18439590285,
word_count,gcc,native,8,native,4399849972,0,,32240,162834,222622074,3220545356,32699974,,1.307183481,30684659280,2331667636,,18432368616,
string_match,icc,native,2,native,2656966563,0,,8467,960,63711275,5135594755,69754,,1.634065269,12073425296,7566534498,,25571931789,
string_match,icc,native,4,native,2651050738,0,,8464,631,63690037,5147945235,58424,,0.901803648,12068006061,7574032147,,25715977844,
string_match,icc,native,8,native,2660035749,0,,8463,534,60754002,5158021902,77555,,0.696077611,19312379194,7594793158,,25731348068,
kmeans,icc,native,2,native,8114085980,0,,2826,1617,20390822,7828706511,472101,,1.646519917,150953074,54218922,,11524119644,
kmeans,icc,native,4,native,4743908062,0,,2823,13993,8449753,4303225407,705450,,0.960258995,6242962740,113559895,,22597644718,
kmeans,icc,native,8,native,5832804942,0,,2827,14991,13218924,5707845042,5297671,,0.839609545,13814040218,106380181,,26498947288,
pca,icc,native,2,native,7032920552,0,,17913,4471268,4830540,3434428671,736748,,2.47935198,18223556790,103028240,,52622441426,
pca,icc,native,4,native,6953353103,0,,18874,4429386,5019751,3616691041,2996949,,1.599425461,22110209964,101943539,,55364591999,
pca,icc,native,8,native,6975252443,0,,21537,4536665,4986360,3567032201,3584112,,1.252510912,33808187843,102933150,,54710858394,
linear_regression,icc,native,2,native,548649032,0,,8449,244,72926,282566255,61981,,0.190853321,1261997660,6537112,,5032114158,
linear_regression,icc,native,4,native,552054371,0,,8453,365,75083,275846422,46948,,0.118277604,1259313146,8248466,,4822659593,
linear_regression,icc,native,8,native,569170485,0,,8453,358,78373,290380786,51904,,0.113691778,2090246664,6465588,,5001378820,
histogram,icc,native,2,native,2832103733,0,,21638,665,96439,512830668,89560,,0.398410347,2633082349,1390167839,,4448804297,
histogram,icc,native,4,native,2839364877,0,,21637,643,103634,505811956,119368,,0.230088377,2642039533,1417837828,,4384031246,
histogram,icc,native,8,native,2878786563,0,,21637,1007,111592,502300696,105126,,0.21340341,4273926272,1408099586,,4230719360,
matrix_multiply,icc,native,2,native,12853093573,0,,1145,423362,2485552,5430370138,876800651,,5.752757386,31060360737,3866231284,,41229514597,
matrix_multiply,icc,native,4,native,12850913623,0,,1370,412774,2513982,5418770473,1177826659,,4.730323449,34015128096,3881617366,,41206725955,
matrix_multiply,icc,native,8,native,12890313548,0,,1771,681857,2542945,5446206454,3373529060,,6.456909366,105889435262,3844615051,,41294998062,
word_count,icc,native,2,native,7402845919,0,,31714,48085,169623513,2473865811,5701616,,3.140877106,22816875838,3587398854,,20179213038,
word_count,icc,native,4,native,7350734597,0,,32291,49377,171963292,2500390542,5239553,,1.82291746,24264734871,3697830216,,20501817216,
word_count,icc,native,8,native,7428541646,0,,31777,73108,184536513,2509449929,18078397,,1.700145659,37524466133,3683046409,,20586511057,
string_match,gcc,mpx_only_write,2,native,8482528588,0,,8477,676,68398843,9702831736,71761,,2.566151005,19061274202,7689512933,,46005185139,
string_match,gcc,mpx_only_write,4,native,8488511769,0,,8477,595,68691374,9716117782,76464,,1.416442872,19013409999,7682240098,,45990006431,
string_match,gcc,mpx_only_write,8,native,8495479930,0,,8477,624,68632899,9717290937,82507,,1.258623186,34838456131,7693355039,,46021161346,
kmeans,gcc,mpx_only_write,2,native,7376423892,0,,2894,10542,20686601,2377863948,428690,,1.783687008,6024705709,168677907,,15630042708,
kmeans,gcc,mpx_only_write,4,native,6270420668,0,,3158,11087,38172408,6698986806,552384,,1.004536758,6395551096,126432407,,23449907671,
kmeans,gcc,mpx_only_write,8,native,8405645942,0,,3399,11168,36143232,3761783940,5586711,,0.832337609,10821457083,163776778,,10575103981,
pca,gcc,mpx_only_write,2,native,7042060939,0,,17958,4464630,4912555,3547162966,836339,,2.588619025,19001287110,156792615,,58246239892,
pca,gcc,mpx_only_write,4,native,7051367850,0,,18876,4446435,4975845,3577405835,860369,,1.587342557,21700309426,149397330,,58527725214,
pca,gcc,mpx_only_write,8,native,7025169099,0,,23981,4540115,5008971,3550614614,3836207,,1.277900629,34190051657,158514530,,58348636865,
linear_regression,gcc,mpx_only_write,2,native,4576052120,0,,8459,171,91475,283413581,43806,,0.569741507,4065696529,1332726482,,10729368158,
linear_regression,gcc,mpx_only_write,4,native,4790601177,0,,8455,321,140629,282578193,67339,,0.865685094,11424946379,1381490078,,10116117496,
linear_regression,gcc,mpx_only_write,8,native,4696400642,0,,8460,373,180402,291076241,87059,,1.332794393,31090769962,1356659633,,10846966273,
histogram,gcc,mpx_only_write,2,native,5159458862,0,,21652,632,121396,498399540,125691,,0.683704903,4832451978,1448757922,,13485741703,
histogram,gcc,mpx_only_write,4,native,5292233119,0,,21644,611,134819,514089896,88431,,0.494374111,5786955762,1391335124,,13680828855,
histogram,gcc,mpx_only_write,8,native,5167755355,0,,21651,958,173615,510681067,101563,,0.55328267,10784527884,1428769867,,13809415827,
matrix_multiply,gcc,mpx_only_write,2,native,12032847928,0,,1158,394752,2518993,4589974993,1184789700,,6.995251142,37519899013,3861797106,,38005156352,
matrix_multiply,gcc,mpx_only_write,4,native,12055550925,0,,880,85395,2522000,4567575026,787114697,,4.815006709,34930398386,3899635453,,37811783464,
matrix_multiply,gcc,mpx_only_write,8,native,12058027945,0,,1747,689254,2565442,4606219297,3372608174,,6.371222479,103960162591,3857827674,,38042246775,
word_count,gcc,mpx_only_write,2,native,11641716775,0,,43339,448106,223632304,4920450264,19156552,,5.961263377,43125912169,9284937353,,40143059233,
word_count,gcc,mpx_only_write,4,native,11788356982,0,,42352,389300,217133100,4933789212,21131348,,5.955343087,55565157218,9082709029,,40505702023,
word_count,gcc,mpx_only_write,8,native,11856422679,0,,42025,899038,226052354,4975103663,52567669,,10.04273441,122583561516,9139865715,,40615282812,
string_match,icc,mpx_only_write,2,native,11605832322,0,,8496,1099,68474473,12114657893,76786,,2.38636688,17721625853,6641824023,,52458991378,
string_match,icc,mpx_only_write,4,native,11652137242,0,,8495,770,68548674,12097643651,76833,,1.288713486,17625111651,6644340519,,52161833023,
string_match,icc,mpx_only_write,8,native,11710203189,0,,8496,567,68473592,12176730573,78148,,1.083764546,30147495582,6619863922,,52613827506,
kmeans,icc,mpx_only_write,2,native,6387785248,0,,4143,10013,15329573,6567435604,508268,,1.715114685,4920697779,100270061,,23482762721,
kmeans,icc,mpx_only_write,4,native,6491502103,0,,4029,11684,15268149,6524276303,700898,,1.063005214,5275870982,99971696,,27253933209,
kmeans,icc,mpx_only_write,8,native,6811554162,0,,4139,17486,13803664,5586193957,4978706,,0.872335098,11779161747,116417719,,23905194822,
pca,icc,mpx_only_write,2,native,6889059773,0,,17999,4628063,4850967,3515304816,1930426,,2.536017741,18717342299,110501298,,54177809546,
pca,icc,mpx_only_write,4,native,7043404983,0,,19138,4443544,4960839,3562912651,291429,,1.506905484,20615996220,114422297,,54451694241,
pca,icc,mpx_only_write,8,native,6984880400,0,,24282,4547877,4988578,3558674545,4227573,,1.17335306,30894520034,113048917,,54737889322,
linear_regression,icc,mpx_only_write,2,native,539683396,0,,8466,381,84294,280254800,48537,,0.192961563,1341220196,10491055,,5030876847,
linear_regression,icc,mpx_only_write,4,native,559742100,0,,8468,260,83769,281696466,44294,,0.120751222,1270755035,6540951,,4865564234,
linear_regression,icc,mpx_only_write,8,native,563983706,0,,8472,381,92057,291151218,51331,,0.126192773,2317926305,6513008,,5157295853,
histogram,icc,mpx_only_write,2,native,2814067722,0,,21665,896,102769,503465161,127985,,0.530498041,3618738382,1426345841,,9869193897,
histogram,icc,mpx_only_write,4,native,2783566285,0,,21654,865,108486,503745747,88088,,0.297743907,3573268172,1432251465,,9923478814,
histogram,icc,mpx_only_write,8,native,2826035744,0,,21666,984,120061,510639345,104305,,0.283942607,6244135751,1427860386,,10064729281,
matrix_multiply,icc,mpx_only_write,2,native,12863637076,0,,1168,320883,2493595,5432049858,1169801661,,6.263915839,34943652640,3838942638,,41169524207,
matrix_multiply,icc,mpx_only_write,4,native,12871909491,0,,1421,439332,2486686,5429883094,721091739,,4.504387499,30422414400,3838748808,,41180817096,
matrix_multiply,icc,mpx_only_write,8,native,12878199003,0,,1673,686157,2553435,5444315679,3361608069,,6.438223038,105272497381,3847978955,,41314881701,
word_count,icc,mpx_only_write,2,native,23819857426,0,,44989,198067,153536687,5857503447,11631256,,9.224279639,68739529809,14328504904,,63815423007,
word_count,icc,mpx_only_write,4,native,23879573918,0,,42692,122675,158446987,5954832681,10333667,,7.022995263,80065121476,14383197542,,63797659453,
word_count,icc,mpx_only_write,8,native,23928106288,0,,48200,213942,160340688,5990603787,36313185,,10.516303937,186891322978,14360791196,,64114632387,
string_match,gcc,asan_only_write,2,native,16439830078,0,,9367,2266,84611329,18313491153,97915,,3.716524081,27835817897,7181841565,,85017223837,
string_match,gcc,asan_only_write,4,native,16374055323,0,,9197,2017,84537802,18246465154,97808,,2.042603823,27769234670,7168143517,,84782763045,
string_match,gcc,asan_only_write,8,native,16255551172,0,,9177,1175,85223173,18182159545,106112,,1.736676338,49276922269,7125027991,,84533480247,
kmeans,gcc,asan_only_write,2,native,12333144826,0,,55279,157652,53349729,12552256386,444725,,3.151882256,17091173288,3200017213,,47943806295,
