name,compiler,type,threads,input,dtlb_loads,major_faults,mpxerrors,minor_faults,dtlb_store_misses,branch_misses,branch_instructions,dtlb_load_misses,mpxbtnum,time,cycles,dtlb_stores,sgxmem,instructions,sgxtime
linear_regression,gcc,mpx,4,native,10130747444,0,,8455,349,210524,297843747,62542,,2.260880215,31534805470,1586863855,,32980881933,
linear_regression,gcc,mpx,8,native,10082578672,0,,8461,338,257359,298577207,71992,,4.770611404,121158881360,1643852502,,32574673291,
matrix_multiply,gcc,mpx,2,native,19690718691,0,,637,64304,2492160,7120047779,754561723,,8.197639624,49848208736,3863912217,,76347541675,
matrix_multiply,gcc,mpx,4,native,19638631560,0,,893,82064,2529578,7137424900,801225217,,5.769196811,49669033108,3829955545,,76622016585,
matrix_multiply,gcc,mpx,8,native,19635011794,0,,1682,692665,2523750,7114824379,3379218541,,6.336324585,103907798903,3860274406,,76764881561,
string_match,gcc,mpx,2,native,10001868855,0,,8475,819,64462946,9710250770,58393,,2.89992632,21657701459,7551416824,,51468545469,
string_match,gcc,mpx,4,native,9999654696,0,,8475,750,67125915,9707568671,57799,,1.576342474,21793009822,7537038274,,51560379763,
string_match,gcc,mpx,8,native,10013400488,0,,8475,569,65298393,9728306121,58070,,1.388890442,38634995260,7546173679,,51670140105,
pca,gcc,mpx,2,native,229890431075,0,,17877,2696835,5205517,13699298195,474362,,42.786871436,321404284515,155470339,,541141198293,
pca,gcc,mpx,4,native,229918848338,0,,17839,3176302,5255782,13697268499,301598,,22.44064795,321672057962,153753352,,541237375764,
pca,gcc,mpx,8,native,229924214735,0,,18000,4173472,5360350,13713236172,800888,,21.592382085,618115148890,168224192,,541316709843,
word_count,gcc,mpx_no_narrow_bounds,2,native,13064417845,0,,41092,397509,217394662,4949002343,14430566,,6.344105385,46345983599,9361741579,,43428610725,
word_count,gcc,mpx_no_narrow_bounds,4,native,13076912760,0,,43357,488158,215882749,4984587549,19964708,,5.890061118,57286722016,9214055549,,44069081212,
word_count,gcc,mpx_no_narrow_bounds,8,native,13155545082,0,,46653,903279,220602377,5032493627,58301443,,9.885047552,128159934503,9164196781,,44457284413,
kmeans,gcc,mpx_no_narrow_bounds,2,native,19663007403,0,,3349,12495,53969341,6616605991,1566422,,6.426651782,36630633680,51234911,,78362422032,
kmeans,gcc,mpx_no_narrow_bounds,4,native,18548027472,0,,3251,9679,48806725,6692217572,1673115,,3.659009847,36610155969,37992371,,80734337445,
kmeans,gcc,mpx_no_narrow_bounds,8,native,21903733213,0,,3106,24714,58678056,6679990465,10237691,,3.121088621,69510484531,67544365,,77856041405,
histogram,gcc,mpx_no_narrow_bounds,2,native,6640039204,0,,21647,771,296181,507312634,73976,,2.215721832,16368272649,1430556828,,28137518267,
histogram,gcc,mpx_no_narrow_bounds,4,native,6517445141,0,,21651,754,307988,505600437,74181,,1.243126246,17146812422,1451139967,,28328694519,
histogram,gcc,mpx_no_narrow_bounds,8,native,6612107825,0,,21643,803,288759,513452261,80056,,1.276891381,33293759743,1434628891,,28265916178,
linear_regression,gcc,mpx_no_narrow_bounds,2,native,9908331870,0,,8457,196,191217,296372999,50350,,3.012573654,22087678856,1628027243,,32772548989,
linear_regression,gcc,mpx_no_narrow_bounds,4,native,10060750363,0,,8457,497,205581,289917470,67126,,2.471143933,34172476037,1642901606,,32499266378,
linear_regression,gcc,mpx_no_narrow_bounds,8,native,10088271372,0,,8461,322,256482,300734740,71612,,4.706794803,113839308821,1635351946,,32667710211,
matrix_multiply,gcc,mpx_no_narrow_bounds,2,native,19674472822,0,,1142,362470,2500459,7129767323,763790868,,8.228479689,50035429119,3841211034,,76438648948,
matrix_multiply,gcc,mpx_no_narrow_bounds,4,native,19637812840,0,,1407,466143,2520470,7099065887,935821084,,5.836186635,49857420489,3872063305,,76551876914,
matrix_multiply,gcc,mpx_no_narrow_bounds,8,native,19659253745,0,,1206,167760,2523794,7124548012,3373114879,,6.628581872,110869521445,3848530350,,76766193979,
string_match,gcc,mpx_no_narrow_bounds,2,native,9990521194,0,,8473,649,64554429,9728805608,60385,,2.920657438,21713264124,7549194417,,51674755339,
string_match,gcc,mpx_no_narrow_bounds,4,native,9978097391,0,,8477,698,64431789,9720587910,58927,,1.564118043,21705969205,7542254891,,51634740990,
string_match,gcc,mpx_no_narrow_bounds,8,native,10007303336,0,,8475,472,65448845,9716867042,52213,,1.402776986,38785066328,7562518729,,51663450281,
pca,gcc,mpx_no_narrow_bounds,2,native,229915130641,0,,17853,1985397,5217691,13698382879,411480,,42.72213017,321272454916,155807441,,541123464721,
pca,gcc,mpx_no_narrow_bounds,4,native,229881666756,0,,17868,3530184,5274139,13696155822,324103,,22.404482217,321153620709,154077428,,541173814558,
pca,gcc,mpx_no_narrow_bounds,8,native,229915820764,0,,17967,4313281,5363759,13711280816,524761,,21.65073857,619478126038,169058630,,541230354515,
word_count,clang,asan,2,native,63483193322,0,,40681,127572,169510318,63442539877,12367124,,11.453660636,83265424629,56671107219,,315757059728,
word_count,clang,asan,4,native,63785581817,0,,41045,128823,170460183,63233218182,11111619,,6.164835809,83403644499,56991362441,,313984157614,
word_count,clang,asan,8,native,63434836628,0,,40986,152812,178923775,63386245721,31182465,,6.355138325,150984586314,56564371626,,315260900635,
kmeans,clang,asan,2,native,29383219308,0,,52143,167121,19201068,25009789434,704575,,7.357288977,41822887401,7694773754,,129264173818,
kmeans,clang,asan,4,native,19509010214,0,,52272,174832,19253275,18387991863,1270664,,2.994922229,25363649878,2274351176,,95265163139,
kmeans,clang,asan,8,native,18057537102,0,,52286,203497,18993688,18195231278,6619367,,2.602275988,41070916266,1318282348,,95292113469,
histogram,clang,asan,2,native,8449148379,0,,65236,1419,282098,4819053200,258759,,1.050809639,7697696416,1447819404,,28191053470,
histogram,clang,asan,4,native,8547612726,0,,65235,2376,295185,4775515731,354035,,0.659900439,8501172927,1509945726,,28207554523,
histogram,clang,asan,8,native,8565496857,0,,65233,2677,330913,4752588235,271344,,0.65381224,15278170257,1488025351,,27917680673,
linear_regression,clang,asan,2,native,1263786199,0,,25686,2184,123009,915849638,148719,,0.358879949,2509198591,117328948,,9273993234,
linear_regression,clang,asan,4,native,1274833517,0,,25674,1384,155151,954746029,182262,,0.223574556,2625550488,114527546,,9535969854,
linear_regression,clang,asan,8,native,1151827858,0,,25683,1778,138299,873694215,143592,,0.180430095,4346690224,39269966,,9246912168,
matrix_multiply,clang,asan,2,native,19928968861,0,,3186,595520,2534669,14099175947,3374699757,,9.970592624,63193126730,4028476374,,87924736522,
matrix_multiply,clang,asan,4,native,19829965044,0,,3835,716125,2553800,13989612415,3704916186,,7.037391162,66118224521,3978435588,,87294888741,
matrix_multiply,clang,asan,8,native,19735567951,0,,4099,696029,2591286,13985491611,4002559202,,7.002235832,120596202815,3913178594,,87364164497,
string_match,clang,asan,2,native,19353622766,0,,25729,1901,65459582,23748156786,162664,,3.800386891,28394661676,11500871210,,113132039067,
string_match,clang,asan,4,native,19395780450,0,,25730,1634,65656009,23804211023,164115,,2.070297314,28581678634,11540609677,,113406659007,
string_match,clang,asan,8,native,19319045678,0,,25726,1231,67519503,23702083730,158127,,2.271615226,64650528509,11483851185,,112899245565,
pca,clang,asan,2,native,20798387882,0,,26247,4510749,4969003,15595265457,7361129,,4.359909049,32355908034,268427350,,130150974616,
pca,clang,asan,4,native,20845753844,0,,27028,4513572,5001221,15605967631,7138968,,2.402946507,33362316208,289452240,,130205273235,
pca,clang,asan,8,native,20685534121,0,,27197,4564363,5040359,15492987161,10860976,,2.18930199,59827465753,168804148,,129660202790,
word_count,clang,native,2,native,4390365798,0,,31912,77779,123006773,3058461696,5738771,,3.313312579,24207462766,2314820181,,18634401659,
word_count,clang,native,4,native,4420454718,0,,32273,73823,122746876,3045665049,5294310,,1.880772407,24578393403,2279783973,,18653939713,
word_count,clang,native,8,native,4437890089,0,,32386,146590,123180603,3056226086,18874912,,1.541359984,34454345191,2282060041,,18402522365,
kmeans,clang,native,2,native,7873669049,0,,2821,1850,14556498,784403357,417876,,1.861128117,4708555643,104108554,,5569444042,
kmeans,clang,native,4,native,7027276849,0,,2822,10918,10684274,1427280883,704266,,1.038165461,5945213666,103540022,,12311436807,
kmeans,clang,native,8,native,4646787354,0,,2820,21393,14430137,5327080869,4987616,,0.959633872,16628321493,93019470,,36462521537,
histogram,clang,native,2,native,2873546866,0,,21635,718,93946,504034615,116666,,0.375049598,2529184437,1404954265,,5625248306,
histogram,clang,native,4,native,2810898999,0,,21637,692,96503,503638596,75796,,0.211135968,2580786698,1414569994,,5647336909,
histogram,clang,native,8,native,2856779057,0,,21634,892,108275,501705441,83710,,0.193760376,4531255811,1437705428,,5656533761,
linear_regression,clang,native,2,native,550589766,0,,8447,267,64980,280170782,45647,,0.178017268,1126331215,6693483,,4321528535,
linear_regression,clang,native,4,native,547433575,0,,8449,204,73806,272296563,58084,,0.10035624,1072614521,10643941,,4204060152,
linear_regression,clang,native,8,native,568283955,0,,8449,294,78136,283359287,52509,,0.115411654,1814997950,10208869,,4340821866,
matrix_multiply,clang,native,2,native,12849734071,0,,1145,263829,2474411,4604919116,940117636,,5.694392802,30657785444,3822813080,,35345912761,
matrix_multiply,clang,native,4,native,12867898047,0,,1368,399937,2488982,4601485858,769094444,,4.361086089,28756871261,3822081623,,35279604704,
matrix_multiply,clang,native,8,native,12865151765,0,,1220,161999,2575632,4597018556,3372604476,,6.435568657,106397772725,3855669783,,35398076627,
string_match,clang,native,2,native,4078404380,0,,8462,735,54844898,6983755276,52914,,1.560003699,11625578486,5105330122,,31302380499,
string_match,clang,native,4,native,4093546388,0,,8463,584,54351898,6993337711,54102,,0.881347981,11617463794,5119186663,,31313504519,
string_match,clang,native,8,native,4082291083,0,,8462,466,56146355,7003011499,80511,,0.645334273,17282217414,5093864987,,31413327101,
pca,clang,native,2,native,6745503772,0,,17866,4637378,4836370,1862832134,1845095,,2.738041049,20206228016,101147631,,49024553034,
pca,clang,native,4,native,6906455922,0,,18623,4509758,4920434,1877731177,524580,,1.706528013,23433952009,99676187,,48171208741,
pca,clang,native,8,native,6981947928,0,,22057,4531875,4994985,1879443466,3070401,,1.321860988,33957201289,103571458,,47936477442,
word_count,gcc,mpx,2,native,12922738576,0,,42882,427968,215528924,4849231410,15922273,,6.389623301,46257911539,9040798850,,44055685667,
word_count,gcc,mpx,4,native,13085212158,0,,41320,405520,215894047,4986016402,17423011,,5.851337885,57782923970,9184780621,,43935124339,
word_count,gcc,mpx,8,native,13134060712,0,,43382,690672,221357033,5008072266,46464990,,9.867754027,127867779321,9203347736,,43986061612,
kmeans,gcc,mpx,2,native,19758148554,0,,3160,13165,54126445,6703472878,738423,,6.437091948,36863206530,61813414,,80518948256,
kmeans,gcc,mpx,4,native,19645514672,0,,3246,20170,53616415,6883069716,1580929,,3.624825924,35900461139,50236418,,79716465465,
kmeans,gcc,mpx,8,native,21340575834,0,,3131,30069,57581320,6729275877,9611212,,3.074838479,68102677927,59683238,,82194107219,
histogram,gcc,mpx,2,native,7112934974,0,,21646,998,315337,523596497,77139,,2.255213661,16775779680,1422652296,,28586852832,
histogram,gcc,mpx,4,native,7057173452,0,,21647,821,303833,501758577,101831,,1.347469181,17666705542,1449164517,,28642347023,
histogram,gcc,mpx,8,native,7109974615,0,,21647,725,281334,506029932,84500,,1.362875306,34066082287,1435027102,,28660599368,
linear_regression,gcc,mpx,2,native,10140510926,0,,8459,373,178495,291401248,48915,,2.856839569,20777492676,1612134451,,32480599771,
linear_regression,gcc,mpx,4,native,10298608043,0,,8457,288,207564,288040998,67817,,2.523417018,33539483777,1639416695,,31682369505,
linear_regression,gcc,mpx,8,native,10072878801,0,,8458,342,270981,294749101,75338,,4.923705365,126761296334,1650855690,,32567329353,
matrix_multiply,gcc,mpx,2,native,19637969305,0,,1152,384746,2502892,7115251160,791151639,,8.182907939,49768282540,3838183156,,76792365907,
matrix_multiply,gcc,mpx,4,native,19609362753,0,,1403,387700,2521904,7105344789,739424698,,5.754672096,49321677760,3850054535,,76605946412,
matrix_multiply,gcc,mpx,8,native,19663508050,0,,1218,165314,2556440,7138385337,3379419956,,6.302207477,102624173123,3834318803,,76780243968,
string_match,gcc,mpx,2,native,9999669414,0,,8474,653,64690023,9719114535,62713,,2.909384302,21687366473,7534994230,,51514676293,
string_match,gcc,mpx,4,native,10010909168,0,,8476,729,64499232,9715057042,58085,,1.553557156,21633522382,7550923724,,51518354374,
string_match,gcc,mpx,8,native,10035148917,0,,8473,502,65454882,9735029840,56282,,1.377600519,38843428451,7540298203,,51508987858,
pca,gcc,mpx,2,native,229911843577,0,,17722,1733383,5194563,13699098834,259163,,42.735546748,321432839018,154558651,,541155868445,
pca,gcc,mpx,4,native,229857422117,0,,17880,3352153,5249911,13695459775,277095,,22.429321653,321573218181,152413323,,541113662506,
pca,gcc,mpx,8,native,229944787096,0,,17849,4153528,5348525,13713110201,485507,,21.610224286,618620412140,167624921,,541262489084,
word_count,gcc,mpx_no_narrow_bounds,2,native,12966356525,0,,43769,349371,216177270,4964190814,17644981,,6.34337969,46152821369,9150788662,,43986829546,
word_count,gcc,mpx_no_narrow_bounds,4,native,13084997122,0,,41709,381145,216914412,5005193208,18286393,,5.926682954,57670290690,9206296035,,44190683090,
word_count,gcc,mpx_no_narrow_bounds,8,native,13157284691,0,,42825,868749,219923095,5020549830,47558609,,9.636166264,124944872876,9156717184,,44410544811,
kmeans,gcc,mpx_no_narrow_bounds,2,native,18229316035,0,,3138,15236,53216202,6031141749,1326034,,6.554303344,38729175570,60663565,,82888560871,
kmeans,gcc,mpx_no_narrow_bounds,4,native,19386733450,0,,3157,19549,52333453,6920439695,1192185,,3.636788816,36565791963,43229520,,83821049998,
kmeans,gcc,mpx_no_narrow_bounds,8,native,20682887864,0,,3103,36325,58369537,7181460092,8085005,,3.088881024,71139452259,62197272,,76795811568,
histogram,gcc,mpx_no_narrow_bounds,2,native,6617806468,0,,21652,847,314169,503188054,75780,,2.222275063,16379248466,1437281963,,28223534916,
histogram,gcc,mpx_no_narrow_bounds,4,native,6572803103,0,,21644,826,301316,514475334,72849,,1.248711341,16777007891,1431733961,,28272269060,
histogram,gcc,mpx_no_narrow_bounds,8,native,6630461769,0,,21652,761,307689,514694277,77951,,1.344007005,33404788023,1430773213,,28234877209,
linear_regression,gcc,mpx_no_narrow_bounds,2,native,9941575024,0,,8457,492,179052,292236530,51312,,2.678456186,20092851414,1666277343,,32560072873,
linear_regression,gcc,mpx_no_narrow_bounds,4,native,10014974755,0,,8457,358,208582,304133659,68897,,2.554350857,35543538857,1586200164,,33233057425,
linear_regression,gcc,mpx_no_narrow_bounds,8,native,10067455183,0,,8461,270,255480,293016287,71895,,4.571967666,113445172102,1656174939,,32502768792,
matrix_multiply,gcc,mpx_no_narrow_bounds,2,native,19632096353,0,,648,68205,2496543,7114212669,918643366,,8.145917199,49402156744,3867435363,,76579742875,
matrix_multiply,gcc,mpx_no_narrow_bounds,4,native,19625735332,0,,1381,374002,2521034,7121457431,783158836,,5.837076583,49620709584,3850134794,,76809358753,
matrix_multiply,gcc,mpx_no_narrow_bounds,8,native,19661798539,0,,1224,169093,2528908,7120243739,3376425591,,6.310851788,102503133184,3848139543,,76717330889,
string_match,gcc,mpx_no_narrow_bounds,2,native,9982979530,0,,8475,676,64368640,9723537609,59256,,2.90237548,21761296779,7549732214,,51785512596,
string_match,gcc,mpx_no_narrow_bounds,4,native,9986469735,0,,8475,634,64445628,9702313909,61074,,1.571402795,21686814898,7545633712,,51424334919,
string_match,gcc,mpx_no_narrow_bounds,8,native,10016857201,0,,8475,488,65423543,9726284798,58694,,1.38440406,38597403631,7544338360,,51548067380,
pca,gcc,mpx_no_narrow_bounds,2,native,229899521531,0,,17647,1971124,5249773,13695638365,131890,,42.763371074,321689886416,154254198,,541041087361,
pca,gcc,mpx_no_narrow_bounds,4,native,229878640327,0,,17858,3858541,5261032,13696230243,393628,,22.40622044,321156682719,151930608,,541104205580,
pca,gcc,mpx_no_narrow_bounds,8,native,229984464794,0,,17946,4245634,5363051,13713142002,495938,,21.47036388,613499409725,167233529,,541237506887,
word_count,clang,asan,2,native,63781899425,0,,40811,136339,168551623,63417964993,12089575,,11.418570693,83168213067,56714923902,,314638693590,
word_count,clang,asan,4,native,63427655191,0,,40562,118879,168878595,63497082148,11629207,,6.312056004,83199225582,56545013206,,315947141600,
word_count,clang,asan,8,native,63486345015,0,,41041,164304,179349565,63392421939,32356777,,6.249801043,150329097194,56634468662,,314884911340,
kmeans,clang,asan,2,native,29458876950,0,,52140,178106,19176682,25125832034,660771,,7.384380889,41864775177,7771670220,,128681864221,
kmeans,clang,asan,4,native,19206783101,0,,52254,179482,18803697,18359860716,1289281,,2.987604611,25416029110,2266710876,,95111383556,
kmeans,clang,asan,8,native,17948081914,0,,52259,166873,20196459,18474992171,6308105,,2.589255791,40258248264,1226988056,,96175096887,
histogram,clang,asan,2,native,8537458754,0,,65233,2679,277733,4835409796,261228,,1.074816513,7788601896,1514943383,,28209354451,
histogram,clang,asan,4,native,8788589824,0,,65235,2424,302730,4865685833,410557,,0.720067416,9006419664,1559939863,,28291518515,
histogram,clang,asan,8,native,8540354366,0,,65238,1713,343313,4744372634,281835,,0.643200135,15054870123,1456662029,,27660541237,
linear_regression,clang,asan,2,native,1273189154,0,,25678,2136,121533,942984889,166695,,0.356678081,2561607933,82603049,,9553219902,
linear_regression,clang,asan,4,native,1216484836,0,,25680,756,147628,898069939,181490,,0.215072814,2428029971,69574904,,9284308276,
linear_regression,clang,asan,8,native,1176951476,0,,25686,858,123448,854998275,147818,,0.186133575,4040757855,57694741,,9071671214,
matrix_multiply,clang,asan,2,native,19912722724,0,,3181,695459,2531249,14103566199,3503575217,,10.09311595,64256654322,4001020522,,88138542419,
matrix_multiply,clang,asan,4,native,19843140767,0,,3908,613291,2572200,14026345321,3251245390,,6.613780358,61011963183,3986530215,,87556512022,
matrix_multiply,clang,asan,8,native,19785665356,0,,3731,176474,2565370,14005026816,4008133796,,7.012479737,120688275551,3945969046,,87435781825,
string_match,clang,asan,2,native,19417289959,0,,25729,1899,66638737,23766898606,161757,,3.828974917,28675074015,11529213872,,113039019826,
string_match,clang,asan,4,native,19362760160,0,,25731,1410,65479803,23778416225,162386,,2.047396203,28500066431,11505693870,,113374100594,
string_match,clang,asan,8,native,19395257636,0,,25731,1853,67798443,23774803775,157956,,2.288731875,64352648792,11506714247,,113309509158,
pca,clang,asan,2,native,20930799543,0,,26785,4503457,4968598,15665626986,6794540,,4.350286237,32269183512,312208178,,130532267432,
pca,clang,asan,4,native,20832670638,0,,26248,4540775,4994578,15568598231,6877484,,2.397775237,33252426579,254431980,,129893438135,
pca,clang,asan,8,native,20664280470,0,,26247,4531696,5010494,15515833867,11144203,,2.200278346,60248300091,174267703,,129780578029,
word_count,clang,native,2,native,4378617269,0,,31969,84041,122972090,3000387397,5768505,,3.353497882,24131203870,2276795749,,18203387599,
word_count,clang,native,4,native,4373957796,0,,31682,73485,122993146,3052354940,5511902,,1.89433353,24457999516,2317932133,,18558564264,
word_count,clang,native,8,native,4431192185,0,,31813,149055,123345731,3065450024,19123321,,1.525692948,34459534469,2301157970,,18397261472,
kmeans,clang,native,2,native,6444348710,0,,2819,8680,10058536,1979927944,390282,,1.922224667,6064836491,101679342,,17106485588,
kmeans,clang,native,4,native,6665029995,0,,2821,10543,15283410,4212525324,663658,,1.05831858,3555214362,75079809,,13234852029,
kmeans,clang,native,8,native,7696645859,0,,2821,10823,18199447,3591477519,5602141,,0.953660181,9497337426,82335765,,8071195737,
histogram,clang,native,2,native,2754935127,0,,21634,773,95673,505330550,119371,,0.379426462,2721623270,1429204741,,5853388677,
histogram,clang,native,4,native,2828472448,0,,21634,773,99783,497194042,77693,,0.229553177,2576320612,1424140452,,5587394687,
histogram,clang,native,8,native,2908394557,0,,21635,904,101070,516082692,81077,,0.201385268,4462881024,1387194554,,5772851843,
linear_regression,clang,native,2,native,552909849,0,,8446,241,71226,281056224,49906,,0.176188516,1077995019,6752105,,4274759470,
linear_regression,clang,native,4,native,560516037,0,,8450,241,70613,282304702,44806,,0.103167602,1128181209,6507661,,4353352564,
linear_regression,clang,native,8,native,566510313,0,,8448,365,73452,282036140,50131,,0.123806055,1977726532,6657879,,4400510831,
matrix_multiply,clang,native,2,native,12873745615,0,,1141,267012,2473500,4566894621,982850213,,5.774528845,31646763971,3867048653,,35241591229,
matrix_multiply,clang,native,4,native,12846774665,0,,1378,350986,2498507,4586250027,794841105,,4.354482092,29289802053,3850000391,,35291160248,
matrix_multiply,clang,native,8,native,12868344582,0,,1719,686591,2598439,4585587464,3367608277,,6.451677373,105472373730,3873553212,,35343880377,
string_match,clang,native,2,native,4074307855,0,,8464,820,55171856,6980574145,52649,,1.572247525,11620746670,5109824240,,31280954615,
string_match,clang,native,4,native,4068988703,0,,8462,579,54446316,6959815190,51827,,0.865640591,11659708927,5125222382,,31080055918,
string_match,clang,native,8,native,4097984274,0,,8463,244,56888328,7003906141,80185,,0.627185494,17410454270,5092737352,,31311622570,
pca,clang,native,2,native,6863333445,0,,17858,4402539,5015260,1948543725,1210395,,2.718434329,20025968114,100077260,,49238650436,
pca,clang,native,4,native,6963920387,0,,19143,4453881,4940665,1877303280,580850,,1.567850212,21655917987,103745294,,47855638190,
pca,clang,native,8,native,6972949855,0,,23402,4545951,4982352,1875404010,3480193,,1.308956992,35125928198,107090836,,47880134284,
word_count,gcc,mpx,2,native,13019060877,0,,44479,732697,214384097,4947192264,19296098,,6.273001753,45942459787,9151783046,,43680556052,
word_count,gcc,mpx,4,native,13111366216,0,,43680,493894,215198825,4996844671,19411890,,5.887512083,57652820010,9168689743,,44208291781,
word_count,gcc,mpx,8,native,13150539440,0,,43105,791384,221768927,5021513207,48531767,,9.709118294,125636333807,9186543963,,44377760528,
kmeans,gcc,mpx,2,native,20588971857,0,,3343,15725,55696941,7183424389,1765241,,6.412094699,32827206920,39920608,,77081827220,
kmeans,gcc,mpx,4,native,19727651913,0,,3369,15950,54126531,7056482697,1347582,,3.582249003,31787308589,48095935,,75808543250,
kmeans,gcc,mpx,8,native,21756267756,0,,3298,25048,59215333,6866558834,12956905,,3.223971559,68204897440,60891593,,78448268682,
histogram,gcc,mpx,2,native,7070241784,0,,21654,1079,307135,514125009,75419,,2.269469788,16928963763,1425770663,,28739017065,
histogram,gcc,mpx,4,native,7122406677,0,,21653,754,304933,504111746,76428,,1.266626636,17297695004,1438621423,,28461206373,
histogram,gcc,mpx,8,native,7099041614,0,,21651,672,292648,511777978,80530,,1.338408051,34100361136,1431800951,,28705569206,
linear_regression,gcc,mpx,2,native,10076746721,0,,8460,386,186265,295102566,52368,,2.956951197,21556759463,1625835366,,32464985644,
linear_regression,gcc,mpx,4,native,9578903456,0,,8460,298,203701,297035230,64459,,2.40228621,33013168421,1655656785,,33884902407,
linear_regression,gcc,mpx,8,native,10107743714,0,,8457,268,242912,300301167,68919,,3.794219002,92231767340,1627010230,,32688297106,
matrix_multiply,gcc,mpx,2,native,19676889421,0,,653,99618,2492342,7116312747,746327537,,8.197264955,49774848602,3873058711,,76540495081,
matrix_multiply,gcc,mpx,4,native,19629278139,0,,1373,413947,2503038,7107558991,812735729,,5.876304423,49701902993,3867152981,,76525043630,
matrix_multiply,gcc,mpx,8,native,19641562234,0,,1146,164127,2555850,7122174618,3375817809,,6.295073058,102089473277,3858799251,,76735673322,
string_match,gcc,mpx,2,native,9988171289,0,,8475,707,95363060,9703296742,60600,,2.965433693,22193943899,7549863919,,51568410543,
string_match,gcc,mpx,4,native,9987681611,0,,8474,467,64587772,9733256276,61510,,1.56935832,21665898611,7523901849,,51659383886,
string_match,gcc,mpx,8,native,10022967543,0,,8477,476,65464110,9746251997,54309,,1.392798914,38593914000,7528963488,,51691282334,
pca,gcc,mpx,2,native,229902140822,0,,17675,2114033,5213478,13699273092,291011,,42.744290884,321523363977,155668763,,541199534232,
pca,gcc,mpx,4,native,229893714312,0,,17873,3129896,5230320,13695954930,226141,,22.433124044,321568829518,152438391,,541127741152,
pca,gcc,mpx,8,native,229949511227,0,,18162,4098210,5370410,13713137413,636476,,21.455897022,614494678134,167132493,,541322924931,
word_count,gcc,mpx_no_narrow_bounds,2,native,12999068351,0,,42678,450279,213372262,4993398413,16922096,,6.341894158,46483438429,9234970355,,44095521968,
word_count,gcc,mpx_no_narrow_bounds,4,native,13103050650,0,,43410,442027,215450398,5000975787,18188865,,5.81592841,57514495997,9213953183,,44217466468,
word_count,gcc,mpx_no_narrow_bounds,8,native,13150175291,0,,44577,777061,221662044,5038038278,54121254,,9.93131608,128490927164,9185718116,,44433049202,
kmeans,gcc,mpx_no_narrow_bounds,2,native,20048811228,0,,3406,18822,49073837,6483876781,1547126,,6.410662783,36340695286,47692615,,81800146345,
kmeans,gcc,mpx_no_narrow_bounds,4,native,19675020619,0,,3246,10076,51845987,6962128452,1405812,,3.612514522,32762847208,33544989,,75497330119,
kmeans,gcc,mpx_no_narrow_bounds,8,native,21201641322,0,,3161,24890,58881471,7362878252,8221152,,3.090817001,71501772973,44259882,,82807655232,
histogram,gcc,mpx_no_narrow_bounds,2,native,6593048316,0,,21646,915,299607,504803282,116610,,2.233590978,16546388363,1435103992,,28216045277,
histogram,gcc,mpx_no_narrow_bounds,4,native,6590430274,0,,21654,683,310548,503991397,76160,,1.253300907,16889588609,1429600317,,28246923350,
histogram,gcc,mpx_no_narrow_bounds,8,native,6640991086,0,,21652,827,304905,513715463,78689,,1.261597244,33138402148,1429699737,,28262047884,
linear_regression,gcc,mpx_no_narrow_bounds,2,native,10309601906,0,,8458,498,183234,281716607,52803,,2.971322167,21935783390,1646626102,,30624457016,
linear_regression,gcc,mpx_no_narrow_bounds,4,native,10227889155,0,,8460,500,205593,285141966,66401,,2.532360531,34385099157,1628597052,,32182321933,
linear_regression,gcc,mpx_no_narrow_bounds,8,native,10080379188,0,,8460,264,247846,300467585,70804,,4.032697953,95272086916,1629357975,,32696944741,
matrix_multiply,gcc,mpx_no_narrow_bounds,2,native,19691463088,0,,1157,399908,2500242,7115686556,725112185,,8.180509193,49642130348,3866910989,,76413518333,
matrix_multiply,gcc,mpx_no_narrow_bounds,4,native,19576891474,0,,1411,416851,2524531,7124544562,903609986,,5.819511322,49722748312,3853718247,,76698717179,
matrix_multiply,gcc,mpx_no_narrow_bounds,8,native,19655455988,0,,1139,161263,2624593,7129728025,3369765044,,6.281628971,101922748809,3845819506,,76756222282,
string_match,gcc,mpx_no_narrow_bounds,2,native,10007044553,0,,8477,594,64370884,9730666807,60876,,2.901496175,21776168664,7515165535,,51742476476,
string_match,gcc,mpx_no_narrow_bounds,4,native,9982443795,0,,8475,609,64476888,9736822598,56788,,1.582716839,21741000313,7527532617,,51748095314,
string_match,gcc,mpx_no_narrow_bounds,8,native,10015328318,0,,8477,460,65260678,9733834612,53333,,1.390949207,38627760228,7544167094,,51689315039,
pca,gcc,mpx_no_narrow_bounds,2,native,229941357547,0,,17872,2066014,5146756,13698141194,227011,,42.77560086,321592886464,155876106,,541104049280,
pca,gcc,mpx_no_narrow_bounds,4,native,229916351976,0,,17845,3058387,5284471,13695880193,225592,,22.4339578,321595268367,153080148,,541105982136,
pca,gcc,mpx_no_narrow_bounds,8,native,229974590099,0,,17872,4170384,5360603,13711290375,600062,,21.598470173,618131720322,167721194,,541187489716,
word_count,clang,asan,2,native,63700051651,0,,40892,137770,167920042,63516165478,12145454,,11.261340692,83336756832,56463239157,,315267368862,
word_count,clang,asan,4,native,63464796529,0,,41007,125700,169326735,63380314154,10675915,,5.930712681,83300914368,56592056545,,315374105316,
word_count,clang,asan,8,native,63380955323,0,,41053,164722,180146317,63379157247,31581261,,6.179824427,150090391771,56668588230,,315511863239,
