name,compiler,type,threads,input,sgxtime,num_clients,mpxbtnum,sgxmem,tput,lat,mpxerrors,failed_requests,complete_requests
nginx,icc,mpx_no_narrow_bounds_only_write,1,17,,17,,,43015.36,0.395,,0,860308
nginx,icc,mpx_no_narrow_bounds_only_write,1,21,,21,,,42960.77,0.489,,0,859217
nginx,icc,mpx_no_narrow_bounds_only_write,1,25,,25,,,42929.05,0.582,,0,858583
nginx,icc,mpx_no_narrow_bounds_only_write,1,29,,29,,,43058.76,0.673,,0,861177
nginx,icc,mpx_no_narrow_bounds_only_write,1,1,,1,,,3634.08,0.275,,0,72682
nginx,icc,mpx_no_narrow_bounds_only_write,1,5,,5,,,26617.82,0.188,,0,532357
nginx,icc,mpx_no_narrow_bounds_only_write,1,9,,9,,,42440.31,0.212,,0,848807
nginx,icc,mpx_no_narrow_bounds_only_write,1,13,,13,,,43012.55,0.302,,0,860253
nginx,icc,mpx_no_narrow_bounds_only_write,1,17,,17,,,43039.17,0.395,,0,860785
nginx,icc,mpx_no_narrow_bounds_only_write,1,21,,21,,,43058.26,0.488,,0,861167
nginx,icc,mpx_no_narrow_bounds_only_write,1,25,,25,,,43040.56,0.581,,0,860812
nginx,icc,mpx_no_narrow_bounds_only_write,1,29,,29,,,43053.36,0.674,,0,861068
nginx,icc,mpx_no_narrow_bounds_only_write,1,1,,1,,,3730.01,0.268,,0,74601
nginx,icc,mpx_no_narrow_bounds_only_write,1,5,,5,,,26500.5,0.189,,0,530011
nginx,icc,mpx_no_narrow_bounds_only_write,1,9,,9,,,42179.1,0.213,,0,843584
nginx,icc,mpx_no_narrow_bounds_only_write,1,13,,13,,,43054.77,0.302,,0,861096
nginx,icc,mpx_no_narrow_bounds_only_write,1,17,,17,,,43058.7,0.395,,0,861175
nginx,icc,mpx_no_narrow_bounds_only_write,1,21,,21,,,43059.64,0.488,,0,861195
nginx,icc,mpx_no_narrow_bounds_only_write,1,25,,25,,,43041.14,0.581,,0,860823
nginx,icc,mpx_no_narrow_bounds_only_write,1,29,,29,,,43058.34,0.674,,0,861168
nginx,icc,mpx_no_narrow_bounds_only_write,1,1,,1,,,3884.72,0.257,,0,77695
nginx,icc,mpx_no_narrow_bounds_only_write,1,5,,5,,,26262.26,0.19,,0,525246
nginx,icc,mpx_no_narrow_bounds_only_write,1,9,,9,,,42405.6,0.212,,0,848113
nginx,icc,mpx_no_narrow_bounds_only_write,1,13,,13,,,43052.58,0.302,,0,861053
nginx,icc,mpx_no_narrow_bounds_only_write,1,17,,17,,,43064.33,0.395,,0,861287
nginx,icc,mpx_no_narrow_bounds_only_write,1,21,,21,,,43063.11,0.488,,0,861263
nginx,icc,mpx_no_narrow_bounds_only_write,1,25,,25,,,43002.23,0.581,,0,860045
nginx,icc,mpx_no_narrow_bounds_only_write,1,29,,29,,,42945.3,0.675,,0,858908
nginx,gcc,asan,1,1,,1,,,3254.6,0.307,,0,65092
nginx,gcc,asan,1,5,,5,,,25133.74,0.199,,0,502677
nginx,gcc,asan,1,9,,9,,,43079.09,0.209,,0,861583
nginx,gcc,asan,1,13,,13,,,48345.56,0.269,,0,966913
nginx,gcc,asan,1,17,,17,,,49034.51,0.347,,0,980693
nginx,gcc,asan,1,21,,21,,,49046.57,0.428,,0,980932
nginx,gcc,asan,1,25,,25,,,48714.54,0.513,,0,974292
nginx,gcc,asan,1,29,,29,,,48746.82,0.595,,0,974938
nginx,gcc,asan,1,1,,1,,,3590.01,0.279,,0,71801
nginx,gcc,asan,1,5,,5,,,25136.6,0.199,,0,502732
nginx,gcc,asan,1,9,,9,,,43415.56,0.207,,0,868313
nginx,gcc,asan,1,13,,13,,,48822.31,0.266,,0,976447
nginx,gcc,asan,1,17,,17,,,49057.58,0.347,,0,981152
nginx,gcc,asan,1,21,,21,,,49079.51,0.428,,0,981592
nginx,gcc,asan,1,25,,25,,,49099.93,0.509,,0,982000
nginx,gcc,asan,1,29,,29,,,48888.12,0.593,,0,977765
nginx,gcc,asan,1,1,,1,,,3519.09,0.284,,0,70382
nginx,gcc,asan,1,5,,5,,,25291.12,0.198,,0,505824
nginx,gcc,asan,1,9,,9,,,43054.4,0.209,,0,861090
nginx,gcc,asan,1,13,,13,,,48392.67,0.269,,0,967856
nginx,gcc,asan,1,17,,17,,,48636.24,0.35,,0,972726
nginx,gcc,asan,1,21,,21,,,49095.39,0.428,,0,981909
nginx,gcc,asan,1,25,,25,,,49086.29,0.509,,0,981727
nginx,gcc,asan,1,29,,29,,,49077.25,0.591,,0,981545
nginx,gcc,asan,1,1,,1,,,3558.91,0.281,,0,71179
nginx,gcc,asan,1,5,,5,,,25336.43,0.197,,0,506729
nginx,gcc,asan,1,9,,9,,,43307.84,0.208,,0,866158
nginx,gcc,asan,1,13,,13,,,48763.14,0.267,,0,975263
nginx,gcc,asan,1,17,,17,,,48717.38,0.349,,0,974348
nginx,gcc,asan,1,21,,21,,,48686.05,0.431,,0,973721
nginx,gcc,asan,1,25,,25,,,48994.15,0.51,,0,979885
nginx,gcc,asan,1,29,,29,,,49100.69,0.591,,0,982015
nginx,gcc,asan,1,1,,1,,,3324.64,0.301,,0,66493
nginx,gcc,asan,1,5,,5,,,25249.49,0.198,,0,504990
nginx,gcc,asan,1,9,,9,,,42608.04,0.211,,0,852162
nginx,gcc,asan,1,13,,13,,,48831.38,0.266,,0,976628
nginx,gcc,asan,1,17,,17,,,49081.99,0.346,,0,981641
nginx,gcc,asan,1,21,,21,,,48618.5,0.432,,0,972372
nginx,gcc,asan,1,25,,25,,,48556.74,0.515,,0,971136
nginx,gcc,asan,1,29,,29,,,49032.77,0.591,,0,980656
nginx,gcc,asan,1,1,,1,,,3422.26,0.292,,0,68446
nginx,gcc,asan,1,5,,5,,,25214.53,0.198,,0,504291
nginx,gcc,asan,1,9,,9,,,43008.67,0.209,,0,860175
nginx,gcc,asan,1,13,,13,,,48803.59,0.266,,0,976074
nginx,gcc,asan,1,17,,17,,,49058.77,0.347,,0,981176
nginx,gcc,asan,1,21,,21,,,48605.31,0.432,,0,972107
nginx,gcc,asan,1,25,,25,,,49091.31,0.509,,0,981829
nginx,gcc,asan,1,29,,29,,,49044.2,0.591,,0,980886
nginx,gcc,asan,1,1,,1,,,3611.98,0.277,,0,72240
nginx,gcc,asan,1,5,,5,,,25331.19,0.197,,0,506626
nginx,gcc,asan,1,9,,9,,,42699.78,0.211,,0,853997
nginx,gcc,asan,1,13,,13,,,48437.21,0.268,,0,968747
nginx,gcc,asan,1,17,,17,,,48653.79,0.349,,0,973077
nginx,gcc,asan,1,21,,21,,,49094.57,0.428,,0,981893
nginx,gcc,asan,1,25,,25,,,48631.88,0.514,,0,972638
nginx,gcc,asan,1,29,,29,,,49096.88,0.591,,0,981938
nginx,gcc,asan,1,1,,1,,,3473.59,0.288,,0,69472
nginx,gcc,asan,1,5,,5,,,25339.85,0.197,,0,506798
nginx,gcc,asan,1,9,,9,,,42990.7,0.209,,0,859815
nginx,gcc,asan,1,13,,13,,,48449.34,0.268,,0,968988
nginx,gcc,asan,1,17,,17,,,48759.59,0.349,,0,975192
nginx,gcc,asan,1,21,,21,,,49094.14,0.428,,0,981883
nginx,gcc,asan,1,25,,25,,,49094.6,0.509,,0,981893
nginx,gcc,asan,1,29,,29,,,48652.5,0.596,,0,973053
nginx,gcc,asan,1,1,,1,,,3490.78,0.286,,0,69816
nginx,gcc,asan,1,5,,5,,,24962.22,0.2,,0,499245
nginx,gcc,asan,1,9,,9,,,43107.72,0.209,,0,862156
nginx,gcc,asan,1,13,,13,,,48735.94,0.267,,0,974719
nginx,gcc,asan,1,17,,17,,,49081.32,0.346,,0,981628
nginx,gcc,asan,1,21,,21,,,49104.2,0.428,,0,982085
nginx,gcc,asan,1,25,,25,,,49091.27,0.509,,0,981828
nginx,gcc,asan,1,29,,29,,,48867.64,0.593,,0,977355
nginx,gcc,asan,1,1,,1,,,3454.43,0.289,,0,69089
nginx,gcc,asan,1,5,,5,,,25238.44,0.198,,0,504769
nginx,gcc,asan,1,9,,9,,,42969.89,0.209,,0,859398
nginx,gcc,asan,1,13,,13,,,48597.55,0.268,,0,971952
nginx,gcc,asan,1,17,,17,,,48708.35,0.349,,0,974168
nginx,gcc,asan,1,21,,21,,,49055.95,0.428,,0,981121
nginx,gcc,asan,1,25,,25,,,49058.14,0.51,,0,981164
nginx,gcc,asan,1,29,,29,,,48823.03,0.594,,0,976462
nginx,clang,asan,1,1,,1,,,3477.21,0.288,,0,69545
nginx,clang,asan,1,5,,5,,,25383.02,0.197,,0,507661
nginx,clang,asan,1,9,,9,,,43384.48,0.207,,0,867690
nginx,clang,asan,1,13,,13,,,51333.02,0.253,,0,1000000
nginx,clang,asan,1,17,,17,,,52183.31,0.326,,0,1000000
nginx,clang,asan,1,21,,21,,,51683.07,0.406,,0,1000000
nginx,clang,asan,1,25,,25,,,51608.55,0.484,,0,1000000
nginx,clang,asan,1,29,,29,,,51769.96,0.56,,0,1000000
nginx,clang,asan,1,1,,1,,,3578.72,0.279,,0,71575
nginx,clang,asan,1,5,,5,,,25224.44,0.198,,0,504490
nginx,clang,asan,1,9,,9,,,43061.79,0.209,,0,861239
nginx,clang,asan,1,13,,13,,,51503.74,0.252,,0,1000000
nginx,clang,asan,1,17,,17,,,52304.25,0.325,,0,1000000
nginx,clang,asan,1,21,,21,,,52359.01,0.401,,0,1000000
nginx,clang,asan,1,25,,25,,,51934.38,0.481,,0,1000000
nginx,clang,asan,1,29,,29,,,51699.41,0.561,,0,1000000
nginx,clang,asan,1,1,,1,,,3410.88,0.293,,0,68218
nginx,clang,asan,1,5,,5,,,25284.12,0.198,,0,505683
nginx,clang,asan,1,9,,9,,,43815.23,0.205,,0,876306
nginx,clang,asan,1,13,,13,,,51222.52,0.254,,0,1000000
nginx,clang,asan,1,17,,17,,,52155.24,0.326,,0,1000000
nginx,clang,asan,1,21,,21,,,51997.48,0.404,,0,1000000
nginx,clang,asan,1,25,,25,,,52227.06,0.479,,0,1000000
nginx,clang,asan,1,29,,29,,,52000.36,0.558,,0,1000000
nginx,clang,asan,1,1,,1,,,3771.26,0.265,,0,75426
nginx,clang,asan,1,5,,5,,,25408.09,0.197,,0,508163
nginx,clang,asan,1,9,,9,,,43089.65,0.209,,0,861793
nginx,clang,asan,1,13,,13,,,51382.42,0.253,,0,1000000
nginx,clang,asan,1,17,,17,,,52170.49,0.326,,0,1000000
nginx,clang,asan,1,21,,21,,,52077.81,0.403,,0,1000000
nginx,clang,asan,1,25,,25,,,51919.53,0.482,,0,1000000
nginx,clang,asan,1,29,,29,,,51824.05,0.56,,0,1000000
nginx,clang,asan,1,1,,1,,,3732.98,0.268,,0,74660
nginx,clang,asan,1,5,,5,,,25387.61,0.197,,0,507753
nginx,clang,asan,1,9,,9,,,43074.21,0.209,,0,861486
nginx,clang,asan,1,13,,13,,,51748.06,0.251,,0,1000000
nginx,clang,asan,1,17,,17,,,52329.31,0.325,,0,1000000
nginx,clang,asan,1,21,,21,,,52357.73,0.401,,0,1000000
nginx,clang,asan,1,25,,25,,,51774.76,0.483,,0,1000000
nginx,clang,asan,1,29,,29,,,51802.08,0.56,,0,1000000
nginx,clang,asan,1,1,,1,,,3345.19,0.299,,0,66904
nginx,clang,asan,1,5,,5,,,25275.32,0.198,,0,505507
nginx,clang,asan,1,9,,9,,,43506.38,0.207,,0,870128
nginx,clang,asan,1,13,,13,,,51282.91,0.253,,0,1000000
nginx,clang,asan,1,17,,17,,,51680.02,0.329,,0,1000000
nginx,clang,asan,1,21,,21,,,52227.12,0.402,,0,1000000
nginx,clang,asan,1,25,,25,,,52358.41,0.477,,0,1000000
nginx,clang,asan,1,29,,29,,,51813.7,0.56,,0,1000000
nginx,clang,asan,1,1,,1,,,3542.33,0.282,,0,70847
nginx,clang,asan,1,5,,5,,,25465.7,0.196,,0,509315
nginx,clang,asan,1,9,,9,,,42905.78,0.21,,0,858116
nginx,clang,asan,1,13,,13,,,51603.46,0.252,,0,1000000
nginx,clang,asan,1,17,,17,,,52322.98,0.325,,0,1000000
nginx,clang,asan,1,21,,21,,,52354.78,0.401,,0,1000000
nginx,clang,asan,1,25,,25,,,52204.38,0.479,,0,1000000
nginx,clang,asan,1,29,,29,,,51983.73,0.558,,0,1000000
nginx,clang,asan,1,1,,1,,,3509.51,0.285,,0,70191
nginx,clang,asan,1,5,,5,,,25573.04,0.196,,0,511461
nginx,clang,asan,1,9,,9,,,43102.27,0.209,,0,862047
nginx,clang,asan,1,13,,13,,,51794.85,0.251,,0,1000000
nginx,clang,asan,1,17,,17,,,50622.27,0.336,,0,1000000
nginx,clang,asan,1,21,,21,,,52357.09,0.401,,0,1000000
nginx,clang,asan,1,25,,25,,,52124.62,0.48,,0,1000000
nginx,clang,asan,1,29,,29,,,51593.38,0.562,,0,1000000
nginx,clang,asan,1,1,,1,,,3708.29,0.27,,0,74167
nginx,clang,asan,1,5,,5,,,25350.74,0.197,,0,507016
nginx,clang,asan,1,9,,9,,,43403.64,0.207,,0,868073
nginx,clang,asan,1,13,,13,,,51268.69,0.254,,0,1000000
nginx,clang,asan,1,17,,17,,,51934.97,0.327,,0,1000000
nginx,clang,asan,1,21,,21,,,52251.2,0.402,,0,1000000
nginx,clang,asan,1,25,,25,,,52268.14,0.478,,0,1000000
nginx,clang,asan,1,29,,29,,,51880.28,0.559,,0,1000000
nginx,clang,asan,1,1,,1,,,3431.98,0.291,,0,68640
nginx,clang,asan,1,5,,5,,,25368.21,0.197,,0,507365
nginx,clang,asan,1,9,,9,,,43383.69,0.207,,0,867677
nginx,clang,asan,1,13,,13,,,51302.66,0.253,,0,1000000
nginx,clang,asan,1,17,,17,,,52169.52,0.326,,0,1000000
nginx,clang,asan,1,21,,21,,,52342.46,0.401,,0,1000000
nginx,clang,asan,1,25,,25,,,51716.01,0.483,,0,1000000
nginx,clang,asan,1,29,,29,,,51943.92,0.558,,0,1000000
nginx,gcc,asan_only_write,1,1,,1,,,3671.45,0.272,,0,73430
nginx,gcc,asan_only_write,1,5,,5,,,25527.95,0.196,,0,510559
nginx,gcc,asan_only_write,1,9,,9,,,43652.48,0.206,,0,873050
nginx,gcc,asan_only_write,1,13,,13,,,48943.76,0.266,,0,978876
nginx,gcc,asan_only_write,1,17,,17,,,49287.23,0.345,,0,985746
nginx,gcc,asan_only_write,1,21,,21,,,48935.34,0.429,,0,978709
nginx,gcc,asan_only_write,1,25,,25,,,48865.48,0.512,,0,977311
nginx,gcc,asan_only_write,1,29,,29,,,47796.12,0.607,,0,955925
nginx,gcc,asan_only_write,1,1,,1,,,3537.24,0.283,,0,70745
nginx,gcc,asan_only_write,1,5,,5,,,25446.73,0.196,,0,508935
nginx,gcc,asan_only_write,1,9,,9,,,43844.48,0.205,,0,876892
nginx,gcc,asan_only_write,1,13,,13,,,48709.86,0.267,,0,974200
nginx,gcc,asan_only_write,1,17,,17,,,48967.04,0.347,,0,979342
nginx,gcc,asan_only_write,1,21,,21,,,49308.66,0.426,,0,986174
nginx,gcc,asan_only_write,1,25,,25,,,49176.42,0.508,,0,983529
nginx,gcc,asan_only_write,1,29,,29,,,49284.4,0.588,,0,985688
nginx,gcc,asan_only_write,1,1,,1,,,3687.61,0.271,,0,73753
nginx,gcc,asan_only_write,1,5,,5,,,25515.71,0.196,,0,510315
nginx,gcc,asan_only_write,1,9,,9,,,43804.0,0.205,,0,876081
nginx,gcc,asan_only_write,1,13,,13,,,49136.99,0.265,,0,982742
nginx,gcc,asan_only_write,1,17,,17,,,49290.44,0.345,,0,985811
nginx,gcc,asan_only_write,1,21,,21,,,49308.92,0.426,,0,986179
nginx,gcc,asan_only_write,1,25,,25,,,49295.11,0.507,,0,985905
nginx,gcc,asan_only_write,1,29,,29,,,49271.64,0.589,,0,985435
nginx,gcc,asan_only_write,1,1,,1,,,3449.88,0.29,,0,68998
nginx,gcc,asan_only_write,1,5,,5,,,25287.82,0.198,,0,505759
nginx,gcc,asan_only_write,1,9,,9,,,43875.22,0.205,,0,877507
nginx,gcc,asan_only_write,1,13,,13,,,49120.73,0.265,,0,982416
nginx,gcc,asan_only_write,1,17,,17,,,48965.32,0.347,,0,979307
nginx,gcc,asan_only_write,1,21,,21,,,49034.63,0.428,,0,980693
nginx,gcc,asan_only_write,1,25,,25,,,49295.14,0.507,,0,985905
nginx,gcc,asan_only_write,1,29,,29,,,49171.09,0.59,,0,983423
nginx,gcc,asan_only_write,1,1,,1,,,4059.47,0.246,,0,81190
nginx,gcc,asan_only_write,1,5,,5,,,25449.19,0.196,,0,508985
nginx,gcc,asan_only_write,1,9,,9,,,44007.37,0.205,,0,880149
nginx,gcc,asan_only_write,1,13,,13,,,49114.13,0.265,,0,982284
nginx,gcc,asan_only_write,1,17,,17,,,48877.86,0.348,,0,977559
nginx,gcc,asan_only_write,1,21,,21,,,48848.14,0.43,,0,976964
nginx,gcc,asan_only_write,1,25,,25,,,49303.4,0.507,,0,986069
nginx,gcc,asan_only_write,1,29,,29,,,48740.85,0.595,,0,974817
nginx,gcc,asan_only_write,1,1,,1,,,3712.57,0.269,,0,74252
nginx,gcc,asan_only_write,1,5,,5,,,25499.51,0.196,,0,509993
nginx,gcc,asan_only_write,1,9,,9,,,43770.67,0.206,,0,875415
nginx,gcc,asan_only_write,1,13,,13,,,48945.12,0.266,,0,978905
nginx,gcc,asan_only_write,1,17,,17,,,49061.6,0.347,,0,981233
nginx,gcc,asan_only_write,1,21,,21,,,49219.83,0.427,,0,984397
nginx,gcc,asan_only_write,1,25,,25,,,48958.91,0.511,,0,979180
nginx,gcc,asan_only_write,1,29,,29,,,49244.75,0.589,,0,984896
nginx,gcc,asan_only_write,1,1,,1,,,3596.77,0.278,,0,72050
nginx,gcc,asan_only_write,1,5,,5,,,25615.34,0.195,,0,512307
nginx,gcc,asan_only_write,1,9,,9,,,43714.58,0.206,,0,874292
nginx,gcc,asan_only_write,1,13,,13,,,49040.05,0.265,,0,980801
nginx,gcc,asan_only_write,1,17,,17,,,49290.83,0.345,,0,985818
nginx,gcc,asan_only_write,1,21,,21,,,49059.1,0.428,,0,981183
nginx,gcc,asan_only_write,1,25,,25,,,49266.39,0.507,,0,985328
nginx,gcc,asan_only_write,1,29,,29,,,49303.1,0.588,,0,986065
nginx,gcc,asan_only_write,1,1,,1,,,3952.83,0.253,,0,79057
nginx,gcc,asan_only_write,1,5,,5,,,25575.37,0.196,,0,511508
nginx,gcc,asan_only_write,1,9,,9,,,43414.82,0.207,,0,868298
nginx,gcc,asan_only_write,1,13,,13,,,49126.28,0.265,,0,982526
nginx,gcc,asan_only_write,1,17,,17,,,49237.79,0.345,,0,984758
nginx,gcc,asan_only_write,1,21,,21,,,48884.72,0.43,,0,977697
nginx,gcc,asan_only_write,1,25,,25,,,49060.7,0.51,,0,981215
nginx,gcc,asan_only_write,1,29,,29,,,49273.05,0.589,,0,985461
nginx,gcc,asan_only_write,1,1,,1,,,3716.07,0.269,,0,74322
nginx,gcc,asan_only_write,1,5,,5,,,25119.74,0.199,,0,502397
nginx,gcc,asan_only_write,1,9,,9,,,43882.39,0.205,,0,877649
nginx,gcc,asan_only_write,1,13,,13,,,49118.63,0.265,,0,982373
nginx,gcc,asan_only_write,1,17,,17,,,48769.45,0.349,,0,975390
nginx,gcc,asan_only_write,1,21,,21,,,48905.08,0.429,,0,978104
nginx,gcc,asan_only_write,1,25,,25,,,49282.51,0.507,,0,985652
nginx,gcc,asan_only_write,1,29,,29,,,49307.16,0.588,,0,986144
nginx,gcc,asan_only_write,1,1,,1,,,3481.2,0.287,,0,69624
nginx,gcc,asan_only_write,1,5,,5,,,25258.88,0.198,,0,505178
nginx,gcc,asan_only_write,1,9,,9,,,43732.87,0.206,,0,874660
nginx,gcc,asan_only_write,1,13,,13,,,49092.47,0.265,,0,981850
nginx,gcc,asan_only_write,1,17,,17,,,48831.88,0.348,,0,976640
nginx,gcc,asan_only_write,1,21,,21,,,49278.49,0.426,,0,985572
nginx,gcc,asan_only_write,1,25,,25,,,49296.61,0.507,,0,985935
nginx,gcc,asan_only_write,1,29,,29,,,49059.62,0.591,,0,981194
