name,compiler,type,threads,input,time,sys_time,major_faults,mpxbtnum,voluntary_context_switches,involuntary_context_switches,mpxerrors,minor_faults,user_time,maxsize
canneal,safecode,native,1,native,146.5,0.22,0,,68,262,,155783,146.24,871056
canneal,safecode,native,1,native,145.82,0.3,0,,73,261,,155788,145.47,871056
canneal,safecode,native,1,native,146.28,0.27,0,,86,264,,155801,145.97,871056
canneal,safecode,native,1,native,147.74,0.26,0,,71,267,,155785,147.44,871056
canneal,safecode,native,1,native,146.87,0.25,0,,78,259,,155792,146.58,871056
swaptions,safecode,native,1,native,259.02,0.0,0,,1,461,,874,258.98,6444
swaptions,safecode,native,1,native,259.05,0.0,0,,1,464,,874,259.02,6444
swaptions,safecode,native,1,native,259.13,0.0,0,,1,463,,874,259.1,6444
swaptions,safecode,native,1,native,258.99,0.0,0,,1,458,,874,258.96,6444
swaptions,safecode,native,1,native,259.01,0.0,0,,1,464,,874,258.98,6444
swaptions,safecode,native,1,native,259.05,0.0,0,,1,463,,874,259.02,6444
swaptions,safecode,native,1,native,258.97,0.0,0,,1,461,,874,258.94,6444
swaptions,safecode,native,1,native,259.07,0.0,0,,1,463,,874,259.04,6444
swaptions,safecode,native,1,native,259.05,0.0,0,,1,463,,874,259.02,6444
swaptions,safecode,native,1,native,259.14,0.0,0,,1,460,,874,259.11,6444
fluidanimate,safecode,native,1,native,230.41,0.03,0,,1,465,,2881,230.34,518772
fluidanimate,safecode,native,1,native,230.37,0.02,0,,1,469,,2881,230.32,518772
fluidanimate,safecode,native,1,native,230.36,0.03,0,,1,463,,2881,230.3,518772
fluidanimate,safecode,native,1,native,230.71,0.03,0,,1,467,,2881,230.65,518772
fluidanimate,safecode,native,1,native,230.48,0.03,0,,1,466,,2881,230.42,518772
fluidanimate,safecode,native,1,native,230.31,0.05,0,,1,463,,2881,230.23,518772
fluidanimate,safecode,native,1,native,230.44,0.04,0,,1,467,,2881,230.36,518772
fluidanimate,safecode,native,1,native,230.43,0.04,0,,1,465,,2881,230.35,518772
fluidanimate,safecode,native,1,native,230.36,0.02,0,,1,466,,2881,230.3,518772
fluidanimate,safecode,native,1,native,230.3,0.02,0,,1,466,,2881,230.25,518772
blackscholes,safecode,native,1,native,140.04,0.26,0,,1,357,,2612,139.76,627752
blackscholes,safecode,native,1,native,140.06,0.22,0,,2,356,,2612,139.82,627752
blackscholes,safecode,native,1,native,140.05,0.25,0,,1,358,,2612,139.78,627752
blackscholes,safecode,native,1,native,140.05,0.17,0,,1,359,,2612,139.86,627752
blackscholes,safecode,native,1,native,140.07999999999998,0.21,0,,1,358,,2612,139.85,627752
blackscholes,safecode,native,1,native,140.07,0.22,0,,1,358,,2612,139.83,627752
blackscholes,safecode,native,1,native,140.05,0.22,0,,1,357,,2612,139.81,627752
blackscholes,safecode,native,1,native,140.07,0.24,0,,1,357,,2612,139.81,627752
blackscholes,safecode,native,1,native,140.05,0.22,0,,1,359,,2612,139.81,627752
blackscholes,safecode,native,1,native,140.06,0.26,0,,1,358,,2612,139.78,627752
