name,compiler,type,threads,input,voluntary_context_switches,minor_faults,mpxerrors,mpxbtnum,sys_time,user_time,time,involuntary_context_switches,major_faults,maxsize
blackscholes,gcc,mpx_no_narrow_bounds,1,4,1,83839,,,0.52,87.05,87.58,227,0,404912
blackscholes,gcc,mpx_no_narrow_bounds,1,0,1,1840,,,0.01,5.43,5.45,19,0,29748
blackscholes,gcc,mpx_no_narrow_bounds,1,1,1,2470,,,0.0,10.87,10.88,32,0,54872
blackscholes,gcc,mpx_no_narrow_bounds,1,2,1,8837,,,0.1,21.74,21.84,59,0,104744
blackscholes,gcc,mpx_no_narrow_bounds,1,3,1,33839,,,0.27,43.49,43.77,113,0,204800
blackscholes,gcc,mpx_no_narrow_bounds,1,4,1,83839,,,0.5,86.97,87.49,229,0,404912
blackscholes,gcc,mpx_no_narrow_bounds,1,0,1,1840,,,0.02,5.42,5.45,17,0,29748
blackscholes,gcc,mpx_no_narrow_bounds,1,1,1,2470,,,0.01,10.86,10.88,34,0,54872
blackscholes,gcc,mpx_no_narrow_bounds,1,2,1,8837,,,0.09,21.71,21.81,61,0,104744
blackscholes,gcc,mpx_no_narrow_bounds,1,3,1,32306,,,0.23,43.51,43.75,116,0,204860
blackscholes,gcc,mpx_no_narrow_bounds,1,4,2,82306,,,0.5,87.0,87.52,226,0,404708
blackscholes,gcc,mpx_no_narrow_bounds,1,0,1,1840,,,0.02,5.42,5.45,20,0,29748
blackscholes,gcc,mpx_no_narrow_bounds,1,1,2,2471,,,0.01,10.86,10.88,31,0,54872
blackscholes,gcc,mpx_no_narrow_bounds,1,2,1,7304,,,0.07,21.75,21.83,62,0,104804
blackscholes,gcc,mpx_no_narrow_bounds,1,3,1,32306,,,0.2,43.5,43.71,117,0,204860
blackscholes,gcc,mpx_no_narrow_bounds,1,4,1,82306,,,0.53,86.98,87.53,222,0,404708
blackscholes,gcc,mpx_no_narrow_bounds,1,0,1,1840,,,0.02,5.42,5.45,23,0,29748
blackscholes,gcc,mpx_no_narrow_bounds,1,1,1,2470,,,0.01,10.86,10.88,32,0,54872
blackscholes,gcc,mpx_no_narrow_bounds,1,2,1,7304,,,0.07,21.74,21.81,58,0,104804
blackscholes,gcc,mpx_no_narrow_bounds,1,3,1,32306,,,0.28,43.52,43.8,116,0,204860
blackscholes,gcc,mpx_no_narrow_bounds,1,4,1,82306,,,6.55,87.16,93.72,239,0,404708
blackscholes,gcc,mpx_no_narrow_bounds,1,0,1,1840,,,0.01,5.43,5.45,19,0,29748
blackscholes,gcc,mpx_no_narrow_bounds,1,1,2,2471,,,0.0,10.87,10.88,34,0,54872
blackscholes,gcc,mpx_no_narrow_bounds,1,2,1,7815,,,0.06,21.74,21.8,58,0,104872
blackscholes,gcc,mpx_no_narrow_bounds,1,3,1,32306,,,0.2,43.51,43.72,113,0,204860
blackscholes,gcc,mpx_no_narrow_bounds,1,4,1,82306,,,0.44,87.06,87.51,229,0,404708
blackscholes,gcc,mpx_no_narrow_bounds,1,0,1,1840,,,0.02,5.42,5.45,19,0,29748
blackscholes,gcc,mpx_no_narrow_bounds,1,1,1,2470,,,0.02,10.86,10.88,35,0,54872
blackscholes,gcc,mpx_no_narrow_bounds,1,2,1,7304,,,0.08,21.73,21.82,61,0,104804
blackscholes,gcc,mpx_no_narrow_bounds,1,3,1,32306,,,0.21,43.52,43.73,115,0,204860
blackscholes,gcc,mpx_no_narrow_bounds,1,4,1,82306,,,0.47,87.02,87.51,227,0,404708
blackscholes,gcc,mpx_no_narrow_bounds,1,0,1,1840,,,0.01,5.44,5.45,22,0,29748
blackscholes,gcc,mpx_no_narrow_bounds,1,1,1,2470,,,0.01,10.86,10.88,31,0,54872
blackscholes,gcc,mpx_no_narrow_bounds,1,2,1,7304,,,0.07,21.72,21.8,58,0,104804
blackscholes,gcc,mpx_no_narrow_bounds,1,3,1,32306,,,1.94,43.53,45.49,122,0,204860
blackscholes,gcc,mpx_no_narrow_bounds,1,4,1,82306,,,7.0,87.23,94.25,239,0,404708
blackscholes,gcc,mpx_no_narrow_bounds,1,0,1,1840,,,0.0,5.44,5.45,20,0,29748
blackscholes,gcc,mpx_no_narrow_bounds,1,1,1,2470,,,0.01,10.86,10.88,32,0,54872
blackscholes,gcc,mpx_no_narrow_bounds,1,2,1,7304,,,0.14,21.73,21.88,58,0,104804
blackscholes,gcc,mpx_no_narrow_bounds,1,3,1,32306,,,2.94,43.6,46.54,119,0,204860
blackscholes,gcc,mpx_no_narrow_bounds,1,4,1,82306,,,6.6,87.21,93.82,242,0,404708
blackscholes,gcc,mpx_no_narrow_bounds,1,0,1,1840,,,0.01,5.43,5.45,16,0,29748
blackscholes,gcc,mpx_no_narrow_bounds,1,1,1,2470,,,0.01,10.86,10.88,33,0,54872
blackscholes,gcc,mpx_no_narrow_bounds,1,2,1,7304,,,0.08,21.72,21.8,60,0,104804
blackscholes,gcc,mpx_no_narrow_bounds,1,3,1,32306,,,2.46,43.54,46.01,119,0,204860
blackscholes,gcc,mpx_no_narrow_bounds,1,4,1,82306,,,7.6,87.26,94.88,239,0,404708
bodytrack,gcc,mpx_no_narrow_bounds,1,0,1,9326,,,0.01,13.92,13.93,37,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,1,13741,,,0.01,27.57,27.59,63,0,84992
bodytrack,gcc,mpx_no_narrow_bounds,1,2,1,28770,,,0.02,54.91,54.94,120,0,154708
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,52216,,,0.16,109.49,109.68,218,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,118363,,,0.32,218.71,219.07,435,0,522372
bodytrack,gcc,mpx_no_narrow_bounds,1,0,1,9326,,,0.01,13.99,14.01,34,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,1,13741,,,0.0,27.58,27.59,64,0,84992
bodytrack,gcc,mpx_no_narrow_bounds,1,2,1,28259,,,0.03,54.92,54.96,115,0,154708
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,52216,,,0.07,109.42,109.5,224,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,118363,,,3.65,218.94,222.62,433,0,522372
bodytrack,gcc,mpx_no_narrow_bounds,1,0,1,9326,,,0.02,13.92,13.94,34,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,4,13744,,,0.0,27.54,27.55,63,0,85120
bodytrack,gcc,mpx_no_narrow_bounds,1,2,1,29281,,,0.28,54.86,55.15,117,0,154708
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,53238,,,1.58,109.57,111.17,220,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,118874,,,3.8,219.06,222.9,441,0,522372
bodytrack,gcc,mpx_no_narrow_bounds,1,0,1,9326,,,0.02,13.91,13.93,30,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,7,13747,,,0.0,27.54,27.55,63,0,87616
bodytrack,gcc,mpx_no_narrow_bounds,1,2,1,31259,,,0.43,54.87,55.32,116,0,154444
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,53749,,,0.17,109.55,109.74000000000001,225,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,119896,,,0.27,218.73,219.03,429,0,522372
bodytrack,gcc,mpx_no_narrow_bounds,1,0,1,9326,,,0.0,13.94,13.94,38,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,6,13746,,,0.01,27.55,27.56,62,0,87616
bodytrack,gcc,mpx_no_narrow_bounds,1,2,1,30814,,,0.04,54.87,54.92,114,0,154708
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,53749,,,1.26,109.9,111.18,222,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,119896,,,3.85,219.01,222.89,439,0,522372
bodytrack,gcc,mpx_no_narrow_bounds,1,0,0,9326,,,0.0,13.91,13.92,32,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,5,13745,,,0.0,27.55,27.57,62,0,87620
bodytrack,gcc,mpx_no_narrow_bounds,1,2,1,29792,,,0.28,54.89,55.18,115,0,154708
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,53238,,,1.58,109.49,111.1,228,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,119385,,,3.83,218.79,222.65,434,0,522372
bodytrack,gcc,mpx_no_narrow_bounds,1,0,1,9326,,,0.01,13.91,13.93,35,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,4,13744,,,0.0,27.55,27.56,62,0,87620
bodytrack,gcc,mpx_no_narrow_bounds,1,2,1,30814,,,0.38,54.88,55.27,118,0,154708
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,53749,,,1.74,109.94,111.69,220,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,119385,,,3.82,218.96,222.81,438,0,522372
bodytrack,gcc,mpx_no_narrow_bounds,1,0,1,9326,,,0.0,13.92,13.92,31,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,6,13746,,,0.01,27.52,27.54,65,0,87616
bodytrack,gcc,mpx_no_narrow_bounds,1,2,1,29365,,,0.07,54.85,54.93,114,0,155952
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,53749,,,0.1,109.58,109.7,223,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,119896,,,0.25,219.07,219.35,430,0,522372
bodytrack,gcc,mpx_no_narrow_bounds,1,0,1,9326,,,0.0,13.94,13.95,36,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,3,13743,,,0.0,27.6,27.62,62,0,85128
bodytrack,gcc,mpx_no_narrow_bounds,1,2,3,32363,,,0.05,54.7,54.76,117,0,152720
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,54771,,,0.12,109.66,109.8,219,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,120080,,,0.28,218.74,219.05,432,0,523108
bodytrack,gcc,mpx_no_narrow_bounds,1,0,1,9326,,,0.0,13.93,13.94,30,0,56388
bodytrack,gcc,mpx_no_narrow_bounds,1,1,5,13745,,,0.01,27.54,27.55,62,0,87620
bodytrack,gcc,mpx_no_narrow_bounds,1,2,1,30303,,,0.04,54.84,54.89,117,0,154708
bodytrack,gcc,mpx_no_narrow_bounds,1,3,1,54260,,,0.11,109.6,109.72999999999999,226,0,271116
bodytrack,gcc,mpx_no_narrow_bounds,1,4,1,120407,,,3.86,218.99,222.88,433,0,522372
swaptions,gcc,mpx_no_narrow_bounds,1,0,1,3732,,,0.0,13.53,13.53,26,0,43584
swaptions,gcc,mpx_no_narrow_bounds,1,1,2,7322,,,0.01,27.04,27.06,56,0,79672
swaptions,gcc,mpx_no_narrow_bounds,1,2,1,15466,,,0.06,54.1,54.18,101,0,131816
swaptions,gcc,mpx_no_narrow_bounds,1,3,4,28983,,,0.07,108.2,108.28999999999999,195,0,304076
swaptions,gcc,mpx_no_narrow_bounds,1,4,2,69414,,,0.35,216.42,216.81,424,0,343700
swaptions,gcc,mpx_no_narrow_bounds,1,0,2,3682,,,0.0,13.52,13.53,28,0,49008
swaptions,gcc,mpx_no_narrow_bounds,1,1,1,7757,,,0.02,27.04,27.07,55,0,76860
swaptions,gcc,mpx_no_narrow_bounds,1,2,2,16518,,,0.07,54.12,54.2,106,0,114012
swaptions,gcc,mpx_no_narrow_bounds,1,3,1,33773,,,0.11,108.22,108.35,209,0,187608
swaptions,gcc,mpx_no_narrow_bounds,1,4,2,66216,,,0.22,216.44,216.69,411,0,407636
swaptions,gcc,mpx_no_narrow_bounds,1,0,1,3732,,,0.0,13.52,13.53,28,0,43584
swaptions,gcc,mpx_no_narrow_bounds,1,1,1,7297,,,0.0,27.05,27.06,51,0,79568
swaptions,gcc,mpx_no_narrow_bounds,1,2,1,16565,,,0.07,54.12,54.21,104,0,114116
swaptions,gcc,mpx_no_narrow_bounds,1,3,1,33625,,,0.12,108.22,108.35,212,0,190944
swaptions,gcc,mpx_no_narrow_bounds,1,4,2,66799,,,0.32,216.36,216.71,412,0,394288
swaptions,gcc,mpx_no_narrow_bounds,1,0,1,3732,,,0.0,13.52,13.53,27,0,43584
swaptions,gcc,mpx_no_narrow_bounds,1,1,1,7297,,,0.01,27.05,27.07,50,0,79568
swaptions,gcc,mpx_no_narrow_bounds,1,2,1,16565,,,0.06,54.14,54.2,106,0,112308
swaptions,gcc,mpx_no_narrow_bounds,1,3,1,33773,,,0.11,108.23,108.36,210,0,187608
swaptions,gcc,mpx_no_narrow_bounds,1,4,1,67089,,,0.26,216.47,216.76,415,0,387568
swaptions,gcc,mpx_no_narrow_bounds,1,0,1,3732,,,0.0,13.53,13.53,27,0,43584
swaptions,gcc,mpx_no_narrow_bounds,1,1,1,7297,,,0.0,27.05,27.06,51,0,79568
swaptions,gcc,mpx_no_narrow_bounds,1,2,1,16421,,,0.06,54.14,54.2,104,0,115628
swaptions,gcc,mpx_no_narrow_bounds,1,3,1,33773,,,0.11,108.23,108.36,210,0,187608
swaptions,gcc,mpx_no_narrow_bounds,1,4,1,66435,,,0.29,216.4,216.72,411,0,402640
swaptions,gcc,mpx_no_narrow_bounds,1,0,1,3732,,,0.0,13.51,13.52,30,0,43584
swaptions,gcc,mpx_no_narrow_bounds,1,1,1,7297,,,0.01,27.04,27.06,53,0,79568
swaptions,gcc,mpx_no_narrow_bounds,1,2,3,16569,,,0.04,54.16,54.21,104,0,110484
swaptions,gcc,mpx_no_narrow_bounds,1,3,1,33847,,,0.12,108.28,108.41,211,0,185924
swaptions,gcc,mpx_no_narrow_bounds,1,4,1,66651,,,0.25,216.45,216.73,410,0,397664
swaptions,gcc,mpx_no_narrow_bounds,1,0,1,3732,,,0.0,13.51,13.52,30,0,43584
swaptions,gcc,mpx_no_narrow_bounds,1,1,1,7297,,,0.0,27.05,27.06,52,0,79568
swaptions,gcc,mpx_no_narrow_bounds,1,2,1,16592,,,0.07,54.11,54.19,104,0,108580
swaptions,gcc,mpx_no_narrow_bounds,1,3,1,33847,,,0.1,108.21,108.33,210,0,185924
swaptions,gcc,mpx_no_narrow_bounds,1,4,1,67829,,,0.29,216.46,216.78,415,0,370996
swaptions,gcc,mpx_no_narrow_bounds,1,0,1,3732,,,0.01,13.52,13.53,29,0,43584
swaptions,gcc,mpx_no_narrow_bounds,1,1,1,7297,,,0.0,27.05,27.06,50,0,79568
swaptions,gcc,mpx_no_narrow_bounds,1,2,1,16518,,,0.06,54.18,54.25,104,0,110248
swaptions,gcc,mpx_no_narrow_bounds,1,3,1,30679,,,0.07,108.25,108.34,197,0,257640
swaptions,gcc,mpx_no_narrow_bounds,1,4,1,69743,,,0.25,216.43,216.71,415,0,327624
swaptions,gcc,mpx_no_narrow_bounds,1,0,1,3732,,,0.0,13.52,13.53,30,0,43584
swaptions,gcc,mpx_no_narrow_bounds,1,1,1,7360,,,0.0,27.06,27.06,54,0,77800
swaptions,gcc,mpx_no_narrow_bounds,1,2,3,14778,,,0.03,54.14,54.18,98,0,160608
swaptions,gcc,mpx_no_narrow_bounds,1,3,3,34270,,,0.19,108.19,108.4,210,0,182652
swaptions,gcc,mpx_no_narrow_bounds,1,4,2,70137,,,0.26,216.55,216.82999999999998,424,0,321284
swaptions,gcc,mpx_no_narrow_bounds,1,0,1,3683,,,0.0,13.53,13.53,30,0,47200
swaptions,gcc,mpx_no_narrow_bounds,1,1,2,7832,,,0.01,27.04,27.06,55,0,71632
swaptions,gcc,mpx_no_narrow_bounds,1,2,1,15400,,,0.04,54.14,54.2,100,0,133468
swaptions,gcc,mpx_no_narrow_bounds,1,3,1,33258,,,0.16,108.23,108.41,210,0,205452
swaptions,gcc,mpx_no_narrow_bounds,1,4,2,70137,,,0.29,216.4,216.72,420,0,321284
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.63,0.64,5,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.65,0.65,3,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.01,0.89,0.9,4,0,82232
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,64607,,,2.3,1.28,3.58,9,0,307744
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,286961,,,0.96,1.54,2.5,11,0,1207356
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.63,0.64,2,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.65,0.66,4,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.0,0.89,0.9,4,0,86020
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,63585,,,0.17,1.27,1.44,5,0,307872
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,287472,,,0.88,1.52,2.41,9,0,1207424
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.64,0.64,2,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.65,0.66,3,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.01,0.88,0.9,4,0,82232
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,63585,,,0.19,1.25,1.45,6,0,307872
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,287983,,,0.92,1.53,2.45,8,0,1207492
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.64,0.64,2,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.66,0.66,4,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.01,0.88,0.9,5,0,82232
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,62563,,,0.18,1.24,1.43,5,0,307736
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,287472,,,0.91,1.53,2.44,9,0,1207424
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.64,0.64,3,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.65,0.65,2,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.0,0.89,0.9,4,0,82232
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,63585,,,0.18,1.26,1.45,7,0,307872
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,287983,,,0.93,1.51,2.45,6,0,1207492
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.64,0.64,3,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.66,0.66,3,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.01,0.88,0.9,4,0,82232
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,63585,,,0.18,1.28,1.46,5,0,307872
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,287472,,,0.92,1.52,2.45,7,0,1207424
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.64,0.64,3,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.64,0.65,2,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.0,0.9,0.9,3,0,82232
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,64096,,,0.19,1.27,1.47,6,0,307676
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,287983,,,0.91,1.54,2.45,6,0,1207492
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.63,0.64,4,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.65,0.66,4,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.0,0.9,0.9,3,0,82232
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,63585,,,0.18,1.27,1.45,4,0,307872
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,287983,,,0.91,1.52,2.44,6,0,1207492
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.64,0.64,4,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.65,0.66,5,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.0,0.89,0.9,3,0,82232
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,63074,,,0.2,1.24,1.44,6,0,307804
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,287472,,,0.9,1.53,2.43,6,0,1207424
canneal,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1835,,,0.0,0.64,0.64,4,0,26040
canneal,gcc,mpx_no_narrow_bounds_only_write,1,1,1,4505,,,0.0,0.65,0.66,4,0,48860
canneal,gcc,mpx_no_narrow_bounds_only_write,1,2,1,7700,,,0.0,0.89,0.9,3,0,82232
canneal,gcc,mpx_no_narrow_bounds_only_write,1,3,1,63585,,,0.19,1.25,1.45,6,0,307872
canneal,gcc,mpx_no_narrow_bounds_only_write,1,4,1,287472,,,0.92,1.52,2.45,7,0,1207424
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,1,2243,,,0.0,8.96,8.97,23,0,28728
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3619,,,0.0,21.27,21.28,44,0,40828
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5748,,,0.0,49.65,49.67,91,0,61484
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1678,,,0.0,98.3,98.32,180,0,34824
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,188.98,189.0,362,0,46708
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,1,2243,,,0.0,9.01,9.01,19,0,27776
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3618,,,0.0,21.33,21.33,42,0,38820
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5748,,,0.0,50.32,50.32,97,0,61484
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1678,,,0.0,98.21,98.22999999999999,181,0,34824
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,188.94,188.96,347,0,46708
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,2,2076,,,0.0,9.02,9.03,19,0,27908
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3619,,,0.0,21.31,21.31,41,0,40828
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5735,,,0.01,49.6,49.62,94,0,60300
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1663,,,0.0,98.28,98.28999999999999,179,0,36324
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,188.94,188.97,352,0,46708
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,1,2243,,,0.0,8.98,8.99,20,0,27776
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3619,,,0.01,21.29,21.3,41,0,40828
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5748,,,0.0,49.59,49.6,97,0,61484
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1663,,,0.0,98.22,98.24000000000001,178,0,36324
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,188.99,189.02,350,0,46708
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,1,2243,,,0.0,8.96,8.97,23,0,28728
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3619,,,0.0,21.83,21.83,44,0,40828
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5748,,,0.01,49.57,49.59,91,0,61484
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1678,,,0.0,98.3,98.31,178,0,34824
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,189.62,189.64,351,0,46708
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,1,2243,,,0.0,8.99,8.99,24,0,28728
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3619,,,0.0,21.36,21.37,42,0,40828
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5949,,,0.0,49.58,49.59,93,0,60236
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1678,,,0.0,98.23,98.24000000000001,177,0,34824
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,189.01,189.04,343,0,46708
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,1,2076,,,0.0,9.0,9.0,24,0,27908
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3619,,,0.0,21.33,21.33,42,0,40828
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5733,,,0.0,49.52,49.53,92,0,60308
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1663,,,0.0,98.26,98.27000000000001,179,0,36324
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,188.97,188.99,349,0,46708
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,1,2243,,,0.0,8.99,9.0,23,0,27776
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3619,,,0.0,21.82,21.82,43,0,40828
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5748,,,0.0,49.58,49.6,89,0,61484
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1663,,,0.0,98.26,98.27000000000001,178,0,36324
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,188.98,189.01,355,0,46708
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,1,2243,,,0.0,9.0,9.0,21,0,28728
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3619,,,0.0,21.3,21.3,41,0,40828
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5748,,,0.0,49.56,49.56,91,0,61484
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1678,,,0.0,98.26,98.27000000000001,178,0,34824
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,188.98,189.0,349,0,46708
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,0,1,2243,,,0.0,8.96,8.97,21,0,27776
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,1,1,3618,,,0.0,21.27,21.27,41,0,38820
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,2,1,5748,,,0.0,49.58,49.59,94,0,61484
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,3,1,1678,,,0.0,98.25,98.25999999999999,181,0,34824
streamcluster,gcc,mpx_no_narrow_bounds_only_write,1,4,1,1149,,,0.0,188.92,188.94,350,0,46708
blackscholes,gcc,mpx_no_narrow_bounds_only_write,1,0,1,1840,,,0.01,5.44,5.46,23,0,29744
blackscholes,gcc,mpx_no_narrow_bounds_only_write,1,1,1,2470,,,0.01,10.89,10.91,32,0,54868
blackscholes,gcc,mpx_no_narrow_bounds_only_write,1,2,1,11903,,,0.05,21.8,21.86,58,0,104884
blackscholes,gcc,mpx_no_narrow_bounds_only_write,1,3,1,36394,,,0.23,43.54,43.78,118,0,204872
blackscholes,gcc,mpx_no_narrow_bounds_only_write,1,4,1,86394,,,0.46,87.14,87.61,230,0,404720
