name,compiler,type,threads,input,cycles,dtlb_store_misses,minor_faults,branch_misses,dtlb_load_misses,major_faults,dtlb_loads,branch_instructions,instructions,mpxbtnum,mpxerrors,dtlb_stores,time
blackscholes,gcc,mpx,1,0,20724233967,3807,1819,7983065,5861,0,5730595387,2962254759,21348846686,,,1486958590,5.463855391
blackscholes,gcc,mpx,1,1,41305016790,69774,2448,14575560,71197,0,11452338655,5928527444,42513492744,,,2923255767,10.88743952
blackscholes,gcc,mpx,1,2,82694069914,8219,2178,30434171,18773,0,22893587980,11815812231,85088789725,,,5860072645,21.781268489
blackscholes,gcc,mpx,1,3,165482579051,11521,2135,62653508,20671,0,45780626207,23694090575,170258445055,,,11701814686,43.587328852
blackscholes,gcc,mpx,1,4,330859071372,68738,2566,121042661,122686,0,91585179501,47347320793,340401232989,,,23408917883,87.166191618
blackscholes,gcc,mpx,1,0,20718217889,10146,1821,7665095,6011,0,5748240853,2956903998,21256582737,,,1476074786,5.458671027
blackscholes,gcc,mpx,1,1,41307596960,75238,2449,15318970,73825,0,11452791842,5929834527,42507387668,,,2922492802,10.889361137
blackscholes,gcc,mpx,1,2,82688805570,7961,2172,30311700,17538,0,22891362797,11834271923,85126524097,,,5855249774,21.788414348
blackscholes,gcc,mpx,1,3,165432705071,29811,2645,60525578,55973,0,45798415264,23675766944,170198964088,,,11704978334,43.605578617
blackscholes,gcc,mpx,1,4,330960996372,61483,2570,121136594,122206,0,91570245902,47341432240,340445129331,,,23412911456,87.167242195
blackscholes,gcc,mpx,1,0,20717128821,9616,1821,7654661,7365,0,5739149122,2954839059,21297977632,,,1485114263,5.457570957
blackscholes,gcc,mpx,1,1,41313355734,24935,2448,15260211,19837,0,11456128354,5935710253,42519390170,,,2918474667,10.890846797
blackscholes,gcc,mpx,1,2,82680342668,31580,2683,30372691,44219,0,22901415236,11822046697,85035158861,,,5855370205,21.779326591
blackscholes,gcc,mpx,1,3,165368239665,9130,2133,60538260,24512,0,45795265612,23688970077,170273137636,,,11688897306,43.564616562
blackscholes,gcc,mpx,1,4,330813481251,70229,2571,120759623,103213,0,91577996587,47342265699,340447303970,,,23401934415,87.131499927
blackscholes,gcc,mpx,1,0,20716288143,10594,1821,7633346,5561,0,5743349331,2953087284,21258578461,,,1479333603,5.45786231
blackscholes,gcc,mpx,1,1,41307157053,9954,1936,15221823,11631,0,11452675909,5929797817,42517026054,,,2922111140,10.887143566
blackscholes,gcc,mpx,1,2,82696274205,52481,2175,30323900,85163,0,22894179730,11818568554,85088798001,,,5858415168,21.781135263
blackscholes,gcc,mpx,1,3,165437219678,10396,2136,61094368,27383,0,45788095538,23670059062,170254894179,,,11711387146,43.583420732
blackscholes,gcc,mpx,1,4,330820875814,33166,2570,121095815,60067,0,91571855089,47359530599,340479065696,,,23400662438,87.13022583
blackscholes,gcc,mpx,1,0,20714262972,9820,1817,7566703,5605,0,5741661640,2950197841,21246600404,,,1482892486,5.457068101
blackscholes,gcc,mpx,1,1,41321001887,10984,2448,15308859,13551,0,11459597806,5940088726,42558703770,,,2915692300,10.889274118
blackscholes,gcc,mpx,1,2,82654304597,13709,2173,30299761,25010,0,22904445300,11834832236,85100971785,,,5843642034,21.801454715
blackscholes,gcc,mpx,1,3,165416929943,27263,2133,60516596,48468,0,45799752350,23681170436,170193097755,,,11699752493,43.569344682
blackscholes,gcc,mpx,1,4,330909063565,33831,2569,120927417,64477,0,91584033032,47350628807,340412454041,,,23403034986,87.167725113
blackscholes,gcc,mpx,1,0,20719143981,10072,1820,7627147,5797,0,5743163727,2955252870,21294235459,,,1480891287,5.458351545
blackscholes,gcc,mpx,1,1,41317526767,10355,1938,15536839,10763,0,11454332815,5933648622,42530528243,,,2919381401,10.890077681
blackscholes,gcc,mpx,1,2,82726338103,10112,2173,30272312,15194,0,22902230878,11839868867,85106383943,,,5856078102,21.78949323
blackscholes,gcc,mpx,1,3,165440686324,57374,2645,61357425,104129,0,45798878519,23681785519,170207731414,,,11698014268,43.574281985
blackscholes,gcc,mpx,1,4,330825802083,10644,2056,120711982,37869,0,91579250638,47342739456,340417524067,,,23411823456,87.131954032
blackscholes,gcc,mpx,1,0,20709990198,15416,2330,7652046,6664,0,5748905673,2956931803,21251246001,,,1476385130,5.459013461
blackscholes,gcc,mpx,1,1,41354678463,13908,2450,15343108,20724,0,11451262420,5917302953,42488840427,,,2930615765,10.893837231
blackscholes,gcc,mpx,1,2,82727848593,21858,2172,31492585,32426,0,22900880027,11841430927,85118039311,,,5859601567,21.789940889
blackscholes,gcc,mpx,1,3,165424440986,7933,2646,60606466,65663,0,45798516040,23675465248,170178945358,,,11703975849,43.570732419
blackscholes,gcc,mpx,1,4,330943940480,11350,2569,124607566,36720,0,91569832687,47351963714,340414463580,,,23411662858,87.164566021
swaptions,gcc,mpx_only_write,1,0,41184778689,12618,3695,99773292,3493,0,16574146939,6630313470,61737231761,,,4729966350,10.851617307
swaptions,gcc,mpx_only_write,1,1,82368873592,24907,7282,199303683,5199,0,33147467576,13257314002,123429788446,,,9461916289,21.707932625
swaptions,gcc,mpx_only_write,1,2,164858414444,50728,15136,399498112,12150,0,66291692212,26518260242,246934150215,,,18917738818,43.427693176
swaptions,gcc,mpx_only_write,1,3,329786200191,99746,29390,799726177,18756,0,132575784208,53026307748,493861082322,,,37849266228,86.934515168
swaptions,gcc,mpx_only_write,1,4,658992325647,201294,57646,1603497046,36806,0,265155592138,106051937833,987708609889,,,75684075172,173.585861478
swaptions,gcc,mpx_only_write,1,0,41190621655,12364,3664,99406158,3679,0,16572779173,6630515126,61744257742,,,4729681848,10.852120359
swaptions,gcc,mpx_only_write,1,1,82334806995,24799,7619,199607853,6106,0,33144390365,13254597879,123433302619,,,9462786650,21.709562433
swaptions,gcc,mpx_only_write,1,2,164749235979,41954,11352,399790807,9649,0,66293771146,26519699900,246954370556,,,18918360614,43.428902028
swaptions,gcc,mpx_only_write,1,3,329688748688,99850,29154,806558441,18545,0,132581717045,53036381630,493840278879,,,37834798345,86.858715546
swaptions,gcc,mpx_only_write,1,4,659460925850,198874,58921,1594384345,31116,0,265177169290,106066904835,987684170035,,,75681064911,173.707544664
swaptions,gcc,mpx_only_write,1,0,41189994282,12346,3685,99911449,2524,0,16573554023,6630877259,61738331454,,,4727001949,10.850392141
swaptions,gcc,mpx_only_write,1,1,82364044988,25247,7348,199482375,8574,0,33145131699,13258721264,123451720282,,,9458504210,21.70369757
swaptions,gcc,mpx_only_write,1,2,164744646932,49833,14663,400191118,11573,0,66291396360,26518475704,246921713757,,,18918428020,43.39752017
swaptions,gcc,mpx_only_write,1,3,329560573299,98318,28897,798646231,18166,0,132576597777,53024036524,493884050928,,,37847155353,86.805138437
swaptions,gcc,mpx_only_write,1,4,658925680214,198325,58327,1596422089,33292,0,265151450085,106058618796,987781181600,,,75686079991,173.557244668
swaptions,gcc,mpx_only_write,1,0,41189249932,12704,3747,99550960,2834,0,16574137757,6630455449,61736496695,,,4729684006,10.852713807
swaptions,gcc,mpx_only_write,1,1,82372719332,24597,7362,200750865,5157,0,33148340767,13260141762,123471638612,,,9458755290,21.699402774
swaptions,gcc,mpx_only_write,1,2,164745036262,49923,14365,398652106,10755,0,66292468300,26518220530,246929317927,,,18918359116,43.39771517
swaptions,gcc,mpx_only_write,1,3,329519558631,99070,29558,797651890,18386,0,132578419149,53026762777,493832014972,,,37841973281,86.799878948
swaptions,gcc,mpx_only_write,1,4,659175511834,198277,57821,1599911916,31825,0,265160811288,106060580795,987725079994,,,75685204732,173.654699758
swaptions,gcc,mpx_only_write,1,0,41190917468,12626,3894,99749644,3089,0,16570835615,6628577645,61741957723,,,4731578833,10.868619945
swaptions,gcc,mpx_only_write,1,1,82373632848,25038,7480,200887489,4662,0,33145678731,13259092086,123474233879,,,9456608113,21.696938697
swaptions,gcc,mpx_only_write,1,2,164868815116,49687,14281,397668194,9972,0,66293085050,26515503401,246897811344,,,18921178281,43.434799204
swaptions,gcc,mpx_only_write,1,3,329474422368,101864,29567,796575553,19471,0,132584519567,53031254452,493874411884,,,37844470073,86.780430201
swaptions,gcc,mpx_only_write,1,4,659084809897,200292,58974,1599423198,35904,0,265157552901,106063083256,987742616221,,,75688290847,173.592702671
swaptions,gcc,mpx_only_write,1,0,41184245097,12578,3771,99561087,3053,0,16574435950,6630499463,61735514718,,,4727400740,10.850592459
swaptions,gcc,mpx_only_write,1,1,82368368630,24715,7270,200646467,7541,0,33147203314,13259126073,123447588363,,,9457895773,21.703638975
swaptions,gcc,mpx_only_write,1,2,164756753215,51343,14669,402085440,12063,0,66290646877,26513458452,246899828874,,,18922350589,43.406674118
swaptions,gcc,mpx_only_write,1,3,329496534171,99082,29105,798616739,16931,0,132581660977,53033006912,493845660240,,,37835054569,86.792914935
swaptions,gcc,mpx_only_write,1,4,659070150625,198748,59133,1599644867,34112,0,265148680077,106059097796,987765408865,,,75687505797,173.595032544
swaptions,gcc,mpx_only_write,1,0,41240311916,12106,3356,99718214,2819,0,16574291449,6624662984,61671588249,,,4731978195,10.867209963
swaptions,gcc,mpx_only_write,1,1,82367219779,21634,5922,200228358,3270,0,33146389938,13259803264,123482307113,,,9458288053,21.696665773
swaptions,gcc,mpx_only_write,1,2,164750308831,49576,14725,399521906,7236,0,66294711103,26518622723,246934333240,,,18915793521,43.393682625
swaptions,gcc,mpx_only_write,1,3,329755622353,100378,29200,803337283,20717,0,132578270436,53030073869,493843153300,,,37839418266,86.986895888
swaptions,gcc,mpx_only_write,1,4,658979599893,198914,58773,1597154760,34376,0,265156472094,106055909025,987755545948,,,75688468041,173.6212615
swaptions,gcc,mpx_only_write,1,0,41186801278,11885,3596,99822069,2332,0,16573816016,6630604778,61738152806,,,4727433292,10.849617512
swaptions,gcc,mpx_only_write,1,1,82370535567,25106,7667,199793535,7240,0,33145523362,13258944903,123455563296,,,9458959551,21.702699024
swaptions,gcc,mpx_only_write,1,2,164786374644,49496,14667,399144503,10417,0,66296047754,26510057749,246870631844,,,18924218822,43.407507139
swaptions,gcc,mpx_only_write,1,3,329468815428,99956,29362,798854525,17843,0,132582364427,53028250815,493879916353,,,37847383005,86.778417383
swaptions,gcc,mpx_only_write,1,4,659075013001,203934,58704,1593464230,39261,0,265163910645,106057181448,987755601748,,,75685594943,173.600001372
swaptions,gcc,mpx_only_write,1,0,41190755180,12199,3736,99893018,3081,0,16573905506,6630780337,61735308359,,,4730191226,10.854301174
swaptions,gcc,mpx_only_write,1,1,82375830863,25009,7654,198753257,4938,0,33145914951,13259204776,123474278831,,,9459374274,21.698941921
swaptions,gcc,mpx_only_write,1,2,164741098982,50754,14941,401178299,9485,0,66290078046,26517003740,246937954561,,,18918631313,43.400211075
swaptions,gcc,mpx_only_write,1,3,329518452707,103095,29406,799098473,21466,0,132580940844,53024974255,493852779253,,,37848467054,86.806135505
swaptions,gcc,mpx_only_write,1,4,658903512851,200870,58898,1593607478,35178,0,265145824812,106058385872,987762158494,,,75688922559,173.563779175
swaptions,gcc,mpx_only_write,1,0,41192283037,12276,3863,99280845,3049,0,16573047615,6630030914,61714724800,,,4730722805,10.859342403
swaptions,gcc,mpx_only_write,1,1,82382081137,24957,7442,199877124,4605,0,33145001427,13259081713,123467203528,,,9459677124,21.704581782
swaptions,gcc,mpx_only_write,1,2,164740907982,49852,14618,398955366,7790,0,66295106190,26517728010,246930286382,,,18916114111,43.393739031
swaptions,gcc,mpx_only_write,1,3,329479756426,100749,29193,799456915,19689,0,132581702391,53031892274,493878266100,,,37838856883,86.783505702
swaptions,gcc,mpx_only_write,1,4,660094241021,204861,57915,1593866403,45130,0,265178964457,106075627127,987786165440,,,75696088651,177.421058454
streamcluster,gcc,mpx_only_write,1,0,34089321526,3521,2034,145786187,2276,0,22862071702,10463864272,75044748420,,,1751525826,8.981510002
streamcluster,gcc,mpx_only_write,1,1,80733143101,9293,3120,187879767,5500,0,47226670830,22472599873,159383474119,,,2086259703,21.26644416
streamcluster,gcc,mpx_only_write,1,2,188018536333,16152,4642,211662814,9600,0,100534920887,48916349187,345020096889,,,2508665480,49.52477801
streamcluster,gcc,mpx_only_write,1,3,372728964929,58345,9356,209535530,19003,0,189935350285,93518238305,657776648751,,,2830498679,98.18760379
streamcluster,gcc,mpx_only_write,1,4,717227023719,730,1466,205116754,4406,0,361775053075,179289029788,1259059984954,,,3406714083,188.909920562
streamcluster,gcc,mpx_only_write,1,0,34116085225,1302,1318,146823418,1211,0,22858598150,10457138829,75055494150,,,1748757715,8.987220658
streamcluster,gcc,mpx_only_write,1,1,80809205025,12773,3454,187672348,4908,0,47183602429,22455802205,159395819063,,,2073896704,21.294989846
streamcluster,gcc,mpx_only_write,1,2,188311399748,23231,5305,211722401,8817,0,100532971706,48904172218,345009915721,,,2516765656,49.611599626
streamcluster,gcc,mpx_only_write,1,3,372799035515,65934,9586,209111624,18232,0,189950711758,93523443933,657739640858,,,2860511710,98.196258642
streamcluster,gcc,mpx_only_write,1,4,717262320434,1978,2294,205123869,3713,0,361771972116,179301295473,1259057776927,,,3404192070,188.944903487
streamcluster,gcc,mpx_only_write,1,0,34021441197,3925,2001,146512350,2670,0,22879479699,10449220911,74950506257,,,1751008581,8.964037081
streamcluster,gcc,mpx_only_write,1,1,81151636076,12634,3471,187948626,6305,0,47227889851,22465906706,159406170507,,,2083839804,21.38116159
streamcluster,gcc,mpx_only_write,1,2,188241744711,25391,5330,211816994,9508,0,100540829263,48905529729,344974710537,,,2513898397,49.583937853
streamcluster,gcc,mpx_only_write,1,3,372850113914,69795,9622,209498575,14406,0,189875139312,93535289182,657938610506,,,2761966196,98.31361361
streamcluster,gcc,mpx_only_write,1,4,717257469624,760,1538,205109418,5790,0,361753699347,179302791884,1259181211912,,,3405754178,188.916453259
streamcluster,gcc,mpx_only_write,1,0,34027316952,4740,2679,148333765,2041,0,22870476363,10452016598,74890035995,,,1751933974,8.97189249
streamcluster,gcc,mpx_only_write,1,1,80883531666,8309,2663,187911155,5304,0,47241386358,22458355856,159260982395,,,2096986950,21.327100002
streamcluster,gcc,mpx_only_write,1,2,187826920785,25085,5414,211954275,8416,0,100524539317,48900870766,344967426083,,,2524815039,49.486659365
streamcluster,gcc,mpx_only_write,1,3,372672502877,30209,5414,209470092,15322,0,189930046588,93532470267,657749105803,,,2714698441,98.191007932
streamcluster,gcc,mpx_only_write,1,4,717190338613,500,1346,205069756,2997,0,361769600273,179316007812,1259169371523,,,3455012407,188.946646857
streamcluster,gcc,mpx_only_write,1,0,34138534850,4125,2430,146182163,2594,0,22876017562,10460065548,75023106263,,,1749359608,8.997150924
streamcluster,gcc,mpx_only_write,1,1,81024247527,9179,2929,187829782,6226,0,47232188327,22465164979,159369327407,,,2080652149,21.341519215
streamcluster,gcc,mpx_only_write,1,2,188016629590,7502,2934,212010589,7327,0,100518128500,48907398869,345019347550,,,2521078969,49.523671562
streamcluster,gcc,mpx_only_write,1,3,372722631921,47951,6281,209546756,13551,0,189915138384,93531274051,657752964968,,,2831176157,98.177977182
streamcluster,gcc,mpx_only_write,1,4,717200925920,720,1576,205138008,4401,0,361773060478,179323528584,1259164647791,,,3436811319,188.906986009
streamcluster,gcc,mpx_only_write,1,0,34097789652,4151,1966,145952417,2187,0,22865451026,10459292629,75045907284,,,1751184248,8.982035898
streamcluster,gcc,mpx_only_write,1,1,80873205083,6331,2500,188330262,4268,0,47174155702,22457802320,159431626744,,,2083336779,21.302129984
streamcluster,gcc,mpx_only_write,1,2,187816921120,24631,5998,211856468,8440,0,100516650671,48909378965,345025408356,,,2510950725,49.472170112
streamcluster,gcc,mpx_only_write,1,3,372735120559,61361,8302,209008978,15593,0,189901821717,93522157067,657850834554,,,2792313167,98.188589777
streamcluster,gcc,mpx_only_write,1,4,717302633487,1676,2006,205159662,3568,0,361764005713,179301943617,1259264004457,,,3426189757,188.926302748
streamcluster,gcc,mpx_only_write,1,0,34069832457,3995,2051,146568615,2592,0,22861058468,10447576767,74967377374,,,1750512301,8.978668888
streamcluster,gcc,mpx_only_write,1,1,80764512180,9676,2468,187932239,3323,0,47205173007,22468233124,159401349895,,,2086451346,21.273611232
streamcluster,gcc,mpx_only_write,1,2,188438352066,20605,5016,211804663,13004,0,100538848455,48906816122,345018099099,,,2501922097,49.639505628
streamcluster,gcc,mpx_only_write,1,3,372590586395,57259,9095,209464983,16876,0,189942051989,93544803970,657693245448,,,2776907341,98.14054514
streamcluster,gcc,mpx_only_write,1,4,717230907772,326,1152,205152143,3829,0,361818747903,179296174914,1258972882967,,,3391720775,188.910229661
streamcluster,gcc,mpx_only_write,1,0,34015050899,5245,2214,146247445,1711,0,22858215213,10456744050,74960793181,,,1748110780,8.961415288
streamcluster,gcc,mpx_only_write,1,1,80639849471,11808,3038,188217819,6033,0,47202117321,22456693596,159355645744,,,2089470501,21.240077453
streamcluster,gcc,mpx_only_write,1,2,187954567231,25845,5630,212063779,10283,0,100526731243,48903796652,345001741634,,,2501362559,49.518360598
streamcluster,gcc,mpx_only_write,1,3,373079281135,6698,2325,208962011,4274,0,189907610006,93536521439,657815815959,,,2790272558,98.272881202
streamcluster,gcc,mpx_only_write,1,4,717219965198,284,1218,205089682,2274,0,361789116968,179292990809,1259054930525,,,3437548758,188.946717767
streamcluster,gcc,mpx_only_write,1,0,34122329933,4702,2074,148390031,3225,0,22893192687,10445868103,74901278404,,,1751004504,8.996870516
streamcluster,gcc,mpx_only_write,1,1,80795577382,9978,3225,188318212,4564,0,47190208773,22444466247,159335405022,,,2079895146,21.292620582
streamcluster,gcc,mpx_only_write,1,2,187989447146,26607,5715,211409838,10167,0,100519840342,48904449785,344998758889,,,2507967883,49.519524198
streamcluster,gcc,mpx_only_write,1,3,373133552222,79454,9486,209385682,15784,0,189908257840,93520402300,657849490777,,,2812299329,98.288638567
streamcluster,gcc,mpx_only_write,1,4,717185842987,998,1523,205166132,2810,0,361772481529,179319814625,1259184226121,,,3469168898,188.894836663
streamcluster,gcc,mpx_only_write,1,0,34070611298,2584,1791,146137510,2256,0,22856524871,10452912324,74989982549,,,1751206138,8.975493639
streamcluster,gcc,mpx_only_write,1,1,80872486646,13385,3453,188206957,5802,0,47181027880,22461793668,159466364017,,,2088669733,21.301471119
streamcluster,gcc,mpx_only_write,1,2,187987217925,25848,5501,212105259,11411,0,100528488576,48903830558,344971538231,,,2522994691,49.517999736
streamcluster,gcc,mpx_only_write,1,3,372680798994,4784,2208,208890026,5326,0,189898799485,93524821492,657899503421,,,2732410802,98.247584205
streamcluster,gcc,mpx_only_write,1,4,717197233853,624,1447,205067780,2427,0,361764531434,179315016741,1259242735018,,,3419594468,188.900656527
canneal,gcc,mpx_only_write,1,0,2433749727,2,2996,9889130,9489,0,939909674,496478172,3673959298,,,478538673,0.646916441
canneal,gcc,mpx_only_write,1,1,2506763702,119,4542,8331338,12720,0,925868979,492391593,3613907090,,,472329789,0.66125523
canneal,gcc,mpx_only_write,1,2,3401856557,8340,7741,9973329,23023,0,947117664,502595307,3714126436,,,481121957,0.903607361
canneal,gcc,mpx_only_write,1,3,4360521929,131612,31876,9996111,35018,0,986722467,520667947,3841186442,,,504791672,1.15789325
canneal,gcc,mpx_only_write,1,4,5166352756,627076,126371,10100062,210072,0,1122771816,592264107,4335215613,,,596860924,1.456562322
canneal,gcc,mpx_only_write,1,0,2417812377,6,3041,9940916,9805,0,938877578,495957160,3660664100,,,476918912,0.651362541
canneal,gcc,mpx_only_write,1,1,2510054780,119,4751,8178642,10593,0,923196235,494809679,3618544636,,,470930359,0.662715626
canneal,gcc,mpx_only_write,1,2,3404965019,2190,8732,9890095,25450,0,947491657,502686025,3716590186,,,480643781,0.905613841
canneal,gcc,mpx_only_write,1,3,4358549232,148471,31872,9965369,36322,0,986461925,520758260,3840195499,,,505788857,1.157240668
canneal,gcc,mpx_only_write,1,4,5157321913,620026,125961,10028456,226913,0,1118841046,597050663,4384361230,,,595999966,1.450209461
canneal,gcc,mpx_only_write,1,0,2424150428,0,2437,10016515,6709,0,937781136,496637758,3681092940,,,477968542,0.647733475
canneal,gcc,mpx_only_write,1,1,2500173112,136,4774,8010527,13331,0,926864740,493586468,3620775209,,,471872222,0.660023645
canneal,gcc,mpx_only_write,1,2,3403983500,2554,8353,9935915,24515,0,947448801,502351835,3713912327,,,482670578,0.906913675
canneal,gcc,mpx_only_write,1,3,4354518386,120383,31809,9972546,33103,0,986395484,520770676,3839852902,,,504209192,1.160016279
canneal,gcc,mpx_only_write,1,4,5138345496,616227,125290,10079857,220580,0,1120600893,595229115,4358557460,,,595268758,1.452937262
canneal,gcc,mpx_only_write,1,0,2438502369,88,2589,9948030,6495,0,937404260,493066215,3632763795,,,478388598,0.657024062
canneal,gcc,mpx_only_write,1,1,2509663334,97,4958,7929693,13578,0,925214624,492119788,3615262412,,,471967483,0.662197272
canneal,gcc,mpx_only_write,1,2,3411502952,48,8543,9915833,23896,0,947161120,501950864,3709142783,,,481577748,0.905965203
canneal,gcc,mpx_only_write,1,3,4357207300,130555,31301,9998986,40202,0,987346121,520630075,3842129169,,,501982277,1.156581626
canneal,gcc,mpx_only_write,1,4,5182938288,668246,125416,10005141,177402,0,1123648773,592704281,4353437043,,,603559194,1.460617842
canneal,gcc,mpx_only_write,1,0,2423822089,8,2883,9898413,8346,0,938087228,496451900,3665356848,,,478725735,0.651290015
canneal,gcc,mpx_only_write,1,1,2557281792,2,5217,7945253,14912,0,927164990,493584870,3613188993,,,472936032,0.681248498
canneal,gcc,mpx_only_write,1,2,3400908881,8277,8147,10000437,24018,0,947413034,502759312,3713946768,,,481173463,0.904319524
canneal,gcc,mpx_only_write,1,3,4358896736,135518,31739,9957339,34579,0,986309271,520347901,3840548907,,,505237058,1.15779704
canneal,gcc,mpx_only_write,1,4,5192696411,617456,125887,10055769,210342,0,1115623903,593227089,4376429675,,,602839443,1.471883775
canneal,gcc,mpx_only_write,1,0,2460025541,69,2547,9955120,8077,0,938730143,493540687,3642416024,,,477319709,0.65458264
canneal,gcc,mpx_only_write,1,1,2556374949,4,4982,7945119,14650,0,927532023,493637690,3611248755,,,473322185,0.679694112
canneal,gcc,mpx_only_write,1,2,3407007047,108,7603,9911129,21770,0,946367135,501979636,3712147371,,,480846399,0.905160215
canneal,gcc,mpx_only_write,1,3,4356844130,134568,31332,9961287,35066,0,984237615,520498237,3833062791,,,506035832,1.159997464
canneal,gcc,mpx_only_write,1,4,5206271971,628006,125301,10085014,219715,0,1117974667,595043867,4395476181,,,600824746,1.442552448
canneal,gcc,mpx_only_write,1,0,2415988466,6,2542,9958549,8831,0,938792373,495476518,3657018837,,,477044460,0.652062039
canneal,gcc,mpx_only_write,1,1,2487573860,135,4612,8016685,11862,0,926860180,489740386,3565202468,,,472370855,0.658138784
canneal,gcc,mpx_only_write,1,2,3403108235,3952,7703,9884994,22701,0,946834111,502632088,3713490171,,,481298138,0.903625302
canneal,gcc,mpx_only_write,1,3,4359878555,136508,31842,9993758,36222,0,986830176,520580412,3843952591,,,502734239,1.157514778
canneal,gcc,mpx_only_write,1,4,5160179424,622233,126090,10115917,212045,0,1123580815,592604073,4334589873,,,596641533,1.457552288
canneal,gcc,mpx_only_write,1,0,2416820747,2,1857,9968013,7423,0,938470870,497189431,3679999367,,,475331517,0.647281925
canneal,gcc,mpx_only_write,1,1,2528009310,96,4929,7954468,9044,0,928595217,494981922,3621345129,,,470331393,0.666729043
canneal,gcc,mpx_only_write,1,2,3403164200,5567,8251,9951920,24501,0,947513160,502820251,3715359933,,,480621094,0.905521029
canneal,gcc,mpx_only_write,1,3,4361553292,107904,31817,9979196,49942,0,988143693,521304993,3839190987,,,500369668,1.15611324
canneal,gcc,mpx_only_write,1,4,5163861677,622472,124928,10081554,221571,0,1120261726,596592339,4368620171,,,595597479,1.452700266
canneal,gcc,mpx_only_write,1,0,2417757768,6,2847,9923775,9539,0,938813638,496013866,3660711727,,,477140459,0.651466435
canneal,gcc,mpx_only_write,1,1,2516759237,114,4871,7932441,8074,0,920841581,494832365,3622877361,,,470318781,0.663689282
canneal,gcc,mpx_only_write,1,2,3400173426,6588,7584,9945642,22974,0,947072198,502060434,3712331722,,,482735566,0.905351112
canneal,gcc,mpx_only_write,1,3,4375272863,112924,31347,10000393,43818,0,983013537,519910424,3822524881,,,507211567,1.163709612
canneal,gcc,mpx_only_write,1,4,5234993696,623132,126479,9998266,200193,0,1114369718,592895068,4367285922,,,604332067,1.437685021
canneal,gcc,mpx_only_write,1,0,2424976197,12,2298,9936001,6158,0,938550714,496853105,3670262584,,,476968263,0.649667956
canneal,gcc,mpx_only_write,1,1,2505465556,103,4719,7912551,14126,0,925375716,492424970,3619035910,,,470886329,0.660936704
canneal,gcc,mpx_only_write,1,2,3410562746,126,8341,10069022,22661,0,947041903,501190220,3707980357,,,482453859,0.908627225
canneal,gcc,mpx_only_write,1,3,4359871269,113427,31814,10028685,45303,0,988543774,520962841,3839195586,,,501091930,1.156108785
canneal,gcc,mpx_only_write,1,4,5155750287,640687,125418,10068914,217316,0,1121329428,596659671,4370650142,,,595447696,1.451160408
bodytrack,gcc,mpx_only_write,1,0,30151491560,106855,9495,40132701,85476,0,13284971320,5901806694,65226676572,,,3201311189,7.950246301
bodytrack,gcc,mpx_only_write,1,1,59525749235,173019,13475,78800398,135737,0,26281961687,11701969008,128439787657,,,6320552672,15.688701709
bodytrack,gcc,mpx_only_write,1,2,118435945445,283601,22102,156457551,199624,0,52297035262,23410108045,255733269959,,,12582230624,31.199439527
bodytrack,gcc,mpx_only_write,1,3,236283151814,562346,39579,319714659,488740,0,104413767839,46746462408,509264348973,,,25141218464,62.2506583
bodytrack,gcc,mpx_only_write,1,4,470887289960,1134241,67585,624275015,871277,0,208422933514,93277096109,1016478931549,,,50158370394,124.040903466
bodytrack,gcc,mpx_only_write,1,0,30124047499,126461,13260,39446134,79199,0,13296759204,5907542568,65273225875,,,3212706219,7.937538701
bodytrack,gcc,mpx_only_write,1,1,59608385618,202709,14144,78980732,151257,0,26266868497,11703200390,128446692702,,,6327786478,15.703843863
bodytrack,gcc,mpx_only_write,1,2,118449092263,291092,25935,155498419,241924,0,52309120064,23418919093,255734722717,,,12598011271,31.20986945
bodytrack,gcc,mpx_only_write,1,3,236208609244,584652,40363,311951647,468392,0,104376296296,46713933221,509181889319,,,25129151204,62.224756301
bodytrack,gcc,mpx_only_write,1,4,471941302230,1199837,73404,622300149,971026,0,208597723211,93288924710,1016230745305,,,50221737934,124.329793878
bodytrack,gcc,mpx_only_write,1,0,30105582913,98504,9779,39423955,75158,0,13293848045,5912581269,65248097515,,,3209123775,7.93468983
bodytrack,gcc,mpx_only_write,1,1,59517069876,176227,13286,79441402,156411,0,26248592468,11717509803,128446310821,,,6308186834,15.681307232
bodytrack,gcc,mpx_only_write,1,2,120786482899,329943,20645,158775031,232145,0,52392599354,23408990615,255557172126,,,12622405655,31.866949337
bodytrack,gcc,mpx_only_write,1,3,236528343778,643897,40557,313092114,456819,0,104409722773,46692307217,509032968298,,,25119850811,62.303616951
bodytrack,gcc,mpx_only_write,1,4,471968454048,1106967,68228,624260339,939588,0,208472871724,93359618502,1016538229201,,,50149375598,124.329236028
bodytrack,gcc,mpx_only_write,1,0,30114317883,132484,11260,39823193,85544,0,13303670641,5894807446,65187310380,,,3206464122,7.94707324
bodytrack,gcc,mpx_only_write,1,1,59280012762,191769,14011,78828616,143884,0,26278872541,11710263978,128394334429,,,6319441099,15.625011686
bodytrack,gcc,mpx_only_write,1,2,118618297857,290648,20163,155569543,230103,0,52308307368,23411107637,255437383108,,,12594197044,31.248268853
bodytrack,gcc,mpx_only_write,1,3,236173179626,560132,37258,311628369,508950,0,104324474440,46720286920,509367517109,,,25101826553,62.219362354
